Title	uuid
Ai-Powered Transcript Summarization And Question Answering For Youtube And Wikipedia	5a288217-f0c4-48ab-af99-eb4b2ba9844f
Adaptive Machine Learning Frameworks Integrating Llms And Knowledge Graphs For Tailored Education	446f2754-94b2-411f-9922-32488e6e0416
Breaking The Code: Exploring The Drivers Of Knowledge Sharing In The Digital Innovation Ecosystem Via Mixed Methods	b99d3bde-5905-4863-986f-c36058770dee
Entrepreneurial Knowledge Management Model: A Panacea For Start-Up Failures In Emerging Markets	c9a2a26a-d715-4365-90ae-dc2276ca6eb6
The Effect Of Time Lapse Between Online Lectures And Clinical Practice On Medical Students’ Performance In An Orthopedics Hybrid Course	a3e03e7b-5745-43dd-ab1e-860aa47fd622
Intelligent Assistants In Engineering Education	67ae133c-b367-48b5-bc05-0cc731032f17
Technological Interface Components That Support Accelerated Learning In The Acquisition Of Foreign Language Vocabulary †	d6caf621-be82-4683-ae2d-9c6e8bbf3da5
The Idea Of Electroencephalogram-Based Situational Interest Monitoring In Cultural Tourism Short Videos	faef2972-088c-44b2-a6f6-8cf29d96b191
Enhancing Aiops With Lilt: A Lora-Based Incremental Learning Transformer For Robust Adaptation To Concept Drift	3273f15a-78b3-4b92-af78-0d9ed3995694
Uavs As A Tool For Optimizing Boat-Supported Flood Evacuation Operations	9b68fc2d-a231-435b-b0f2-551590c8a865
Research On Knowledge-Sharing Decisions In The Logistics Service Supply Chain	fddfca61-f26e-4c79-9774-08454f66d351
Academic Mentorship Guidance System For Selection Of Academic Courses: A Systematic Review	0e387ab0-49eb-46c9-952c-0006130e7ab4
Iget - A Knowledge Transformation Model Considering Generative Ai	c19e328f-24a5-4b79-a14d-9b5982d8b099
Agile Mindset Leaders And Their Experience-Based Tacit Knowledge Absorption Mastery: Polish-Finnish, Technological, And Non-Technological Leaders’ View	a96233d4-a086-4eaa-b253-d125c5006388
Augmented Reality In Education: Enhancing Learning Experiences	58d0dcaf-74c7-48fe-9938-ec1f5d29c3ac
Proceedings Of The 2023 Laboratory Safety Workshop - Human Factors: Safety And Technology	79c14d21-5dd0-472a-b4a3-7ee9b9cd0498
Smartextil: Exploring Biomaterials For Knowledge Transfer From Fab Labs To Communities	ce65e882-f623-4f19-94b1-9b8cfe353492
Designing Vr Learning Scenarios With Ai-Enabled Avatars For Business Education	81659e30-f88e-455a-9033-ff06ca0926d6
Development Of A Process Model For The Extended C&C2-Approach For Analyzing And Synthesis Of Embodiment Function Relations	8b206d0c-5aab-4b52-9dc4-8f3776ef524e
Exploring The Intersection Of Technology And History: Gifted Students’ Journey In Mathematics	98e8ee09-07a1-4baf-b342-1b5d35c4ddbf
Design Of A Cascade Controller Of Trajectory Tracking For Omnidirectional Agv Driven By Mecanum Wheels	45135cd8-b238-4d80-8f47-e27c7132a256
Chatgpt In Computer Science Education: A Case Study On A Database Administration Course	e10e2d95-3259-4619-9e9b-50e28c324e2f
The Impact Of An Artificial Intelligence Enhancement Program On Healthcare Providers’ Knowledge, Attitudes, And Workplace Flourishing	a8fd2638-e4e5-46ec-9613-7e22385fc867
Digital Twin Adoption For Mechanical Maintenance Management: A Capability-Based Approach To Enhancing Operational Resilience	9466e576-5507-48c4-bf38-07433fbdd095
Development Of Vr/Ar Applications For Hybrid And Electric Vehicles Education	061df999-dec2-42d1-82d8-b41023f0f910
Research On The Construction Technology Of Expert Knowledge System For Aviation Equipment Quality Issues	468e4d83-88c4-4bbc-853c-69540beae77d
Construction And Deconstruction Of Reality: Philosophical Perspectives On Perception And Media	b10a6c89-ce60-4513-9600-23058456bb4e
Modalities Of Pedagogic Practice In K-12 Remote Teaching Contexts–A Bernsteinian Analysis	e553183f-32b2-459a-81d6-5df180e4142e
Supporting Inclusive Learning Through Technology: Evaluating A Digital Learning Module	4785c4bb-a065-4c1f-b5d9-ec52c27674d7
Exploration Of The Innovative Application Of Artificial Intelligence Technology In Ideological And Political Education In Colleges And Universities	d3e5f86c-189e-4111-a445-8f37181347c0
Effectiveness Of Educational Hypermedia For Teaching Obstetric Risk Classification	45182c05-fa02-489a-b48d-217979fadcba
Training And Assessing Teamwork In Interprofessional Virtual Reality–Based Simulation Using The Teamstepps Framework: Protocol For Randomized Pre-Post Intervention Study	45ef77c7-d53c-4a39-9d3e-e3a4ee6e77da
A Game Centric E-Learning Application For Preschoolers	440d96d4-5a94-455f-9293-ec848601f58b
Navigating Technological Shifts: An Examination Of User Inertia And Technology Prestige In Large-Language-Model Ai Chatbot Transition	d17d5c26-95ab-4cb9-b875-108ce1c43335
Unveiling Dynamics Between Robotic Process Automation And Process Knowledge Loss	34e92cbf-62ea-4d6b-a84c-7c52c1f34b06
The Role Of Artificial Intelligence In Medical Training, With Its Applicability, Efficiency, Potential, And Challenges Among Preclinical Students	75169542-b218-4a81-9b88-468f26ad3e4f
Lkd: The Intelligent Model For The Diagnosis Of Deficiencies In Examinees' Mastery Of Knowledge Points	7e56e7f8-d0b5-41b7-aa0d-e9721044a8ce
Assessing Personalized Engineering Learning Experience With A Multi-Modal Ai Tutoring Framework	caa6253c-821d-47ff-8279-029d71a29ee3
“The Role Of Knowledge Development And Flow Of Knowledge On The Performance Of Foreign Subsidiary Companies”	c7743f00-acf3-4dbd-837c-e0bdd965902a
Swot Analysis Of Ai Integration In Islamic Education: Cognitive, Affective, And Psychomotor Impacts	d0747be7-f909-4990-99bb-5fc3ed49bfa0
User Experience Analysis For Mobile-Assisted Language Learning Through Gamification	ffc7f921-b052-4fa7-b6b2-d3d456e207f7
An Ai Chatbot For Enhanced Learning Through Speech, Summarization, And Interactive Quizzing	117c188c-625d-4d81-8843-8ca21fe245e6
Who’S Who In Zoology: Transversal Application Of Gamification And New Technologies In University Teaching	8dc6a3ae-803a-47f9-85a6-6959994a02d6
Anubrahman: Cultivating An Accessible Aerospace Research Community For Bridging Academia And Industry, Empowering The Next Generation In Space Science And Engineering	01f6a5db-ebf5-4ace-88e1-35a58c10dc19
Leader’S Personal Attributes And Accounting Information System Adoption. A Moderation Study Through Innovative Leadership And Knowledge-Sharing Culture	f2ed4986-ac63-4f2f-86b3-bbdb9e58a0ae
Immersive Learning Of Traffic Laws For Responsible Driving	9dce0ed1-ad4f-4c57-ba91-094adb9d7716
Tacit Knowledge Sharing Behaviors In Extended Enterprises: A Cross-Cultural Comparison In France And Vietnam	82115a31-2162-481c-8a4b-d964c9a225a4
Improving Organizational Knowledge Control With The Use Of Nlp	26a0fcc1-937a-4703-8818-17d7cd6b46b3
Artificial Intelligence In Knowledge Capture And Transfer: Breaking Down Organizational Silos	032cfa55-1e3b-42f2-ad79-a5709b015a38
Eduar-Ai: Adaptive Reality-Enhanced Learning Framework With Multi-Modal Knowledge Integration, L(Θ Ψ)	99836211-0a66-4b4b-a0d3-71201b5eeda9
Enhancing Wildfire Detection With Real-Time Predictive Analytics Using Extreme Learning Machine	5264e5a0-fc86-41d7-89c9-f0dee7f22533
Examining How Reverse Mentoring Influences Innovative Performance: Evidence From The Indian It Sector During The Covid-19 Pandemic	00828d9b-764d-4018-a6a9-166d50744f20
Ai-Powered Learning Pathways: Personalized Learning And Dynamic Assessments	e16d143f-3d32-4511-be5f-ae6427cb1059
Effective Knowledge Creation And Transfer In E-Learning Using Seci Model	7eb52f52-f110-40bf-9f24-56ef7bec52c3
Role Of A Learning Culture In Overcoming Barriers To Knowledge Retention In Libraries	42ac9113-e966-4985-a5b4-583a18cba817
Enhancing Middle-School Students’ Textual Expression: The Complementary Role Of Speech-To-Text Technology	bc8a4d35-7c84-4651-bcd3-d062ccfb3db6
Translating Organisational Realities Into The Lecture Theatre: The Power Of Junior-Senior Knowledge Sharing	ea788725-89e5-4331-bc36-fe5ea154f999
Driving Radical Innovation: External Stimuli, Organization Culture And Mcs’S Role In Startup Success Moderated By Technological Turbulence	095cc248-0f02-4faa-a324-2a2d106090b6
Empowering Students With Augmented Reality To Learn About Solar Cells	e1d5ba97-6529-4483-9a02-ef7b5999f770
Innovative Big Data Analytics - Enabled Virtual Reality Learning Systems: Personalized Adaptive Courses Based On Analytics Of Student Progress And Conduct	95acf740-481c-4004-993e-cb4edc233304
Ai Transformation In Basic Education: A Correlational Analysis On The Digital Integration, Challenges, And The Role Of Strategic Leadership In A Country Of Emerging Economy	22578e9c-7aac-477e-b462-04d3669957a1
Decentralizing Knowledge Management: Affordances And Impacts - Revisited	a8ba2701-5525-4e28-9019-a467e684b700
Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn	a6d2086c-3a25-41a0-984c-9245786f6e44
A Conceptual Framework For City Learning To Drive City Transformations Utilising Contextual Knowledge Management: Insights From Theory And Practice	a8b24c91-0471-4bb9-8c5c-f35b4a55a1eb
The Correlation Between Enjoyment And Student Autonomy In A Game-Based Online Learning Environment	6af867f3-e927-42f7-9e16-db6b9e899035
A Multimodal Target Detection Method Based On The Mes And The Improved Bev Perception Algorithm	f6468e0f-2c58-4552-8dad-a9452ca0b85a
Using 360° Virtual Reality To Enhance Learning And Engagement In Semiconductor Training	e42ccffc-adf6-4c8c-91f4-673c09680ec0
Comparison Of ‘Complete Anatomy’ (Ca) To Conventional Methods For Teaching Laryngeal Anatomy To First-Year Dental And Dental Hygiene Students In Ireland	b32633b1-63c0-4b3d-8776-479b2569d334
Ai-Powered Tutoring For Active Reading: A Pedagogical And Ethical Approach	12034c55-4e24-46c8-a857-64cf0809b422
How To Build An Efficient Virtual Training?	5b3283f3-3c4a-402a-87c9-80cd47c4e015
Medical Knowledge-Based Differential Image Visual Question Answering	2965a634-1377-4e89-93b1-a6431198c9c9
Research On Ai-Driven Teaching Of Medical Data Mining Courses Under The Boppps Model	bce9c65f-1d19-416a-8d57-39e4ead58558
Comparative Impact Of Ai And Search Technologies On Outcome-Based Learning In Engineering Education	bde16877-2173-42ec-a8fb-257dff2f3bf0
Job Role Clarity: A Missing Component Of Supply Chain Visibility	b2cbdc2b-7cde-45cf-bf28-565b487c4c60
Cloistered Knowledge Capture And Retrieval: Offline Llms And Vector Search For Enterprise	13fa2b5e-39a5-4db2-b194-5a565b8d71af
Towards Scalable Wide Area Uas Monitoring Of Forest Disturbance Using Hydrogen Powered Airships	e8ad7e13-b459-4067-9284-8c587e7813b6
Zoowear: Animal-Inspired Head-Mounted Haptic Interfaces To Augment The Zoo Experience	b72aa479-1015-4141-b758-a29b503389fb
Automatic Water-Saving Irrigation Technology For Farmland Based On Pso-Elm Algorithm And Micro Control Unit	db971caa-890a-4264-aba5-ce0ac282adbc
Factors Influencing Educators’ Perspectives On Accepting Extended Reality In Health Care Education: Qualitative Study	4ec95c86-4282-4954-a4e0-d38f5fbb2643
Validating The Effectiveness Of A Vr-Based And Haptic Technology–Based Operating Room Simulation Program Among Nursing Students	3d5f1626-5bab-43a4-b719-367ab26a22a8
Perceptions Of University Students On Generative Artificial Intelligence Use: A Cross-Cultural Study	7e209ea4-9f5e-4cd0-b1dc-4b40f0c8fba5
Innovating Higher Education: The Rise Of Chatgpt In Collaborative Learning - A Short Review	e338ab6d-2d33-4854-b730-010f0e17664d
State Assessment Method For Power Secondary Equipment Based On Digital Twin Technology	3cd297f8-125b-49e5-9475-b9acbc91f9e1
Knowledge Sharing Behavior Of Nursing Educators: Influence Of Organizational Culture And Technological Environment	cfa51e06-35be-4980-b24b-b15ab4bb267f
Adaptive Learning Model In The Field Of Gamification	1026e90a-66ba-4110-9888-31d2030f40f8
Research On The Construction And Application Path Of Knowledge Base System In The Oil And Gas Industry	d64bc6d1-cb71-4f4e-af51-19364189a582
Virtual Reality In Cultural Tourism: Optimizing Learning And Interactive Experiences	46a57d6e-8e5b-4f90-8908-d33c8de6264a
Development And Usability Testing Of A Knowledge Graph–Based Digital Teaching Platform In Internal Medicine Nursing (Kg-Dtpnursing): A Cross-Sectional Study	a79a535a-162a-4fb8-ba96-4ebc5a26c0a7
High-Precision Multimodal Retrieval-Augmented Generation	09769c36-4f22-4382-8e3f-01aedc9e1835
Multimodality-Based Situational Knowledge For Obstacle Detection And Alert Generation To Enhance The Navigation Assistive Systems	48c361e3-fd59-4a11-93dc-013ef76b329e
Ai In Obstetrics: Evaluating Residents’ Capabilities And Interaction Strategies With Chatgpt	0aa34dfc-c6ea-4b44-8800-a33f3bdb9f44
The Effect Of Explorative And Exploitative Skills On Innovation Process During The Merger Of Public Research Organizations	e88dccf5-3aad-4b99-8dfc-39d50f9d86bd
Innovative Pedagogy In Engineering Ethics: Validating A Digital Role-Playing Game For Malaysian Pre-University Students	4d8b1ae4-afba-469b-a0df-924f0060ed6d
Trinet: A Hybrid Feature Integration Approach For Motor Imagery Classification In Brain-Computer Interface	ed5cc556-605c-4689-be7a-7bb0d168ed37
Evaluating The Extended C&C2-Approach In A Live Lab And In Practice	f14bdd70-8c74-4d42-8cbc-a554d38ec06e
The Impact Of Aigc On Simulating Realistic Human Movement For Immersive Learning In Film And Television Education	e2291493-94eb-4114-ae0f-d6da7c214195
Collaborative Praxis Learning To Empower Rural Area: An Action Research	2e75829c-a783-4cf4-9589-2bebac319e6d
The Seci-Map Model: A Human-Machine Integrated Model For Organisational Knowledge Creation	e1c62f17-2b19-4110-8369-f538889488c7
Research On Learning System Based On Vr Technology And Artificial Intelligence Algorithm	08d6e079-b5f4-4458-8f62-73b240e2c245
Application Of Art-Based Knowledge Management In Preschool Education: Promoting Children'S Cognitive Development And Knowledge Creation	b256a718-c6bd-4703-937b-48302d740647
Corporate Venture Capital As Driver Of Strategic Change? An Interorganizational Learning Perspective	e439b1d2-a3ce-4545-a723-50d735ad9469
Trait-Regulated-Genes Ontology Model Construction And Application By Integrating Cross-Species Scientific Data	77574d1b-7124-4dc2-b98b-35677f129560
My Hands Are Running Away – Learning A Complex Nursing Skill Via Virtual Reality Simulation: A Randomised Mixed Methods Study	569488fc-24d4-49ef-b20d-1f79b72c1d58
On-Line Evolutionary Identification Technology For Milling Chatter Of Thin Walled Parts Based On The Incremental-Sparse K-Means And The Online Sequential Extreme Learning Machine	e0b70bc3-448f-4ee7-9a8b-94676706799a
An Efficient Privacy-Preserving Blockchain Storage Method For Internet Of Things Environment	d2728409-4b29-450d-8f2f-35822b6bbd0a
A Systematic Comparative Analysis Of Influence Of Artificial Intelligence (Ai With Ds) In Developing Smart Learning System	fe184cfb-df89-45bf-a483-a859b2eee607
Validation Of A Gamified Educational Technology For Arbovirus Prevention In High School	16461687-499b-49c1-bd20-22536b0858b3
Using Digital Tools For Information Management In Higher Education	b5d1e0b4-1038-4475-b6c6-90e9dcf10497
Cluster Analysis Of Knowledge Development In The Field Of Knowledge Extraction In Service Industry	6e9d7d41-37d3-4e5b-ab01-b7a28e65701f
Mobile Interactive Teaching Model Of College Ideological And Political Courses In Guangxi	6c74b9d6-cf1a-4b4e-b263-9c934e11be45
Integrating Ar Into School Fire Safety Training: Enhancing Knowledge, Motivation, And Self-Efficacy	c8e61bf3-bb9d-470c-a1a9-42cfc385931e
Enhancing Medical Students’ Skill Development: The Role Of Virtual Patient Simulation Tools	22e63d64-8e71-40a6-ba1b-c7c11cdfe2d8
Enhancing Knowledge Exchange To Improve Performance In A Drilling & Well Portfolio On The Norwegian Continental Shelf	09f3bb87-0643-44e7-9718-147c06cee0dd
Visual Encoding Method For Industrial Vr Interface Prompts Supporting Well Drilling'S Suction Process	c63e6196-ac96-4a29-a51e-f6cd6c7af26e
A Hybrid Approach To Personalized Learning In The Educational Metaverse: “Data And Knowledge” Driven For Vocational Art And Design Students	4cfaeec3-9dc1-461a-a4a8-9f3b66170368
Digital Transformation In Enhancing Knowledge Acquisition Of Public Sector Employees	727992d5-0217-4caa-bd72-6133b3675439
Adoption And Utilization Of Artificial Intelligence To Enhance Student Learning Satisfaction	d19092eb-9340-45a5-abad-38831f7d0a1f
Galvanizing Electrochemical Education	d7be79e0-97c7-4328-947f-399d4034d7f4
Learnable Bilevel Optimization Method For Electrical Capacitance Tomography	ed5cedd6-6904-4028-a834-714260ecf6d5
Anomaly-Based Intrusion Detection System In Iot Using Kernel Extreme Learning Machine	c747846e-3b01-4e34-b939-98ed58aaeed4
Entity Generation Algorithm Based On Reference Expansion	8bcbf324-443a-4b09-9f88-a5131e0954df
Boosting Engineering Education With Virtual Reality: An Experiment To Enhance Student Knowledge Retention	b6a7c056-bbbc-455b-958b-09a308a03276
Digital Technologies In Nursing—What Can They Achieve?	a90f6190-f202-4642-b1d3-19d0a6340c0c
Improving Student Performance Through Interactive Webinars	8f6ea0d2-29c6-49d0-ac62-f20dc30d027c
Evaluation Of Llms On Long-Tail Entity Linking In Historical Documents	17d07999-3d1a-47d7-b746-c0ab0685ba5d
Deep Neural Tower: A Game To Teach Ai Concepts	93c790b2-4841-46df-8603-23a03574bcd2
Block Chain Based Trusted Distributed Routing Scheme Using Optimized Dropout Ensemble Extreme Learning Neural Network In Manet	3d7104ac-6fc7-427d-9c71-5d61d8a06245
Analyzing The Impact Of Ai On Knowledge Acquisition Of Students	be64a757-69a6-4baf-8990-f5b2ee6e6dde
Interactive Strategies For Teaching History: The Impact Of Genially On Motivation And Learning	12895239-7834-40d6-b109-fa0ccf837e23
Are Hologram-Like Pyramid Projections Of An Educational Value? Results Of A Project In Primary School Settings	d32b98e7-1b62-4547-ac3f-d780c9c5e160
Characterizing Teamwork Dynamics And Computational Model-Based Reasoning In Biomedical Engineering Projects	c7de1129-bc30-4fd8-9bae-f23dfb910f90
Identification Of Maize Varieties By Hyperspectral Combined With Extreme Learning Machine	0b9cdf6c-7b8f-419d-ad26-4e910f63d218
Nuclear Medicine Radiological Hot Laboratory Simulation: A Mixed-Method Intervention Study On Immersive Virtual Reality For Sustainable Education	cf07b88e-d68f-48e3-8c33-fd4bcc3724e9
Enhancing Operational Resilience And Safety With Extended Reality Technologies	704fbc65-5218-49c9-8bfa-7af95e85e1e2
An Array Of Microresonators As A Photonic Extreme Learning Machine	b6d6744e-c212-4dd2-9cfb-bb5924c5fe9d
Exploiting Large Language Models For The Automated Generation Of Constraint Satisfaction Problems	2231a60f-5683-48b6-a63a-d440daf2186f
Effects Of A Serious Smartphone Game On Nursing Students' Theoretical Knowledge And Practical Skills In Adult Basic Life Support: Randomized Wait List–Controlled Trial	50b51bdb-8e5e-4d4e-8133-eae74ec3d024
Cultural Heritage Education In The Metaverse	1b2019c6-6b19-4e78-ada5-0cd5c6fb95ae
Immersive Learning In The Metaverse: A Review Of Evidence On Pedagogical Effectiveness And Implementation Gaps In Higher Education	8bb089cd-c40b-4904-8fd9-74b90ed82104
Research On The Model Construction And Teaching Practice Of Virtual Reality Situational Learning System In Library And Information Science	4324becb-4682-472a-8c69-268162b759ba
Service Model Of Knowledge Integration Base On Automatic Text Summarization	e2e385bc-1557-4aaa-b940-9ed8774e093f
Academic Performance Indicators For The Hackathon Learning Approach – The Case Of The Blockchain Hackathon	dbb9a9f4-c099-41e4-a951-0488b6e82bad
Interval Prediction Technology Of Photovoltaic Power Based On Parameter Optimization Of Extreme Learning Machine	a01de5a6-f7ab-4522-b5ce-3526b5c1a2b3
Do Guidance Affect Immersion In Educational Vr Simulations?	947574dd-4524-4164-851f-177aea666a94
Enhancing Computational Thinking Skills Through Artificial Intelligence Education At A Steam High School	4d9e1cb6-a13e-4a97-b6d8-6afcdcab595f
Application Of Ga-Pso-Lstm Model In Membrane Fouling Prediction In Wastewater Treatment Process	ea916303-a049-4fa4-b094-63a3e3318b95
Comprehensive Analysis Of Commercial Sodium-Ion Batteries: Structural And Electrochemical Insights	22d1db60-3243-4898-b848-7b3c988631f6
An Efficient And Secure Authentication Protocol With Deep Learning Based Key Generation Toward Securing Healthcare Data In Iot	48cbcc3f-38fe-4d4e-bcda-a8fc0682deac
Exploring Learning-Forgetting Models: A Comprehensive Taxonomy Investigating Activities-Related Features In Different Working Scenarios	36f081bb-7478-4d30-b2ca-f5e4c5bafd5c
Dynamic Soft Sensor Development Based On Hierarchical Spatiotemporal Extreme Learning Machine For Anaerobic Digestion Process	3bf9f5a5-4791-46dd-bf15-155e0e86cd08
Performance Level Evaluation Model Based On Elm	d834139f-8ba7-4365-8a09-bed60d0f0d09
The Use Of Modern Generative Models Of Artificial Intelligence For Organization Of Knowledge Management Subsystem In Information-Analytical System	e911b001-0bbe-4d13-836d-93d23227c663
Centrifugal Compressor Performance And Flow Path Generation With Artificial Intelligence	b34b0290-8323-460b-8666-dea710628160
Optimized Feature Fusion-Based Modified Cascaded Kernel Extreme Learning Machine For Heart Disease Prediction In E-Healthcare	021ed716-706c-4c81-b6b5-00c651420f4c
Pathways To Corporate Green Technological Innovation: An Analysis From The Perspective Of Dynamic Capabilities	d014042d-a7d0-4b64-a2fe-33905ea3ffb1
Application Status And Development Trend Of Knowledge Graph In Petroleum Exploration And Development	62e97ff8-83d6-4ea3-a84c-ad60dc5fce04
Influence Mechanism Of Knowledge Network On Regional Innovation Capability Based On Hydrogen Energy Industry	3fc855c4-05e1-4c81-9195-257ecbbad24e
The Residual Life Prediction Of Power Grid Transformers Based On Ga-Elm Computational Model And Digital Twin Data	684cbcc4-03aa-4592-8de5-389095779d95
The Use Of Digital Games In Academic Maritime Education: A Theoretical Framework And Practical Applications	0073c88f-6cfa-4f6d-8b0c-1815e657d03b
Are Educational Escape Rooms More Effective Than Traditional Lectures For Teaching Software Engineering? A Randomized Controlled Trial	a8456121-fcaa-40ec-b713-3710ec24e6b4
Augmented Reality And Ai In Higher Education: Creating Immersive Learning Experiences	5737d937-4f99-434c-8954-f244a0b851c0
Study Of Users’ Mind Perceptions And Responses To Generative Ai In Human-Ai Interaction Context	08bc989f-d99f-4104-9e7f-50d88f951afe
Cdio Implementation For Esprit University Students During Integration Week	c9294e21-0ba5-45f4-bc15-a4dcea010cf1
Research On Digital Soil Mapping Based On Feature Selection Algorithm	651309ef-0f20-403b-8f90-0e297d97e420
Augmented Reality In Mobile Learning: Enhancing Interactive Learning Experiences	0e1d392e-7fd3-4063-adc0-aebf033652e6
Mimo Radar Phase-Coded Waveform Design For Spectrum Sharing: A Neural Network Approach	a09cf149-5862-4f61-9928-0fd9de6330ad
Responsible Credit Risk Assessment With Machine Learning And Knowledge Acquisition	e77c5216-d5c2-4cb2-8905-1b0b7594d15e
When Process Analysis Technology Meets Transfer Learning: A Model Transfer Strategy Between Different Spectrometers For Quantitative Analysis	112b6b16-e892-4cc3-8282-95a1b5f21a47
The Influence Of Flipped Learning On Geographic Concept Acquisition Among Al-Balqa' Applied University Undergraduate Students In The Environment And Society Course	6b47f348-c52f-49fb-bfa1-11f527110d75
Factors Influencing University Students' Ai Use And Knowledge Acquisition	f91c6ca0-ef96-4c0d-a031-b0fa4a2285f6
Fitfuturo: Empowering Tomorrow'S Athletes - A Mobile Application For Future Physical Education Preparation	6467b3f0-df58-4417-bfc3-65b67973ed89
From Word Embedding To Reading Embedding Using Large Language Model, Eeg And Eye-Tracking	778164f7-9aa7-4147-8649-23e1cbd12d94
Evaluation Of The Gesru-Steps Educational Video Concept (German Society Of Residents In Urology E. V.)	96366f45-c9eb-41db-b762-140a2d6edde2
The World’S Productivity Distribution And Optimal Knowledge Absorption	7bf8d351-0442-454d-935b-969246f6ccef
Research On Ai-Assisted Design Method Of Substation Based On Llm+Rag	d88ca159-f4a2-4545-af6d-43b4a66683f1
Knowledge-Driven Sustainability: Leveraging Technology For Resource Management In Household Operations	d0eca16e-dfd7-4606-bc22-48ef281b5fae
“The Beginning Was Traumatising”–Industry 4.0: A Lifesaver Or Disruptor? A Knowledge-Based Viewpoint	46dec8e6-5144-4d37-a0bf-28ca8d32b72b
Igniting Potential: How Key Antecedents Shape Employee Participation In Knowledge Management Systems	f318858c-69c8-4bb0-b0b6-723a0c717ff7
Sustainable Rural Development In The Context Of The Implementation Of Digital Technologies And Nanotechnology In Education And Business	85a4d817-513d-4c54-8fac-9bf19c4938bf
Mastering The Game: How Level Structure And Game Elements Shape Competency Acquisition	a7cc1e7d-c558-4274-8254-85082830c3b4
Theory And Key Technologies For Intelligent Fully-Mechanized Top-Coal Caving Faces Of Annual Production Of Millions Of Tons	cecbab09-3490-446c-bb4d-9c6d5c7389be
Game-Based Learning For Science Education In Institutional Care Settings In Northwestern Mexico	c9357e29-7ae3-4896-9134-d4df9f0fc8fd
Application Research Of Mixed Reality Technology In Maintenance Tasks Of Pumped Storage Power Station	4f0b9610-91b9-47ba-9d3e-2bd209663792
Selective Ensemble Of Doubly Weighted Fuzzy Extreme Learning Machine For Tumor Classification	65a763a6-6902-43e5-9c03-31527e094bda
The Process Of Developing An Augmented Reality (Ar) Tool For Knowledge Translation On Climate Change-Related Experiences Among Youth In Kenya	c2695b5e-36de-47c1-a084-2c250d533a49
Composite Repair Of Large-Size Diameter Pipe With Severe Metal Loss Defects	019beb73-f659-4562-adae-5734b2e4d234
Eni'S Play&Learn As A Learning Tool For Enhancing Hse Culture	25bc8192-4a36-4cbd-b29f-6843b98ff9c1
Text To Video Generation Using Natural Language Processing And Machine Learning	08c3f397-866e-4b84-beac-a4a6b4bbb39a
What Development Lessons Can Be Learned From Chinese Mobilities? Trends In Argentinean Students’ Mobility To China	49e926a8-8652-4eb9-8228-47e512a128c4
Can Ict-Enabled Knowledge Acquisition Bridge The Gap In Enhancing The Adoption Of Multipurpose Agroforestry Tree Species (Mpts) In Malawi?	44b6c523-3ae2-4cac-8061-f9e6791c38ff
Research On The Construction Of Aerospace Quality Knowledge System And Proactive Services	87e53443-8761-4c75-9a8b-66711fa742cd
Extreme Learning Machine Enhanced Remote Sensing Image Classification System	7995b278-d5d0-49db-81ca-948c802d555b
Application Of Quantum Extreme Learning Machines For Qos Prediction Of Elevators’ Software In An Industrial Context	60fc12ef-aa71-49c8-99a3-791829dcf0f7
Optimizing Building Occupants' Energy-Related Behaviour: Development Of A Training Activity In A Cave Automatic Virtual Environment	a4f67ab9-4a4f-43a5-9c8e-057412324bf1
Spatial Distribution Of Ph & Cd In Surface Water Around An Open Landfill	4eea803c-e88a-4d6a-9b4b-c984e297d3a9
Big Data Multi-Strategy Predator Algorithm For Passenger Flow Prediction	87b5d066-f079-4dbd-ba5f-737ea78b7a33
Transformer Fault Automatic Diagnosis Technology Based On Pso-Elm	79931b1b-92d4-4d62-8e0d-ba394c58fd4d
Space Mission Security Monitoring	d1639714-9e1b-4bd8-b2e1-886462d59bcc
Markers Of Musical Expertise In A Sight-Reading Task: An Eye-Tracking Study	25815b78-55ea-4b77-a629-9587e9a403ab
The Mediating Effect Of Knowledge Acquisition On The Application Of Knowledge In Interactions: Perceptions Of Ease Of Use, Actual Use, And Behavioral Intentions In E-Learning Platforms	66df337b-5f7a-4eff-98cf-0a6d45bb4339
Automatic Question Generation From Youtube Lectures Using Deep Learning	cfe20b0e-be45-4a04-bc51-ffb1aee9905e
Data-Driven Modeling Of Aero-Engine Performance Degradation Models	80114f59-02c2-4dcc-b10d-33a74efaac52
A Hybrid Kernel Extreme Learning Machine Modeling Method Based On Improved Dung Beetle Algorithm Optimization For Lithium-Ion Battery State Of Health Estimation	1a54727a-3067-4ceb-8f22-751919f587ca
Knowledge Acquisition Model Of Mobile Payment Based On Automatic Summary Technology	8ae69fe7-c20d-4d1b-a813-94328cfd2a5c
Comparative Approach: The Essence And Prospects	2e4399f9-c2af-4b03-891b-b7643568d272
Recognition And Prediction Of Nonlinear Dynamic States Of Microelectronic Devices Based On Machine Learning Algorithms	22740e24-c7a2-45cb-aa65-37c152773845
Towards Personalized Learning Environments: Using Machine Learning To Predict Students' Learning Preferences In A Mixed Reality Environment	027d0e8f-1697-4742-bec0-fa660e53fbd8
External Technological Knowledge Acquisition In Developing Country Firms	12ae8221-7944-4ee8-8259-3ac2686fb54c
The Future Museum: Integrating Augmented Reality (Ar) And Virtual-Text With Ai-Enhanced Information Systems	550f57b5-1e69-40f1-aaa7-64c3358f9e0e
