uuid,knowledge_capture_retention_discussed,knowledge_capture_retention_reasoning,knowledge_capture_retention_confidence,digital_technology_used_for_capture_retention,digital_technology_reasoning,digital_technology_confidence,technology_source_mentions,technology_normalized,technology_acm_class,technology_confidence,tacit_knowledge_source_mentions,tacit_knowledge_class,tacit_knowledge_confidence
fc06b69e-ec7f-401d-bf93-a818b7b582a6,Yes,"Knowledge acquisition via GAI agents.",high,Yes,"Generative AI agents for knowledge acquisition.",high,"['generative AI', 'ChatGPT', 'GAI']","generative ai; chatgpt; gai","Artificial Intelligence and Intelligent Computation",medium,None identified,None identified,low
ab3901fd-da09-4e9e-a6bd-b4f63284c0f2,No,"No explicit retention keywords found.",medium,No,"No digital technology explicitly linked to retention.",medium,None identified,None identified,None identified,low,None identified,None identified,low
3ada2005-3ebf-4ddc-94fa-f75531b49100,Yes,"Knowledge acquisition via NLP and CNN.",high,Yes,"CNN, NLP, Word2Vec for knowledge acquisition.",high,"['CNN', 'Word2Vec', 'NLP']","cnn; word2vec; nlp","Artificial Intelligence and Intelligent Computation",medium,None identified,None identified,low
ad8fb032-da03-412a-bc61-7166ab04df49,No,"No explicit retention keywords found.",medium,No,"No digital technology explicitly linked to retention.",medium,None identified,None identified,None identified,low,None identified,None identified,low
eb39c1cd-68a0-40b7-985b-62ed68b84ee0,No,"No explicit retention keywords found.",medium,No,"No digital technology explicitly linked to retention.",medium,None identified,None identified,None identified,low,None identified,None identified,low
4047c06e-46f5-4abd-af2a-9bec53b7c150,Yes,"Knowledge acquisition via technology integration.",high,Yes,"Digital technologies for knowledge acquisition.",high,"['digital technologies']","digital technologies","Mobile, Social, and Communication Technologies",medium,None identified,None identified,low
71f18dc3-1b37-4b2d-9669-45088e395f6f,No,"No explicit retention keywords found.",medium,No,"No digital technology explicitly linked to retention.",medium,None identified,None identified,None identified,low,None identified,None identified,low
c0ed53c0-37b6-4ea1-9962-ced59101f191,No,"No explicit retention keywords found.",medium,No,"No digital technology explicitly linked to retention.",medium,None identified,None identified,None identified,low,None identified,None identified,low
a4f364ef-a672-4628-9fca-41faf72da2ce,No,"No explicit retention keywords found.",medium,No,"No digital technology explicitly linked to retention.",medium,None identified,None identified,None identified,low,None identified,None identified,low
b4340f09-811a-4d06-95ed-97acc722a456,No,"No explicit retention keywords found.",medium,No,"No digital technology explicitly linked to retention.",medium,None identified,None identified,None identified,low,None identified,None identified,low
fcf6baef-12f2-466a-bdab-33a9206873da,No,"No explicit retention keywords found.",medium,No,"No digital technology explicitly linked to retention.",medium,None identified,None identified,None identified,low,None identified,None identified,low
0f3093f4-bff5-41d8-a940-f7df3c49a1b8,Yes,"Knowledge acquisition via social media.",high,Yes,"Social media platforms for knowledge acquisition.",high,"['X', 'Facebook', 'LinkedIn']","x; facebook; linkedin","Mobile, Social, and Communication Technologies",medium,None identified,None identified,low
80196892-0821-4e5d-b146-48efac517a86,No,"No explicit retention keywords found.",medium,No,"No digital technology explicitly linked to retention.",medium,None identified,None identified,None identified,low,None identified,None identified,low
1a547bb1-ce65-4669-a9fd-72f53af6e550,No,"No explicit retention keywords found.",medium,No,"No digital technology explicitly linked to retention.",medium,None identified,None identified,None identified,low,None identified,None identified,low
68d23da1-d285-4d68-9579-478d1fba01f2,Yes,"Knowledge retention improved.",high,Yes,"VR for knowledge retention.",high,"['virtual reality', 'VR']","virtual reality; vr","Human–Computer Interaction and Immersive Technologies",medium,None identified,None identified,low
6e6e7544-4b87-4ac1-92e2-1df9418e48a6,Yes,"Knowledge retention via visual and verbal learning.",high,Yes,"Eye-tracking technology for learning assessment.",high,"['eye-tracking', 'Tobii']","eye-tracking; tobii","Imaging, Sensing, and Perception Technologies",medium,None identified,None identified,low
a008ba2f-489e-4bac-aa31-6de4e773d803,Yes,"Knowledge retention via continual learning.",high,Yes,"CAMEL architecture for knowledge retention.",high,"['CAMEL', 'meta-learning', 'continual learning']","camel; meta-learning; continual learning","Artificial Intelligence and Intelligent Computation",medium,None identified,None identified,low
afa5a5ca-37f3-4225-b4da-3e8f0784b1b8,Yes,"Knowledge retention via smart classroom technology.",high,Yes,"Smart classroom technology for knowledge retention.",high,"['smart classroom technology', 'SCT', 'SMR']","smart classroom technology; sct; smr","Human–Computer Interaction and Immersive Technologies",medium,None identified,None identified,low
1c8b6ae5-24f0-4af0-a790-72349ad08ec5,Yes,"Knowledge retention via clustering.",high,No,"No digital technology explicitly linked to retention.",medium,None identified,None identified,None identified,low,None identified,None identified,low
f974f3c7-208d-452b-8bc0-5dd1ab805c2e,Yes,"Knowledge retention via DT-VLE.",high,Yes,"Digital twin, virtual learning environments for knowledge retention.",high,"['digital twin', 'DT', 'virtual learning environments', 'VLE']","digital twin; dt; virtual learning environments; vle","Cyber-Physical Systems, IoT, and Smart Environments; Human–Computer Interaction and Immersive Technologies",medium,None identified,None identified,low
1696c727-2ea5-45d1-a5cf-2bcb4c578ccf,Yes,"Knowledge retention via framework.",high,No,"No digital technology explicitly linked to retention.",medium,None identified,None identified,None identified,low,None identified,None identified,low
23c8d744-386f-49ea-8736-c079e6c88dec,Yes,"Knowledge retention via XR.",high,Yes,"XR Vest for knowledge retention.",high,"['XR Vest', 'extended reality', 'Oculus Quest']","xr vest; extended reality; oculus quest","Human–Computer Interaction and Immersive Technologies",medium,None identified,None identified,low
1d440c26-11c0-4d17-9774-7eb2af6455e7,No,"No explicit retention keywords found.",medium,No,"No digital technology explicitly linked to retention.",medium,None identified,None identified,None identified,low,None identified,None identified,low
e9f95167-f1b0-444c-806e-b0f9353828eb,Yes,"Knowledge loss is addressed.",high,Yes,"Digital platform for knowledge formalization.",high,"['digital platform', 'AI-based knowledge representation']","digital platform; ai-based knowledge representation","Artificial Intelligence and Intelligent Computation",medium,"human expertise; explicit and implicit knowledge","expert judgment; experiential know-how",medium
3b3d9e34-f2cd-4c23-9cd7-be88895adb2c,Yes,"Knowledge loss and knowledge risks studied.",high,No,"No digital technology explicitly linked to retention.",medium,None identified,None identified,None identified,low,None identified,None identified,low
ef448c11-b242-4071-b2a3-610d420ecec9,Yes,"Knowledge continuity and retention.",high,No,"No digital technology explicitly linked to retention.",medium,None identified,None identified,None identified,low,None identified,None identified,low
d8375a83-9145-49b7-9656-5c3637e91a2b,Yes,"Knowledge capture and tacit knowledge capture.",high,Yes,"BIM, ontology, NLP for knowledge management.",high,"['building information modeling', 'BIM', 'ontology', 'natural language processing', 'NLP', 'digital twins', 'large language models']","building information modeling; bim; ontology; natural language processing; nlp; digital twins; large language models","Data, Information, and Knowledge Systems; Artificial Intelligence and Intelligent Computation; Cyber-Physical Systems, IoT, and Smart Environments",medium,"tacit knowledge","experiential know-how",medium
485e4d11-0856-417e-bf80-7a64921a21f2,Yes,"Knowledge capture and structuring via AI-AR.",high,Yes,"AI, AR, NLP, ML for knowledge management.",high,"['artificial intelligence', 'AI', 'augmented reality', 'AR', 'natural language processing', 'NLP', 'machine learning', 'ML']","artificial intelligence; ai; augmented reality; ar; natural language processing; nlp; machine learning; ml","Artificial Intelligence and Intelligent Computation; Human–Computer Interaction and Immersive Technologies",medium,"expert memory; maintenance actions","operational know-how",medium
672b5981-d7d0-447b-9e13-cfb2b05867cf,Yes,"Knowledge acquisition is part of adaptive strategies.",high,No,"No digital technology explicitly linked to retention.",medium,None identified,None identified,None identified,low,None identified,None identified,low
009c4c3f-9639-47b4-bfab-575e2a5ab54a,Yes,"Knowledge acquisition via ChatGPT.",high,Yes,"ChatGPT-4 for knowledge acquisition.",high,"['ChatGPT-4']","chatgpt-4","Artificial Intelligence and Intelligent Computation",medium,None identified,None identified,low
b50bff87-7841-48ff-a13d-8c2a8941883f,Yes,"Knowledge acquisition via GenAI.",high,Yes,"Generative AI for knowledge acquisition.",high,"['generative artificial intelligence', 'GenAI']","generative artificial intelligence; genai","Artificial Intelligence and Intelligent Computation",medium,"tacit knowledge","experiential know-how",medium
77dadbf4-86ea-4930-b748-c738d162e36b,No,"No explicit retention keywords found.",medium,No,"No digital technology explicitly linked to retention.",medium,None identified,None identified,None identified,low,None identified,None identified,low
645a65be-0032-45bf-96e4-cdd624501cf7,No,"No explicit retention keywords found.",medium,No,"No digital technology explicitly linked to retention.",medium,None identified,None identified,None identified,low,None identified,None identified,low
bfeeb642-9312-4598-9d81-a94164c1b016,No,"No explicit retention keywords found.",medium,No,"No digital technology explicitly linked to retention.",medium,None identified,None identified,None identified,low,None identified,None identified,low
401631aa-f9ca-4965-9f4f-c3632b217c05,No,"No explicit retention keywords found.",medium,No,"No digital technology explicitly linked to retention.",medium,None identified,None identified,None identified,low,None identified,None identified,low
4b66a503-84be-44d0-a06a-8dc5ee6c6ccd,Yes,"Knowledge acquisition via HBIM.",high,Yes,"HBIM, BIM for knowledge acquisition.",high,"['HBIM', 'BIM', 'point clouds', '3D model']","hbim; bim; point clouds; 3d model","Data, Information, and Knowledge Systems; Cyber-Physical Systems, IoT, and Smart Environments",medium,None identified,None identified,low
393c2642-85fc-435d-86a2-f59b8126fb56,Yes,"Knowledge acquisition via digital platforms.",high,Yes,"Digital platform for knowledge acquisition.",high,"['digital platform']","digital platform","Mobile, Social, and Communication Technologies",medium,None identified,None identified,low
fb31fd73-7072-444a-9dc5-5ed34afa0eeb,No,"No explicit retention keywords found.",medium,No,"No digital technology explicitly linked to retention.",medium,None identified,None identified,None identified,low,None identified,None identified,low
5b9e717e-36ca-4bc8-ab20-944000602f3f,Yes,"Knowledge acquisition via service-learning.",high,No,"No digital technology explicitly linked to retention.",medium,None identified,None identified,None identified,low,None identified,None identified,low
14331a9c-4400-4417-a8e5-2c96c59242fc,No,"No explicit retention keywords found.",medium,No,"No digital technology explicitly linked to retention.",medium,None identified,None identified,None identified,low,None identified,None identified,low
f511e31f-7795-4379-9fd6-95769c1cfa03,Yes,"Knowledge acquisition via entrepreneurship.",high,No,"No digital technology explicitly linked to retention.",medium,None identified,None identified,None identified,low,None identified,None identified,low
814d5be8-6af4-4c63-bb05-05532fc84934,No,"No explicit retention keywords found.",medium,No,"No digital technology explicitly linked to retention.",medium,None identified,None identified,None identified,low,None identified,None identified,low
6801b8c8-2205-4d95-912b-af7ce505edf3,Yes,"Knowledge acquisition via news consumption.",high,No,"No digital technology explicitly linked to retention.",medium,None identified,None identified,None identified,low,None identified,None identified,low
918d119c-ca92-4df4-8c1e-3adc87574c8c,No,"No explicit retention keywords found.",medium,No,"No digital technology explicitly linked to retention.",medium,None identified,None identified,None identified,low,None identified,None identified,low
746f3a92-71b2-4302-acb0-f0db23165054,Yes,"Knowledge acquisition via technology-driven work.",high,No,"No digital technology explicitly linked to retention.",medium,None identified,None identified,None identified,low,None identified,None identified,low
9c5044a9-5814-4eaf-b0c2-efa300d29927,Yes,"Knowledge acquisition via PiTech Academy.",high,Yes,"PiTech Academy learning platform.",high,"['PiTech Academy', 'smart manufacturing technologies', 'Additive Manufacturing', 'IoT', 'Collaborative Robotics']","pitch academy; smart manufacturing technologies; additive manufacturing; iot; collaborative robotics","Artificial Intelligence and Intelligent Computation; Cyber-Physical Systems, IoT, and Smart Environments",medium,None identified,None identified,low
f3c259f6-5746-4923-90b9-c8bb1cba9e4c,No,"No explicit retention keywords found.",medium,No,"No digital technology explicitly linked to retention.",medium,None identified,None identified,None identified,low,None identified,None identified,low
3425bcba-4a8a-4243-a7a6-a598f718da5f,Yes,"Knowledge acquisition via music emotion recognition.",high,Yes,"CBSA fusion model for knowledge acquisition.",high,"['CNN', 'BiLSTM', 'Self-Attention', 'CBSA']","cnn; bilstm; self-attention; cbsa","Artificial Intelligence and Intelligent Computation",medium,None identified,None identified,low
4b2566e9-664d-4e01-8eee-9d92dc67f9bb,Yes,"Knowledge acquisition via extension approaches.",high,No,"No digital technology explicitly linked to retention.",medium,None identified,None identified,None identified,low,None identified,None identified,low
a0eb7c53-0f7c-4b11-992b-833e5fb75bff,No,"No explicit retention keywords found.",medium,No,"No digital technology explicitly linked to retention.",medium,None identified,None identified,None identified,low,None identified,None identified,low
262d99ab-2484-454e-a7f1-ed79b09166e5,Yes,"Knowledge retention via neuroeducation.",high,No,"No digital technology explicitly linked to retention.",medium,None identified,None identified,None identified,low,None identified,None identified,low
c99c8c82-279e-4ed9-a31b-19aca791fdcd,No,"No explicit retention keywords found.",medium,No,"No digital technology explicitly linked to retention.",medium,None identified,None identified,None identified,low,None identified,None identified,low
50eb668b-dd15-443c-b031-93b6f4d5f701,Yes,"Knowledge retention via education.",high,No,"No digital technology explicitly linked to retention.",medium,None identified,None identified,None identified,low,None identified,None identified,low
82000409-e22e-42fe-9359-5ed592c4955b,Yes,"Knowledge retention via innovation quality management.",high,Yes,"Modern multimedia technologies for knowledge transfer.",high,"['modern multimedia technologies']","modern multimedia technologies","Mobile, Social, and Communication Technologies",medium,None identified,None identified,low
059864bb-a254-46e0-83fd-7cbe12b0a64c,Yes,"Knowledge retention via AR/VR.",high,Yes,"AR, VR for knowledge retention.",high,"['augmented reality', 'AR', 'virtual reality', 'VR']","augmented reality; ar; virtual reality; vr","Human–Computer Interaction and Immersive Technologies",medium,None identified,None identified,low
d0151dcc-9fd8-4492-838d-5f1fec37a4f0,No,"No explicit retention keywords found.",medium,No,"No digital technology explicitly linked to retention.",medium,None identified,None identified,None identified,low,None identified,None identified,low
40e77299-d8b5-4e44-81ec-733650ce5912,Yes,"Knowledge acquisition mechanisms are studied.",high,No,"No digital technology explicitly linked to retention.",medium,None identified,None identified,None identified,low,None identified,None identified,low
60cb43de-6981-4ee6-ba63-57b270d6e8f5,Yes,"Knowledge acquisition via continual learning.",high,Yes,"VAEs, machine learning for knowledge acquisition.",high,"['VAEs', 'machine learning', 'continual learning']","vaes; machine learning; continual learning","Artificial Intelligence and Intelligent Computation",medium,None identified,None identified,low
10d34557-9861-4442-9e1b-ebdabfd8c4c6,Yes,"Knowledge acquisition via digital platform.",high,Yes,"Open-source digital platform for knowledge acquisition.",high,"['open-source digital platform']","open-source digital platform","Mobile, Social, and Communication Technologies",medium,None identified,None identified,low
67afb66c-86c0-4483-963a-eac4351a690d,Yes,"Knowledge acquisition is the focus of KT.",high,Yes,"ReKT model, FRU framework for knowledge tracing.",high,"['ReKT', 'FRU', 'knowledge tracing']","rekt; fru; knowledge tracing","Artificial Intelligence and Intelligent Computation",medium,None identified,None identified,low
b85c9c2a-7e0b-4cc8-93ac-566b62466028,Yes,"Knowledge acquisition via LLMs.",high,Yes,"LLMs, prompt engineering for knowledge extraction.",high,"['large language models', 'LLMs', 'prompt engineering', 'K-Extract']","large language models; llms; prompt engineering; k-extract","Artificial Intelligence and Intelligent Computation",medium,None identified,None identified,low
f3798661-3681-4cb7-bbfa-8cf4ed830d4a,No,"No explicit retention keywords found.",medium,No,"No digital technology explicitly linked to retention.",medium,None identified,None identified,None identified,low,None identified,None identified,low
18d1d960-b7be-4d98-9541-5c5b6d7c4b8e,Yes,"Knowledge acquisition via LLMs.",high,Yes,"Large language models for knowledge acquisition.",high,"['large language models', 'LLMs']","large language models; llms","Artificial Intelligence and Intelligent Computation",medium,None identified,None identified,low
d9d085a6-7c9a-4e5f-a3e2-0b0649d37fb1,Yes,"Knowledge acquisition via VR/AR.",high,Yes,"AR, VR for knowledge acquisition.",high,"['augmented reality', 'AR', 'virtual reality', 'VR']","augmented reality; ar; virtual reality; vr","Human–Computer Interaction and Immersive Technologies",medium,None identified,None identified,low
98b1dfe1-63d1-4a5b-b375-68e8c6480d74,Yes,"Knowledge acquisition via medical training.",high,No,"No digital technology explicitly linked to retention.",medium,None identified,None identified,None identified,low,None identified,None identified,low
d1db3415-4b10-446b-9e41-aeb4c1d0a4e0,No,"No explicit retention keywords found.",medium,No,"No digital technology explicitly linked to retention.",medium,None identified,None identified,None identified,low,None identified,None identified,low
f7d78706-48de-4a7c-9161-2651795494c7,No,"No explicit retention keywords found.",medium,No,"No digital technology explicitly linked to retention.",medium,None identified,None identified,None identified,low,None identified,None identified,low
f49b0d83-6655-4dde-b3a5-ba03a9ea8d59,Yes,"Knowledge acquisition via ChatGPT.",high,Yes,"ChatGPT for knowledge acquisition.",high,"['ChatGPT-4']","chatgpt-4","Artificial Intelligence and Intelligent Computation",medium,None identified,None identified,low
9f96d032-5465-498a-93b4-60f40a0655c5,Yes,"Knowledge exploration and acquisition studied.",high,No,"No digital technology explicitly linked to retention.",medium,None identified,None identified,None identified,low,None identified,None identified,low
7a9bdf42-0fbb-411f-84c2-00bb386e2f1d,Yes,"Knowledge acquisition via training cycles.",high,No,"No digital technology explicitly linked to retention.",medium,None identified,None identified,None identified,low,None identified,None identified,low
48cd8da7-c755-45d0-8ca5-6e3ec32fc984,Yes,"Knowledge acquisition via T-USE model.",high,No,"No digital technology explicitly linked to retention.",medium,None identified,None identified,None identified,low,None identified,None identified,low
fae57cc5-44e2-4611-9d7f-966a38026faf,Yes,"Knowledge acquisition via VR training.",high,Yes,"VR for knowledge acquisition.",high,"['virtual reality', 'VR']","virtual reality; vr","Human–Computer Interaction and Immersive Technologies",medium,None identified,None identified,low
3fa16e6f-7c15-437b-b496-60858318808f,Yes,"Knowledge acquisition via VLEs.",high,Yes,"Virtual learning environments for knowledge acquisition.",high,"['virtual learning environments', 'VLEs']","virtual learning environments; vles","Human–Computer Interaction and Immersive Technologies",medium,None identified,None identified,low
044493d0-ea49-4c66-abc0-dde4fbd7c7d1,No,"No explicit retention keywords found.",medium,No,"No digital technology explicitly linked to retention.",medium,None identified,None identified,None identified,low,None identified,None identified,low
7097c4bd-b95b-4792-bc9e-d78599f5f3f1,Yes,"Knowledge acquisition via IoT and big data.",high,Yes,"IoT, big data, C4.5 for knowledge acquisition.",high,"['IoT', 'big data', 'C4.5 decision tree']","iot; big data; c4.5 decision tree","Cyber-Physical Systems, IoT, and Smart Environments; Data, Information, and Knowledge Systems",medium,None identified,None identified,low
d92af9ca-9114-4cf4-8c3a-4ec464d7c727,No,"No explicit retention keywords found.",medium,No,"No digital technology explicitly linked to retention.",medium,None identified,None identified,None identified,low,None identified,None identified,low
15be137e-ccd9-43eb-aa26-58b6342ff984,Yes,"Knowledge acquisition via ChatGPT.",high,Yes,"ChatGPT for knowledge acquisition.",high,"['ChatGPT']","chatgpt","Artificial Intelligence and Intelligent Computation",medium,None identified,None identified,low
e94df2aa-99c9-40da-81a6-9c8d9638e29a,Yes,"Knowledge acquisition via QML.",high,Yes,"Quantum machine learning for knowledge acquisition.",high,"['quantum machine learning', 'QML', 'QNN']","quantum machine learning; qml; qnn","Artificial Intelligence and Intelligent Computation",medium,None identified,None identified,low
ab929f2e-0ff1-4092-b787-32ac6f928691,Yes,"Knowledge retention via ChatGPT.",high,Yes,"ChatGPT for knowledge retention.",high,"['ChatGPT']","chatgpt","Artificial Intelligence and Intelligent Computation",medium,None identified,None identified,low
e23ed579-d51e-4ffc-b7d1-2846fdebf7cb,No,"No explicit retention keywords found.",medium,No,"No digital technology explicitly linked to retention.",medium,None identified,None identified,None identified,low,None identified,None identified,low
56109142-6f36-41f8-b3e4-10cb95d48105,No,"No explicit retention keywords found.",medium,No,"No digital technology explicitly linked to retention.",medium,None identified,None identified,None identified,low,None identified,None identified,low
fdc8042f-7eb6-4eb4-9792-934df9464407,No,"No explicit retention keywords found.",medium,No,"No digital technology explicitly linked to retention.",medium,None identified,None identified,None identified,low,None identified,None identified,low
6c8cf7d3-cba4-47cd-b790-3f04ac916739,Yes,"Knowledge sharing and retention strategies.",high,Yes,"Online platforms (Microsoft Teams, SharePoint) for knowledge sharing.",high,"['Microsoft Teams', 'SharePoint']","microsoft teams; sharepoint","Mobile, Social, and Communication Technologies",medium,None identified,None identified,low
157dbddd-e70e-4e1e-91c4-1160d8f71382,Yes,"Knowledge retention via online modules.",high,Yes,"Online learning modules for knowledge retention.",high,"['online learning modules', 'video lectures', '3D models', 'virtual labs']","online learning modules; video lectures; 3d models; virtual labs","Mobile, Social, and Communication Technologies; Human–Computer Interaction and Immersive Technologies",medium,None identified,None identified,low
a94a3c15-7313-4fd4-8ec2-a02da20041aa,Yes,"Knowledge retention via learning technologies.",high,Yes,"Learning technologies (VR, AR, AI, simulation) for knowledge retention.",high,"['VR', 'AR', 'AI', '3D modeling', 'simulation']","vr; ar; ai; 3d modeling; simulation","Artificial Intelligence and Intelligent Computation; Human–Computer Interaction and Immersive Technologies",medium,None identified,None identified,low
f949823f-6637-4802-9bd2-e9b0df236123,Yes,"Knowledge retention via AI chatbots.",high,Yes,"AI-powered chatbots for knowledge retention.",high,"['AI-powered chatbots', 'ChatGPT']","ai-powered chatbots; chatgpt","Artificial Intelligence and Intelligent Computation",medium,None identified,None identified,low
ba84f7d6-1679-45b0-a1b5-74b1a40f7e8d,Yes,"Knowledge retention via visual aids.",high,No,"No digital technology explicitly linked to retention.",medium,None identified,None identified,None identified,low,None identified,None identified,low
4e50fa79-8702-4065-a4f4-13ed8c00347e,No,"No explicit retention keywords found.",medium,No,"No digital technology explicitly linked to retention.",medium,None identified,None identified,None identified,low,None identified,None identified,low
8ae0fb6c-157b-4998-a29e-63ca2e9cf727,Yes,"Knowledge capture and reuse via MBSE.",high,Yes,"MBSE, SysML for knowledge capture.",high,"['SysML', 'MBSE']","sysml; mbse","Data, Information, and Knowledge Systems",medium,None identified,None identified,low
d32dd39a-29c5-4f1f-a02c-c00f4ac9efc4,Yes,"Knowledge capture via technology.",high,Yes,"Technology for knowledge capture.",high,"['technology']","technology","Mobile, Social, and Communication Technologies",medium,"community-based knowledge","situational problem-solving knowledge",medium
f6ac1357-fbad-404f-9d52-bdd4c9a2f9f0,Yes,"Knowledge acquisition vs skill learning.",high,No,"No digital technology explicitly linked to retention.",medium,None identified,None identified,None identified,low,None identified,None identified,low
c63ebdb0-4c91-4463-80c0-f5603fc1a62e,Yes,"Knowledge acquisition via social robot.",high,Yes,"AI-powered social robots for knowledge acquisition.",high,"['AI-powered social robots', 'BERT', 'K-means']","ai-powered social robots; bert; k-means","Artificial Intelligence and Intelligent Computation; Human–Computer Interaction and Immersive Technologies",medium,"personality traits; social connection knowledge","expert judgment",medium
cae95703-3760-4764-a692-50f4c85c60e3,Yes,"Knowledge acquisition via patient awareness.",high,No,"No digital technology explicitly linked to retention.",medium,None identified,None identified,None identified,low,None identified,None identified,low
d75fafdd-2ce9-4165-9084-39041187d86a,Yes,"Knowledge acquisition via AI.",high,Yes,"AI for knowledge acquisition.",high,"['AI']","ai","Artificial Intelligence and Intelligent Computation",medium,None identified,None identified,low
ed0109de-1f87-4ef9-aadb-96344c2de187,Yes,"Knowledge acquisition via Blockchain.",high,Yes,"Blockchain for knowledge acquisition.",high,"['Blockchain']","blockchain","Distributed, Secure, and Trust Technologies",medium,None identified,None identified,low
