uuid,knowledge_capture_retention_discussed,knowledge_capture_retention_reasoning,knowledge_capture_retention_confidence,digital_technology_used_for_capture_retention,digital_technology_reasoning,digital_technology_confidence,technology_source_mentions,technology_normalized,technology_acm_class,technology_confidence,tacit_knowledge_source_mentions,tacit_knowledge_class,tacit_knowledge_confidence
c3d2424f-6e3b-4b34-91ef-1a730fbf244e,No,"Focuses on information and knowledge management process for green innovation, not capture/retention.",high,No,"No digital technology explicitly mentioned.",high,"None identified","None identified","None identified",high,"None identified","None identified",medium
367c9f2d-08a4-486d-8563-36edc8ca894c,No,"Focuses on liver cancer detection using machine learning, not on knowledge capture/retention.",high,No,"Uses AE-ELM and CNN for detection, not for capture/retention.",high,"Autoencoder-Extreme Learning Machine (AE-ELM); CNN","AE-ELM; CNN","Artificial Intelligence and Intelligent Computation",high,"None identified","None identified",medium
1ca80f78-44ea-47ad-b406-bbf4d6faf755,No,"Focuses on satellite attitude determination, not on knowledge capture/retention.",high,No,"Uses ELM and EKF for determination, not for capture/retention.",high,"Extended Kalman Filter (EKF); Extreme Learning Machine (ELM)","EKF; ELM","Cyber-Physical Systems, IoT, and Smart Environments; Artificial Intelligence and Intelligent Computation",high,"None identified","None identified",medium
939715ed-af05-4ed1-ba0c-51982d4fff98,No,"Focuses on IT outsourcing and IT alignment, mentions knowledge acquisition but not capture/retention.",medium,No,"No digital technology explicitly for capture/retention.",high,"None identified","None identified","None identified",high,"None identified","None identified",medium
7b3545d9-5604-4aed-8607-87d59706e66a,No,"Focuses on automated testing system for knowledge assessment, not capture/retention.",high,No,"Uses automated testing system, but not for capture/retention.",high,"automated testing system (ATS)","ATS","Data, Information, and Knowledge Systems",high,"None identified","None identified",medium
220bdadb-27db-4aab-8060-8927e80932d5,No,"Focuses on visual servoing with ELM and DE, not on knowledge capture/retention.",high,No,"Uses digital twin, ELM, DE, but not for capture/retention.",high,"digital twin; extreme learning machine (ELM); differential evolution (DE)","digital twin; ELM; DE","Cyber-Physical Systems, IoT, and Smart Environments; Artificial Intelligence and Intelligent Computation",high,"None identified","None identified",medium
0961e83b-e05e-46a6-a8c5-11d617a50d24,No,"Focuses on corporate venture capital and knowledge symbiosis, not on capture/retention.",high,No,"No digital technology explicitly mentioned.",high,"None identified","None identified","None identified",high,"None identified","None identified",medium
77607c98-01b0-4ac7-9b9c-2507f2c9ff6b,No,"Focuses on intrusion detection in IoT, not on knowledge capture/retention.",high,No,"Uses federated transfer learning for detection, not for capture/retention.",high,"federated transfer learning (FTL)","FTL","Distributed, Secure, and Trust Technologies; Artificial Intelligence and Intelligent Computation",high,"None identified","None identified",medium
36e966df-e790-4bbd-a6ee-639eeb110786,No,"Focuses on AR technology in education, not on capture/retention.",high,No,"Uses AR, but not for capture/retention.",high,"AR","AR","Human–Computer Interaction and Immersive Technologies",high,"None identified","None identified",medium
6ad83ecf-396b-4890-ac04-6fab2cdf3ca8,No,"Focuses on VR for management training, examines knowledge retention but not capture from individuals.",medium,No,"Uses VR platforms, but not for capture/retention.",medium,"VR","VR","Human–Computer Interaction and Immersive Technologies",medium,"None identified","None identified",medium
704fe862-5e87-454f-9456-dfabf1093096,No,"Focuses on AR for oral hygiene instructions, not on capture/retention.",high,No,"Uses AR, but not for capture/retention.",high,"AR","AR","Human–Computer Interaction and Immersive Technologies",high,"None identified","None identified",medium
29f11ff5-31e3-4014-a000-0347aefef068,No,"Focuses on fake currency note recognition, not on knowledge capture/retention.",high,No,"Uses image processing and ELM, not for capture/retention.",high,"image processing; ELM","image processing; ELM","Imaging, Sensing, and Perception Technologies; Artificial Intelligence and Intelligent Computation",high,"None identified","None identified",medium
58d7fa46-ac16-4d00-9a33-a8336998fb06,No,"Focuses on extended reality for accessibility in learning, not on capture/retention.",high,No,"Uses extended reality, but not for capture/retention.",high,"extended reality; mixed reality","extended reality; mixed reality","Human–Computer Interaction and Immersive Technologies",high,"None identified","None identified",medium
0905cb9c-6e17-4885-83d2-70e45799cfb2,No,"Focuses on technology use during COVID-19, not on capture/retention.",high,No,"Uses online learning tools, but not for capture/retention.",high,"online learning; digital technology","online learning; digital technology","Data, Information, and Knowledge Systems",high,"None identified","None identified",medium
6894bb37-5f8b-42b1-8d29-87394b0d7d83,No,"Focuses on photovoltaic power prediction, not on knowledge capture/retention.",high,No,"Uses ML and ELM for prediction, not for capture/retention.",high,"sparrow search algorithm; extreme learning machine","sparrow search algorithm; ELM","Artificial Intelligence and Intelligent Computation",high,"None identified","None identified",medium
a5da26a1-38ec-406b-b997-f7c6464ccea9,No,"Focuses on augmented virtuality for educational tours, not on capture/retention.",high,No,"Uses AV and Kinect, but not for capture/retention.",high,"augmented virtuality (AV); Kinect","AV; Kinect","Human–Computer Interaction and Immersive Technologies",high,"None identified","None identified",medium
fadb5731-f661-42dc-825a-f287908c4e8c,No,"Focuses on purchase intention for online paid courses, not on capture/retention.",high,No,"No digital technology explicitly for capture/retention.",high,"None identified","None identified","None identified",high,"None identified","None identified",medium
08f2b2b5-aa8a-47d2-867c-c78471bf2a33,No,"Focuses on estimating nitrogen content in potato plants, not on knowledge capture/retention.",high,No,"Uses UAV, machine learning, but not for capture/retention.",high,"UAV; vegetation indices; DWT; ridge regression; ELM","UAV; VIs; DWT; ridge regression; ELM","Imaging, Sensing, and Perception Technologies; Artificial Intelligence and Intelligent Computation",high,"None identified","None identified",medium
ca6facb0-14d0-4b68-8d7e-51c9b7d969fb,Yes,"Discusses knowledge acquisition in bone tissue engineering via space technologies, but not explicit capture/retention from individuals.",medium,No,"Uses space technologies and bioreactors, but not digital for capture/retention.",medium,"None identified","None identified","None identified",medium,"knowledge about bone degeneration mechanisms","expert judgment; scientific know-how",medium
b96e87cb-6ea7-42e5-95a1-41aeebdb7e2f,No,"Focuses on comparing real and virtual constructive spatial processes, not on capture/retention.",high,No,"Uses VR and tablet, but not for capture/retention.",high,"virtual reality (VR); tablet","VR; tablet","Human–Computer Interaction and Immersive Technologies",high,"None identified","None identified",medium
6c8580c9-ae5f-4533-a451-d546f5bca59d,No,"Focuses on reflection through blogging for learning performance, not on capture/retention.",high,No,"Uses educational blogging, but not for capture/retention.",high,"educational blogging","educational blogging","Mobile, Social, and Communication Technologies",high,"None identified","None identified",medium
be0ddaca-33d9-45c9-abc0-7e8d39a5438a,Yes,"Discusses knowledge acquisition and integration platform for ship coating process, but not explicit capture/retention from individuals.",medium,Yes,"Uses knowledge acquisition and integration platform for ship coating process.",high,"knowledge acquisition and integration application platform","knowledge acquisition platform","Data, Information, and Knowledge Systems",high,"coating process knowledge","procedural know-how; operational know-how",high
a8d3d8bf-e1c7-4d59-ab03-00e644e00212,No,"Focuses on constructing parallel corpus for translation, not on knowledge capture/retention.",high,No,"Uses web crawler, machine learning for corpus, not for capture/retention.",high,"web crawler; Attention-BiLSTM; Lucence","web crawler; Attention-BiLSTM; Lucence","Data, Information, and Knowledge Systems; Artificial Intelligence and Intelligent Computation",high,"None identified","None identified",medium
2eda0376-93fa-408a-8054-f269bbcdfb0e,No,"Focuses on spectral confocal displacement measurement, not on knowledge capture/retention.",high,No,"Uses machine learning for measurement, not for capture/retention.",high,"ELM; BPNN; GA-BPNN","ELM; BPNN; GA-BPNN","Artificial Intelligence and Intelligent Computation",high,"None identified","None identified",medium
f27c2510-a7bc-4293-8fa6-6e638700478d,No,"Focuses on intrusion detection, not on knowledge capture/retention.",high,No,"Uses Markov chain Monte Carlo and ELM, not for capture/retention.",high,"Markov chain Monte Carlo; extreme learning machine","MCMC; ELM","Artificial Intelligence and Intelligent Computation",high,"None identified","None identified",medium
9abdf308-3e34-4a08-9396-c33ad8e5d967,No,"Focuses on game-based learning in higher education, not on capture/retention.",high,No,"Uses games, but not digital technology for capture/retention.",high,"game-based learning (GBL)","GBL","Human–Computer Interaction and Immersive Technologies",high,"None identified","None identified",medium
aee1db1a-fcc5-489b-94f1-e9d6597a9f54,No,"Focuses on knowledge acquisition survey for blood transfusion, not capture/retention.",high,No,"No digital technology mentioned.",high,"None identified","None identified","None identified",high,"None identified","None identified",medium
55ea9268-5abb-4f66-ab18-aac67e976891,No,"Focuses on SME performance and IT knowledge, not on capture/retention.",high,No,"Uses knowledge management system, but not for capture/retention.",medium,"knowledge management system","KMS","Data, Information, and Knowledge Systems",medium,"None identified","None identified",medium
0395cb5e-b92e-4a36-a2ab-80cd1d90c45a,No,"Focuses on fault diagnosis of chiller, not on knowledge capture/retention.",high,No,"Uses deep learning and ELM, not for capture/retention.",high,"Deep Belief Network; Extreme Learning Machine (ELM); Particle Swarm Optimization (PSO)","DBN; ELM; PSO","Artificial Intelligence and Intelligent Computation",high,"None identified","None identified",medium
f3580004-30cc-4256-a84f-775e2e800284,No,"Focuses on learning with VR simulations, not on capture/retention.",high,No,"Uses VR, but not for capture/retention.",high,"VR","VR","Human–Computer Interaction and Immersive Technologies",high,"None identified","None identified",medium
9c70d92e-116a-42ff-a63b-2e5602acadd6,No,"Focuses on improving Hall current sensor accuracy, not on knowledge capture/retention.",high,No,"Uses ELM for temperature compensation, not for capture/retention.",high,"Extreme Learning Machine (ELM)","ELM","Artificial Intelligence and Intelligent Computation",high,"None identified","None identified",medium
61d4676c-ee54-4f31-af21-fcfdb89c66ca,No,"Focuses on immersive virtualization for technical training, mentions knowledge retention but not capture.",medium,No,"Uses immersive virtualization, but not for capture/retention.",medium,"immersive virtualization","immersive virtualization","Human–Computer Interaction and Immersive Technologies",medium,"None identified","None identified",medium
e95482da-e67a-4a62-a97e-0a2bdcaf8a3f,No,"Focuses on historical and cultural values of stone tidal weirs, not on knowledge capture/retention.",high,No,"No digital technology mentioned.",high,"None identified","None identified","None identified",high,"None identified","None identified",medium
da424a90-0645-45f0-972c-cf42272a408e,No,"Focuses on modeling entrepreneurial ecosystem resilience, mentions knowledge acquisition but not capture/retention.",medium,No,"No digital technology explicitly for capture/retention.",high,"None identified","None identified","None identified",high,"None identified","None identified",medium
6ac34ac3-4f5d-46eb-ae71-e2f5f51a0df9,No,"Focuses on knowledge seeking by hotel employees, not on capture/retention.",high,No,"Mentions technology-enabled microlearning, but not for capture/retention.",medium,"technology-enabled microlearning","microlearning","Data, Information, and Knowledge Systems",medium,"None identified","None identified",medium
9ce07ae9-7f61-4e5a-9941-c8feacd086c0,Yes,"Explicitly discusses knowledge extraction as part of knowledge acquisition in organizations.",high,No,"No digital technology explicitly mentioned; focuses on factors and components.",medium,"None identified","None identified","None identified",high,"tacit knowledge; expert knowledge","experiential know-how; expert judgment",high
4391a91d-026e-4bc7-a03e-2580d747e4ab,No,"Focuses on rough set theory and knowledge reductions, not on capture/retention.",high,No,"No digital technology explicitly mentioned.",high,"None identified","None identified","None identified",high,"None identified","None identified",medium
93dc41dd-5850-42e8-bb9f-9c176a850284,No,"Focuses on intelligent question-answering system using cognitive graph, not on capture/retention.",high,No,"Uses cognitive graph and deep learning, but not for capture/retention.",high,"BERT; BiLSTM; CRF; GCN","BERT; BiLSTM; CRF; GCN","Artificial Intelligence and Intelligent Computation",high,"None identified","None identified",medium
6e88a7ca-95c7-493a-9cda-75e07b3250ca,No,"Focuses on channels of knowledge acquisition for green technologies, not capture/retention.",high,No,"No digital technology explicitly mentioned.",high,"None identified","None identified","None identified",high,"None identified","None identified",medium
445c6007-2c1e-4d81-a663-b91654a7c106,No,"Focuses on AI-based tele-assisting technology for engineering students, not on capture/retention.",high,No,"Uses AR and ML, but not for capture/retention.",high,"AR; HoloLens 2; hybrid CNN-SVM","AR; HoloLens 2; CNN-SVM","Human–Computer Interaction and Immersive Technologies; Artificial Intelligence and Intelligent Computation",high,"None identified","None identified",medium
d117fed0-fb77-4b35-872b-947562b59a03,No,"Focuses on channel equalizer design, not on knowledge capture/retention.",high,No,"Uses OS-ELM, but not for capture/retention.",high,"online sequential extreme learning machine (OS-ELM)","OS-ELM","Artificial Intelligence and Intelligent Computation",high,"None identified","None identified",medium
52a60ec1-7b07-4c6a-81dc-691e94537d82,No,"Focuses on ontological approach for smart data, not on capture/retention.",high,No,"Uses semantic wiki, but not for capture/retention.",high,"Semantic MediaWiki; ontologies","Semantic MediaWiki; ontologies","Data, Information, and Knowledge Systems",high,"None identified","None identified",medium
4638baf8-8f7d-4505-b70a-88ac3fb1ec51,No,"Focuses on gamified mobile app for academic performance, not on capture/retention.",high,No,"Uses gamified mobile app, but not for capture/retention.",high,"gamified mobile application","gamified mobile app","Mobile, Social, and Communication Technologies",high,"None identified","None identified",medium
a8321b3c-95e9-4990-9dc3-4d85afe64d50,No,"Focuses on flipped assessment method for motivation, not on capture/retention.",high,No,"No digital technology explicitly mentioned.",high,"None identified","None identified","None identified",high,"None identified","None identified",medium
37874273-1c8f-4464-95c5-00a39b49b96f,No,"Focuses on AI-powered adaptive content delivery for flipped classroom, not on capture/retention.",high,No,"Uses AI for content delivery, not for capture/retention.",high,"AI-powered adaptive content delivery","AI adaptive content delivery","Artificial Intelligence and Intelligent Computation",high,"None identified","None identified",medium
2a3e20d0-c54c-474c-ab5d-8a2d9c336aba,No,"Focuses on blended training for stuck pipe avoidance, mentions knowledge retention but not capture.",medium,No,"Uses eLearning, video, VR for training, not for capture/retention.",medium,"eLearning; video learning; VR","eLearning; video; VR","Data, Information, and Knowledge Systems; Human–Computer Interaction and Immersive Technologies",medium,"None identified","None identified",medium
4ba7e56f-b150-451b-b01a-d56293885faf,No,"Focuses on da'wah via Instagram, not on knowledge capture/retention.",high,No,"Uses social media (Instagram), but not for capture/retention.",high,"Instagram","Instagram","Mobile, Social, and Communication Technologies",high,"None identified","None identified",medium
4ff8aa49-5c76-4e9b-806a-8fc0de965e22,No,"Focuses on Padlet training for in-service teachers, mentions content acquisition and transfer but not capture/retention.",medium,No,"Uses Padlet, but not for capture/retention.",medium,"Padlet","Padlet","Mobile, Social, and Communication Technologies",medium,"None identified","None identified",medium
f47bba85-7460-42ae-ba43-d261d73ba202,No,"Focuses on comparing video and 360° VR for biology learning, mentions knowledge retention but not capture.",medium,No,"Uses video and VR, but not for capture/retention.",medium,"stereoscopic 360° VR; video learning resources","360° VR; video","Human–Computer Interaction and Immersive Technologies",medium,"None identified","None identified",medium
487a21fc-57b2-41b2-b4df-db627aed2aa5,No,"Focuses on cervical cancer diagnostics, not on knowledge capture/retention.",high,No,"Uses RMSE-ELM for detection, not for capture/retention.",high,"RMSE-ELM","RMSE-ELM","Artificial Intelligence and Intelligent Computation",high,"None identified","None identified",medium
6cbb0c83-4c56-4a99-a671-277b3353a5d7,No,"Focuses on public knowledge about energy transition, not on capture/retention.",high,No,"No digital technology explicitly mentioned.",high,"None identified","None identified","None identified",high,"None identified","None identified",medium
4608f4e5-b1a9-45fe-8586-1756d66e98e7,No,"Focuses on malicious user identification in cognitive radio, not on knowledge capture/retention.",high,No,"Uses ELM for classification, not for capture/retention.",high,"extreme learning machine (ELM)","ELM","Artificial Intelligence and Intelligent Computation",high,"None identified","None identified",medium
0c379374-08da-4ec4-b6ee-0e4e6450ba5f,No,"Focuses on fetal arrhythmia diagnosis, not on knowledge capture/retention.",high,No,"Uses machine learning and ELM, not for capture/retention.",high,"multi-domain feature extraction; H-ELM; ELM-SAE","H-ELM; ELM-SAE","Artificial Intelligence and Intelligent Computation",high,"None identified","None identified",medium
8d50274b-0725-4391-a555-44bd75b8c41c,No,"Focuses on open innovation and external knowledge acquisition, not capture/retention.",high,No,"No digital technology explicitly mentioned.",high,"None identified","None identified","None identified",high,"None identified","None identified",medium
e4fd083d-1f63-467a-af89-fda637f3a22b,No,"Focuses on PV power prediction, not on knowledge capture/retention.",high,No,"Uses VMD, ELM, sparrow search, not for capture/retention.",high,"improved sparrow search algorithm (ISSA); VMD; ELM","ISSA; VMD; ELM","Artificial Intelligence and Intelligent Computation",high,"None identified","None identified",medium
c7fb10eb-8fae-4517-b8e3-30d78ed7d2f4,No,"Focuses on self-study system for knowledge acquisition and assessment, not capture/retention.",high,No,"Uses web applications and knowledge base, but not for capture/retention.",high,"Cyber 3S; web applications","Cyber3S; web apps","Data, Information, and Knowledge Systems",high,"None identified","None identified",medium
0827c580-e497-4878-a139-375dbdcde196,No,"Focuses on AR game for personal hygiene education, not on capture/retention.",high,No,"Uses AR game, but not for capture/retention.",high,"AR-based game","AR game","Human–Computer Interaction and Immersive Technologies",high,"None identified","None identified",medium
bcb2d391-bc9b-4574-a8bc-2e7bab56de76,No,"Focuses on Android malware classification, not on knowledge capture/retention.",high,No,"Uses DELM and optimization, not for capture/retention.",high,"Gauss-Mapping Black Widow Optimization; deep extreme learning machine (DELM); ant lion optimization (ALO)","GBWO; DELM; ALO","Artificial Intelligence and Intelligent Computation",high,"None identified","None identified",medium
8533c7bf-a0d9-4fb9-aec8-06fbe20888fb,No,"Focuses on IoT-based soil monitoring, not on knowledge capture/retention.",high,No,"Uses IoT, sensors, DQN, but not for capture/retention.",high,"IoT; sensors; deep Q network (DQN); bidirectional LSTM; ELM","IoT; sensors; DQN; Bi-LSTM; ELM","Cyber-Physical Systems, IoT, and Smart Environments; Artificial Intelligence and Intelligent Computation",high,"None identified","None identified",medium
1525b13f-a132-4643-94b7-66e43f7e6ed1,No,"Focuses on VR in education, mentions knowledge retention but not capture.",medium,No,"Uses VR, but not for capture/retention.",medium,"VR","VR","Human–Computer Interaction and Immersive Technologies",medium,"None identified","None identified",medium
d5aa585b-c928-4732-ba4e-b3a372729bd0,No,"Focuses on ChatGPT for writing papers, not on knowledge capture/retention.",high,No,"Uses ChatGPT, but not for capture/retention.",high,"ChatGPT","ChatGPT","Artificial Intelligence and Intelligent Computation",high,"None identified","None identified",medium
4ff412a6-3f98-4bc9-9de1-668c3f6117f6,No,"Focuses on VR in nursing education, mentions knowledge acquisition and retention but not capture.",medium,No,"Uses VR, but not for capture/retention.",medium,"virtual reality","VR","Human–Computer Interaction and Immersive Technologies",medium,"None identified","None identified",medium
48f3a55e-6aa4-4b09-b554-67f36e4942b1,Yes,"Discusses knowledge loss, retention, and knowledge revolution; focuses on knowledge management perspective.",high,No,"No digital technology explicitly mentioned for capture/retention.",high,"None identified","None identified","None identified",high,"knowledge worker expertise; organizational knowledge","experiential know-how; procedural know-how",high
b06b61c3-6ba6-41e7-a765-79053e189572,No,"Focuses on digital teaching during COVID-19, not on capture/retention.",high,No,"Uses digital tools for teaching, not for capture/retention.",high,"digital technologies; presentation tools; learning management systems; video conference tools","digital tools; LMS; video conferencing","Data, Information, and Knowledge Systems; Mobile, Social, and Communication Technologies",high,"None identified","None identified",medium
23b05aaa-e179-4824-a5be-db07d1947391,No,"Focuses on iterative learning control, not on knowledge capture/retention.",high,No,"Uses ELM and ILC, not for capture/retention.",high,"extreme learning machine (ELM); iterative learning control (ILC)","ELM; ILC","Artificial Intelligence and Intelligent Computation; Cyber-Physical Systems, IoT, and Smart Environments",high,"None identified","None identified",medium
90e5fa25-0a22-4f25-9205-c10311580c44,No,"Focuses on solving fractional differential equations using ELM, not on knowledge capture/retention.",high,No,"Uses shifted Legendre neural network and ELM, not for capture/retention.",high,"shifted Legendre neural network (SLeNN); extreme learning machine (ELM)","SLeNN; ELM","Artificial Intelligence and Intelligent Computation",high,"None identified","None identified",medium
9a7de416-af90-40b3-a4b5-dbcc69b1b1f1,Yes,"Discusses knowledge graph construction for special machining to integrate multi-source data, enabling knowledge reuse.",high,Yes,"Uses knowledge graph, knowledge acquisition, integration, and network crawlers.",high,"knowledge graph; knowledge acquisition; knowledge integration; network crawlers; Neo4j","knowledge graph; Neo4j","Data, Information, and Knowledge Systems",high,"special machining knowledge; expert knowledge","procedural know-how; craft knowledge",high
15874ef3-f1c2-41f9-91c5-586730955174,No,"Focuses on image forgery detection in healthcare, not on knowledge capture/retention.",high,No,"Uses SVM and ELM for detection, not for capture/retention.",high,"SVM; ELM; Bayesian Sum Rule","SVM; ELM; BSR","Artificial Intelligence and Intelligent Computation",high,"None identified","None identified",medium
b0b046f4-9617-4872-83b5-c1a153b405f6,No,"Focuses on stock market forecasting, not on knowledge capture/retention.",high,No,"Uses deep learning and ELM, not for capture/retention.",high,"EMD; deep learning; PSO; ELM","EMD; deep learning; PSO; ELM","Artificial Intelligence and Intelligent Computation",high,"None identified","None identified",medium
9d97086f-0672-45c2-8845-aaa3ba30cca3,No,"Focuses on game-based learning effectiveness, not on capture/retention.",high,No,"Uses educational video games, but not for capture/retention.",high,"educational video games","educational video games","Human–Computer Interaction and Immersive Technologies",high,"None identified","None identified",medium
a028185d-7cf4-46fd-b5bd-11f6f909a05b,No,"Focuses on smart farming and semantic segmentation, not on knowledge capture/retention.",high,No,"Uses deep learning, remote sensing, IoT, but not for capture/retention.",high,"remote sensing; IoT; deep learning; self-supervised network","remote sensing; IoT; deep learning","Imaging, Sensing, and Perception Technologies; Cyber-Physical Systems, IoT, and Smart Environments; Artificial Intelligence and Intelligent Computation",high,"None identified","None identified",medium
953f5775-13dc-4081-8e39-6cbcf08df7ea,Yes,"Discusses capturing and sharing tacit knowledge via podcast-style conversations in organizations.",high,Yes,"Uses podcast format and distribution method to capture and share knowledge.",high,"podcast","podcast","Mobile, Social, and Communication Technologies",high,"tacit knowledge; know-how; experiences; reflections","experiential know-how; procedural know-how",high
00d2db31-975c-4a74-b0fd-795ca782f354,No,"Focuses on AR sand table for remote sensing education, not on capture/retention.",high,No,"Uses AR sand table, but not for capture/retention.",high,"AR sand table/sandbox","AR sand table","Human–Computer Interaction and Immersive Technologies",high,"None identified","None identified",medium
32f1177e-2c7e-446e-86e8-fd6c43ef345f,No,"Focuses on AR in healthcare education, mentions knowledge retention but not capture.",medium,No,"Uses AR, but not for capture/retention.",medium,"augmented reality (AR)","AR","Human–Computer Interaction and Immersive Technologies",medium,"None identified","None identified",medium
ae373300-fcda-4e06-be44-74e0e0fc97ad,No,"Focuses on soft-sensor modeling of chromatographic process, not on knowledge capture/retention.",high,No,"Uses ELM for prediction, not for capture/retention.",high,"incremental extreme learning machine (I-ELM); inverse-free ELM (IF-ELM); incremental regularized ELM (IR-ELM)","I-ELM; IF-ELM; IR-ELM","Artificial Intelligence and Intelligent Computation",high,"None identified","None identified",medium
9e46ed9a-3b5b-4e5b-9a54-e5cb6e6f4f9d,No,"Focuses on project assessment using DELM, not on knowledge capture/retention.",high,No,"Uses deep extreme learning machines, not for capture/retention.",high,"Deep Extreme Learning Machines (DELMs)","DELM","Artificial Intelligence and Intelligent Computation",high,"None identified","None identified",medium
757e6196-0760-479b-bd04-e097d12cca95,No,"Focuses on organizational factors and knowledge management for innovation, not capture/retention.",high,No,"No digital technology explicitly mentioned.",high,"None identified","None identified","None identified",high,"None identified","None identified",medium
7d035efb-67a9-4882-956d-03a92d99f6aa,No,"Focuses on leadership, management support, and green knowledge acquisition, not capture/retention.",high,No,"No digital technology explicitly mentioned.",high,"None identified","None identified","None identified",high,"None identified","None identified",medium
57695c2a-9cd4-4920-8621-3f66bdee2268,No,"Focuses on network teaching system based on HCI psychology, not on capture/retention.",high,No,"Uses AI for teaching, but not for capture/retention.",high,"AI technology; human-computer interaction","AI; HCI","Artificial Intelligence and Intelligent Computation; Human–Computer Interaction and Immersive Technologies",high,"None identified","None identified",medium
5cae7710-4b52-44ef-a436-14747ceb709f,Yes,"Explicitly discusses building a Knowledge Management System to organize, store, and disseminate knowledge for MSMEs.",high,Yes,"Uses Knowledge Management System (KMS) for storing and disseminating knowledge.",high,"Knowledge Management System (KMS); KMSLC","KMS","Data, Information, and Knowledge Systems",high,"handicraft knowledge; information and knowledge about Reog Ponorogo","craft knowledge; procedural know-how",high
317daa96-7c71-4b62-93d5-f4001ec56248,No,"Focuses on effect of display platforms on spatial knowledge acquisition, not capture/retention.",high,No,"Uses desktop, mobile tablet, VR for visualization, but not for capture/retention.",high,"desktop displays; mobile tablet multi-touch; VR head-mounted displays","desktop; tablet; VR","Human–Computer Interaction and Immersive Technologies",high,"None identified","None identified",medium
acd59e48-01bd-43cd-b9dd-60e67bed1153,No,"Focuses on digital media literacy, not on capture/retention.",high,No,"No digital technology explicitly for capture/retention.",high,"None identified","None identified","None identified",high,"None identified","None identified",medium
d5683265-f84c-4fdb-8db4-4ef53dbfe8f8,No,"Focuses on IoMT-based healthcare for elderly, not on knowledge capture/retention.",high,No,"Uses deep extreme learning machine for monitoring, not capture/retention.",high,"IoMT; Deep Extreme Learning Machine (DELM)","IoMT; DELM","Cyber-Physical Systems, IoT, and Smart Environments; Artificial Intelligence and Intelligent Computation",high,"None identified","None identified",medium
76cdb932-ff2b-47ca-b7a7-827feea1fc7c,No,"Focuses on GIS classroom instruction and group learning, not on capture/retention.",high,No,"Uses GIS, but not for capture/retention.",high,"GIS","GIS","Data, Information, and Knowledge Systems",high,"None identified","None identified",medium
6afaea21-0a24-4cb9-8dc4-3d94e4b10229,No,"Focuses on indoor localization, not on knowledge capture/retention.",high,No,"Uses machine learning for localization, not for capture/retention.",high,"MUSIC; ELM","MUSIC; ELM","Artificial Intelligence and Intelligent Computation",high,"None identified","None identified",medium
8d00ff0c-0d56-4db4-a7a6-f42aad615709,Yes,"Discusses knowledge capture and best operational practices in drilling campaign.",high,Yes,"Uses integrated drilling services approach and digital execution for knowledge capture.",high,"Integrated Drilling Services (IDS); digital well program","IDS; digital well program","Data, Information, and Knowledge Systems",high,"best practices; lessons learned; operational knowledge","procedural know-how; operational know-how",high
dfbae8cd-f4e7-4475-862f-bdc045d5fbaa,No,"Focuses on ICT-enhanced learning for intercultural competencies, not on capture/retention.",high,No,"Uses web-based learning, video-making, etc., but not for capture/retention.",high,"ICT; web-based learning; video-making","ICT; web-based learning; video","Data, Information, and Knowledge Systems",high,"None identified","None identified",medium
f489f5c4-50a5-493a-bb8e-c1df0ec0b597,Yes,"Discusses knowledge elicitation for building formal ontologies, capturing expert knowledge.",high,No,"Uses knowledge elicitation methodology, but not a digital technology per se; digital tools may be implied.",medium,"None identified","None identified","None identified",high,"expert knowledge; implicit knowledge; know-how","expert judgment; procedural know-how",high
1eee32c2-9d3e-408c-9d69-c3c201399a15,Yes,"Discusses knowledge loss and its impact on R&D productivity; studies loss of technological expertise.",high,No,"No digital technology explicitly mentioned.",high,"None identified","None identified","None identified",high,"technological expertise; prior knowledge","experiential know-how",high
50a2f631-7278-42b5-a3ce-10acd4765a70,No,"Focuses on intrusion detection in connected vehicles, not on knowledge capture/retention.",high,No,"Uses blockchain and federated learning, but not for capture/retention.",high,"Blockchain; Multi-Layer Federated Extreme Learning Machines (MLFEM)","Blockchain; MLFEM","Distributed, Secure, and Trust Technologies; Artificial Intelligence and Intelligent Computation",high,"None identified","None identified",medium
59aa85ca-8fba-49cc-ab80-10eedfb07e7b,No,"Focuses on generative AI and VR for immersive training, mentions knowledge acquisition but not capture/retention.",medium,No,"Uses generative AI, VR, etc., but not for capture/retention.",medium,"generative AI; VR; algorithmic monitoring; cognitive computing; voice and gesture recognition","generative AI; VR; algorithmic monitoring; cognitive computing; voice and gesture recognition","Artificial Intelligence and Intelligent Computation; Human–Computer Interaction and Immersive Technologies",medium,"None identified","None identified",medium
8d171dc0-abcb-43f0-9b4d-77e76754024c,No,"Focuses on power load interactive management, not on knowledge capture/retention.",high,No,"Uses ELM for load prediction, not for capture/retention.",high,"improved extreme learning machine; Spike algorithm","ELM; Spike algorithm","Artificial Intelligence and Intelligent Computation",high,"None identified","None identified",medium
7ac8b424-96f3-47dc-9127-39df9ac70d20,No,"Focuses on knowledge acquisition and innovation quality, but not on capture/retention from individuals.",medium,No,"No digital technology explicitly mentioned.",high,"None identified","None identified","None identified",high,"localized knowledge; non-local knowledge","None identified",medium
