uuid,knowledge_capture_retention_discussed,knowledge_capture_retention_reasoning,knowledge_capture_retention_confidence,digital_technology_used_for_capture_retention,digital_technology_reasoning,digital_technology_confidence,technology_source_mentions,technology_normalized,technology_acm_class,technology_confidence,tacit_knowledge_source_mentions,tacit_knowledge_class,tacit_knowledge_confidence
5132077b-0980-4ba1-a239-76222fe5e599,No,"The study explores how new media resource quality, teacher digital competency, and digital technology innovation can enhance knowledge retention, but does not discuss capture methods.",high,No,"Digital resources and technology are used as learning tools, not for capturing or retaining knowledge per se.",high,"New media resources; Digital technology innovation","New media resources; Digital technology innovation","Mobile, Social, and Communication Technologies; Artificial Intelligence and Intelligent Computation",medium,None identified,None identified,None identified
da1fa78b-a2eb-4f40-831b-caaf3431ad54,Yes,"The study analyzes relationships between inclusive leadership, team knowledge acquisition, and sharing, explicitly discussing the acquisition of knowledge.",high,No,"The study examines digital tools usage as a moderator, but the core knowledge acquisition process is not mediated by a specific digital technology for capture.",high,"Digital tools usage","Digital tools","Mobile, Social, and Communication Technologies",medium,"Team knowledge acquisition","procedural know-how",medium
96a9e94e-5f3f-4222-ab4b-2ab06253cfdf,Yes,"The study explores how standards alliance coopetition affects technology innovation performance via knowledge acquisition and routine updating, explicitly discussing knowledge acquisition.",high,No,"The study focuses on coopetition relationships, not on digital technologies for knowledge acquisition.",high,None identified,None identified,None identified,high,None identified,None identified,None identified
9453fb92-5466-4b3d-9f91-3d3a11808727,Yes,"The study analyzes how blockchain technology applications promote enterprise innovation by improving knowledge acquisition and absorptive capacity, explicitly discussing knowledge acquisition.",high,Yes,"The study explicitly identifies blockchain technology as the digital technology that improves knowledge acquisition.",high,"Blockchain technology","Blockchain technology","Distributed, Secure, and Trust Technologies",high,None identified,None identified,None identified
75afd7c8-1a5f-4a28-b006-dda937c39210,No,"The study analyzes a microLearning experience via Telegram for knowledge acquisition and personal transfer, but does not discuss methods to capture or retain knowledge.",high,No,"Telegram is used as a delivery platform for microLearning, not as a tool for knowledge capture/retention.",high,Telegram,Telegram,Mobile, Social, and Communication Technologies,high,None identified,None identified,None identified
b7357516-2f30-4efb-af89-72f7c1e807af,No,"The study compares IVS and HFS for knowledge acquisition, confidence, and engagement, but does not discuss methods to capture or retain knowledge.",high,No,"IVS and HFS are simulation methods used for education, not tools for knowledge capture/retention.",high,"Immersive virtual simulation (IVS); High-fidelity simulation (HFS)","Immersive virtual simulation; High-fidelity simulation","Human–Computer Interaction and Immersive Technologies",high,None identified,None identified,None identified
ff2648c4-aaec-4475-98d4-9b02b22c03ee,No,"The systematic review and meta-analysis examines VR safety training effectiveness on knowledge acquisition and retention, but does not discuss capture/retention methods.",high,No,"VR is the technology under review, used as a training tool, not for capturing/retaining knowledge.",high,"Virtual Reality (VR)","Virtual Reality","Human–Computer Interaction and Immersive Technologies",high,None identified,None identified,None identified
9aac32e0-7829-4a78-8928-8681a1f4914b,No,"The study examines the impact of Napkin AI on learning outcomes and knowledge retention, but does not discuss methods to capture or retain knowledge.",high,No,"Napkin AI is the educational tool, used to enhance outcomes, not explicitly to capture/retain knowledge.",high,"Napkin AI; Generative artificial intelligence tool","Napkin AI; Generative AI","Artificial Intelligence and Intelligent Computation",high,None identified,None identified,None identified
060b34f6-9708-463a-8f4a-f69ff5623a52,No,"The study evaluates a serious game for knowledge retention, but does not discuss methods to capture or retain knowledge.",high,No,"The serious game is the educational intervention, not a tool for knowledge capture/retention.",high,"Serious game","Serious game","Human–Computer Interaction and Immersive Technologies",high,None identified,None identified,None identified
acf6b7a1-3b13-457c-bdb6-6d85f6e8d94a,No,"The study examines how immersive learning experiences in the Metaverse affect knowledge retention, but does not discuss methods to capture or retain knowledge.",high,No,"The Metaverse is the learning environment under study, not a tool for knowledge capture/retention.",high,"Metaverse; Immersive learning experiences in the Metaverse (ILE)","Metaverse; Immersive learning experiences","Human–Computer Interaction and Immersive Technologies",high,None identified,None identified,None identified
d47bdf70-0357-4d30-90b2-5eff12a8b3ee,No,"The literature review discusses factors enhancing educational settings for deep learning and retention, but does not focus on methods to capture or retain knowledge.",high,No,"The review discusses technology integration in education broadly, not specific technologies used for knowledge capture/retention.",high,None identified,None identified,None identified,high,None identified,None identified,None identified
ad08fa5a-6a2f-4693-bfae-2a68d0efaf0d,No,"The study evaluates a Classroom Response System (CRS) on math achievement and knowledge retention, but does not discuss methods to capture or retain knowledge.",high,No,"The CRS is used as an interactive learning tool, not for knowledge capture/retention.",high,"Classroom Response System (CRS) using Bluetooth technology","Classroom Response System (Bluetooth)","Mobile, Social, and Communication Technologies",high,None identified,None identified,None identified
173030b5-f479-4535-865f-ccc2868352f7,Yes,"The study investigates the effect of COVID-19 on knowledge loss and the role of digital transformation in new knowledge creation, explicitly discussing knowledge loss and creation.",high,Yes,"The study identifies digital transformation as vital for creating new knowledge, which is a form of knowledge capture/creation.",high,"Digital transformation","Digital transformation","Data, Information, and Knowledge Systems",high,None identified,None identified,None identified
be2aac70-5a32-4bde-8e33-6e210ade9fa4,No,"The study compares traditional and metaverse-based onboarding on knowledge retention, but does not discuss methods to capture or retain knowledge.",high,No,"The metaverse/VR is used as an onboarding platform, not as a tool for knowledge capture/retention.",high,"Metaverse; Virtual Reality (VR)","Metaverse; Virtual Reality","Human–Computer Interaction and Immersive Technologies",high,None identified,None identified,None identified
cbfce2b4-9574-4ca7-9f6c-503229a51186,No,"The study compares DGS and physical manipulatives on math learning outcomes and knowledge retention, but does not discuss methods to capture or retain knowledge.",high,No,"DGS is the technology under study, used as a learning tool, not for knowledge capture/retention.",high,"Dynamic Geometry System (DGS)","Dynamic Geometry System","Human–Computer Interaction and Immersive Technologies",high,None identified,None identified,None identified
fed0ca71-f6a7-44b4-8df8-759057e303c9,Yes,"The research presents a combined approach (semantics and ML) for improving robots' cognitive capabilities, focusing on knowledge acquisition.",high,Yes,"The paper explicitly discusses the development and implementation of techniques for knowledge acquisition in robots using semantics and machine learning.",high,"Semantics; Machine learning techniques","Semantics; Machine Learning","Artificial Intelligence and Intelligent Computation",high,"Robots' cognitive capabilities; knowledge","expert judgment; procedural know-how",high
b76b0e86-3e2f-4c1c-9bd4-0fabea02e175,No,"The study proposes AIVR (VR+LLM) for safety training to enhance knowledge acquisition and retention, but does not discuss methods to capture or retain knowledge.",high,No,"VR and LLMs are used to deliver adaptive training, not as tools to capture or retain knowledge.",high,"Virtual Reality (VR); Large Language Models (LLMs); AIVR system","Virtual Reality; Large Language Models; AIVR","Human–Computer Interaction and Immersive Technologies; Artificial Intelligence and Intelligent Computation",high,None identified,None identified,None identified
5a02a89d-d016-42a3-aa22-5ac3239103cc,Yes,"The study uses a Large Language Model (LLM) to acquire domain knowledge for generating virtual samples, which is a form of knowledge capture.",high,Yes,"The study explicitly uses a Large Language Model (LLM) to acquire domain knowledge, which is then used to guide virtual sample generation.",high,"Large language model (LLM); Mega-trend diffusion (MTD); Monte Carlo method","Large language model; MTD; Monte Carlo method","Artificial Intelligence and Intelligent Computation",high,"Domain knowledge; knowledge acquisition costs","expert judgment",high
ca97cba5-d962-4ad0-93d8-a2718da93891,Yes,"The study develops a model where IT uses enhance openness to external knowledge, which is part of the knowledge acquisition process.",high,Yes,"The study explicitly examines how organizational IT uses (enterprise systems, social media) enhance openness to external knowledge in the acquisition process.",high,"Organizational enterprise systems use; Organizational social media use; Top management team social media use","Enterprise systems; Social media","Data, Information, and Knowledge Systems; Mobile, Social, and Communication Technologies",high,None identified,None identified,None identified
ceb4d713-a0ad-48e9-bbb4-f056d6e583c2,No,"The study compares VR and traditional training for knowledge gain and retention, but does not discuss methods to capture or retain knowledge.",high,No,"VR is used as a training method, not as a tool for knowledge capture/retention.",high,"Virtual reality (VR) training","Virtual Reality training","Human–Computer Interaction and Immersive Technologies",high,None identified,None identified,None identified
3aa1db41-c3c1-4654-b1b5-bfb75d12c553,No,"The study investigates AI-powered personalized learning tools on academic performance and knowledge retention, but does not discuss methods to capture or retain knowledge.",high,No,"AI-powered tools are used for personalized learning, not for knowledge capture/retention.",high,"AI-powered personalized learning tools; Moodle platform","AI-powered personalized learning tools; Moodle","Artificial Intelligence and Intelligent Computation; Mobile, Social, and Communication Technologies",high,None identified,None identified,None identified
69c0c19e-3741-400a-83c9-881c4dce8968,No,"The article discusses the potential impact of ChatGPT on knowledge acquisition in higher education, but does not discuss methods to capture or retain knowledge.",high,No,"ChatGPT is discussed as a tool that can influence learning, but not as a method for knowledge capture/retention.",high,ChatGPT,ChatGPT,Artificial Intelligence and Intelligent Computation,high,None identified,None identified,None identified
bebd6eaa-f032-475c-9dab-c96428aa8573,Yes,"The study examines how teams' external knowledge acquisition capabilities impact creativity, explicitly discussing the acquisition of knowledge.",high,No,"The study focuses on external knowledge acquisition capabilities, not on digital technologies used for acquisition.",high,None identified,None identified,None identified,high,None identified,None identified,None identified
97223ebd-b042-4942-827f-ee3dcc43890e,No,"The study investigates the effects of a motivational intervention on knowledge integration and acquisition regarding GenAI, but does not discuss capture/retention methods.",high,No,"GenAI is the subject of learning, not the tool used for capturing or retaining knowledge.",high,"Generative AI (GenAI)","Generative AI","Artificial Intelligence and Intelligent Computation",high,None identified,None identified,None identified
8ed1e2c1-ff65-4156-b8d7-3548c7dc6ee9,No,"The study evaluates the effect of interaction with chatbots on learning autonomy, but does not discuss methods to capture or retain knowledge.",high,No,"Generative AI chatbots are the focus, but the study examines their effect on learning autonomy, not their use for capture/retention.",high,"Generative AI; chatbots","Generative AI; chatbots","Artificial Intelligence and Intelligent Computation",high,None identified,None identified,None identified
c30347be-25b1-437a-a95b-99e039e1d3ef,No,"The study discusses the development of an MR application for navigation and evacuation to promote spatial knowledge acquisition, but does not discuss capture/retention methods.",high,No,"MR (HoloLens) is used as a navigation aid, not explicitly as a tool for knowledge capture/retention.",high,"Mixed reality (MR); Microsoft HoloLens","Mixed Reality; HoloLens","Human–Computer Interaction and Immersive Technologies",high,None identified,None identified,None identified
7feeab77-4aa7-4bf8-8f9e-920e0ba206b0,No,"The study evaluates a location-based game (CMU Journey) on knowledge acquisition for university transition, but does not discuss capture/retention methods.",high,No,"The location-based game is the intervention, used to support learning, not for knowledge capture/retention.",high,"Location-based game; CMU Journey","Location-based game","Mobile, Social, and Communication Technologies",high,None identified,None identified,None identified
ff99d72f-224b-4fc6-a9a1-712c2099f4c7,No,"The study explores AI-generated learning materials' effectiveness on active learning and knowledge retention, but does not discuss capture/retention methods.",high,No,"AI-generated learning materials are the subject of study, used as a learning resource, not a capture/retention tool.",high,"AI-generated learning materials","AI-generated learning materials","Artificial Intelligence and Intelligent Computation",high,None identified,None identified,None identified
7ed2ec52-555a-4afa-ac0c-1a51188a061d,No,"The article analyzes graphic and visual resources as teaching strategies, mentioning their impact on knowledge retention, but does not discuss capture/retention methods.",high,No,"The article discusses digital technologies as part of the strategies, but not as tools specifically for capturing or retaining knowledge.",high,"Digital technologies","Digital technologies","Human–Computer Interaction and Immersive Technologies",medium,None identified,None identified,None identified
b7c62eb5-2f0f-4179-9479-500ae2d31f55,Yes,"The study develops a protocol for the management, transfer, and retention of critical knowledge in a public health administration, explicitly focusing on knowledge retention.",high,No,"The study develops a protocol based on a scoping review, but does not implement digital technologies for retention.",high,None identified,None identified,None identified,high,"Tacit, operational, and individually owned knowledge; tacit technological knowledge","experiential know-how; operational know-how",high
00c107d0-13a6-4d2d-9b7d-5fbf7c472f8b,No,"The study investigates the impact of robot-assisted teaching on knowledge acquisition, but does not discuss methods to capture or retain knowledge.",high,No,"Robot teachers and tablet computers are used as teaching tools, not for knowledge capture/retention.",high,"Robot teachers; Tablet computers","Robot teachers; Tablets","Human–Computer Interaction and Immersive Technologies; Mobile, Social, and Communication Technologies",high,None identified,None identified,None identified
2f026189-ec65-4478-913d-083d483aa25c,No,"The systematic review analyzes IVR's effects on knowledge acquisition and transfer in K-6, but does not discuss methods to capture or retain knowledge.",high,No,"IVR is the technology under review, used as a learning environment, not for knowledge capture/retention.",high,"Immersive virtual reality (IVR)","Immersive Virtual Reality","Human–Computer Interaction and Immersive Technologies",high,None identified,None identified,None identified
8cd96041-79ee-49b8-ad30-668fe2052761,Yes,"The study examines organizational resilience to knowledge loss (forgetting) in biotechnology R&D, explicitly focusing on knowledge loss and retention.",high,No,"The study models knowledge loss and resilience theoretically, not focusing on digital technologies for retention.",high,None identified,None identified,None identified,high,"Scientist knowledge decay; interference with knowledge retrieval","experiential know-how; procedural know-how",high
ca6326fd-6562-4ac5-ad75-86de47d0d552,Yes,"The study examines the effects of digital transformation on sustainable performance, with green knowledge acquisition as a mediator, explicitly discussing knowledge acquisition.",high,Yes,"The study explicitly identifies digital transformation as the key technology enabling green knowledge acquisition and innovation.",high,"Digital transformation","Digital transformation","Data, Information, and Knowledge Systems",high,None identified,None identified,None identified
a866dbbf-1d4c-4228-b024-c6fe51e93218,No,"The study assesses university students' awareness of using ChatGPT in education, including for knowledge acquisition, but does not discuss methods to capture or retain knowledge.",high,No,"ChatGPT is the AI application under study, used as a tool by students, not for knowledge capture/retention.",high,"ChatGPT; Artificial intelligence applications","ChatGPT; AI applications","Artificial Intelligence and Intelligent Computation",high,None identified,None identified,None identified
1f0efe79-ac36-47ed-87aa-8dfe95d3ee5e,Yes,"The paper proposes a one-stop knowledge acquisition ecosystem (BWKA) covering knowledge trading and generation, explicitly focusing on knowledge acquisition.",high,Yes,"The proposed ecosystem uses blockchain technology for knowledge trading and data aggregation for knowledge generation, which are forms of knowledge capture.",high,"Blockchain technology; knowledge-as-a-service platform (KSP); local knowledge sellers (LKS)","Blockchain; Knowledge-as-a-service platform","Distributed, Secure, and Trust Technologies",high,None identified,None identified,None identified
9589adfe-20c0-47a3-b929-7e49594461f4,No,"The study evaluates learning experiences on climate change, including gamification and virtual tools for knowledge acquisition, but does not discuss capture/retention methods.",high,No,"Gamification, virtual tools, and escape rooms are used as teaching methods, not as knowledge capture/retention tools.",high,"Gamification; Virtual tools; Escape room","Gamification; Virtual tools; Escape room","Human–Computer Interaction and Immersive Technologies",high,None identified,None identified,None identified
5245b4cb-ea48-49a4-bd9b-59423a502fcc,Yes,"The paper examines the current state of technology adoption in KM, focusing on knowledge acquisition and sharing, and identifies disruptive technologies applied to KM.",high,Yes,"The study identifies AI, AR/VR, and blockchain as disruptive technologies applied to KM processes like knowledge acquisition and transfer.",high,"Artificial intelligence; Augmented and virtual reality; Blockchain","Artificial Intelligence; Augmented/Virtual Reality; Blockchain","Artificial Intelligence and Intelligent Computation; Human–Computer Interaction and Immersive Technologies; Distributed, Secure, and Trust Technologies",high,None identified,None identified,None identified
c71c6527-2bbe-4d7e-a25b-87e0aa645916,Yes,"The paper examines the role of supply chain knowledge development processes (including acquisition) in connecting digital technologies and circular economy capabilities.",high,Yes,"The study explicitly examines how digital technologies (Industry 4.0) facilitate data gathering and analysis, which are foundational for knowledge acquisition.",high,"Industry 4.0 digital technologies","Industry 4.0 digital technologies","Cyber-Physical Systems, IoT, and Smart Environments",high,None identified,None identified,None identified
5f5680cc-96d6-4b8c-b5c1-7ca4f75ce75e,Yes,"The study explores how firms can enhance absorptive capacity for external knowledge acquisition and assimilation, explicitly discussing knowledge acquisition.",high,Yes,"The study identifies digital technologies (social media, online communities) that support ACAP activities, including knowledge acquisition.",high,"Social media; Online communities","Social media; Online communities","Mobile, Social, and Communication Technologies",high,None identified,None identified,None identified
76d59148-5ba6-41bb-ab58-ffc2393cb9ef,Yes,"The paper introduces an ontology (Virtual Depot) and automated knowledge acquisition method to capture fleet-specific information for maintenance management.",high,Yes,"The study explicitly uses an automated knowledge acquisition method to populate an ontology, which is a form of capturing knowledge.",high,"Ontology; automated knowledge acquisition method","Ontology; automated knowledge acquisition","Data, Information, and Knowledge Systems; Artificial Intelligence and Intelligent Computation",high,"Fleet-specific knowledge; Vehicle Maintenance Instruction manuals","procedural know-how; expert judgment",high
dfb84e20-eaeb-4e50-8c50-79d9fdd905a7,Yes,"The study delves into obstacles preventing effective management of tacit knowledge loss risks, explicitly focusing on knowledge loss and retention.",high,No,"The study identifies barriers like inadequate KM technologies and systems, but does not focus on the technologies themselves for capture/retention.",high,"KM technologies and systems","KM technologies and systems","Data, Information, and Knowledge Systems",medium,"Tacit knowledge loss risks; tacit knowledge","experiential know-how; procedural know-how",high
dcd40031-8877-4a0f-8136-f8ca0d5c342d,No,"The study investigates how online knowledge building activities help teachers develop creative learning views, but does not discuss methods to capture or retain knowledge.",high,No,"The study uses a technological platform for online discussion, but it is a medium for interaction, not a tool for knowledge capture/retention.",high,"Technological platform","Technological platform","Mobile, Social, and Communication Technologies",medium,None identified,None identified,None identified
a1fd2e84-dbc7-450f-a5a3-757bc0f3fb1f,No,"The study investigates how TL, IL, and satisfaction influence ChatGPT adoption for learning and knowledge acquisition, but does not discuss capture/retention methods.",high,No,"ChatGPT is the technology under study, used by students for learning, not for knowledge capture/retention.",high,"ChatGPT; Generative artificial intelligence (GAI)","ChatGPT; GAI","Artificial Intelligence and Intelligent Computation",high,None identified,None identified,None identified
7b7afcbb-2981-46ef-8f28-a31bb42765e7,No,"The study evaluates immersive VR laboratories for chemistry and physics on knowledge retention, but does not discuss methods to capture or retain knowledge.",high,No,"VR labs are the educational tool, used for learning, not for knowledge capture/retention.",high,"Immersive VR laboratories; Oculus Quest 2","Immersive VR laboratories; VR headset","Human–Computer Interaction and Immersive Technologies",high,None identified,None identified,None identified
7cb85d8f-90bc-4d3c-b54f-f0588abce3c1,No,"The study compares simulation-based methods (VR, HFS, LFS) on CPR knowledge retention and skills, but does not discuss methods to capture or retain knowledge.",high,No,"VR, HFS, LFS are training methods, not tools for knowledge capture/retention.",high,"Game-based virtual reality (VR); High-fidelity simulation (HFS); Low-fidelity simulation (LFS)","Game-based VR; High-fidelity simulation; Low-fidelity simulation","Human–Computer Interaction and Immersive Technologies",high,None identified,None identified,None identified
5284c171-c50f-4be7-9608-4dcdf6a21199,No,"The study evaluates a microbial VR science product for knowledge acquisition, but does not discuss methods to capture or retain knowledge.",high,No,"VR technology is used for science popularization, not for knowledge capture/retention.",high,"Virtual reality technology; Micro World - Exploring the Microbial Kingdom","Virtual Reality; VR science product","Human–Computer Interaction and Immersive Technologies",high,None identified,None identified,None identified
21757913-d5b3-4121-8ab3-54e7aa1bb93a,No,"The study examines an AR-assisted concept-association strategy for knowledge acquisition, but does not discuss methods to capture or retain knowledge.",high,No,"AR is used as a teaching tool, not for knowledge capture/retention.",high,"Mobile augmented reality (AR)","Mobile Augmented Reality","Human–Computer Interaction and Immersive Technologies",high,None identified,None identified,None identified
56ac7215-4c59-46c1-9619-dd25443fbbe2,Yes,"The study uses a knowledge management perspective to examine how entrepreneurship drives technological innovation through processes including knowledge acquisition.",high,No,"The study develops a theoretical model based on a case study, not focusing on specific digital technologies for knowledge capture.",high,None identified,None identified,None identified,high,None identified,None identified,None identified
9c8c4969-6e0e-4f2e-b23a-306204763adf,No,"The review discusses VR/AR techniques for medical education, including skill acquisition and knowledge retention, but does not discuss capture/retention methods.",high,No,"VR/AR are the technologies under review, used as educational platforms, not for knowledge capture/retention.",high,"Virtual and augmented reality (VR/AR) technologies; AI-driven content generation; edge computing","VR/AR; AI; edge computing","Human–Computer Interaction and Immersive Technologies; Artificial Intelligence and Intelligent Computation",high,None identified,None identified,None identified
ec60bb25-65fa-4787-9b87-45bbac05ebce,Yes,"The study explores the nature of knowledge transferred and acquired in international alliances, explicitly discussing knowledge acquisition.",high,No,"The study focuses on inter-organizational learning and knowledge types, not on digital technologies for capture/retention.",high,None identified,None identified,None identified,high,"Technological and international market knowledge (explicit); tacit knowledge","expert judgment; procedural know-how",high
3cf7d662-93a7-4c64-8d64-c16862b3b898,Yes,"The study examines how digital technology innovation network embedding affects innovation performance via knowledge acquisition, explicitly discussing knowledge acquisition.",high,Yes,"The study explicitly identifies digital technology innovation networks as the context where firms acquire knowledge (social capital, tacit knowledge).",high,"Digital technology innovation network","Digital technology innovation network","Data, Information, and Knowledge Systems",high,"Tacit knowledge","expert judgment; procedural know-how",high
4a5b1586-2542-46bb-9168-efefd755e79a,No,"The study evaluates virtual site tours (ePlatform) on transferable knowledge acquisition, but does not discuss methods to capture or retain knowledge.",high,No,"The ePlatform uses 360-degree panoramas for virtual tours, used as a learning tool, not for knowledge capture/retention.",high,"TheProjectLive ePlatform; 360-degree panoramas","ePlatform; 360-degree panoramas","Human–Computer Interaction and Immersive Technologies",high,None identified,None identified,None identified
ee1ffbc0-1e50-4476-acc6-fe626957b7d6,Yes,"The study investigates the impact of open innovation (OIO) on NPD performance via absorptive capacity, which includes knowledge acquisition and transformation.",high,No,"The study focuses on open innovation and absorptive capacity processes, not on specific digital technologies for knowledge capture.",high,None identified,None identified,None identified,high,None identified,None identified,None identified
9b185e70-9167-41f2-b501-0bca41cfe883,No,"The study examines the effect of gamification on learning outcomes like knowledge retention, but does not discuss methods to capture or retain knowledge.",high,No,"Gamification is the technological element under study, used as a pedagogical tool, not for knowledge capture/retention.",high,Gamification,Gamification,Human–Computer Interaction and Immersive Technologies,high,None identified,None identified,None identified
9a4ac66d-7b13-436f-b1a6-ab07a03d426a,No,"The work explores educational concepts and the impact of abundant online information, but does not discuss methods to capture or retain knowledge.",high,No,"The paper discusses the abundance of online information for knowledge acquisition, but does not specify digital technologies used for capture/retention.",high,None identified,None identified,None identified,high,None identified,None identified,None identified
fdb93e22-3b38-4dc7-aecb-0a008d34a213,No,"The study investigates AI-generated instructional videos' impact on knowledge retention and transfer, but does not discuss methods to capture or retain knowledge.",high,No,"AI-generated videos are the instructional tool, used to deliver content, not for knowledge capture/retention.",high,"AI-generated instructional videos","AI-generated instructional videos","Artificial Intelligence and Intelligent Computation",high,None identified,None identified,None identified
6bb3da76-979d-4145-baf8-9280dd7e606c,No,"The paper explores a ubiquitous learning approach for robotics to enhance knowledge acquisition, but does not discuss methods to capture or retain knowledge.",high,No,"The approach uses technology (unspecified) to integrate learning with environments, not as a tool for knowledge capture/retention.",high,"Ubiquitous learning approach; technology","Ubiquitous learning; technology","Mobile, Social, and Communication Technologies",medium,None identified,None identified,None identified
dcd7decd-9423-49f0-9dda-b32a2e520980,Yes,"The paper presents Knowledge Acquisition and Transformation (KAT) as a model for a reading comprehension intervention, explicitly focusing on knowledge acquisition.",high,Yes,"The KAT model is described as an evidence-based technology reading comprehension intervention.",high,"Knowledge Acquisition and Transformation (KAT) model","KAT model","Data, Information, and Knowledge Systems",high,None identified,None identified,None identified
ce8c0c5e-1655-435f-a316-5b653a458a73,No,"The study examines a VR-based teaching framework to enhance engagement and understanding, including knowledge retention, but does not discuss capture/retention methods.",high,No,"VR is used as a teaching tool, not for knowledge capture/retention.",high,"Virtual Reality (VR)","Virtual Reality","Human–Computer Interaction and Immersive Technologies",high,None identified,None identified,None identified
92539db2-9b20-4110-90ae-5ba5a5d6597f,No,"The paper discusses designing technology for neurodivergent people for knowledge acquisition and skill development, but does not discuss capture/retention methods.",high,No,"The paper discusses technology design principles, not specific technologies for capturing or retaining knowledge.",high,None identified,None identified,None identified,high,None identified,None identified,None identified
48b962b6-4626-4640-ade3-e596aa19ed18,Yes,"The study investigates how strategic alliances foster recovery via tacit knowledge capture, explicitly discussing the capture of tacit knowledge.",high,No,"The study focuses on tacit knowledge embedded in alliance routines, not on digital technologies for its capture.",high,None identified,None identified,None identified,high,"Tacit knowledge; tacit knowledge capture","experiential know-how; procedural know-how",high
0d489221-8b7f-42c3-95a6-c1e98ebffcbf,No,"The article reviews extended reality and metaverse technologies for industrial training and knowledge acquisition, but does not discuss capture/retention methods.",high,No,"XR and metaverse technologies are reviewed for their potential in training, not as tools for knowledge capture/retention.",high,"Extended reality (XR); Metaverse technologies","Extended Reality; Metaverse","Human–Computer Interaction and Immersive Technologies",high,None identified,None identified,None identified
42888b67-5367-4caf-9c11-1d4d614af41b,No,"The article discusses zSpace technology for STEM learning, focusing on knowledge assimilation and memorization, but does not discuss capture/retention methods.",high,No,"zSpace (VR/AR) is used as a learning tool, not for knowledge capture/retention.",high,"zSpace technology; Virtual and Augmented Reality (VR/AR)","zSpace; VR/AR","Human–Computer Interaction and Immersive Technologies",high,None identified,None identified,None identified
693df4b7-0c60-452e-a9f3-734601f2ab06,No,"The study integrates a digital math game into blended learning to enhance knowledge acquisition, but does not discuss methods to capture or retain knowledge.",high,No,"The digital game is the learning intervention, not a tool for knowledge capture/retention.",high,"Digital math vector game","Digital math game","Human–Computer Interaction and Immersive Technologies",high,None identified,None identified,None identified
697623bc-0a9e-4e7b-833b-5864d8f5f462,Yes,"The study establishes that air pollution exposure drives capital reallocation through outward M&A for knowledge acquisition, explicitly discussing knowledge acquisition.",high,No,"The study focuses on economic drivers (air pollution) and M&A as a strategy for knowledge acquisition, not on digital technologies.",high,None identified,None identified,None identified,high,None identified,None identified,None identified
123a983a-3a52-40c1-aaf4-62e447ade3a9,No,"The study examines AR implementation in science education for knowledge acquisition, but does not discuss methods to capture or retain knowledge.",high,No,"AR is used as an educational technology, not for knowledge capture/retention.",high,"Augmented Reality (AR); Information and Communication Technologies (ICT)","Augmented Reality; ICT","Human–Computer Interaction and Immersive Technologies; Mobile, Social, and Communication Technologies",high,None identified,None identified,None identified
d936d183-23db-4519-b8dc-a10318f3e16b,Yes,"The paper explores fusion practices of Knowledge Graphs and LLMs, identifying challenges including knowledge acquisition, which is central to capturing knowledge.",high,Yes,"The paper explicitly discusses Knowledge Graphs and LLMs as technologies whose fusion can enhance knowledge representation and reasoning, which involves knowledge acquisition.",high,"Knowledge Graphs (KGs); Large Language Models (LLMs)","Knowledge Graphs; Large Language Models","Data, Information, and Knowledge Systems; Artificial Intelligence and Intelligent Computation",high,"Knowledge acquisition","expert judgment; procedural know-how",high
bac4a7e4-1c6f-43d8-b853-002263338db6,Yes,"The model describes knowledge acquisition depending on investment in technology adoption and the world's productivity distribution, explicitly discussing knowledge acquisition.",high,No,"The model discusses investment in adoption of existing technologies conceptually, not specifying digital technologies.",high,None identified,None identified,None identified,high,None identified,None identified,None identified
0e474583-4007-4041-af22-f918b76b7a8e,Yes,"The study investigates strategies to optimize knowledge retention among submarine crews, focusing on training innovations including Computer-Based Training (CBT).",high,Yes,"The study identifies Computer-Based Training (CBT) systems as a critical tool for maintaining crew readiness and knowledge retention.",high,"Computer-Based Training (CBT) systems","Computer-Based Training","Human–Computer Interaction and Immersive Technologies",high,None identified,None identified,None identified
e85b9c68-1de0-458d-9263-2e93a32cc25c,No,"The paper introduces a CAN bus training system to bridge theory and practice, aiming to enhance knowledge retention, but does not discuss capture/retention methods.",high,No,"The CAN bus training system is a hands-on educational tool, not for knowledge capture/retention.",high,"CAN bus training system","CAN bus training system","Cyber-Physical Systems, IoT, and Smart Environments",high,None identified,None identified,None identified
278166b7-2d9b-47cd-a331-99764d2c034f,No,"The study introduces an AI-based educational game to enhance knowledge retention, but does not discuss methods to capture or retain knowledge.",high,No,"The AI-based game is the learning tool, not a method for knowledge capture/retention.",high,"AI-based immersive educational game; ChatGPT technology","AI-based educational game; ChatGPT","Human–Computer Interaction and Immersive Technologies; Artificial Intelligence and Intelligent Computation",high,None identified,None identified,None identified
bad0f07d-b0bd-42da-bdfd-c8310f1f0aa2,No,"The study uses gamification to teach CXR interpretation and assesses knowledge retention, but does not discuss methods to capture or retain knowledge.",high,No,"Gamification is the teaching method, not a tool for knowledge capture/retention.",high,Gamification,Gamification,Human–Computer Interaction and Immersive Technologies,high,None identified,None identified,None identified
