uuid,kr_flag,kr_evidence,kr_confidence,tacit_knowledge,TK_normalized,TK_confidence,DT_flag,DT_evidence,DT_confidence,Digital_Technologies,DT_normalized,article_type,article_type_evidence,article_type_confidence
f14bdd70-8c74-4d42-8cbc-a554d38ec06e,Yes,"Implicit knowledge of Embodiment Function Relations (EFR) is lost as experienced engineers retire. This initial study evaluates how the Extended C&C2-Approach, featuring structured templates and a Process Model, supports systematic modeling and documentation of EFR. By providing both methodology and practical tools, the Extended C&C2-Approach aims to mitigate knowledge loss in product development processes.",high,Embodiment Function Relations (EFR),Relational Tacit Knowledge,high,No,The study focuses on structured templates and a Process Model but does not explicitly mention digital technologies for capturing or retaining tacit knowledge.,high,None identified,None identified,Empirical Study,"Conducted with 27 students in a controlled Live Lab and nine engineers in industry, findings show the Extended C&C2-Approach enhances EFR identification and analysis. Future research will involve broader expert groups and digital integration to streamline documentation and facilitate knowledge transfer.",high
e2291493-94eb-4114-ae0f-d6da7c214195,No,"The study investigates the impact of AIGC on teaching realistic human movement simulation in film and television education, but it does not discuss capturing or retaining tacit knowledge from individuals or organizations.",high,None identified,None identified,None identified,Yes,"This study investigates the impact of Artificial Intelligence Generated Content (AIGC) on teaching realistic human movement simulation in film and television education, with a focus on biomechanical principles. The AIGC system showed superior technical performance with 99.7% uptime and motion-to-photon latency below 20 ms, ensuring real-time responsiveness crucial for biomechanical training.",high,Artificial Intelligence Generated Content (AIGC),Artificial Intelligence and Intelligent Computation,Empirical Study,"Through a 12-week randomized controlled study involving 46 students from three leading Chinese film academies, we examined the effectiveness of AIGC-based motion simulation systems compared to traditional teaching methods. Using a mixed-method approach, the study evaluated learning outcomes, technical accuracy, and user experience, emphasizing the biomechanical accuracy of simulated movements.",high
2e75829c-a783-4cf4-9589-2bebac319e6d,Yes,"The emergence of collaborative learning praxis among adult learners has gained prominence, fostering lifelong practical learning. This approach empowers adults to define their learning goals based on interests and needs, facilitating contextual information sharing, knowledge acquisition, and skill enhancement. Such an approach promotes innovation and creativity, strengthening market competitiveness. Collaborative learning facilitated skill development, innovation, and market influence.",high,"Skill development, innovation, and market influence",Collective Tacit Knowledge,high,Yes,"Action research was employed to restore economic well-being. Themes of healthy environment preservation, community self-help, and market power were explored. The villagers’ adoption of biogas technology, digital platforms for product promotion, and focus on high-demand products showcased the efficacy of collaborative learning.",high,Digital platforms for product promotion,"Mobile, Social, and Communication Technologies",Case Study,"This study focuses on collaborative learning’s impact in the village of Sukodono, East Java, Indonesia, post-COVID-19. Action research was employed to restore economic well-being. Themes of healthy environment preservation, community self-help, and market power were explored.",high
e1c62f17-2b19-4110-8369-f538889488c7,Yes,"While the human-focused SECI model of Nonaka and his colleagues captures their widely recognised theory of organisational knowledge creation, we live in an era of rapid technological advancements and Artificial Intelligence (AI). AI and in particular Machine Learning (ML), show great potential for organisations to support their learning and to discover and create new knowledge. This leaves the question of how AI and ML impact the SECI model. This study performs a theoretical investigation on integrating human- and machine contributions for organisational knowledge creation.",high,Organisational knowledge creation,Relational Tacit Knowledge,high,Yes,"AI and in particular Machine Learning (ML), show great potential for organisations to support their learning and to discover and create new knowledge. This study performs a theoretical investigation on integrating human- and machine contributions for organisational knowledge creation. A Design Science Research (DSR) approach is followed to design, develop and propose the conceptual SECI-Machine Partnership (SECI-MaP) model.",high,Artificial Intelligence (AI); Machine Learning (ML),Artificial Intelligence and Intelligent Computation,Conceptual Framework,"This study performs a theoretical investigation on integrating human- and machine contributions for organisational knowledge creation. A Design Science Research (DSR) approach is followed to design, develop and propose the conceptual SECI-Machine Partnership (SECI-MaP) model.",high
08d6e079-b5f4-4458-8f62-73b240e2c245,No,"The study suggests a VR-AI Adaptive Learning System (VRAILS) that combines interactive VR simulations and adaptive AI-powered algorithms. The system uses reinforcement learning and predictive modeling to tailor learning routes, offer instant feedback, and adapt difficulty levels based on learner performance. However, it does not discuss capturing or retaining tacit knowledge from individuals or organizations.",high,None identified,None identified,None identified,Yes,"The study suggests a VR-AI Adaptive Learning System (VRAILS) that combines interactive VR simulations and adaptive AI-powered algorithms. The system uses reinforcement learning and predictive modeling to tailor learning routes, offer instant feedback, and adapt difficulty levels based on learner performance.",high,Virtual Reality (VR); Artificial Intelligence (AI); Reinforcement learning; Predictive modeling,Human–Computer Interaction and Immersive Technologies; Artificial Intelligence and Intelligent Computation,Empirical Study,"Experimental testing and comparative evaluation with conventional systems prove that VRAILS generates considerable improvements in learner interaction, knowledge retention, and satisfaction. The findings validate the potential of pairing VR and AI to create a solid framework for future intelligent education systems.",high
b256a718-c6bd-4703-937b-48302d740647,No,"The article explores the integration of art-based knowledge management in preschool education using cloud computing and immersive technologies, like augmented reality (AR) and virtual reality. The proposed system combines optical character recognition, 3D modeling, physically based rendering, and artificial intelligence to create interactive AR picture books and virtual galleries, supporting cross-disciplinary learning. However, it does not discuss capturing or retaining tacit knowledge from individuals or organizations.",high,None identified,None identified,None identified,Yes,"The article explores the integration of art-based knowledge management in preschool education using cloud computing and immersive technologies, like augmented reality (AR) and virtual reality. The proposed system combines optical character recognition, 3D modeling, physically based rendering, and artificial intelligence to create interactive AR picture books and virtual galleries, supporting cross-disciplinary learning. Smart wearable devices are integrated to provide personalized feedback and real-time progress management, enhancing the learning experience.",high,Cloud computing; Augmented Reality (AR); Virtual Reality (VR); Optical Character Recognition (OCR); 3D modeling; Physically Based Rendering (PBR); Artificial Intelligence (AI); Smart wearable devices,"Human–Computer Interaction and Immersive Technologies; Artificial Intelligence and Intelligent Computation; Mobile, Social, and Communication Technologies; Imaging, Sensing, and Perception Technologies; Data, Information, and Knowledge Systems",Empirical Study,"Experimental results show that this approach significantly promotes children's cognitive development and knowledge creation, with small classes achieving 75% progress and large classes reaching 100%. Interaction frequencies varied from 0.14 to 0.20 times per minute, and technology evaluations indicated high effectiveness in learning outcomes and resource management.",high
e439b1d2-a3ce-4545-a723-50d735ad9469,Yes,"Incumbent firms use corporate venture capital (CVC) as an interorganizational learning mechanism to get access to new technologies or to study and enter foreign markets. CVC represents an effective catalyst for knowledge acquisition and related strategic change, offering practical insights for firms seeking to leverage CVC as a low-cost mechanism for product and geographic diversification.",high,new technologies; foreign market entry strategies,Relational Tacit Knowledge,medium,No,The abstract does not mention any digital technologies used to capture or retain tacit knowledge.,high,None identified,None identified,Empirical Study,"Our study empirically shows that technology-related CVC investments lead to subsequent product portfolio adjustments, while investments in foreign start-ups drive geographic change. Our paper also finds that these positive change effects diminish with increasing industry and cultural distance, as higher investment uncertainty and risk arise from identifying (excessively) heterogeneous knowledge.",high
569488fc-24d4-49ef-b20d-1f79b72c1d58,No,The abstract focuses on the effectiveness of different training methods (VR and video) for teaching a nursing skill but does not discuss capturing or retaining knowledge from individuals or organizational environments.,high,None identified,None identified,None identified,Yes,"Virtual reality (VR) is an innovative method to complement existing learning strategies. The study compared educational outcomes achieved by three groups learning with either of two different VR simulation variants, with varying technological features, or a video training on the endotracheal suctioning skill.",high,Virtual reality (VR); video training,"Human–Computer Interaction and Immersive Technologies; Mobile, Social, and Communication Technologies",Empirical Study,"The investigated outcomes were knowledge and skill acquisition, learner satisfaction, and technology acceptance. 131 undergraduate nursing students were randomised into three groups, based on the interventions they received. Knowledge was assessed through a pre-post-test design, skill through a post-intervention objective structured clinical examination on a manikin, learning satisfaction and technology acceptance through standardised questionnaires, and qualitative feedback through focus groups.",high
e0b70bc3-448f-4ee7-9a8b-94676706799a,No,The abstract focuses on the development and application of a hybrid online evolutionary chatter identification model for milling processes. It does not discuss capturing or retaining knowledge from individuals or organizational environments.,high,None identified,None identified,None identified,Yes,A hybrid online evolutionary chatter identification model combining unsupervised learning and supervised learning was proposed. An online incremental-sparse K-means algorithm (ISK-Means) and the online sequential extreme learning machine (OS-ELM) were used.,high,online incremental-sparse K-means algorithm (ISK-Means); online sequential extreme learning machine (OS-ELM),Artificial Intelligence and Intelligent Computation,Empirical Study,"Finally, the experimental results show that the ISK-means algorithm can greatly improve the clustering efficiency and is suitable for milling chatter online dynamic clustering. Meanwhile, compared with the existing model, the recognition accuracy of the hybrid online evolutionary chatter recognition model combined with ISK-means algorithm and OS-ELM algorithm is improved by 1.31%.",high
d2728409-4b29-450d-8f2f-35822b6bbd0a,No,The abstract focuses on the development of a privacy-preserving blockchain storage method for IoT environments. It does not discuss capturing or retaining knowledge from individuals or organizational environments.,high,None identified,None identified,None identified,Yes,"The new method classifies hot blocks based on the federated extreme learning machine method and saves the hot blocks through one of the sharded blockchain models called ElasticChain. The features of hot blocks will not be read by other nodes in this method, and user privacy is effectively protected.",high,federated extreme learning machine; sharded blockchain models (ElasticChain),"Artificial Intelligence and Intelligent Computation; Cyber-Physical Systems, IoT, and Smart Environments",Empirical Study,"Finally, the experimental results on synthetic data demonstrate the accuracy and efficiency of the proposed blockchain storage model.",high
fe184cfb-df89-45bf-a483-a859b2eee607,No,The abstract discusses the integration of AI into higher education infrastructure and its impact on smart learning spaces. It does not discuss capturing or retaining knowledge from individuals or organizational environments.,high,None identified,None identified,None identified,Yes,"AI integration into higher learning infrastructure sees a paradigm shift on a large scale, where traditional learning environments turn into dynamic and adaptive spaces. It uses AI-driven technologies, for example, machine learning algorithms, natural language processing, and intelligent tutoring systems, to enable tailormade and participative learning experiences.",high,machine learning algorithms; natural language processing; intelligent tutoring systems,Artificial Intelligence and Intelligent Computation,Conceptual Framework,"This paper discusses the interacting dynamics of AI and higher education infrastructure with a focus on the most impacted areas of learning spaces. It explores the manner in which AI would influence the design and use of smart learning spaces, including the effectiveness within higher education institutions.",high
16461687-499b-49c1-bd20-22536b0858b3,No,The abstract focuses on the validation of a gamified educational technology for arbovirus prevention in high school. It does not discuss capturing or retaining knowledge from individuals or organizational environments.,high,None identified,None identified,None identified,Yes,"This study aimed to validate the Arboedu technology (a mobile application, web platform, and teacher’s guide) through expert review by professionals in the fields of education and health.",high,mobile application; web platform; teacher’s guide,"Mobile, Social, and Communication Technologies; Human–Computer Interaction and Immersive Technologies",Empirical Study,"This is study employed a quantitative methodological validation approach. The Arboedu prototype was evaluated by 25 highly qualified judges. Online data collection was conducted from August to September 2021. The Content Validity Index (CVI) was used with an 80% cut-off point to validate the following domains: Objectives, Presentation, User-Friendliness, Content, Relevance, and Pedagogical Assumptions.",high
b5d1e0b4-1038-4475-b6c6-90e9dcf10497,Yes,The study explores the use of digital tools and platforms for knowledge acquisition among university students. It highlights the need for structured educational training to facilitate KM processes.,high,knowledge acquisition and communication,Relational Tacit Knowledge,medium,Yes,The study explores the use of digital tools and platforms for knowledge acquisition among university students. An open survey conducted in Sweden among bachelor students enrolled in a digitalisation course revealed that digital tools are used frequently for knowledge acquisition and communication.,high,digital tools and platforms,"Mobile, Social, and Communication Technologies",Empirical Study,An open survey conducted in Sweden among bachelor students enrolled in a digitalisation course revealed that digital tools are used frequently for knowledge acquisition and communication.,high
6c74b9d6-cf1a-4b4e-b263-9c934e11be45,No,The study aims to explore and evaluate a Mobile Interactive Teaching (MIT) model to improve the interactivity of teaching and the learning effect of students. It does not explicitly discuss capturing or retaining knowledge.,high,None identified,None identified,None identified,No,The study aims to explore and evaluate a Mobile Interactive Teaching (MIT) model to improve the interactivity of teaching and the learning effect of students. It does not explicitly discuss using digital technologies to capture or retain tacit knowledge.,high,None identified,None identified,Empirical Study,A comparative teaching experiment was conducted in college N using this teaching model. The experiment was divided into an experimental group and a comparison group with 15 teachers in each group.,high
c8e61bf3-bb9d-470c-a1a9-42cfc385931e,No,The study investigates the effectiveness of augmented reality (AR) technology in enhancing fire safety training compared with traditional video-based methods. It does not explicitly discuss capturing or retaining knowledge.,high,None identified,None identified,None identified,No,The study investigates the effectiveness of augmented reality (AR) technology in enhancing fire safety training compared with traditional video-based methods. It does not explicitly discuss using digital technologies to capture or retain tacit knowledge.,high,None identified,None identified,Empirical Study,"The study evaluated improvements in participants' knowledge, intrinsic motivation, and self-efficacy. The AR-based training system used ARCore to create immersive and interactive fire simulation scenarios, while the video-based method provided a first-person perspective of the same procedures.",high
22e63d64-8e71-40a6-ba1b-c7c11cdfe2d8,No,"The study examines how VPS tools improve clinical reasoning, communication, student involvement, self-efficacy in clinical decision-making, and information retention. It does not explicitly discuss capturing or retaining knowledge.",high,None identified,None identified,None identified,No,"The study examines how VPS tools improve clinical reasoning, communication, student involvement, self-efficacy in clinical decision-making, and information retention. It does not explicitly discuss using digital technologies to capture or retain tacit knowledge.",high,None identified,None identified,Literature review,"This comprehensive review examines how VPS tools improve clinical reasoning, communication, student involvement, self-efficacy in clinical decision-making, and information retention. 137 papers were found in PubMed, EBSCOhost, and Scopus from 2014 to 2024, with 22 included in the final analysis following screening and eligibility evaluations.",high
09f3bb87-0643-44e7-9718-147c06cee0dd,Yes,The paper aims at presenting the tool and the set of methods developed to enhance knowledge exchange across dispersed drilling and well teams working for various projects on the Norwegian Continental Shelf (NCS). The goal is to enhance knowledge sharing to improve performance.,high,"experience, lesson learned, best practice",Collective Tacit Knowledge,high,Yes,"The paper aims at presenting the tool and the set of methods developed to enhance knowledge exchange across dispersed drilling and well teams working for various projects on the Norwegian Continental Shelf (NCS). A digital ecosystem that facilitates the knowledge exchange process is created, including a web application compatible with laptop and mobile usage, storage space, access and notification management, dashboards.",high,web application; storage space; access and notification management; dashboards,"Data, Information, and Knowledge Systems; Mobile, Social, and Communication Technologies",Case Study,"The platform was run with the sole involvement of project engineers for one year. This first step was aimed at populating the database, developing workflows and adjusting hardware. During the second year, the field population was involved. Work processes were formalized.",high
c63e6196-ac96-4a29-a51e-f6cd6c7af26e,No,The study designs and develops a visual encoding method for industrial VR interface prompts to support the suction process during drilling. It does not explicitly discuss capturing or retaining knowledge.,high,None identified,None identified,None identified,No,The study designs and develops a visual encoding method for industrial VR interface prompts to support the suction process during drilling. It does not explicitly discuss using digital technologies to capture or retain tacit knowledge.,high,None identified,None identified,Empirical Study,"Through natural interactive operations and visualized simulations of virtual events, it provides users with an immersive educational experience, reducing the gap between theoretical instruction and practical operations in traditional training models, and facilitating easy knowledge acquisition by users.",high
4cfaeec3-9dc1-461a-a4a8-9f3b66170368,Yes,"By mining the learning profiles of vocational art and design students, including their degree of knowledge acquisition and learning depth, and based on their potential learning interests, personalized video recommendations are made. The research first investigates how to construct a knowledge graph-based teaching video association network in the field of art and design education and how to utilize this network for personalized video recommendations.",high,"learning profiles of vocational art and design students, including their degree of knowledge acquisition and learning depth, and based on their potential learning interests",Relational Tacit Knowledge,medium,Yes,"The research first investigates how to construct a knowledge graph-based teaching video association network in the field of art and design education and how to utilize this network for personalized video recommendations. The study results indicate that video recommendation technology based on the “data-driven + knowledge-driven” approach can significantly enhance students’ learning abilities and motivation, providing an efficient online education pathway for digital creative talent cultivation in the Guangdong-Hong Kong-Macao Greater Bay Area.",high,knowledge graph-based teaching video association network; video recommendation technology,"Data, Information, and Knowledge Systems; Artificial Intelligence and Intelligent Computation",Empirical Study,"The research content encompasses the tagging of teaching videos, the construction of a knowledge graph-based video association network, the establishment of student profiles, the analysis of complex recommendation scenarios, and the study of intelligent video recommendation algorithms. The study results indicate that video recommendation technology based on the “data-driven + knowledge-driven” approach can significantly enhance students’ learning abilities and motivation, providing an efficient online education pathway for digital creative talent cultivation in the Guangdong-Hong Kong-Macao Greater Bay Area.",high
727992d5-0217-4caa-bd72-6133b3675439,No,"This research was conducted to determine knowledge acquisition by employing digital technology for public sector employees. This study adopts system quality, information quality, user satisfaction, service quality, and net benefit as the empirical considerations. The data analysis technique in this study used SEM (Structural Equation Modeling).",low,None identified,None identified,None identified,No,The data analysis technique in this study used SEM (Structural Equation Modeling). The findings would imply the strategies to strengthen the implementation of e-learning is to increase user satisfaction. The finding managerially points out the necessity to evaluate the transformation of classical training programs in terms of face-to-face learning to blended learning by integrating online learning and face-to-face in the public sector knowledge acquisition model of training.,low,None identified,None identified,Empirical Study,The data analysis technique in this study used SEM (Structural Equation Modeling). Respondents in this study were 198 people consisting of public sector employees who used a learning management system. The results showed that service quality has a significant effect on user satisfaction. User satisfaction has a significant effect on net benefits.,high
d19092eb-9340-45a5-abad-38831f7d0a1f,No,"Artificial intelligence (AI) technology has emerged as a revolutionary tool in enhancing students' learning and knowledge acquisition. Despite these benefits, many students remain unaware of AI's potential or are hesitant to use it due to factors such as lack of knowledge, limited access, and concerns about reliability and data privacy. Previous studies have explored AI adoption in educational settings using models like the Technology Acceptance Model (TAM). However, findings have been inconsistent, prompting further investigation using the Unified Theory of Acceptance and Use of Technology (UTAUT).",low,None identified,None identified,None identified,Yes,"This study aims to examine the factors influencing students' use of AI and its impact on learning satisfaction through the UTAUT framework. The research employs a quantitative method with convenience sampling, involving 130 university students. Data analysis is conducted using Structural Equation Modeling (SEM) with the Partial Least Square (PLS) approach. Results indicate that performance expectancy, effort expectancy, and social influence significantly affect AI adoption among students, while facilitating conditions do not show a significant impact. The study also finds that AI usage significantly increases learning satisfaction.",high,Artificial intelligence (AI),Artificial Intelligence and Intelligent Computation,Empirical Study,"The research employs a quantitative method with convenience sampling, involving 130 university students. Data analysis is conducted using Structural Equation Modeling (SEM) with the Partial Least Square (PLS) approach. Results indicate that performance expectancy, effort expectancy, and social influence significantly affect AI adoption among students, while facilitating conditions do not show a significant impact. The study also finds that AI usage significantly increases learning satisfaction.",high
d7be79e0-97c7-4328-947f-399d4034d7f4,No,"Didactic educational opportunities in traditional domains of knowledge can be victims of slow penetration of new ideas and concepts. This is particularly manifested in areas such as electrochemistry that have for long remained supportive subjects rather than main courses. Although electrochemistry is pushing the technological envelope in no uncertain measure, the latest being its foray into the nanodomain, the subject remains largely unheralded.",low,None identified,None identified,None identified,No,"The conspicuous absence of a formal educational base for electrochemistry can potentially lead to loss of institutional knowledge, pulling the subject back further. Electrochemistry being a connector of disparate but key subject areas, there is an urgent need to produce a genre of flag bearers in the form of educators, scientists, engineers, technology leaders, and innovators who can steer the course of civilization through electrochemistry. Our thesis in this perspective is the need to position electrochemistry as a central subject. We also discuss challenges in teaching it and possible ways to surmount them.",low,None identified,None identified,Conceptual Framework,Our thesis in this perspective is the need to position electrochemistry as a central subject. We also discuss challenges in teaching it and possible ways to surmount them.,medium
ed5cedd6-6904-4028-a834-714260ecf6d5,No,"The positive role of electrical capacitance tomography technology depends on high-precision tomographic images. Despite its success, one of the main barriers is the low-quality tomogram. A new learnable bilevel optimization imaging method is proposed to address this problem in this study, in which the image prior and model parameters can be learned from the collected datasets.",low,None identified,None identified,None identified,Yes,"A new learnable bilevel optimization imaging method is proposed to address this problem in this study, in which the image prior and model parameters can be learned from the collected datasets. The upper level optimization problem learns the regularization parameter under the constraint of the lower level optimization problem that implements image reconstruction. A new lower level optimization problem with the introduced machine learning prior is built, which leverages the prior knowledge from collected datasets, imaging targets and imaging mechanisms. The machine learning prior is learned through extreme learning machine, and the training is reformulated into a fractional optimization problem with the physical mechanisms of imaging as a constraint. A new optimizer is proposed to solve the learnable bilevel optimization imaging problem.",high,learnable bilevel optimization imaging method; machine learning prior; extreme learning machine,"Artificial Intelligence and Intelligent Computation; Imaging, Sensing, and Perception Technologies",Empirical Study,"The effectiveness has been demonstrated by the reconstruction of higher precision images and better noise immunity in comparison with advanced imaging techniques. The new imaging method unifies imaging mechanisms and machine learning, and promotes the complementarity of image priors, which offers new opportunities to unlock the potential of the measurement technique.",high
c747846e-3b01-4e34-b939-98ed58aaeed4,No,"The Internet of Things (IoT) has developed rapidly and been integrated with a variety of domains. Such a technology allows devices to send, receive, and process data without human involvement. Even though IoT has been widely adopted in several critical domains because it facilitates human life and improves quality of service, its security and privacy issues remain a major challenge. As a relief, an anomaly-based Intrusion Detection System (IDS) can be deployed as a security function to safeguard IoT networks from a diverse range of cyber-attacks.",low,None identified,None identified,None identified,Yes,"In this paper, an anomaly-based IDS is proposed to overcome a diverse range of cyber-attacks in IoT environments. The proposed method uses the kernel principal component analysis technique to minimize the dimension of data features and to improve the anomaly detection performance. We employ the kernel extreme learning machine to determine whether the traffic flow is benign or malicious for binary classification, and to classify the group of attacks to its specific type for multiclass classification. To validate the efficacy of the proposed anomaly detection method, two modern datasets are used to evaluate and analyze the performance results. The evaluation results demonstrate that the proposed anomaly detection approach can effectively improve the detection efficiency and significantly enhance the detection performance results in terms of accuracy rate, specificity rate, sensitivity rate, F1-score, and the area under curve.",high,anomaly-based Intrusion Detection System (IDS); kernel principal component analysis; kernel extreme learning machine,"Distributed, Secure, and Trust Technologies; Artificial Intelligence and Intelligent Computation",Empirical Study,"To validate the efficacy of the proposed anomaly detection method, two modern datasets are used to evaluate and analyze the performance results. The evaluation results demonstrate that the proposed anomaly detection approach can effectively improve the detection efficiency and significantly enhance the detection performance results in terms of accuracy rate, specificity rate, sensitivity rate, F1-score, and the area under curve.",high
8bcbf324-443a-4b09-9f88-a5131e0954df,No,The paper focuses on improving the recall rate of candidate entities in an entity linking system and does not discuss capturing or retaining knowledge from individuals or organizations.,high,None identified,None identified,None identified,Yes,"The paper discusses the use of a graph model filtering algorithm that fuses shallow semantic information to filter the list of candidate entities, and it uses an entity reference expansion algorithm to improve the recall rate of candidate entities.",high,entity reference expansion algorithm; graph model filtering algorithm,"Artificial Intelligence and Intelligent Computation; Data, Information, and Knowledge Systems",Empirical Study,"By analyzing the related technology of the entity linking algorithm, we study the related technology of candidate entity generation and entity disambiguation, improve the traditional entity linking algorithm, and give an innovative and practical entity linking model. The recall rate exceeds 82%, and the link accuracy rate exceeds 73%.",high
b6a7c056-bbbc-455b-958b-09a308a03276,No,"The paper focuses on the effectiveness of using virtual reality in education to enhance learning outcomes, knowledge retention, satisfaction, engagement, and attractiveness. It does not discuss capturing or retaining knowledge from individuals or organizations.",high,None identified,None identified,None identified,Yes,"The paper uses virtual reality (VR) as a digital technology to enhance learning outcomes, knowledge retention, satisfaction, engagement, and attractiveness.",high,virtual reality (VR),Human–Computer Interaction and Immersive Technologies,Empirical Study,"The study found that students who used VR (Experimental Group—EG) had significantly better learning outcomes (with an average of 5.9747) compared to the control group (Control Group—CG), who only had traditional classes (with an average of 4.6229). The difference between EG and CG was 29.2%. Furthermore, the study found that students in the EG had higher knowledge retention, satisfaction, engagement, and attractiveness compared to the CG. All measurements were above 6.4 on the same scale.",high
8f6ea0d2-29c6-49d0-ac62-f20dc30d027c,No,"The paper focuses on the impact of interactive webinars on student engagement, knowledge retention, and overall academic achievement. It does not discuss capturing or retaining knowledge from individuals or organizations.",high,None identified,None identified,None identified,Yes,"The paper uses interactive webinars as a digital technology to enhance student performance, engagement, and knowledge retention.",high,interactive webinars,"Mobile, Social, and Communication Technologies",Empirical Study,"The findings of the study provide empirical evidence that interactive webinars positively influence student performance. The analysis demonstrates that students who actively participate in interactive webinars exhibit higher levels of comprehension, engagement, and retention compared to conventional classroom instructions. The comparative graph of pre-test and post-test clearly describes that there is improvement and shifting of students from CD, DD & FF grade to AA, AB, BB & BC grade.",high
17d07999-3d1a-47d7-b746-c0ab0685ba5d,No,The paper evaluates the performance of large language models (LLMs) in long-tail entity linking in historical documents. It does not discuss capturing or retaining knowledge from individuals or organizations.,high,None identified,None identified,None identified,Yes,The paper uses large language models (LLMs) such as GPT and LLama3 to evaluate their performance in long-tail entity linking in historical documents.,high,large language models (LLMs); GPT; LLama3,"Artificial Intelligence and Intelligent Computation; Data, Information, and Knowledge Systems",Empirical Study,"In the present work, we assess the performance of two popular LLMs, GPT and LLama3, in a long-tail entity linking scenario. Using MHERCL v0.1, a manually annotated benchmark of sentences from domain-specific historical texts, we quantitatively compare the performance of LLMs in identifying and linking entities to their corresponding Wikidata entries against that of ReLiK, a state-of-the-art Entity Linking and Relation Extraction framework.",high
93c790b2-4841-46df-8603-23a03574bcd2,No,The paper explores the use of a video game called 'Deep Neural Tower' to teach AI concepts to high school students. It does not discuss capturing or retaining knowledge from individuals or organizations.,high,None identified,None identified,None identified,Yes,The paper uses a video game developed with the Unity engine and ML-Agents toolkit to teach AI concepts to high school students.,high,Unity engine; ML-Agents toolkit,Human–Computer Interaction and Immersive Technologies; Artificial Intelligence and Intelligent Computation,Empirical Study,"Tested with 111 high school students, the game showed positive results in usability and engagement, enhancing understanding of complex AI concepts. This paper discusses the pedagogical benefits of using AI in education and concludes that combining advanced AI techniques with interactive gameplay has immense potential to transform STEM education.",high
3d7104ac-6fc7-427d-9c71-5d61d8a06245,No,The paper proposes a trusted distributed routing scheme using optimized dropout ensemble extreme learning neural network in MANET. It does not discuss capturing or retaining knowledge from individuals or organizations.,high,None identified,None identified,None identified,Yes,The paper uses a Dropout Ensemble Extreme Learning Neural Network (DrpEnXLNN) optimized with Metaheuristic Anopheles Search routing algorithm (MASA) and blockchain technology to propose a trusted distributed routing scheme in MANET.,high,Dropout Ensemble Extreme Learning Neural Network (DrpEnXLNN); Metaheuristic Anopheles Search routing algorithm (MASA); blockchain technology,"Artificial Intelligence and Intelligent Computation; Distributed, Secure, and Trust Technologies",Empirical Study,"The proposed technique is simulated in NS-2 (Network Simulator) tool. The performance metrics, such as average delay, average latency, average energy consume, throughput of block chain token transactions are evaluated. Finally, the proposed TDRP-MASA-DrpEnXLNN-BCMANET method attains 22% and 14% less delay during 25% spiteful routing environment, 15% and 8% less delay during 50% spiteful routing environment when analyzed to the existing models.",high
be64a757-69a6-4baf-8990-f5b2ee6e6dde,No,"The study investigates the impact of AI on students' knowledge acquisition and problem-solving skills, but does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.",high,None identified,None identified,None identified,Yes,The study uses AI-based tools to understand the impact on students' knowledge acquisition and problem-solving skills.,high,AI-based tools,Artificial Intelligence and Intelligent Computation,Empirical Study,"A group of 126 students was considered as a part of the experiment. Wilcoxon Signed Rank Test, and Mann Whitney U Test difference tests were used to understand the quality improvement differences with repeated use of AI and the difference in knowledge acquisition between more and less frequent users.",high
d32b98e7-1b62-4547-ac3f-d780c9c5e160,No,"The study compares the impact of hologram-like pyramid projections and conventional videos on learning, but does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.",high,None identified,None identified,None identified,Yes,Hologram-like pyramid projections are used to examine their impact on learning compared to conventional videos.,high,hologram-like pyramid projections; conventional videos,"Human–Computer Interaction and Immersive Technologies; Imaging, Sensing, and Perception Technologies",Empirical Study,The target group was one hundred and thirty-six students aged ten to twelve. The results demonstrated that there were no significant differences between the two media in terms of knowledge acquisition.,high
c7de1129-bc30-4fd8-9bae-f23dfb910f90,No,"The study focuses on teamwork dynamics and computational model-based reasoning in biomedical engineering projects, but does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.",high,None identified,None identified,None identified,Yes,The study involves the use of computational modeling and simulation practices in a graduate course.,high,computational modeling and simulation,"Data, Information, and Knowledge Systems",Case Study,The case study approach focused on the participants within a chosen team and involved a single case analysis across three modeling and simulation sessions.,high
cf07b88e-d68f-48e3-8c33-fd4bcc3724e9,No,"The study investigates the efficacy of VR in enhancing cognitive retention and practical skills and reducing radiophobia among students, but does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.",high,None identified,None identified,None identified,Yes,Virtual reality (VR) is used to simulate realistic hot lab environments and procedures for training purposes.,high,virtual reality (VR),Human–Computer Interaction and Immersive Technologies,Empirical Study,"All participants (video and VR cohorts) were given a pre-test, same-day training post-test, after 1 month, and after 3 months. In the 3-month test, 13% of the control group scored > 80%, and 87% of the VR group scored > 80% (6.69-fold more significant).",high
