uuid,Title,Abstract,DOI Link,Publication title,deepseek_kr_flag,qwen_kr_flag,deepseek_kr_evidence,qwen_kr_evidence,deepseek_TK_normalized,qwen_TK_normalized,deepseek_DT_flag,qwen_DT_flag,deepseek_DT_evidence,qwen_DT_evidence,deepseek_DT_normalized,qwen_DT_normalized,deepseek_article_type,qwen_article_type,deepseek_ic_label,qwen_ic_label
0265d89e-f186-48ab-9879-a0597f9dc38e,Jadeite Origin Recognition Based On Ensemble Learning,"Most of the jade on the market now comes from Myanmar, Guatemala, and a few from Russia. The gemological properties of jadeite from different producing areas are consistent. However, in the middle-end jade market, under the same quality, the prices of Guatemalan jade and Russian jade are generally lower than those of Myanmar jade, so some illegal merchants will use Guatemalan jade to impersonate Myanmar jade. Due to the continuous improvement of jade counterfeiting technology, traditional identification methods can no longer meet the demand. In order to protect the rights and interests of consumers need to establish a rapid and effective jade origin traceability method. In this paper, through the (LA-ICP-MS) trace element data set and the method based on weighted extreme learning machine, AdaBoost and incremental learning fusion, the jadeite discrimination model of different producing areas is established to realize the intelligent discrimination of jadeite producing areas. The recognition accuracy of integrated learning algorithm is more than 80 %. Compared with the basic extreme learning machine and weighted extreme learning machine, it can be found that the classification accuracy of integrated learning algorithm is higher and more stable. © 2023 SPIE.",10.1117/12.2674543,Proceedings of SPIE - The International Society for Optical Engineering,No,No,"The abstract discusses jadeite origin recognition using ensemble learning, but does not discuss capturing or retaining knowledge from individuals or organizational environment.",The abstract focuses on the use of an ensemble learning method to establish a rapid and effective jade origin traceability method. There is no explicit discussion or strong implication of capturing or retaining knowledge from individuals or organizational environments.,None identified,None identified,No,Yes,"The abstract mentions weighted extreme learning machine, AdaBoost, and incremental learning for classification, but not for capturing or retaining tacit knowledge.","The abstract mentions the use of (LA-ICP-MS) trace element data set and a method based on weighted extreme learning machine, AdaBoost, and incremental learning fusion to establish a jadeite discrimination model.",None identified,Artificial Intelligence and Intelligent Computation,Empirical Study,Empirical Study,False,False
925f0e21-72c0-4dd9-88da-65124ee5108f,Incremental Maintenance Of Three-Way Regions With Variations Of Objects And Values In Hybrid Incomplete Decision Systems,"With the rapid development of information technology, numerous mixed data are collected, which often leads to incomplete data due to human and nonhuman factors. The data in an actual information system often evolve dynamically with time. The modification of data values and the addition and deletion of objects are common dynamic variations in data sets, which usually occur simultaneously. With dynamic changes of data, static methods of knowledge acquisition require recalculated from scratch, resulting in repeated calculations and greater time consumption. Aiming to address the above multi-dimensional dynamic variations in data values and object sets under mixed incomplete data, this paper studies strategies and methods of dynamically updating three-way regions (viz. positive, negative and boundary regions) based on a matrix. First, for a hybrid incomplete decision system (HIDS), we develop a hybrid normalized distance metric for objects and present a matrix-based method of calculating positive, boundary and negative regions. For cases of modifying attribute values and adding and deleting object sets concurrently, the incremental mechanisms of the maintenance of three-way regions are researched for the multi-dimensional dynamic variations of HIDS; meanwhile, we develop a matrix-based incremental algorithm to update three-way regions. A series of experiments implemented on nine UCI data sets demonstrate that the proposed dynamic algorithm is superior to the static algorithm for handling the multi-dimensional dynamic variations of the HIDS. © 2022, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.",10.1007/s10489-022-03736-5,Applied Intelligence,No,No,"The abstract discusses incremental maintenance of three-way regions in hybrid incomplete decision systems, focusing on dynamic updating algorithms, not on capturing or retaining knowledge from individuals or organizational environment.",The abstract focuses on the development of strategies and methods for dynamically updating three-way regions in a hybrid incomplete decision system. There is no explicit discussion or strong implication of capturing or retaining knowledge from individuals or organizational environments.,None identified,None identified,No,Yes,"The abstract mentions matrix-based methods and algorithms for dynamic updating, but not for capturing or retaining tacit knowledge.","The abstract mentions the use of a hybrid normalized distance metric and a matrix-based method to calculate positive, boundary, and negative regions, and a matrix-based incremental algorithm to update these regions.",None identified,"Data, Information, and Knowledge Systems",Empirical Study,Empirical Study,False,False
02458a9a-d91d-4d5b-8c49-3a6f68288582,"Comparison Of Ai Concepts, Machine Learning Hybrid Approach And Iot In Monitoring Smart Home Appliances In Ids","Even though smart homes have automated the day-to-day activities; it also introduces some security-related challenges. With the help pf IoT technology, people can operate various types of gadgets without their physical presence at home. By using the framework described in this manuscript, all household equipment and electrical devices can be readily monitored and managed via a website. This service can also be used to monitor a smart home surveillance system. The proposed method can also be used for generating an online invoice. Intrusion detection is a well-known method for detecting anomalies in network data. The proposed Intrusion Detection System (IDS) module identifies abnormalities in a smart home network by utilizing Artificial Immune System, Extreme Learning Machine, and IoT. Furthermore, the proposed model is integrated into a smart home network interface and combines it with a text warning system to fix problems without using any external assistance. © 2023 IEEE.",10.1109/ICOSEC58147.2023.10276270,"Proceedings of the 4th International Conference on Smart Electronics and Communication, ICOSEC 2023",No,No,"The abstract discusses an Intrusion Detection System (IDS) for smart home networks using AI, machine learning, and IoT. It focuses on detecting anomalies and security threats, not on capturing or retaining knowledge from individuals or the organizational environment.","The abstract focuses on the use of IoT, Artificial Immune System, and Extreme Learning Machine for intrusion detection in a smart home network. It does not discuss capturing or retaining knowledge from individuals or organizations.",None identified,None identified,No,Yes,"The abstract does not discuss using digital technologies to capture or retain tacit knowledge. The technologies mentioned (AI, machine learning, IoT) are used for intrusion detection, not knowledge retention.","The proposed Intrusion Detection System (IDS) module identifies abnormalities in a smart home network by utilizing Artificial Immune System, Extreme Learning Machine, and IoT.",None identified,"Artificial Intelligence and Intelligent Computation; Cyber-Physical Systems, IoT, and Smart Environments",Other(Technical System/Algorithm Proposal),Empirical Study,False,False
991b6c46-852a-4b54-b7c8-5118f9ffe4d4,Comparing Effectiveness Of Educational Video Games Of Different Genres In Computer Science Education,"Educational video games have been proven effective for many purposes. However, little research has been conducted in order to analyze the effect of the game genre on the pedagogical effectiveness of the game-based learning experiences conducted using them. This article aims to fill this gap by analyzing and comparing, for the first time, the instructional and motivational effectiveness of two educational video games of different genres: third-person shooter and endless runner. The research questions addressed in this article are as follows: Is Game-Based Learning using teacher-authored video games effective in terms of knowledge acquisition and motivation to learn about database administration in computer science education? Does the effectiveness of Game-Based Learning in computer science education depends on playing a third-person shooter or an endless runner game? An experimental design (randomized controlled trial with pre-post test design) supported by instruments to gather the knowledge acquisition and opinion of the students allowed for a rigorous analysis of the conducted experience. A total of 45 computer science students organized in two groups learned about database administration by playing two educational video games created through a teacher-oriented authoring tool. One group played a third-person shooter game, whereas the other group played an endless runner game. Both games integrated the same learning content and were played by the students the same amount of time. The results show that the analyzed video games are highly and equally effective in terms of knowledge acquisition (learning gains were statistically significant with a medium effect size in both groups) and motivation (average student ratings above 4.5 out of 5 in both groups). Although the students expressed a preference for third-person shooter games, they also expressed that they would have learned the same with other types of games. In conclusion, the evidence reported in this article suggests that educational effectiveness of game-based learning does not depend on video game genre. © 2023 The Author(s)",10.1016/j.entcom.2023.100588,Entertainment Computing,No,No,The abstract investigates the effectiveness of educational video games for knowledge acquisition in computer science education. It measures learning gains from playing games but does not discuss capturing or retaining knowledge from individuals or the organizational environment.,The abstract discusses the effectiveness of educational video games in computer science education. It does not explicitly discuss capturing or retaining knowledge from individuals or organizations.,None identified,None identified,No,No,"The abstract does not discuss using digital technologies to capture or retain tacit knowledge. The video games are used as educational tools, not for knowledge retention purposes.",The abstract does not mention any digital technologies used to capture or retain tacit knowledge. It focuses on the effectiveness of different game genres in education.,None identified,None identified,Empirical Study,Empirical Study,False,False
7d3e235a-8a60-4af9-ac6d-92f2c3ad257a,New Knowledge Creation And Loss During Covid-19: Sustainable Knowledge Management’S Perspective,"Knowledge management is widely acknowledged as key to achieving competitive advantages and technological advancement in times of crisis. While a few studies have shown that COVID-19 affects the amount of knowledge loss, it also opens opportunities for new knowledge to be created and shared. This study investigated the effect that COVID-19 has on the loss of knowledge during a pandemic and the role of digital transformation has in the creation of new knowledge, which is essential as a reference for constructing a sustainable knowledge management system in times of crisis. A systematic methodological framework and bibliographic analysis on knowledge management and COVID-19 were employed from peer-reviewed journal papers published between 2019 and 2022 to highlight research trends and future directions. Results showed that knowledge creation and knowledge loss during pandemic have not been adequately studied, and the SECI model illustrated that knowledge creation can prevent and minimise knowledge loss. Effective governance, technology and digital transformation with the presence of social accountability and environmental sustainability are vital for producing innovative solutions from multiple perspectives sustainable knowledge management. Future research is needed to better assess how developing countries particularly manage knowledge creation, knowledge loss and digital transformation in times of crisis. Copyright © 2023 Inderscience Enterprises Ltd.",10.1504/IJLIC.2023.134898,International Journal of Learning and Intellectual Capital,Yes,Yes,"The abstract explicitly discusses knowledge creation and knowledge loss during COVID-19, stating that 'knowledge creation can prevent and minimise knowledge loss'. It investigates the effect of COVID-19 on knowledge loss and the role of digital transformation in creating new knowledge for sustainable knowledge management.","The abstract discusses the effect of COVID-19 on knowledge loss and the role of digital transformation in creating new knowledge, which is essential for constructing a sustainable knowledge management system in times of crisis.",Collective Tacit Knowledge,Collective Tacit Knowledge,Yes,Yes,The abstract states 'digital transformation has in the creation of new knowledge' and mentions 'technology and digital transformation with the presence of social accountability and environmental sustainability are vital for producing innovative solutions' for sustainable knowledge management.,"The abstract mentions the role of digital transformation in the creation of new knowledge, which is essential for constructing a sustainable knowledge management system in times of crisis.","Data, Information, and Knowledge Systems","Cyber-Physical Systems, IoT, and Smart Environments",Literature review,Literature Review,False,False
b744d321-179d-4e5b-b890-1780f8c6ba6b,Automatic Recognition Of Multiple Weld Types Based On Structured Light Vision Sensor Using Deep Transfer Learning,"Real-time and high-precision extraction of groove types and key features is an important factor to achieve high performance of weld quality in the process of automatic welding. Based on the complexity and diversity of weld groove types, a method for identifying weld groove types (TL-Alexnet-ELM) is presented, which combines deep transfer learning with an extreme learning machine (ELM). First, to avoid overfitting the model, the weld dataset is expanded using data enhancement technology. Then, to improve the generalization ability of the model, transfer learning is used to fine-tune the structure of Alexnet (TL-Alexnet) to improve the feature extraction accuracy of the source weld image. Finally, the extracted image eigenvectors are input into the ELM classifier to get the classification results of the groove types. To validate the effectiveness of the algorithm, a model self-comparison study, a comparison study of different deep learning network models, and a comparison study of different classifiers are carried out. The experimental results show that the recognition accuracy of this method is 99.9%.  © 2001-2012 IEEE.",10.1109/JSEN.2022.3224931,IEEE Sensors Journal,No,No,"The abstract presents a method for recognizing weld groove types using deep transfer learning and extreme learning machine. It focuses on automated classification of weld types, not on capturing or retaining knowledge from individuals or organizational environment.",The abstract focuses on the use of deep transfer learning and extreme learning machine for automatic recognition of weld types. It does not discuss capturing or retaining knowledge from individuals or organizations.,None identified,None identified,No,Yes,"The abstract does not discuss using digital technologies to capture or retain tacit knowledge. The technologies are used for automated weld type recognition, not knowledge retention.",The abstract mentions the use of deep transfer learning and extreme learning machine for automatic recognition of weld types.,None identified,Artificial Intelligence and Intelligent Computation,Other(Technical System/Algorithm Proposal),Empirical Study,False,False
876ad942-efa2-4da4-87ce-1d0e055a5be4,How And When Does Relational Governance Impact Lead-Time Performance Of Developing-Country Suppliers In Global Value Chains?,"Purpose: This study aims to integrate social capital theory and the knowledge-based view of firms to develop and test a theoretical framework of the mechanisms that explain the influence of relational governance (RG) on lead-time performance (LTP) of developing-country suppliers in global value chains (GVCs). The authors distinguish between the relational and structural dimensions of RG to explain how they interact to create knowledge and leaning opportunities that transform into performance outcomes. Design/methodology/approach: Hypotheses were tested using data collected from a sample of 321 Bangladeshi suppliers embedded in apparel GVCs by using structural equation modeling. Findings: RG creates knowledge and learning opportunities that transform into LTP. Relationship quality (RQ) is found to contribute positively to knowledge learned (KL) contingent on relationship structure. KL is found to fully mediate the influence of buyer-supplier RQ on LTP of suppliers. Research limitations/implications: The dyadic nature of buyer-supplier interactions calls for multisource approaches in measuring buyer-supplier RQ. The authors also recommend future research to test the model in other industries for greater generalizability. Practical implications: Developing-country suppliers in low-technology labor-intensive GVCs can improve their LTP by strengthening their capabilities for internalizing external knowledge and developing and maintaining high quality relationships with wide networks of buyers. Originality/value: The conceptualization of RG that explicitly distinguishes between the relational and structural dimensions is novel and should inspire future theoretical and empirical research on GVC governance and performance. © 2021, Emerald Publishing Limited.",10.1108/SCM-05-2021-0255,Supply Chain Management,Yes,Yes,The abstract discusses how relational governance creates 'knowledge and learning opportunities that transform into performance outcomes' and mentions 'knowledge learned (KL)' as a mediating factor. It focuses on knowledge creation and learning from buyer-supplier relationships in global value chains.,"The abstract discusses the influence of relational governance on lead-time performance of developing-country suppliers in global value chains, emphasizing the creation of knowledge and learning opportunities that transform into performance outcomes.",Relational Tacit Knowledge,Relational Tacit Knowledge,No,No,"The abstract does not mention any digital technologies used to capture or retain knowledge. It focuses on relational governance, relationship quality, and knowledge learned through social capital theory and knowledge-based view, without reference to technology.",The abstract does not mention any digital technologies used to capture or retain tacit knowledge. It focuses on the relational and structural dimensions of governance.,None identified,None identified,Empirical Study,Empirical Study,False,False
70b97301-be20-4b75-9ee8-b35bc3af9b65,Open-Book Versus Closed-Book Exams As A Part Of Hybrid Education In Computer Science And Humanities In The Post-Covid Era,"This paper delves into the longstanding debate surrounding the efficacy of open-book versus closed-book examinations in the context of higher education, with a specific focus on courses within the domains of Information Science and Humanities. The choice between these two examination formats has significant pedagogical implications, as it shapes the learning experience, assesses the depth of understanding, and influences student outcomes. To elucidate the advantages and drawbacks of each approach, this study employs a mixed-methods research design, incorporating quantitative data from student performance metrics and qualitative insights from surveys and interviews. The authors examine these two phenomena in a hybrid learning environment, which has proven to be a resulting effective tool for the impact of the COVID-19 pandemic. They explore how the cognitive demands and assessment criteria differ between these two modes of examination, considering the distinctive nature of disciplines within Information Science and Humanities. In Information Science, open-book exams are often regarded as aligned with real-world scenarios, reflecting the accessibility of information resources in professional contexts in the post-COVID era. In contrast, closed-book exams emphasize memory recall and analytical reasoning skills. We investigate whether these distinctions translate into varied learning outcomes, student satisfaction, and long-term knowledge retention. Within the Humanities subjects, where critical thinking, analysis, and interpretation are paramount, the debate between open-book and closed-book exams gains further complexity. We examine how each format influences the development of critical thinking skills, the ability to synthesize and apply knowledge, and the cultivation of a deep understanding of complex texts and concepts. Additionally, this paper explores the role of technology and digital resources in shaping the dynamics of open-book exams, and whether this evolution in the accessibility of information has altered the outcomes in Information Science courses compared to Humanities courses. The findings from this study provide valuable insights for educators, curriculum designers, and administrators in Information Science and Humanities programs, helping them make informed decisions about the most appropriate examination format for their courses. By considering the unique characteristics of these disciplines, the research contributes to the ongoing conversation surrounding assessment methods in higher education and offers a nuanced perspective on the open-book versus closed-book examination dilemma. © 2023 IEEE.",10.1109/ICETA61311.2023.10343867,"ICETA 2023 - 21st Year of International Conference on Emerging eLearning Technologies and Applications, Proceedings",No,No,"The abstract compares open-book versus closed-book exams in higher education, focusing on learning outcomes, student satisfaction, and knowledge retention. It does not discuss capturing or retaining knowledge from individuals or organizational environment; it assesses different examination formats.","The abstract discusses the debate between open-book and closed-book exams in higher education, focusing on the pedagogical implications and learning outcomes. It does not explicitly discuss capturing or retaining knowledge from individuals or organizations.",None identified,None identified,No,No,"The abstract mentions 'the role of technology and digital resources in shaping the dynamics of open-book exams' but does not discuss using digital technologies to capture or retain tacit knowledge. The focus is on assessment methods, not knowledge retention.",The abstract does not mention any digital technologies used to capture or retain tacit knowledge. It focuses on the comparison of exam formats and their impact on learning outcomes.,None identified,None identified,Empirical Study,Empirical Study,False,False
05633ab3-95dc-4a9f-b222-154100abb455,A New Training Method For Photovoltaic Forecasting Based On Elm Auto-Encoder And Sparrow Search Algorithm,"Forecasting technology is an effective way to mitigate the randomness and volatility of solar energy in the modern power system, considering the high proportion of solar energy in the power system and high degree of electricity electronic characteristics, To enhance the accuracy of photovoltaic prediction model, a two-stage training method is proposed based on extreme learning machine (ELM) and sparrow search algorithm (SSA). In the first stage, ELM combined with auto-encoder (AE) is utilized to estimate the weight matrix between the connection layers. In the second stage, the optimization of parameters is performed by using the SSA. Case studies show that the two-stage model delivers highly accurate predictions. After subjecting the SSA-ELM-AE model to the two-stage optimization process, significant improvement has been observed in the prediction results. © 2023 IEEE.",10.1109/SEGRE58867.2023.00043,"Proceedings - 2023 International Conference on Smart Electrical Grid and Renewable Energy, SEGRE 2023",No,No,"The abstract discusses a training method for photovoltaic forecasting using ELM auto-encoder and sparrow search algorithm. It focuses on improving prediction accuracy, not on capturing or retaining knowledge from individuals or organizations.","The abstract focuses on a new training method for photovoltaic forecasting using ELM and SSA, without discussing the capture or retention of knowledge from individuals or organizations.",None identified,None identified,No,No,The abstract does not mention any digital technology used for capturing or retaining knowledge.,"The abstract discusses the use of ELM and SSA for improving photovoltaic forecasting, but does not mention the use of digital technologies to capture or retain tacit knowledge.",None identified,None identified,Empirical Study,Empirical Study,False,False
8110c376-44b5-4b99-871e-62842534b06a,Prediction Land Value Using Geographically Weighted Extreme Learning Machine,"With the advancement of technology, there is an expectation that technology can simplify and accelerate the land valuation process, especially by utilizing machine learning methods to predict land value. This research explores the Geographically Weighted Extreme Learning Machine (GWELM) approach to predicting land values. GWELM combines the Extreme Learning Machine (ELM) method with geographical weighting from Geographically Weighted Regression (GWR). The evaluation results show that the GWELM model has better prediction accuracy compared to the ELM model without geographic weighting. From the evaluation results, the GWELM model shows a decrease in Mean Absolute Error (MAE) by 2.89%, a decrease in Mean Absolute Percentage Error (MAPE) by 1.49%, and an increase in the coefficient of determination (R2) by 11.48% compared to the ELM model. With the combination of ELM and GWR methods, land value prediction becomes more accurate, although it requires higher computational costs. This research uses geospatial data stored in Shapefile (SHP) format, one of the most commonly used geospatial data formats in Geographic Information Systems (GIS). To process and extract the necessary information from this data, specialized tools such as ArcGIS are required, which allow the extraction of coordinates and other features. This research shows how the GWELM approach can improve the land value prediction process by considering the geographical aspects of the data.  © 2023 IEEE.",10.1109/CONMEDIA60526.2023.10428407,"Proceedings of the 7th 2023 International Conference on New Media Studies, CONMEDIA 2023",No,No,The abstract focuses on predicting land values using a machine learning model (GWELM). It does not discuss capturing or retaining knowledge from individuals or organizations.,"The abstract focuses on predicting land values using GWELM, without discussing the capture or retention of knowledge from individuals or organizations.",None identified,None identified,No,No,The abstract does not mention any digital technology used for capturing or retaining knowledge.,"The abstract discusses the use of GWELM for land value prediction, but does not mention the use of digital technologies to capture or retain tacit knowledge.",None identified,None identified,Empirical Study,Empirical Study,False,False
b7740804-a529-47bb-b46f-fca8338946e8,Extreme Learning Machine-Based Power Forecasting In Photovoltaic Systems,"With the consuming of fossil fuels, sustainable alternative sources are needed for energy production. Renewable energy is an important source in the fight against climate change and provides economic benefits by increasing energy security. Solar energy is one of the popular renewable energy sources. The photovoltaic system is a technology that produces electrical energy from solar radiation. These systems, which are clean, renewable, and environmentally friendly, are important in terms of meeting our future energy needs. Photovoltaic system power forecasting is an important tool for both energy planning and energy management, as it increases the predictability of bulk power system. In addition, power estimates also allow improving the system efficiency and planning the maintenance date. In this study, due to its high accuracy, fast computation, and easy applicability, Extreme Learning Machine (ELM) method was used to estimate the daily average energy production of a solar power plant located in Elazig/Turkey. To improve the performance of the model, ELM's hyperparameters were optimized using the Modified Golden Sine Algorithm (GoldSA-II). To show the power generation change that occurs in parallel with the seasonal weather change, graphs of the real power of different months from the four seasons and the power estimated by ELM are presented in the study. The radiation, temperature, wind speed, real power, and ELM predicted power values for the ten-month period in which the operating data were obtained are given in the table. By examining this table, the effect of weather conditions on production can be observed more clearly. The R and RMSE values of the ELM model, which are calculated separately for each month, are presented in the form of a radar chart. The average daily R and RMSE values calculated for the ten-month period were calculated as 0.95 and 0.0716, respectively, and the performance of the ELM model used in the study was proven by the calculated R and RMSE values.  © ; 2023 The Authors.",10.1109/ACCESS.2023.3333667,IEEE Access,No,No,The abstract discusses power forecasting in photovoltaic systems using ELM. It does not address capturing or retaining knowledge from individuals or organizations.,"The abstract focuses on power forecasting in photovoltaic systems using ELM, without discussing the capture or retention of knowledge from individuals or organizations.",None identified,None identified,No,No,The abstract does not mention any digital technology used for capturing or retaining knowledge.,"The abstract discusses the use of ELM for power forecasting, but does not mention the use of digital technologies to capture or retain tacit knowledge.",None identified,None identified,Empirical Study,Empirical Study,False,False
fb77d6b7-b6e4-49e4-ba56-9b74af28b003,Let Us Explain Everything: Pupils’ Perspectives Of The Affordances Of Mobile Technology During Primary Science Inquiry,"This three-year longitudinal case study focused on the deployment of mobile technology in the form of tablet computers (iPads), during Inquiry Based Science Education (IBSE). The research took place in a larger than average primary school in the West Midlands, UK, which showed a strong commitment to Technology Enhanced Learning (TEL) resulting in iPads being used as an integral learning tool, across the entire curriculum. During the research, pupils in Upper Key Stage Two (10–11 year olds) were observed taking part in science weeks which consisted of intense periods of science inquiry, much of which was child-led. The impact of the embedded use of iPads was monitored by scrutinising pupils’ work in the form of multimedia presentations and experimental reports. Pupils’ learning behaviours and attitudes to mobile technology were explored through observations and paired interviews. The embedded use of iPads during IBSE was shown to increase science knowledge acquisition and support scientific literacy, recording of processes and aid understanding of working scientifically. Furthermore, iPads were shown to afford opportunities for personalisation of scientific learning experiences and foster collaboration at several levels, factors which were highly valued by the pupils. The outcomes of this study can be used to further inform the refinement of m-learning strategies in primary science and illuminate opportunities for developing the practice of science pedagogues. Copyright © 2023 Blackmore and Rønningsbakk.",10.3389/feduc.2023.1168459,Frontiers in Education,No,No,"The abstract discusses the use of iPads during Inquiry Based Science Education to enhance learning, but it does not focus on capturing or retaining knowledge from individuals or organizations. It is about learning and collaboration, not knowledge retention/capture.","The abstract focuses on the use of mobile technology (iPads) in primary science inquiry, without discussing the capture or retention of knowledge from individuals or organizations.",None identified,None identified,No,Yes,"The abstract mentions iPads as a learning tool, but not for the purpose of capturing or retaining knowledge.","The abstract discusses the use of iPads to support science inquiry, which can be seen as a digital technology used to enhance learning and possibly retain knowledge through multimedia presentations and experimental reports.",None identified,"Mobile, Social, and Communication Technologies",Case Study,Empirical Study,False,False
bebcaa4a-7094-46ea-bb11-d884cab59435,Knowledge Activities Of External Knowledge Network And Technological Capability: Evidence From China,"This study investigates the effects of knowledge activities including knowledge acquisition, knowledge cooperation, and knowledge transaction based on external knowledge network on the firm’s technological capability. Using the statistical data of China, the paper employs the negative binomial regression random-effects model to study the effects of knowledge activities on technological capability. Results show that knowledge cooperation between firm and research institutions and/or universities has a statistically significant relation with technological capability. The variable of knowledge transaction that is the firm’s technology contract deals by category of technology buyer positively influences the technological capability growth, and another variable that is the technology contracts imported by the type of technology importer also shows this effect. With respect to knowledge acquisition, the results show that the acquisition of foreign technology is not associated with firms’ technological capabilities, while the purchase of domestic technology has a positive impact. © 2022, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.",10.1007/s13132-022-00894-2,Journal of the Knowledge Economy,Yes,No,"The abstract investigates the effects of knowledge activities (knowledge acquisition, knowledge cooperation, knowledge transaction) from external knowledge networks on firm's technological capability. It discusses how firms acquire knowledge from external sources, which implies capturing knowledge from the organizational environment.","The abstract focuses on the effects of knowledge activities on technological capability, without discussing the capture or retention of knowledge from individuals or organizations.",None identified,None identified,No,No,The abstract does not mention any digital technologies used for capturing or retaining knowledge.,"The abstract discusses the use of statistical data and regression models to study the effects of knowledge activities on technological capability, but does not mention the use of digital technologies to capture or retain tacit knowledge.",None identified,None identified,Empirical Study,Empirical Study,False,False
4e6044a9-4312-41c3-8b24-7a483a499da8,Implementation And Assessment Of An Integrated Extended Reality Renewable Energy Laboratory For Enhanced Learning,"The present educational research investigated the improvement, implementation, and initial assessment of a previously developed experiential Virtual Reality Renewable Energy Laboratory (VR-REL) and Virtual Reality Learning Environment (VRLE) module. The module enables students to explore fundamental concepts such as water electrolysis fundamentals, fuel cell characterization, solar power generation parameters and effects, and wind turbine parameters and operation. The developed learning framework and virtual reality experiential module targets students of different learning styles. Virtual Reality technology enables faculty to use multisensory teaching tools to enhance student comprehension and motivation to learn. The end-goal of these transformative immersive teaching instruments is to offer students improved means of exploration of fundamental notions of the topics studied, leading to a personalized and optimized learning in a subject matter [1], [2], [3], [4]. The paper is presenting the latest developments of the previously created Virtual Reality Learning Environment and its modules in Renewable Energy Sources laboratory, and the preliminary surveys of the impact and evaluation of the improved VR Learning Environment (VRLE). The main methods to achieve the goals of the investigation are questionnaire surveys conducted in various engineering courses both in our program and at the partner institution. The feedback received in this study is especially valuable concerning the students' opinion on the accessibility of the study material provided, the logical consistency between the topics, and the visual presentation of the knowledge. The questionnaires along with randomly selected interviews ask students to evaluate their overall experience about the Extended reality (XR) experiments, adequacy of virtual laboratory setups, and their suggestions for improvement. The results obtained from this survey are analyzed and summarized. Conclusions have been made about the importance of students' evaluation of the tutorials, and virtual experiments presentations and the perceived role of the platform in their knowledge retention and for the improvement of the quality of education. © American Society for Engineering Education, 2023.",Empty,"ASEE Annual Conference and Exposition, Conference Proceedings",No,No,"The abstract discusses a Virtual Reality Learning Environment for renewable energy education. It focuses on enhancing learning and comprehension, not on capturing or retaining knowledge from individuals or organizations.","The abstract focuses on the implementation and assessment of a VR-REL and VRLE module for enhanced learning, without discussing the capture or retention of knowledge from individuals or organizations.",None identified,None identified,No,Yes,"The abstract mentions Virtual Reality and Extended Reality technologies, but they are used for teaching and learning, not for capturing or retaining knowledge.","The abstract discusses the use of Virtual Reality (VR) technology to enhance student comprehension and motivation to learn, which can be seen as a digital technology used to enhance learning and possibly retain knowledge.",None identified,Human–Computer Interaction and Immersive Technologies,Empirical Study,Empirical Study,False,False
f16a69e2-ba37-4e87-b331-e8bab9b84323,'Escape With Pulcinella': Development Of A Gamified Environment And Pilot Study On Escape Rooms For Language Learning And Cultural Knowledge Acquisition,"The paper shows a pilot study whose purpose is to evaluate the usability and user satisfaction of a prototype escape room designed with a Mixed Reality (MR) approach. We investigated if it is perceived by participants as an easy, useful, and satisfying tool to use. The methodological framework on the Game-based learning (GBL) and the application of tangible user interfaces in the field of the educational escape rooms applying a Bring Your Own Device (BYOD) approach. The pilot study collect data for the design of an educational escape room for the learning acquisition and the knowledge of the local culture. This pilot research has been inspired by the European project EULALIA (Enhancing University Language courses with an App powered by game-based Learning and tangible user Interfaces Activities) addressed to Erasmus students. It is developed to facilitate learning host country language and sociocultural context with the use of new technologies such as tangible user interfaces. The application made for this project has been called 'Escape with Pulcinella', the goal is to empower the Italian language learning and the improvement of knowledge about Neapolitan culture's learning, applying the paradigm of Tangible User Interface (TUI) using a storytelling that motivates and involves the user. The application proposes clues and riddles proposing a multisensory approach and involving the sense of smell, taste and touch mediated by the digital devices. The users' smartphone represents a sort of magic wand that it is used to browse the room - designed as a learning environment - aimed at completion of the story. The participants are 22 to 32 years old, 8 females and 2 males. Regarding nationalities, 2 are of Croatian nationality, 8 are of Italian nationality, for a total of 10 participants. Scoring System usability scale (SUS) was used to assess if the instrument was effective. The mean and standard deviation was calculated and according to the mean score this instrument is satisfactory. © 2023 IEEE.",10.1109/MetroXRAINE58569.2023.10405661,"2023 IEEE International Conference on Metrology for eXtended Reality, Artificial Intelligence and Neural Engineering, MetroXRAINE 2023 - Proceedings",No,No,"The abstract discusses using a gamified environment (escape room) for language learning and cultural knowledge acquisition, but does not explicitly discuss or strongly imply capturing or retaining knowledge from individuals or the organizational environment. It focuses on evaluating usability and user satisfaction of the prototype.",The paper focuses on the usability and user satisfaction of a prototype escape room designed with a Mixed Reality (MR) approach. It does not explicitly discuss capturing or retaining knowledge from individuals or organizations.,None identified,None identified,No,Yes,"Digital technologies (Mixed Reality, Tangible User Interfaces, BYOD) are used for learning delivery, not for capturing or retaining tacit knowledge.","The application made for this project has been called 'Escape with Pulcinella', the goal is to empower the Italian language learning and the improvement of knowledge about Neapolitan culture's learning, applying the paradigm of Tangible User Interface (TUI) using a storytelling that motivates and involves the user. The application proposes clues and riddles proposing a multisensory approach and involving the sense of smell, taste and touch mediated by the digital devices. The users' smartphone represents a sort of magic wand that it is used to browse the room - designed as a learning environment - aimed at completion of the story.",None identified,"Human–Computer Interaction and Immersive Technologies; Others(Tangible User Interface); Mobile, Social, and Communication Technologies",Empirical Study,Empirical Study,False,False
