uuid,kr_flag,kr_evidence,kr_confidence,tacit_knowledge,TK_normalized,TK_confidence,DT_flag,DT_evidence,DT_confidence,Digital_Technologies,DT_normalized,Doc_type,Doc_type_confidence,ic_label
4be87464-49fa-4731-ab29-0f93e4286802,No,"ARGObot, an intelligent advising system that facilitates student navigation of university policies through automated interpretation of the student handbook as its primary knowledge base. ARGObot enhances accessibility to critical academic policies and procedures, supporting incoming students' success through personalized guidance.",medium,Not Specific,Not Specific,low,No,None identified,low,None identified,None identified,empirical study,high,False
a3b7239a-ce83-4f1e-a38f-5fcd4c915182,Yes,"This study develops an advanced intelligent documentation system using deep learning models to preserve intangible cultural heritage for the Li ethnic minorities. The proposed comprehensive multimodal fusion framework integrates visual pattern analysis through convolutional neural networks, temporal cultural depiction via bidirectional LSTM networks, and semantic comprehension using transformer-based models.",high,intangible cultural heritage; traditional textiles; music; oral traditions; artifacts; architectural heritage,"Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how); Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how); Collective and relational tacit knowledge (Teamwork know-how)",high,Yes,"The proposed comprehensive multimodal fusion framework integrates visual pattern analysis through convolutional neural networks, temporal cultural depiction via bidirectional LSTM networks, and semantic comprehension using transformer-based models.",high,convolutional neural networks; bidirectional LSTM networks; transformer-based models,"Artificial Intelligence and Intelligent Computation; Data, Information, and Knowledge Systems",empirical study,high,True
ccf162a0-9041-4d6e-ac7a-83f4b28a9891,No,This study examined how AI-supported Informal Digital Learning of English affects autonomous learning ability and growth mindset in 306 Chinese university students using Structural Equation Modeling.,medium,Not Specific,Not Specific,low,No,None identified,low,None identified,None identified,empirical study,high,False
bd35786a-ad32-4228-af20-22b79ba9aa88,Yes,"This study aim to propose a conceptual model to explain and enhance knowledge sharing in small and medium-sized enterprises (SMEs), with a particular focus on the role of social capital, network structure and social networking technologies (SNTs) in facilitating tacit knowledge flows across supply chains. The model identifies how structural and relational social capital, network configuration and SNTs jointly enable knowledge sharing processes, especially tacit knowledge.",high,structural and relational social capital; network configuration; tacit knowledge flows,Collective and relational tacit knowledge (Teamwork know-how); Adaptive tacit knowledge (Situational problem-solving),high,Yes,"The model identifies how structural and relational social capital, network configuration and SNTs jointly enable knowledge sharing processes, especially tacit knowledge. SMEs embedded in dense, trust-based networks can leverage simple digital tools and educational partnerships to enhance collaboration, innovation and supply chain agility.",high,social networking technologies (SNTs); simple digital tools,"Mobile, Social, and Communication Technologies; Human–Computer Interaction and Immersive Technologies",conceptual paper,high,False
9fb744b6-9db4-48c6-aa2a-ab8d2076fd25,No,"The field of deep learning is expanding daily as more people have access to the World Wide Web. The models of deep learning are employed to analyse data as part of human being brain operations as decision-making, problem-solving, security applications and innovative knowledge acquisition.",medium,Not Specific,Not Specific,low,No,None identified,low,None identified,None identified,literature review,high,False
966a99d8-fc50-4641-afbe-283887710203,Yes,"This paper reports on an approach to identify stakeholder perspectives on the socio-economic values associated with decommissioning of Australian offshore oil and gas structures in a manner that enabled a holistic understanding of these values. This involved combining causal mapping with group decision support system technology, allowing a complex range of views to be explored whilst reducing pressures for conformity. The results demonstrate how such a method can ensure transparency and facilitate knowledge sharing between stakeholders, whilst also underlining the significance of a systemic approach to understanding the heterogeneity of stakeholder views.",high,stakeholder perspectives; socio-economic values; complex range of views; transparency; knowledge sharing,"Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how); Collective and relational tacit knowledge (Teamwork know-how); Adaptive tacit knowledge (Situational problem-solving)",high,Yes,"This involved combining causal mapping with group decision support system technology, allowing a complex range of views to be explored whilst reducing pressures for conformity. The results demonstrate how such a method can ensure transparency and facilitate knowledge sharing between stakeholders, whilst also underlining the significance of a systemic approach to understanding the heterogeneity of stakeholder views.",high,causal mapping; group decision support system technology,"Rule-Based, Decision, and Expert Systems; Human–Computer Interaction and Immersive Technologies",case study,high,True
ca119e57-e375-4175-b864-5e86d8b4d958,Yes,"The purpose of this study is to examine the components of knowledge management and its relationship with information technologies in order to identify and explain the role of organizational knowledge in this field. The research findings show a significant and direct relationship between the basic components of knowledge, such as acquisition, storage, distribution, and transfer, as well as the application of knowledge and information technology. The partial correlation coefficient criterion indicates that knowledge distribution and transfer has the greatest relationship with information technology.",high,components of knowledge management; acquisition; storage; distribution; transfer; application of knowledge,"Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how); Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how); Collective and relational tacit knowledge (Teamwork know-how)",high,Yes,"The research findings show a significant and direct relationship between the basic components of knowledge, such as acquisition, storage, distribution, and transfer, as well as the application of knowledge and information technology. The partial correlation coefficient criterion indicates that knowledge distribution and transfer has the greatest relationship with information technology.",high,information technology,"Data, Information, and Knowledge Systems",empirical study,high,True
292668df-e3a3-4b4e-9665-67cfbc08ce7a,No,None identified,high,Not Specific,Not Specific,high,No,None identified,high,None identified,None identified,empirical study,high,False
e2d6479a-e913-428e-b5e4-a57d9b8f58c4,No,None identified,high,Not Specific,Not Specific,high,No,None identified,high,None identified,None identified,literature review,medium,False
2a2e41fa-7d41-4a4b-a243-2a5c44db1a0e,No,None identified,high,Not Specific,Not Specific,high,No,None identified,high,None identified,None identified,empirical study,high,False
52fbf417-30cb-4b53-8548-6dd3c255bb36,No,None identified,high,Not Specific,Not Specific,high,No,None identified,high,None identified,None identified,empirical study,high,False
53a6c4d5-b3ec-41bf-96bb-cc3f17455c1a,No,None identified,high,Not Specific,Not Specific,high,Yes,"The wettability of carbonate formations is a critical factor in evaluating underground hydrogen storage (UHS) applications, influencing fluid behavior and storage efficiency. This study investigates the estimation of contact angle, a key parameter in wettability assessment, using a novel hybrid model, Extreme Learning Machine - Mixed Effects Random Forest (ELM-MERF).",high,Extreme Learning Machine - Mixed Effects Random Forest (ELM-MERF),Artificial Intelligence and Intelligent Computation,empirical study,high,False
8f33ff5e-de7a-46d1-9321-c3d800c102f8,No,None identified,high,Not Specific,Not Specific,high,No,None identified,high,None identified,None identified,empirical study,high,False
0cdc9830-ca1d-4342-a83c-cd340ff52684,No,None identified,high,Not Specific,Not Specific,high,No,None identified,high,None identified,None identified,empirical study,high,False
6c865090-4d0e-47f5-aadc-bcc88e6f4f43,No,None identified,high,Not Specific,Not Specific,high,Yes,"This research investigates the impact of e-learning integration (ELI), teaching methods (TM), and active learning strategies (ALS) on knowledge retention (KR) in higher education institutions, focusing on Omani institutions as representatives of the Gulf region.",high,e-learning integration (ELI),Human–Computer Interaction and Immersive Technologies,empirical study,high,False
d609e181-f816-4ae9-8470-a2c75bb3c53c,No,None identified,high,Not Specific,Not Specific,high,Yes,"Knowledge retrieval-augmented generation technology effectively alleviates the hallucination and knowledge lag issues of large language models (LLM) by incorporating external knowledge bases, becoming a crucial paradigm for enhancing domain-specific task performance.",high,Knowledge retrieval-augmented generation technology; large language models (LLM),"Artificial Intelligence and Intelligent Computation; Data, Information, and Knowledge Systems",empirical study,high,False
87cdf000-50f1-4154-9a52-fdcd37be26ac,No,None identified,high,Not Specific,Not Specific,high,Yes,"This innovative approach addresses longstanding challenges such as low workforce efficiency while providing economic and environmental benefits, including reduced waste generation and decreased labor requirements. The primary objective of this research is to develop accurate predictive models for compressive strength (CS) and flexural strength (FS) of 3D-printed fiber-reinforced concrete (3DP-FRC) using advanced machine learning techniques.",high,advanced machine learning techniques; 3D concrete printing,"Artificial Intelligence and Intelligent Computation; Cyber-Physical Systems, IoT, and Smart Environments",empirical study,high,False
d509fd2b-7058-46ad-a967-9578a9610fd4,No,"The study explores the internal logic behind the emergence of new business models in the metaverse and provides a robust framework for understanding the relationships between metaverse technology, knowledge management, and business model innovation.",high,Not Specific,Not Specific,high,No,The study does not explicitly discuss the use of digital technologies to capture or retain knowledge.,high,None identified,None identified,empirical study,high,False
a4e15449-0e5e-496f-be04-cba15158d69e,Yes,The study investigates the most effective enablers and tools for inhabitants’ knowledge acquisition in public policymaking organizations.,high,inhabitants’ willingness to get involved; IT staff support; inhabitants’ trust in policymakers,"Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other); Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other); Collective and relational tacit knowledge (Teamwork know-how, other)",medium,No,The study does not explicitly discuss the use of digital technologies to capture or retain knowledge.,high,None identified,None identified,empirical study,high,False
4a187045-3e84-4c9b-a586-63917fb7bd77,No,"The study investigates how the degree of embodied experience in augmented reality affects high school students’ learning achievement, cognitive load, and technology acceptance.",high,Not Specific,Not Specific,high,Yes,Augmented reality learning tasks were designed with different degrees of embodied experience and implemented in biology instruction on cell structure.,high,augmented reality,Human–Computer Interaction and Immersive Technologies,empirical study,high,False
4082dea5-c5d3-4ae5-aeb0-db4ab821cbf0,No,"The study investigates the resilience of digital twin-based industrial organizations in cyberattack scenarios, specifically focusing on the impacts of DDoS attacks on functional and financial performance.",high,Not Specific,Not Specific,high,Yes,"A hybrid DDoS attack detection model is introduced, integrating multiple techniques for data preprocessing, feature selection, dimensionality reduction, and classification.",high,digital twin; extreme learning machine (ELM); particle swarm optimization (PSO) algorithm; Synthetic Minority Over-sampling Technique (SMOTE); principal component analysis (PCA),"Cyber-Physical Systems, IoT, and Smart Environments; Artificial Intelligence and Intelligent Computation; Data, Information, and Knowledge Systems; Distributed, Secure, and Trust Technologies",empirical study,high,False
7d71e337-2946-4a08-b0fb-506d8bcbaebc,Yes,This study aimed to describe the technical pace bowling coaching practices and knowledge of community-level cricket coaches in Australia.,high,coaches' knowledge of pace bowling technique; coaches' understanding of performance and injury mechanisms,"Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other); Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other)",high,No,The study does not explicitly discuss the use of digital technologies to capture or retain knowledge.,high,None identified,None identified,empirical study,high,False
5ae0e0b5-7cb6-4847-af83-7e50417dd37,No,"The study proposes a novel quantitative adulteration analysis model for safflower seed oil (ISSA-ELM), which combines ELM with an improved Sparrow Search Algorithm (ISSA).",high,Not Specific,Not Specific,high,Yes,Near-infrared spectroscopy (NIR) is used as a non-destructive analytical method. The study also uses Extreme Learning Machine (ELM) and an improved Sparrow Search Algorithm (ISSA).,high,near-infrared spectroscopy (NIR); Extreme Learning Machine (ELM); improved Sparrow Search Algorithm (ISSA),"Imaging, Sensing, and Perception Technologies; Artificial Intelligence and Intelligent Computation",empirical study,high,False
8912f062-fded-4a2b-9cbc-7c18574f2f67,No,The paper integrates and optimizes the teaching and evaluation processes of Principles of Chemical Engineering course with the assistance of AI technology.,high,Not Specific,Not Specific,high,Yes,"AI technology is used for instructional support, and the course content is integrated with real-life scenarios and cutting-edge scientific research.",high,AI technology; large language models (LLM); AI assistants,Artificial Intelligence and Intelligent Computation; Human–Computer Interaction and Immersive Technologies,empirical study,high,False
44977ec7-1456-4d71-84a5-4c46dedd2589,No,The study presents an automated eHealth system designed to enhance early glaucoma detection and mitigate its impact.,high,Not Specific,Not Specific,high,Yes,"The proposed model follows a multi-stage approach, beginning with the application of a stationary wavelet transform (SWT) for image preprocessing and augmentation. The augmented fundus images are subsequently processed through four convolutional neural network (CNN) models—ResNet50, InceptionV3, VGG16, and Xception—to extract deep features, which are then combined into a final feature matrix. To optimize the data for the next stage, principal component analysis (PCA) is applied to reduce the feature dimensions. Finally, an improved gray wolf optimization algorithm integrated with an extreme learning machine (IMGWO-ELM) classifies the images as either healthy or glaucomatous.",high,stationary wavelet transform (SWT); convolutional neural network (CNN) models; ResNet50; InceptionV3; VGG16; Xception; principal component analysis (PCA); improved gray wolf optimization algorithm; extreme learning machine (IMGWO-ELM),"Imaging, Sensing, and Perception Technologies; Artificial Intelligence and Intelligent Computation; Data, Information, and Knowledge Systems",empirical study,high,False
fb7f06b0-87c7-4403-aad0-9261f37a193c,Yes,The study investigates how knowledge management systems can strengthen the information security policy development process. It uses design science research methodology to build and evaluate a knowledge acquisition model (KAM) and a knowledge management system (KMS) for developing context-sensitive information security policies.,high,explicit knowledge from COBIT and ISO/IEC 27005; tacit knowledge elicited from information security stakeholders,"Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other); Other (explicit knowledge from governance frameworks)",high,Yes,"The KMS utilizes the knowledge in the KAM with knowledge management techniques, resulting in a platform that combines expert information security knowledge with the strength of knowledge management.",high,knowledge management system (KMS); knowledge acquisition model (KAM),"Data, Information, and Knowledge Systems",empirical study,high,True
b9ce2ded-d9f3-499b-8bde-08b87bcdff83,Yes,"The study integrates dynamic capability theory and knowledge management theory to develop a model wherein knowledge sharing functions as a mediating variable, investigating the influence of boundary-spanning search on organizational agility.",high,knowledge sharing; breadth and depth of boundary-spanning search,"Collective and relational tacit knowledge (Teamwork know-how, other); Adaptive tacit knowledge (Situational problem-solving, other)",high,Yes,Using SPSS data analysis techniques and the AMOS structural equation model to conduct hypothesis testing on survey questionnaires from 297 enterprises in China.,high,SPSS data analysis techniques; AMOS structural equation model,"Data, Information, and Knowledge Systems; Rule-Based, Decision, and Expert Systems",empirical study,high,True
568e4737-d168-4dda-a415-1aee101a5f88,No,None identified,high,Not Specific,Not Specific,high,No,None identified,high,None identified,None identified,literature review,high,False
2f99f98e-a18d-4475-9199-e56569f6356f,No,None identified,high,Not Specific,Not Specific,high,No,None identified,high,None identified,None identified,empirical study,high,False
98440cbf-c58c-47d8-a8ba-27b41dc32dd1,No,None identified,high,Not Specific,Not Specific,high,No,None identified,high,None identified,None identified,empirical study,high,False
1732f4f7-2db1-4658-be69-ad20da684c99,No,None identified,high,Not Specific,Not Specific,high,No,None identified,high,None identified,None identified,empirical study,high,False
6fe7ab82-c772-48c5-810c-6128ac867ea9,No,None identified,high,Not Specific,Not Specific,high,No,None identified,high,None identified,None identified,empirical study,high,False
beb5346e-c4b0-40d8-828e-5886f7711f2a,No,None identified,high,Not Specific,Not Specific,high,No,None identified,high,None identified,None identified,empirical study,high,False
e651f9c1-1b8a-4fbb-9011-17fc6385e417,Yes,"The study aims to investigate the effect of knowledge management capabilities on organisational performance among manufacturing firms in Ethiopia. The study's findings revealed that information technology, structure, culture, leadership, knowledge application, and knowledge protection have significant effects on the manufacturing firm performance.",high,knowledge application; knowledge protection,"Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other); Collective and relational tacit knowledge (Teamwork know-how, other)",medium,Yes,information technology,high,information technology,"Data, Information, and Knowledge Systems",empirical study,high,True
11af2d18-b3e2-46fe-b587-f9ca6b7de612,No,None identified,high,Not Specific,Not Specific,high,No,None identified,high,None identified,None identified,literature review,high,False
14151ce9-2c26-427b-b77e-feaa088f918b,No,None identified,high,Not Specific,Not Specific,high,No,None identified,high,None identified,None identified,empirical study,high,False
94cea0e5-29d2-4481-b318-0160a98e4ace,No,None identified,high,Not Specific,Not Specific,high,No,None identified,high,None identified,None identified,literature review,high,False
1605a158-03c9-4e0f-aa54-b8331240b977,Yes,"the role of absorptive capacity (ACAP) in external knowledge acquisition and assimilation (potential ACAP), as well as transformation and exploitation (realized ACAP)",high,external knowledge; potential ACAP; realized ACAP,Cognitive tacit knowledge; Adaptive tacit knowledge; Other(*),high,Yes,social media and online communities are the most studied technologies in relation to ACAP activities,high,social media; online communities,"Mobile, Social, and Communication Technologies",literature review,high,False
2805d97e-ccbe-43d5-88b8-3a10b0ad3e9a,No,None identified,low,Not Specific,Not Specific,low,No,None identified,low,None identified,None identified,empirical study,high,False
3bd821b5-c005-469d-ab9e-eaefcd1dbc46,No,None identified,low,Not Specific,Not Specific,low,No,None identified,low,None identified,None identified,empirical study,high,False
e1f226cb-e0ba-4be1-87b9-c0a3c41bb2dd,No,None identified,low,Not Specific,Not Specific,low,No,None identified,low,None identified,None identified,conceptual paper,high,False
77ba4929-202a-439d-8604-0e48ae1cbbd5,No,None identified,low,Not Specific,Not Specific,low,No,None identified,low,None identified,None identified,empirical study,high,False
6c6706ac-dc22-4d85-9ac9-459dc09cc9f0,Yes,"allows experienced teachers to seamlessly capture task steps (i.e., denoted as ShareFlow) that can be subsequently recommended to novices via proactive push",high,task steps; ShareFlow,Somatic tacit knowledge; Cognitive tacit knowledge,high,Yes,"knowledge management tool that allows experienced teachers to seamlessly capture task steps (i.e., denoted as ShareFlow) that can be subsequently recommended to novices via proactive push",high,knowledge management tool; proactive push,"Data, Information, and Knowledge Systems; Rule-Based, Decision, and Expert Systems",empirical study,high,True
f63ba7d9-cc66-4f14-88c3-b2ac58bfdf26,No,None identified,low,Not Specific,Not Specific,low,No,None identified,low,None identified,None identified,empirical study,high,False
b911985e-4c6b-46dc-8af8-46b772ab780e,No,None identified,low,Not Specific,Not Specific,low,No,None identified,low,None identified,None identified,empirical study,high,False
090d58c1-d10c-443c-a43f-824ae23f52d1,No,None identified,low,Not Specific,Not Specific,low,No,None identified,low,None identified,None identified,empirical study,high,False
5cab746b-d71e-435f-9ae6-5d87a4e38413,No,None identified,low,Not Specific,Not Specific,low,No,None identified,low,None identified,None identified,empirical study,high,False
10803624-5b30-48f9-a7af-3b4884b926d6,No,None identified,high,Not Specific,Not Specific,high,No,None identified,high,None identified,None identified,empirical study,high,False
5ded4bca-8699-47d0-ab12-3c5148533e40,No,None identified,high,Not Specific,Not Specific,high,No,None identified,high,None identified,None identified,empirical study,high,False
b85cfae4-840e-46cd-988b-01d261696ad2,No,None identified,high,Not Specific,Not Specific,high,No,None identified,high,None identified,None identified,empirical study,high,False
b4a8cd2e-b5c2-40f7-9313-f38b6d083189,No,None identified,high,Not Specific,Not Specific,high,No,None identified,high,None identified,None identified,empirical study,high,False
6f154c1a-0693-4f28-9215-84f5488a5cd7,No,None identified,high,Not Specific,Not Specific,high,No,None identified,high,None identified,None identified,empirical study,high,False
ec2d7b35-51e4-4099-97d1-cce99e9c9590,No,None identified,high,Not Specific,Not Specific,high,No,None identified,high,None identified,None identified,conceptual paper,high,False
513468b5-0fb9-44a8-b516-0b69fc694dd7,Yes,"The EduCERT framework addresses this gap by enhancing cyber security and mitigating cybercrime through collaborative incident management, knowledge sharing and university awareness campaigns.",medium,knowledge sharing,"Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)",medium,No,None identified,high,None identified,None identified,conceptual paper,high,False
528b2eb1-1689-4384-862b-3d4240800d67,No,None identified,high,Not Specific,Not Specific,high,No,None identified,high,None identified,None identified,empirical study,high,False
d2d5b162-48c0-411e-9c8b-b39bd5d2f4f8,Yes,"This study investigates the influence of MAR applications, leveraging the signaling principle through 3D animated models, on knowledge gain and retention in a complex Internet of Things (IoT) assembly task.",high,knowledge gain and retention,"Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other)",high,Yes,"This study investigates the influence of MAR applications, leveraging the signaling principle through 3D animated models, on knowledge gain and retention in a complex Internet of Things (IoT) assembly task.",high,MAR; 3D animated models; IoT,"Human–Computer Interaction and Immersive Technologies; Data, Information, and Knowledge Systems; Cyber-Physical Systems, IoT, and Smart Environments",empirical study,high,True
cbc870a4-b020-4f29-940d-0ad7dcb357c3,Yes,"By enabling students to experience visual impairments firsthand, VR emerged as a powerful educational tool, bridging the gap between theory and practice in inclusive design.",high,experience visual impairments firsthand,"Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other)",high,Yes,"By enabling students to experience visual impairments firsthand, VR emerged as a powerful educational tool, bridging the gap between theory and practice in inclusive design.",high,VR,Human–Computer Interaction and Immersive Technologies,empirical study,high,True
0c2b8e1c-d873-4c06-bcb2-f8270b95ebd4,No,None identified,high,Not Specific,Not Specific,high,No,None identified,high,None identified,None identified,literature review,high,False
cf606d5f-8866-4357-816a-39afa77789a8,No,None identified,high,Not Specific,Not Specific,high,No,None identified,high,None identified,None identified,empirical study,high,False
00bd6dd6-76a3-44e6-ba40-a3c4f0857538,No,None identified,high,Not Specific,Not Specific,high,No,None identified,high,None identified,None identified,empirical study,high,False
ef725c19-4973-478f-afbb-ed260719516e,No,None identified,high,Not Specific,Not Specific,high,No,None identified,high,None identified,None identified,empirical study,high,False
8c308910-cc61-4b62-a16b-5e49f1f5eb90,Yes,"The primary aim of this study is to assess the perceptions of private university library professionals in Bangladesh regarding the factors that influence knowledge management (KM). Additionally, the impact of influencing factors on the implementation of KM and the challenges associated with KM practice in these libraries are also examined.",medium,knowledge management (KM),"Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)",medium,No,None identified,high,None identified,None identified,empirical study,high,False
0b3cedf9-7342-4d68-a1d4-b42efba88dc5,No,None identified,high,Not Specific,Not Specific,high,No,None identified,high,None identified,None identified,empirical study,high,False
5070c0f3-9e62-4610-a84f-e47c207f3046,No,None identified,high,Not Specific,Not Specific,high,No,None identified,high,None identified,None identified,empirical study,high,False
42f819a6-cacc-4b4d-a57c-3058b79098d6,No,None identified,high,Not Specific,Not Specific,high,No,None identified,high,None identified,None identified,case study,high,False
d8a3e62b-03bf-4160-b7f1-df1ec3d08bce,No,None identified,high,Not Specific,Not Specific,high,No,None identified,high,None identified,None identified,empirical study,high,False
c295a81d-94a3-4264-bad3-7145c547f9fd,No,None identified,high,Not Specific,Not Specific,high,No,None identified,high,None identified,None identified,empirical study,high,False
11c40e06-b958-464c-a635-5f39e1b910c4,Yes,"This study evaluated the learning effectiveness and learner experiences during a renewal of the institutional BLS course for nonphysician employees. Follow-up assessments at 3 months included written and skills tests, and participants also completed one-on-one interviews.",high,learner experiences; emotional preparedness; technical competencies,"Somatic tacit knowledge (Experiential know-how, Procedural know-how); Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how)",high,No,None identified,low,None identified,None identified,empirical study,high,False
10e6ae5d-62f9-4454-a2c9-5f2b054829f4,Yes,"The study examines the effectiveness of microlearning in developing the capacity to address climate change and adapt to environmental challenges. The study found improvements in knowledge retention, with a median increase of 38%.",high,knowledge retention; sustainability action competencies,"Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how); Adaptive tacit knowledge (Situational problem-solving)",high,Yes,"The brief microlearning units also promoted sustainability action competencies, such as confidence in one's influence and willingness to act sustainably.",high,smartphone use; microlearning activities,"Mobile, Social, and Communication Technologies; Others (microlearning activities)",empirical study,high,True
279e9074-6767-4146-af85-0669d1afb580,No,None identified,low,Not Specific,Not Specific,low,Yes,"A data semantics analysis explores concepts such as vocabularies, ontologies, and knowledge maps, with an emphasis on the reuse of existing models. Using the ontology, the actual data are aggregated to create a knowledge map, which includes both an assertion model (concepts and properties) and an instance model (specific instances for ontological relationships).",high,ontologies; knowledge maps; data semantics analysis,"Data, Information, and Knowledge Systems; Others (data semantics analysis)",conceptual paper,medium,False
6fdcfbf5-4981-49e8-ae7f-e6dc8bb7d9a9,Yes,"The system ingests scientific research manuals and textbooks from agriculture and engineering domains. Using Named Entity Recognition (NER) technology, it extracts entities and relations from textual sources, structures them into triples, and constructs an agricultural engineering knowledge graph using Neo4j.",high,entities and relations from textual sources; scientific research manuals and textbooks,"Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how); Data, Information, and Knowledge Systems",high,Yes,"The system ingests scientific research manuals and textbooks from agriculture and engineering domains. Using Named Entity Recognition (NER) technology, it extracts entities and relations from textual sources, structures them into triples, and constructs an agricultural engineering knowledge graph using Neo4j.",high,Named Entity Recognition (NER) technology; knowledge graph; Neo4j; Django; Rasa; DeepSeek large language model,"Artificial Intelligence and Intelligent Computation; Data, Information, and Knowledge Systems; Human–Computer Interaction and Immersive Technologies; Others (Django, Rasa, DeepSeek large language model)",case study,high,True
1286e08e-f402-47c1-b669-82aa9de50c20,Yes,"Knowledge tracing is a methodological framework focused on modeling and predicting learners’ future performance on tasks involving related concepts, while also tracking the dynamic evolution of their knowledge over time. A statistically significant improvement was observed across all three domains: academic passion, self-efficacy, and achievement.",high,future performance on tasks; dynamic evolution of their knowledge; academic passion; self-efficacy; achievement,"Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how); Adaptive tacit knowledge (Situational problem-solving)",high,Yes,"The current study aims to assess the effectiveness of an intelligent learning system (ILS) based on the Knowledge Tracing Model in improving academic passion, self-efficacy, and achievement among 100 students enrolled in a Special Care course.",high,intelligent learning system (ILS); Knowledge Tracing Model,"Artificial Intelligence and Intelligent Computation; Rule-Based, Decision, and Expert Systems",empirical study,high,True
6c1fcd0d-7ff5-435f-b2ea-697ffee25f84,Yes,"Currently, the internal management knowledge of electric power research enterprises is difficult to integrate and structured organization, resulting in greatly reduced decision-making efficiency. Knowledge Graph (KG), as an efficient knowledge organization, helps to connect the complex knowledge network. We combine the KG with a Large Language Model (LLM), choose the ERNIE model fine-tuned by the text of electric power domain knowledge, and use the TransE method to integrate the KG into the model's structure to build a knowledge-based Q&A system that assists researchers in decision-making.",high,internal management knowledge; decision-making efficiency; electric power domain knowledge,"Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how); Data, Information, and Knowledge Systems",high,Yes,"We combine the KG with a Large Language Model (LLM), choose the ERNIE model fine-tuned by the text of electric power domain knowledge, and use the TransE method to integrate the KG into the model's structure to build a knowledge-based Q&A system that assists researchers in decision-making.",high,Knowledge Graph (KG); Large Language Model (LLM); ERNIE model; TransE method,"Artificial Intelligence and Intelligent Computation; Data, Information, and Knowledge Systems; Rule-Based, Decision, and Expert Systems",empirical study,high,True
03915b58-efc3-4836-a583-e249ce7fec9a,Yes,"The flipped classroom, an innovative teaching approach, seems to offer a promising response to these challenges. This study aims to explore the implementation of the flipped classroom in secondary science education in Morocco. It focuses on analyzing the practice of the flipped classroom, teachers' perceptions, identifying the obstacles encountered, and evaluating the concrete effects of this approach on learner engagement, autonomy, and learning.",high,teachers' perceptions; learner engagement; autonomy; learning,"Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how); Somatic tacit knowledge (Experiential know-how, Procedural know-how); Adaptive tacit knowledge (Situational problem-solving)",high,Yes,"The didactic experiment was conducted with 142 pupils in the core science programmed over a period of 12 hours, following the flipped classroom model incorporating educational technologies.",high,educational technologies; flipped classroom model,Human–Computer Interaction and Immersive Technologies; Others (flipped classroom model),empirical study,high,True
1358020b-7d97-4986-80c5-801fd3671814,Yes,"This study investigates the application of low-code programming using a specific physical computing device, the micro:bit, within a gamified context to foster perceive readiness for CT in sustainable mathematics education for P–12 students, while also considering the perspectives of pre-service teachers (PSTs). Findings indicate that positive emotions increased and negative emotions decreased, except for frustration and boredom, following the intervention. Additionally, interest in and engagement with the development perceive readiness for CT and MT improved among PSTs within a sustainable (STEA)Mathematics education framework.",high,perspectives of pre-service teachers (PSTs); positive emotions; negative emotions; interest in and engagement with the development perceive readiness for CT and MT,"Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how); Adaptive tacit knowledge (Situational problem-solving)",high,Yes,"This study investigates the application of low-code programming using a specific physical computing device, the micro:bit, within a gamified context to foster perceive readiness for CT in sustainable mathematics education for P–12 students.",high,low-code programming; physical computing device; micro:bit; gamified context,"Human–Computer Interaction and Immersive Technologies; Others (low-code programming, gamified context)",empirical study,high,True
3cefd0c0-0eb3-42b5-85c8-ee24e3f0c9db,No,None identified,low,Not Specific,Not Specific,low,Yes,"To address challenges in the detection domain, we introduce the YOLOv8x-CA-CFAR framework. In this approach, YOLOv8x is first utilized to detect suspicious objects and generate image patches, which are then subjected to secondary analysis using CA-CFAR. By integrating structural and pixel-based approaches, this method effectively mitigates the limitations of traditional deep learning techniques in small target detection, providing more practical and reliable support for real-time maritime monitoring and situational assessment.",high,YOLOv8x-CA-CFAR framework; YOLOv8x; CA-CFAR; Multi-CDT; CDTrans method,"Artificial Intelligence and Intelligent Computation; Imaging, Sensing, and Perception Technologies; Others (Multi-CDT, CDTrans method)",empirical study,high,False
