node_id,node_name,category,evidence_label,case_title,evidence_statement,object_definition,evidence_location,Unnamed: 8
c119M01N26,Ordered-Weighted Averaging operators for robot classification fusion,Digital Technology,E,A Combined Approach For Improving Humanoid Robots Autonomous Cognitive Capabilities,Ordered-Weighted Averaging operators combine probability outputs from the two approaches.,Aggregation operators used to fuse robot classification results.,"Sections 4.4 and 6, PDF pp. 9-10 and 18-19; printed pp. 3205-3206 and 3214-3215",
c119M01N27,Python implementation of robot knowledge acquisition,Digital Technology,E,A Combined Approach For Improving Humanoid Robots Autonomous Cognitive Capabilities,The learning algorithms and Pepper communication interface were implemented in Python.,The programming environment used for robot knowledge acquisition and communication.,"Sections 5, 5.1, and 6.1, PDF pp. 10-11 and 21; printed pp. 3206-3207 and 3217",
c119M01N28,Pepper robot 2D camera,Digital Technology,E,A Combined Approach For Improving Humanoid Robots Autonomous Cognitive Capabilities,The Pepper validation mainly used the robot's 2D camera.,Pepper's onboard visual sensor for acquiring object images.,"Section 6.1, PDF p. 20; printed p. 3216",
c119M01N29,Pepper robot movement sensors,Digital Technology,E,A Combined Approach For Improving Humanoid Robots Autonomous Cognitive Capabilities,The Pepper validation mainly used the robot's movement sensors with its camera.,Pepper's onboard sensors supporting movement and exploration.,"Section 6.1, PDF p. 20; printed p. 3216",
c119M01N30,Pepper external speech-recognition technology,Digital Technology,E,A Combined Approach For Improving Humanoid Robots Autonomous Cognitive Capabilities,A more sophisticated speech-recognition engine was supplied through IBM Watson.,External technology converting speech into robot-processable input.,"Section 6.1, PDF p. 21; printed p. 3217",
c119M02N14,Python-based implementation environment for algorithms,Digital Technology,E,A Combined Approach For Improving Humanoid Robots Autonomous Cognitive Capabilities,"The implementation used for both algorithms is based on two libraries, written in Python language","Programming language used for implementing SOM, GHSOM, and combined algorithms","Page 10, Section 5",
c119M02N15,IBM Watson cloud-based speech recognition service,Digital Technology,E,A Combined Approach For Improving Humanoid Robots Autonomous Cognitive Capabilities,"Replacing the Speech Recognition engine, with a more sophisticated one, by using a service for speech recognition, known as IBM Watson",Cloud-based speech recognition service used to offload computational load from Pepper robot,"Page 20, Section 6.1",
c119M02N17,Google Images web service for training data collection,Digital Technology,E,A Combined Approach For Improving Humanoid Robots Autonomous Cognitive Capabilities,We collected further images from the service google images by using an automated Python script,Web service for image retrieval; used to collect additional training images beyond those in the knowledge base,"Page 10, Section 5.1",
c119M02N18,Ordered-Weighted Averaging (OWA) aggregation operators,Digital Technology,E,A Combined Approach For Improving Humanoid Robots Autonomous Cognitive Capabilities,"For the combination function to take place, Ordered-Weighted averaging (OWA) operators have been used","Mathematical function F:Rn→R with weights W=[w₁,...,wₙ] where Σwᵢ=1; computed as F(a₁,...,aₙ)=Σwⱼbⱼ where bⱼ is j-th largest of aᵢ","Page 9, Section 4.4",
c120M01N23,data-mining technologies for dynamic job-shop scheduling,Digital Technology,E,Dynamic Scheduling For Job Shop With Machine Failure Based On Data Mining Technologies,The proposed scheduling method uses data-mining technologies including feature selection and machine learning.,Technologies used to extract scheduling patterns from accumulated job-shop data.,"Sections 4 and 4.1, PDF page 6, journal page 1155",
c120M01N24,genetic algorithm for optimal-schedule generation and SPRM feature selection,Digital Technology,E,Dynamic Scheduling For Job Shop With Machine Failure Based On Data Mining Technologies,"GA generates near-optimal scheduling schemes and searches SPRM feature subsets through selection, crossover, and mutation.",A genetic-search algorithm used for scheduling-scheme generation and input-feature selection.,"Sections 4.4.1 and 5.2, PDF pages 12–14 and 17, journal pages 1161–1163 and 1166",
c120M01N25,extreme learning machine for SPRM feature evaluation and model training,Digital Technology,E,Dynamic Scheduling For Job Shop With Machine Failure Based On Data Mining Technologies,ELM evaluates feature subsets and trains the SPRM.,A learning algorithm based on a single-hidden-layer feedforward neural network.,"Sections 4.4 and 4.4.2, PDF pages 12 and 14–15, journal pages 1161 and 1163–1164",
c120M01N26,single-hidden-layer feedforward neural network architecture of the SPRM,Digital Technology,E,Dynamic Scheduling For Job Shop With Machine Failure Based On Data Mining Technologies,"The SPRM neural network contains fully connected input, hidden, and output layers.","A neural-network architecture with one input layer, one hidden layer, and one output layer.","Section 4.4.2, PDF page 14, journal page 1163",
c121M01N17,circular-supply-chain generative artificial intelligence,Digital Technology,E,How Can Generative Artificial Intelligence Empower Circular Supply Chain Practices? Evidence From Chinese Companies,"GenAI processes supply-chain data, generates alternatives, reconstructs knowledge, and supports circular-supply-chain practices.",Generative artificial intelligence deployed for circular-supply-chain knowledge processing and innovation.,"pp. 1–4, Introduction and Generative artificial intelligence",
c121M02N09,Pre-trained models,Digital Technology,E,How Can Generative Artificial Intelligence Empower Circular Supply Chain Practices? Evidence From Chinese Companies,GenAI can encode historical product data using pre-trained models.,AI models that have been previously trained on large datasets and can be used for knowledge encoding and transfer.,Page 4,
c121M02N10,Digital twin environments,Digital Technology,E,How Can Generative Artificial Intelligence Empower Circular Supply Chain Practices? Evidence From Chinese Companies,GenAI can build digital twin environments to test the feasibility of innovative solutions through virtual simulations.,Virtual environments that replicate physical systems to test innovative solutions through simulation.,Page 4,
c121M02N12,Natural language processing,Digital Technology,E,How Can Generative Artificial Intelligence Empower Circular Supply Chain Practices? Evidence From Chinese Companies,GenAI can quickly collect and analyze large amounts of internal and external data... using natural language processing and pattern recognition techniques.,A GenAI technology used for collecting and analyzing text-based data.,Page 3,
c121M02N13,Pattern recognition techniques,Digital Technology,E,How Can Generative Artificial Intelligence Empower Circular Supply Chain Practices? Evidence From Chinese Companies,GenAI can quickly collect and analyze large amounts of internal and external data... using natural language processing and pattern recognition techniques.,A GenAI technique used for identifying patterns in large datasets.,Page 3,
c121M02N15,Reinforcement learning,Digital Technology,E,How Can Generative Artificial Intelligence Empower Circular Supply Chain Practices? Evidence From Chinese Companies,GenAI's generative reasoning capability... such as simulation optimization using reinforcement learning.,A machine learning technique used for simulation optimization and decision-making.,Page 4,
c122M01N24,Metaverse Technology,Digital Technology,E,Exploring The Role Of Metaverse-Enabled Knowledge Collaboration In Enhancing Knowledge Management Outcomes In Manufacturing,The study examines knowledge-management processes enabled by Metaverse Technology.,Technology providing immersive and real-time digital collaboration capabilities.,"Abstract; Sections 1 and 7, PDF pages 1–2 and 23",
c122M01N25,immersive platforms,Digital Technology,E,Exploring The Role Of Metaverse-Enabled Knowledge Collaboration In Enhancing Knowledge Management Outcomes In Manufacturing,All participants had experience using or piloting immersive platforms.,Digital platforms supporting immersive collaboration.,"Research Methodology, PDF page 13",
c122M02N02,"Integrated VR, AI, and Blockchain Systems",Digital Technology,E,Exploring The Role Of Metaverse-Enabled Knowledge Collaboration In Enhancing Knowledge Management Outcomes In Manufacturing,"The Metaverse, which combines virtual reality (VR), AI, blockchain and other technologies, is widely regarded as a next-generation enabler of smart manufacturing","Combination of virtual reality, artificial intelligence, blockchain, and other technologies enabling immersive and scalable features for knowledge collaboration","Page 2, Introduction",
c124M01N22,mechanical-asset digital twin technologies,Digital Technology,E,Digital Twin Adoption For Mechanical Maintenance Management: A Capability-Based Approach To Enhancing Operational Resilience,The study examines the implementation of digital twin technologies through virtual and data-driven models of mechanical assets.,Technologies creating data-driven virtual representations of physical mechanical assets.,"Introduction and Section 2.1, PDF pages 1-4",
c125M01N29,Additive Manufacturing,Digital Technology,E,Insights Into The Pitech Academy Learning Platform For Small Manufacturing Businesses And Learning Factories,Additive Manufacturing was one of the technologies used in the implemented two-day workshop.,Not mentioned,"Abstract; Sections 3.2–3.3, PDF pages 1 and 5–6",
c125M01N30,Internet of Things (IoT) devices/systems,Digital Technology,E,Insights Into The Pitech Academy Learning Platform For Small Manufacturing Businesses And Learning Factories,IoT devices and systems were used in a workshop activity and described as supporting automated manufacturing-data collection and transfer.,Devices or systems used to automate manufacturing-process and equipment data collection and transfer.,"Sections 3.1–3.3, PDF pages 5–6",
c125M01N31,Collaborative Robotics (Cobots),Digital Technology,E,Insights Into The Pitech Academy Learning Platform For Small Manufacturing Businesses And Learning Factories,"Collaborative Robotics was used in an implemented workshop activity; collaborative robots can assist workers with kits, tools, parts, or workpieces.",Robotic systems intended to work alongside shop floor workers as a third hand.,"Sections 3.1–3.3, PDF pages 5–6",
c126M01N24,blockchain technology (BT),Digital Technology,E,Unlocking Sustainable Performance With Blockchain Technology: Insights From Organizational Learning Theory,"Only firms affirmatively reporting BT use, investment, and dedicated internal or external BT support were included in the sample.",An immutable decentralized ledger used for data management and transaction processing.,"Sections 2.1 and 4.1, pages 2 and 5",
