node_id,node_name,category,evidence_label,case_title,evidence_statement,object_definition,evidence_location,Unnamed: 8
c122M01N02,work experiences,Tacit Knowledge,E,Exploring The Role Of Metaverse-Enabled Knowledge Collaboration In Enhancing Knowledge Management Outcomes In Manufacturing,Respondents reported that they could share work experiences through the Metaverse.,Experience developed through work and shared through the platform.,"Appendix A, Table A.1, KS3, PDF page 26",
c122M01N03,technical insights,Tacit Knowledge,E,Exploring The Role Of Metaverse-Enabled Knowledge Collaboration In Enhancing Knowledge Management Outcomes In Manufacturing,Respondents reported sharing technical insights through the Metaverse.,Personally held technical understanding shared in collaboration.,"Appendix A, Table A.1, KS3, PDF page 26",
c122M02N13,Work Experience and Technical Insights,Tacit Knowledge,E,Exploring The Role Of Metaverse-Enabled Knowledge Collaboration In Enhancing Knowledge Management Outcomes In Manufacturing,I can flexibly share work experiences and technical insights via the Metaverse anytime and anywhere,"Uncodified skills, intuition, and hands-on experiences derived from practice, shared through virtual collaboration","Table A.1, KS3 (Page 26)",
c122M02N14,Expert Insights and Collaborative Know-how,Tacit Knowledge,E,Exploring The Role Of Metaverse-Enabled Knowledge Collaboration In Enhancing Knowledge Management Outcomes In Manufacturing,I acquire valuable insights through discussions with colleagues or experts in the Metaverse environment,"Uncodified collaborative know-how, situational awareness, and problem-solving routines gained through expert interaction","Table A.1, KAC2 (Page 26)",
c124M01N08,operational-level mechanical maintenance knowledge,Tacit Knowledge,E,Digital Twin Adoption For Mechanical Maintenance Management: A Capability-Based Approach To Enhancing Operational Resilience,The maintenance team and technical unit recognize useful external information and combine it with knowledge on the operational level.,Situated operational understanding applied in mechanical-maintenance work.,"Section 2.1, PDF page 4",
c124M01N09,mechanical maintenance practices and routines,Tacit Knowledge,E,Digital Twin Adoption For Mechanical Maintenance Management: A Capability-Based Approach To Enhancing Operational Resilience,Absorptive capacity involves internalizing asset-behaviour data into current routines and converting it into better maintenance practices and routines.,Internalized ways of performing and adapting mechanical-maintenance work.,"Section 2.1, PDF page 4",
c124M01N10,mechanical-fault interpretation capability,Tacit Knowledge,E,Digital Twin Adoption For Mechanical Maintenance Management: A Capability-Based Approach To Enhancing Operational Resilience,Organizations with greater absorptive capacity translated digital knowledge into enhanced maintenance practices and more accurate fault interpretation.,Practical capability to interpret mechanical faults accurately.,"Section 5, PDF page 11",
c124M02N30,Data Interpretation Skills,Tacit Knowledge,E,Digital Twin Adoption For Mechanical Maintenance Management: A Capability-Based Approach To Enhancing Operational Resilience,The skill of interpreting complex technical data for maintenance decisions,"Section 2.1, Page 40",,
c124M02N31,Reactive Maintenance Habits,Tacit Knowledge,E,Digital Twin Adoption For Mechanical Maintenance Management: A Capability-Based Approach To Enhancing Operational Resilience,The behavioral tendency to respond to failures reactively rather than proactively,"Section 2, Page 39",,
c125M01N01,basic skillset of an “Engineer 4.0”,Tacit Knowledge,E,Insights Into The Pitech Academy Learning Platform For Small Manufacturing Businesses And Learning Factories,The platform focuses on developing the basic skillset of an Engineer 4.0 in shop floor workers and engineering students.,A foundational set of skills needed to support smart-manufacturing technology deployment.,"Abstract; Section 1, PDF pages 1 and 3",
c125M01N02,(digital) skills,Tacit Knowledge,E,Insights Into The Pitech Academy Learning Platform For Small Manufacturing Businesses And Learning Factories,"The platform and workshops are intended to develop digital skills, and participants reported acquiring knowledge and digital skills.",Skills for engaging in the digital transformation of manufacturing work and shop floors.,"Abstract; Sections 2, 3.3, and 4, PDF pages 1, 3, 6–7",
c125M01N03,hands-on experience,Tacit Knowledge,E,Insights Into The Pitech Academy Learning Platform For Small Manufacturing Businesses And Learning Factories,Workshops and training provide workers with skills and hands-on experience for deploying low-cost smart-manufacturing solutions.,Experience acquired through direct learning-by-doing activities in realistic scenarios.,"Section 2, Step 4, PDF page 4",
c125M01N04,knowledge and skills needed to create (low-cost) smart manufacturing solutions,Tacit Knowledge,E,Insights Into The Pitech Academy Learning Platform For Small Manufacturing Businesses And Learning Factories,"Experiential learning supports owners, workers, and students in gaining the knowledge and skills needed to create low-cost smart-manufacturing solutions.",Practical knowledge and abilities required to create low-cost smart-manufacturing solutions.,"Section 3, PDF page 4",
c125M02N06,Hands-on skills in smart manufacturing technologies,Tacit Knowledge,E,Insights Into The Pitech Academy Learning Platform For Small Manufacturing Businesses And Learning Factories,Experimental learning is a learning-by-doing approach where humans are exposed to hands-on activities to experience real scenarios,Practical skills gained through direct interaction with manufacturing technologies,"Page 4, Section 3",
c125M02N07,Decision-making capabilities,Tacit Knowledge,E,Insights Into The Pitech Academy Learning Platform For Small Manufacturing Businesses And Learning Factories,"Participants reported increased knowledge acquisition, improved decision-making, and enhanced organisational collaboration",Improved ability to make operational decisions from experiential learning,"Page 6, Section 3.3",
c125M02N08,Collaboration skills,Tacit Knowledge,E,Insights Into The Pitech Academy Learning Platform For Small Manufacturing Businesses And Learning Factories,"engineering students will work in collaboration with shop floor workers, in the learning factory, to develop multiple solution designs",Ability to work effectively across academic and industrial contexts,"Page 3, Step 2",
c126M01N06,"internally accumulated blockchain expertise, experience, and insights",Tacit Knowledge,E,Unlocking Sustainable Performance With Blockchain Technology: Insights From Organizational Learning Theory,"Internal knowledge encompasses collective expertise, experience, and insights accumulated within the firm and supports adaptation of BT to existing workflows.",Internally accumulated know-how used to fit blockchain to established organizational processes.,"Section 6.1, page 7",
c126M01N07,blockchain implementation and operational skills,Tacit Knowledge,E,Unlocking Sustainable Performance With Blockchain Technology: Insights From Organizational Learning Theory,Internal knowledge integration ensures that the workforce gains the knowledge and skills necessary to implement and work with BT.,Practical employee capabilities for implementing and operating blockchain.,"Introduction, page 2",
c126M02N28,BT Usage Expertise,Tacit Knowledge,I,Unlocking Sustainable Performance With Blockchain Technology: Insights From Organizational Learning Theory,"Internal knowledge encompasses the collective expertise, experience, and insights accumulated within the firm","Collective expertise, experience, and insights accumulated within the firm regarding BT usage",Page 7,
