node_id,node_name,category,evidence_label,case_title,evidence_statement,object_definition,evidence_location,Unnamed: 8
c124M02N16,Reactive and Preventive Maintenance,Traditional Human-central Practice,E,Digital Twin Adoption For Mechanical Maintenance Management: A Capability-Based Approach To Enhancing Operational Resilience,Traditional maintenance approaches based on reactive responses and scheduled interventions rather than predictive intelligence,"Section 1, Page 37",,
c125M01N20,traditional teaching methods,Traditional Human-central Practice,E,Insights Into The Pitech Academy Learning Platform For Small Manufacturing Businesses And Learning Factories,Traditional teaching methods are reported to have limited effectiveness in developing individual manufacturing skills.,Conventional teaching approaches contrasted with action-oriented and experiential learning.,"Section 1, PDF page 2",
c125M01N21,theoretical presentation,Traditional Human-central Practice,E,Insights Into The Pitech Academy Learning Platform For Small Manufacturing Businesses And Learning Factories,Participants thought the theoretical presentation should be shortened so hands-on activity time could be increased.,A presentation-based component of the Lean Manufacturing Methods and Tools activity.,"Section 3.3, PDF page 6",
c125M02N14,Self-study,Traditional Human-central Practice,I,Insights Into The Pitech Academy Learning Platform For Small Manufacturing Businesses And Learning Factories,"some learning platforms based on e-learning and digital learning factories can be considered effective tools. However, the lack of face-to-face training and physical interaction within teams presents a clear deficiency when compared to physical learning factories",Independent learning through reading materials and online resources,"Page 2, Section 1",
c126M01N13,blockchain professional association membership,Traditional Human-central Practice,E,Unlocking Sustainable Performance With Blockchain Technology: Insights From Organizational Learning Theory,Professional-association membership keeps the company updated on the latest applications and trends in BT.,Participation in a professional association to obtain current blockchain knowledge.,"Appendix Fig. A1, page 10",
c126M01N14,blockchain workshops and conferences,Traditional Human-central Practice,E,Unlocking Sustainable Performance With Blockchain Technology: Insights From Organizational Learning Theory,Companies participate in BT-related workshops and conferences to gain implementation insights.,Human-centered events through which firms obtain blockchain knowledge.,"Appendix Fig. A1, page 10",
c126M01N15,subscription to blockchain application literature,Traditional Human-central Practice,E,Unlocking Sustainable Performance With Blockchain Technology: Insights From Organizational Learning Theory,Companies subscribe to literature that helps them understand the latest BT applications.,Organizational subscription and reading practice for accessing codified blockchain knowledge.,"Appendix Fig. A1, page 10",
c126M01N16,external acquisition of blockchain knowledge,Traditional Human-central Practice,E,Unlocking Sustainable Performance With Blockchain Technology: Insights From Organizational Learning Theory,"Firms obtain BT-related knowledge from industry experts, consultants, academic institutions, and professional networks.","The process of sourcing blockchain information, skills, and technologies outside the firm.","Introduction, page 2; Section 3, page 3",
c126M01N17,internal integration of blockchain knowledge,Traditional Human-central Practice,E,Unlocking Sustainable Performance With Blockchain Technology: Insights From Organizational Learning Theory,Internal knowledge integration combines and synthesizes knowledge within the firm and ensures that the workforce gains knowledge and skills for BT.,"The internal combination, sharing, and application of blockchain knowledge.","Introduction, page 2; Section 3, pages 3-4",
c126M01N32,cross-departmental sharing of blockchain insights,Traditional Human-central Practice,E,Unlocking Sustainable Performance With Blockchain Technology: Insights From Organizational Learning Theory,"Internal knowledge integration facilitates collaboration and communication among teams and departments, while employees with diverse BT expertise share their insights.",Internal human-centered exchange of blockchain expertise and insights across organizational teams and departments.,"Section 3, page 4",
c126M02N01,External Knowledge Acquisition,Traditional Human-central Practice,E,Unlocking Sustainable Performance With Blockchain Technology: Insights From Organizational Learning Theory,"External knowledge acquisition involves the process of sourcing information, skills, and technologies from outside the firm","The process of sourcing information, skills, and technologies from outside the firm, including from industry experts, consultants, academic institutions, and professional networks",Page 3,
c126M02N02,Internal Knowledge Integration,Traditional Human-central Practice,E,Unlocking Sustainable Performance With Blockchain Technology: Insights From Organizational Learning Theory,Internal knowledge integration refers to the process of combining and synthesizing knowledge within the firm,"The process of combining and synthesizing knowledge within the firm, ensuring the workforce gains necessary knowledge and skills to implement and work with BT",Page 3-4,
