src_node_id,dst_node_id,relation_type,evidence_count,evidence_statement,case_title,evidence_label,child_src_id,child_dst_id
h001M01THR11,h001M01ED03,depend_on,1,"c015M01N15 - c015M02N31: The students also collaborated on the solutions for challenges that arise in using ABL, like diverse backgrounds.",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01THR11,s001M01ED03
h001M01THR11,h001M01ED10,depend_on,1,"c015M01N15 - c015M02N30: The students also collaborated on the solutions for challenges that arise in using ABL, like student absences.",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01THR11,s001M01ED10
h001M01THR11,h001M01LI01,be_constrained_by,3,"c002M01N31 - c002M01N44: The paper used two-week gaps because participants were expected to forget most previously presented content.
c002M01N31 - c002M01N47: Traditional methods did not translate into long-term information retention.
c002M02N20 - c002M02N39: Most students would have forgotten about 80% of the content in a week's time",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01THR11,s001M01LI01
h001M01THR11,h001M01LI04,be_constrained_by,17,"c002M01N31 - c002M01N46: Traditional methods were associated with insufficient absorption of information.
c002M02N20 - c002M01N46: These training methods are very broad in their approach and lack engagement, which results in the insufficient absorption of information by construction workers
c002M02N20 - c002M02N38: Motivation is an essential factor in translating the concepts taught in training to the workplace
c002M02N20 - c002M02N40: Motivation was found to be the more effective factor for safety performance practice on the job
c002M02N20 - c002M02N41: Several studies have tried to evaluate the delivery of immersion, interaction, and realism to demonstrate the ability of devices in the realm of extended reality (XR) to reproduce visuals and conditions akin to those of real construction sites
c005M01N15 - c005M01N38: The paper calls for departure from memorization and spoon-feeding in traditional safety training.
c005M01N15 - c005M01N39: Traditional lecture-based trainees are characterized as passive learners or receivers of knowledge.
c005M01N15 - c005M01N40: Traditional lecture design lacks interaction between learners and training material.
c005M01N15 - c005M01N41: Traditional methods were criticized for limited cognitive stimulation and skill development.
c005M01N15 - c005M02N49: In this design, there is a lack of interaction between learners and training material.
c005M01N15 - c005M02N51: Traditional training methods...criticized for the lack of cognitive stimulation and skill development.
c005M01N15 - c005M02N52: Not only does this risk the lack of knowledge due to the trainees' emerging sense of exclusion but also risks counterproductive learning.
c005M01N15 - c005M02N55: Construction workers were incapable of identifying more than 50% of the hazards
c011M01N15 - c011M01N33: the traditional training methods lack immersion
c011M01N15 - c011M01N34: traditional training methods lack immersion and can cause ethical issues in some cases
c015M01N15 - c015M01N43: Students contrasted interactive methods with tiring, low-focus passive listening.
c015M01N15 - c015M02N33: Graduates often encounter gaps between theoretical knowledge and practical industry competencies, which hinders their immediate employability.",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01THR11,s001M01LI04
h001M01THR11,h001M01OD01,depend_on,1,c002M02N20 - c002M02N33: It is necessary to increase their safety awareness through systematic safety training,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01THR11,s001M01OD01
h001M01THR11,h001M01OD02,depend_on,1,c014M01N19 - c014M01N31: Regular training sessions are supported by leadership.,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01THR11,s001M01OD02
h001M01THR11,h001M01OD05,depend_on,1,c002M02N20 - c002M02N34: A study exploring the reasons behind unsafe work behavior on construction sites describes the lack of safety orientation and training as one of the leading causes of unsafe behavior,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01THR11,s001M01OD05
h001M01THR12,h001M01ED10,depend_on,1,c004M01N15 - c004M02N33: participants were contacted four weeks after training and asked to complete a retention questionnaire,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01THR12,s001M01ED10
h001M01THR12,h001M01LI01,be_constrained_by,3,"c002M02N22 - c002M02N39: Most students would have forgotten about 80% of the content in a week's time
c004M01N15 - c004M01N29: Manual-group acquired knowledge declined significantly between the post-training and retention tests.
c004M01N15 - c004M02N36: poor safety training and poor safety knowledge retention are known to be contributing factors to the high incidence of injury",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01THR12,s001M01LI01
h001M01THR12,h001M01LI04,be_constrained_by,5,"c001M01N19 - c001M01N42: Static-picture presentation does not scenically reproduce wartime refuge life.
c001M02N32 - c001M02N39: 85% of digital exhibitions only passively show building exterior and wartime timeline but lack recreation of wartime life
c002M02N22 - c002M01N46: These training methods are very broad in their approach and lack engagement, which results in the insufficient absorption of information
c011M01N14 - c011M01N33: the traditional training methods lack immersion
c011M01N14 - c011M01N34: traditional training methods lack immersion and can cause ethical issues in some cases
c011M01N16 - c011M01N33: the traditional training methods lack immersion
c011M01N16 - c011M01N34: traditional training methods lack immersion and can cause ethical issues in some cases
c011M01N17 - c011M01N33: the traditional training methods lack immersion
c011M01N17 - c011M01N34: traditional training methods lack immersion and can cause ethical issues in some cases
c011M01N18 - c011M01N33: the traditional training methods lack immersion
c011M01N18 - c011M01N34: traditional training methods lack immersion and can cause ethical issues in some cases",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01THR12,s001M01LI04
h001M01THR12,h001M01LI09,be_constrained_by,1,c004M01N15 - c004M02N37: This situation is due to the lack of proper implementation of safety practices in the industry,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01THR12,s001M01LI09
h001M01THR12,h001M01LI12,be_constrained_by,1,c001M02N32 - c001M02N28: Excessive commercial operation would decrease the number of EEG positive signals by 40%,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01THR12,s001M01LI12
h001M01THR13,h001M01LI04,be_constrained_by,1,c010M01N16 - c010M01N33: Practical construction education was hindered by limited access to construction sites.,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01THR13,s001M01LI04
h001M01THR13,h001M01LI07,be_constrained_by,1,c010M01N16 - c010M01N34: Hands-on instruction was hindered by the high costs of sensing technologies.,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01THR13,s001M01LI07
h001M01THR13,h001M01LI08,be_constrained_by,1,"c012M02N22 - c012M01N42: ""Traditional reliance on informal, on-the-job learning... is increasingly insufficient for industry-wide tacit knowledge preservation""",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01THR13,s001M01LI08
h001M01THR13,h001M01LI10,be_constrained_by,2,"c007M02N23 - c007M01N29: when foremen resign, the company risks losing the expertise they have accumulated and applied to company projects
c012M02N22 - c012M02N60: ""Traditional reliance on informal, on-the-job learning... is increasingly insufficient for industry-wide tacit knowledge preservation""",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01THR13,s001M01LI10
h001M01THR13,h001M01LI15,be_constrained_by,1,c006M01N12 - c006M01N23: Uniform introduction was difficult because the target audience and suitable introduction approaches were unclear.,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01THR13,s001M01LI15
h001M01THR13,h001M01TK13,evaluate,1,"c015M01N22 - c015M01N07: Industry-relevant assessment was used to examine practical, professionally relevant learning.",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01THR13,s001M01TK13
h001M01THR14,h001M01ED03,depend_on,1,"c015M02N07 - c015M02N31: The students also collaborated on the solutions for challenges that arise in using ABL, like diverse backgrounds.",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01THR14,s001M01ED03
h001M01THR14,h001M01ED10,depend_on,1,"c015M02N07 - c015M02N30: The students also collaborated on the solutions for challenges that arise in using ABL, like student absences.",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01THR14,s001M01ED10
h001M01THR14,h001M01LI05,be_constrained_by,2,"c008M01N18 - c008M01N42: Traditional knowledge-acquisition methods can produce incomplete data.
c008M01N18 - c008M01N45: there is also a problem of strong subjectivity and classification errors",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01THR14,s001M01LI05
h001M01THR14,h001M01LI08,be_constrained_by,2,"c008M01N18 - c008M01N41: Traditional domain-knowledge acquisition methods consume substantial time and cost.
c008M01N18 - c008M02N39: manual text classification tasks require a lot of time and personnel",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01THR14,s001M01LI08
h001M01THR14,h001M01LI09,be_constrained_by,3,"c015M01N17 - c015M01N40: Group work was difficult when some members did not contribute equally.
c015M01N17 - c015M01N41: Group dynamics were identified as a participation and engagement challenge.
c015M02N07 - c015M01N41: Group work is challenging when some individuals do not contribute equally.",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01THR14,s001M01LI09
h001M01THR14,h001M01LI10,be_constrained_by,1,c007M01N14 - c007M01N28: People-based dissemination depends on employees while SMCCs face high turnover.,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01THR14,s001M01LI10
h001M01THR14,h001M01LI13,be_constrained_by,1,c008M01N18 - c008M01N43: Traditional knowledge-acquisition methods are affected by subjective interference.,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01THR14,s001M01LI13
h001M01THR14,h001M01OD02,depend_on,1,c014M01N20 - c014M01N31: Workshops are supported by leadership.,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01THR14,s001M01OD02
h001M01THR14,h001M01OD04,depend_on,1,c015M01N17 - c015M01N36: A participant connected small classes with more interaction and one-to-one communication.,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01THR14,s001M01OD04
h001M01THR14,h001M01OD06,depend_on,1,c007M01N14 - c007M01N23: People-based meeting dissemination requires a knowledge-sharing culture.,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01THR14,s001M01OD06
h001M01THR15,h001M01ED01,depend_on,1,"c008M02N11 - c008M02N34: the State Administration of Work Safety, the websites of various administrative departments, the safety management network, and the municipal government website",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01THR15,s001M01ED01
h001M01THR15,h001M01ED06,depend_on,2,"c009M01N20 - c009M02N56: Every bid must be tailored to the client's specific requirements
c009M01N20 - c009M02N57: Submission deadline, submission requirements, required documents",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01THR15,s001M01ED06
h001M01THR15,h001M01LI05,be_constrained_by,13,"c001M01N16 - c001M01N40: Paper-based surveying is characterized by unidirectional recording.
c001M01N17 - c001M01N41: Total station and film photography is characterized by limited retrieval.
c001M02N31 - c001M02N30: County-level projects restricted to LOD200 models, data interoperability rate below 30%
c008M01N22 - c008M01N45: Manual classification is affected by subjectivity and classification errors.
c008M01N22 - c008M01N46: Manual organization is time-consuming and inefficient and impedes retrieval of valuable information.
c008M01N22 - c008M01N47: Manual analysis of unstructured or semistructured textual records is described as a daunting task, while the growing report collection is difficult to organize manually.
c008M02N11 - c008M02N35: manual text classification tasks require a lot of time and personnel
c008M02N11 - c008M01N45: there is also a problem of strong subjectivity and classification errors
c008M02N17 - c008M02N35: quality of text segmentation is directly influenced by the completeness and continuous updating of domain-specific dictionaries
c008M02N16 - c008M02N36: statistical language models have a data sparsity defect, meaning they have poor handling capabilities for certain special cases or rare vocabulary
c009M01N20 - c009M02N62: Firms often deliver the 'best possible' bid within time constraints rather than the most optimal one
c009M01N20 - c009M02N66: Limited adoption of digital tools
c012M02N12 - c012M02N59: ""Significant barriers to efficient retrieval and reuse""",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01THR15,s001M01LI05
h001M01THR15,h001M01LI07,be_constrained_by,2,"c007M01N22 - c007M01N26: Limited resources contribute to low attention to storage activities.
c012M02N12 - c012M02N57: ""High cost of production"" for video documentation",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01THR15,s001M01LI07
h001M01THR15,h001M01LI08,be_constrained_by,6,"c008M01N22 - c008M01N44: Manual text classification requires substantial time and personnel.
c008M02N11 - c008M02N39: manual text classification tasks require a lot of time and personnel
c009M01N20 - c009M01N40: The traditional workflow is described as highly manual, labour-intensive, and repetitive.
c009M01N20 - c009M01N43: Every proposal must be tailored to the client's specific requirements.
c009M01N20 - c009M01N50: The paper identifies limited knowledge transfer as a constraint of current preparation practices.
c009M01N20 - c009M02N61: Data fragmentation, as highlighted in the Alpha case",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01THR15,s001M01LI08
h001M01THR15,h001M01LI10,be_constrained_by,8,"c009M01N20 - c009M01N39: Manual preparation is hindered by bid information scattered across departments and databases.
c009M01N20 - c009M01N41: Manual fragmented workflows produce inconsistent documentation and formatting.
c009M01N20 - c009M01N42: Traditional bid preparation is vulnerable to knowledge loss when staff turnover is high.
c009M01N21 - c009M01N39: Scattered information makes prior bid content harder to locate and reuse consistently.
c009M01N20 - c009M02N59: Construction bid preparation remains predominantly manual, labour-intensive
c012M01N47 - c012M01N38: Traditional project documentation inadequately captured contextual knowledge and critical interpersonal dynamics.
c012M02N26 - c012M02N60: ""Such approaches inadequately address tacit knowledge's inherent complexities and subtleties""
c012M02N12 - c012M01N44: ""Video documentation, although rich in visual context, presents challenges related to privacy concerns""",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01THR15,s001M01LI10
h001M01THR15,h001M01LI13,be_constrained_by,1,"c012M02N26 - c012M01N45: ""Such approaches inadequately address tacit knowledge's inherent complexities and subtleties""",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01THR15,s001M01LI13
h001M01THR15,h001M01OD01,depend_on,1,c009M01N20 - c009M02N53: Manual bid preparation depends on document standardization practices,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01THR15,s001M01OD01
h001M01THR15,h001M01OD03,depend_on,1,c009M01N20 - c009M02N47: Overcoming this challenge will require the development of integrated data management systems,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01THR15,s001M01OD03
h001M01THR15,h001M01OD05,depend_on,1,"c009M01N20 - c009M02N54: Knowledge loss, particularly in firms with high staff turnover",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01THR15,s001M01OD05
h001M01THR16,h001M01LI08,be_constrained_by,1,c009M01N22 - c009M01N44: Review and refinement still require human interpretation of specifications and project context.,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01THR16,s001M01LI08
h001M01THR17,h001M01ED01,depend_on,1,"c006M02N22 - c006M02N36: Creating a safe environment is important, and evaluation charts such as the OWAS method, RULA, REBA and HOHSRAM have been utilized.",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01THR17,s001M01ED01
h001M01THR17,h001M01ED02,depend_on,1,c007M02N66 - c007M02N49: high staff turnover,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01THR17,s001M01ED02
h001M01THR17,h001M01ED04,depend_on,2,"c005M01N17 - c005M02N48: The fourth bridge was in an open, remote, and deserted area, thereby causing extreme weather conditions, such as high wind speeds and sand storms
c017M01N13 - c017M01N24: Heating periods are scheduled weekly based on weather forecasts.",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01THR17,s001M01ED04
h001M01THR17,h001M01ED08,depend_on,2,"c005M01N17 - c005M02N46: The first site visited was an elevated railway constructed amid a busy and congested area...the second bridge...being built in a heavily populated region...the third bridge...across the River Nile...the fourth...open, remote, and deserted area...the fifth...one of the densest and most populated areas.
c005M01N17 - c005M02N47: The uniqueness of this bridge emerges from the fact that it is not meant for automobiles or trucks but rather serves as a rail...The main hazards emerging from this site were primarily related to the construction over/near water.",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01THR17,s001M01ED08
h001M01THR17,h001M01LI04,be_constrained_by,1,c003M02N09 - c003M02N23: Despite its potential benefits... the use of virtual reality as a training tool has not received much attention.,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01THR17,s001M01LI04
h001M01THR17,h001M01LI05,be_constrained_by,3,"c008M01N19 - c008M01N42: Questionnaire surveys are included among methods associated with incomplete data.
c008M01N21 - c008M01N42: Literature research is included among methods associated with incomplete data.
c008M01N19 - c008M01N45: there is also a problem of strong subjectivity and classification errors
c008M01N21 - c008M01N45: there is also a problem of strong subjectivity and classification errors",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01THR17,s001M01LI05
h001M01THR17,h001M01LI06,be_constrained_by,1,c017M01N13 - c017M01N30: Difficulty fully sectorizing buildings restricts precise heating operation.,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01THR17,s001M01LI06
h001M01THR17,h001M01LI07,be_constrained_by,2,"c007M01N32 - c007M01N26: Informal people-based KM reflects limited SMCC resources.
c007M02N66 - c007M02N55: Investing in a KM system can be costly to maintain",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01THR17,s001M01LI07
h001M01THR17,h001M01LI08,be_constrained_by,7,"c007M01N32 - c007M01N30: Informal KM occurs within a small workforce.
c007M02N66 - c007M02N56: may take time to yield tangible benefits
c008M01N19 - c008M01N41: Questionnaire surveys are included among methods described as consuming time and cost.
c008M01N21 - c008M01N41: Literature research is included among methods described as consuming time and cost.
c008M01N19 - c008M02N39: manual text classification tasks require a lot of time and personnel
c008M01N21 - c008M02N39: manual text classification tasks require a lot of time and personnel
c016M01N15 - c016M01N38: The use of conventional methods is attributed to limited familiarity with BIM tools and new technologies or methodologies.
c016M01N15 - c016M01N39: The traditional project context is described as having little knowledge of applying OHS management models.",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01THR17,s001M01LI08
h001M01THR17,h001M01LI09,be_constrained_by,7,"c003M02N09 - c003M02N24: Currently, the most used tools for training are apps, mobile phones, tablets and PCs...
c007M02N66 - c007M02N58: the effectiveness of these implementations was hindered by a lack of attention to other KMP processes
c014M02N27 - c014M02N55: Unstructured knowledge sharing constrained by lack of leadership support
c014M02N27 - c014M02N56: Unstructured knowledge sharing constrained by authoritarian leadership
c014M02N27 - c014M02N57: Unstructured knowledge sharing constrained by abusive leadership
c014M02N26 - c014M02N55: Traditional decision-making constrained by lack of leadership support
c014M02N26 - c014M02N56: Traditional decision-making constrained by authoritarian leadership",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01THR17,s001M01LI09
h001M01THR17,h001M01LI10,be_constrained_by,4,"c007M01N18 - c007M01N29: Foreman-led training depends on expertise lost if the foreman resigns.
c007M01N32 - c007M01N28: Informal people-based KM is vulnerable to high staff turnover.
c007M01N32 - c007M01N29: Reliance on critical people creates knowledge-loss risk on departure.
c007M02N66 - c007M01N29: increased reliance on critical human members poses a risk of knowledge loss for SMCCs when employees depart",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01THR17,s001M01LI10
h001M01THR17,h001M01LI11,be_constrained_by,6,"c017M01N12 - c017M01N26: Non-mandatory attendance prevents schedules from establishing actual occupancy.
c017M01N12 - c017M01N27: Sporadic classroom uses are absent from reservation schedules.
c017M01N13 - c017M01N29: Complex space usage contributes to divergence under existing heating scheduling.
c017M01N13 - c017M01N31: Measured temperatures diverge from normative thresholds under weekly forecast-based scheduling.
c017M01N13 - c017M02N25: The weekly scheduling practice is inherently constrained by its own inflexibility, as it cannot adapt to real‑time changes.
c017M01N13 - c017M02N27: The traditional practice is also constrained by unpredictable human behaviour (opening windows), which it cannot account for.",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01THR17,s001M01LI11
h001M01THR17,h001M01LI13,be_constrained_by,3,"c006M01N13 - c006M01N24: The physical-performance assessment showed no significant difference based on the presence or absence of LBP.
c008M01N19 - c008M01N43: Questionnaire surveys are included among methods affected by subjective interference.
c008M01N21 - c008M01N43: Literature research is included among the traditional domain-knowledge acquisition methods that the authors describe as being affected by subjective interference factors.",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01THR17,s001M01LI13
h001M01THR17,h001M01OD02,depend_on,2,"c007M01N18 - c007M01N24: Senior management support includes workforce KM training.
c007M02N66 - c007M01N24: companies encouraging knowledge-sharing initiatives through the support of senior management",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01THR17,s001M01OD02
h001M01THR17,h001M01OD03,depend_on,2,"c007M02N66 - c007M02N44: current financial constraints limited its ability to make full investments in KMP
c007M02N66 - c007M02N45: limited budgets",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01THR17,s001M01OD03
h001M01THR17,h001M01OD05,depend_on,1,c007M02N66 - c007M02N46: small workforce,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01THR17,s001M01OD05
h001M01THR17,h001M01OD06,depend_on,4,"c007M01N16 - c007M01N23: Human discussion requires a knowledge-sharing culture.
c007M01N20 - c007M01N23: Two-way communication is supported by a knowledge-sharing culture.
c007M02N66 - c007M01N23: cultivating a knowledge-sharing culture
c007M02N66 - c007M02N43: trust between construction organisations",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01THR17,s001M01OD06
h001M01THR17,h001M01OD08,depend_on,1,c007M02N66 - c007M02N47: flat organisational structure,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01THR17,s001M01OD08
h001M01THR17,h001M01TK13,evaluate,3,"c004M01N35 - c004M01N12: The questionnaire used eight self-rated statements to measure participants’ self-efficacy before and immediately after training.
c006M01N13 - c006M01N01: Physical-strength measurements were conducted to measure individual physical performance.
c010M02N04 - c010M02N01: Questionnaires on learning preferences were used to assess individual learning preferences.",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01THR17,s001M01TK13
h001M01TK02,h001M01KH05,be_shared_by,3,"c012M01N08 - c012M01N14: The senior structural engineer shared innovative and adaptive responses to structural failures.
c012M01N09 - c012M01N15: The retiring project engineer narrated critical decisions made under uncertain conditions.
c012M02N05 - c012M01N16: ""A retiring project engineer shared candid stories about challenging projects""",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01TK02,s001M01KH05
h001M01TK02,h001M01KH06,be_shared_by,1,"c015M01N10 - c015M02N03: Everything is unique for me, compared to back in my country.",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01TK02,s001M01KH06
h001M01TK02,h001M01KH07,be_documented_partially_by,1,c007M02N03 - c007M02N06: lessons learned created and reused by construction companies,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01TK02,s001M01KH07
h001M01TK02,h001M01KH11,be_shared_by,1,c015M01N10 - c015M01N12: Industry educators participated in activities through which students learned about industry requirements.,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01TK02,s001M01KH11
h001M01TK02,h001M01KL01,be_absorbed_by,1,c015M01N10 - c015M01N14: A student reported gaining knowledge of the industry and its requirements.,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01TK02,s001M01KL01
h001M01TK02,h001M01KL04,be_absorbed_by,1,"c012M01N08 - c012M01N17: ""A mentorship scheme was also established, pairing retiring engineers with mid-career colleagues to facilitate direct knowledge transfer through personalized storytelling sessions and narrative-based mentorship meetings""
c012M02N05 - c012M01N17: ""A mentorship scheme was also established, pairing retiring engineers with mid-career colleagues to facilitate direct knowledge transfer through personalized storytelling sessions and narrative-based mentorship meetings""",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01TK02,s001M01KL04
h001M01TK02,h001M01KL09,be_absorbed_by,2,"c014M02N09 - c014M01N18: Lessons learned absorbed by team members during training
c014M02N09 - c014M02N24: Lessons learned absorbed by stakeholders",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01TK02,s001M01KL09
h001M01TK02,h001M01LI09,be_difficult_to_capture_due_to,4,"c012M01N08 - c012M02N61: ""Knowledge hoarding, fear of job security threats, competitive pressures, and lack of incentives to share knowledge, further hinder tacit knowledge capture""
c012M02N05 - c012M02N62: ""Fear of job security threats"" is a barrier to sharing
c014M02N09 - c014M02N55: Lessons learned difficult to capture due to lack of leadership support
c014M02N09 - c014M02N56: Lessons learned difficult to capture due to authoritarian leadership",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01TK02,s001M01LI09
h001M01TK02,h001M01LI10,be_difficult_to_capture_due_to,1,c014M02N09 - c014M01N41: Lessons learned difficult to capture due to inadequate knowledge transfer,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01TK02,s001M01LI10
h001M01TK02,h001M01THR06,be_transferred_by,1,"c012M01N08 - c012M02N30: ""Critical incident technique (CIT)"" captures knowledge from specific events",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01TK02,s001M01THR06
h001M01TK02,h001M01THR07,be_transferred_by,2,"c012M01N08 - c012M01N27: Narrative mentorship transferred retiring engineers' career experience to mid-career colleagues.
c012M01N09 - c012M01N27: Narrative mentorship supported transfer of failure lessons and risk-management experience.",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01TK02,s001M01THR07
h001M01TK02,h001M01THR13,be_transferred_by,1,c015M01N10 - c015M01N18: Industry visits helped students understand the industry and its requirements.,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01TK02,s001M01THR13
h001M01TK02,h001M01TP10,be_captured_by,2,"c007M02N03 - c007M02N28: Storing lesson learned into the database (KS6)
c012M01N08 - c012M01N28: ""The proposed framework for a Storytelling-based Knowledge Management System (SToKMS) provides a structured methodology specifically designed to effectively capture, store, share, and utilize tacit knowledge""
c012M02N05 - c012M01N28: ""The proposed framework for a Storytelling-based Knowledge Management System (SToKMS) provides a structured methodology specifically designed to effectively capture, store, share, and utilize tacit knowledge""",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01TK02,s001M01TP10
h001M01TK02,h001M01TP14,be_transferred_by,1,"c015M01N10 - c015M02N11: We have industry visits, the industry educators come, and we do case studies. While doing all these industry-oriented activities, we know more about the industry.",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01TK02,s001M01TP14
h001M01TK04,h001M01KH04,be_shared_by,1,"c017M02N08 - c017M02N10: The tacit judgment on when to open windows/doors is held by building occupants, as they are the ones who perform these actions.",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01TK04,s001M01KH04
h001M01TK04,h001M01KH05,be_shared_by,1,c012M01N01 - c012M01N11: The experienced geotechnical engineer shared his intuitive problem-solving approach.,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01TK04,s001M01KH05
h001M01TK04,h001M01KH13,be_shared_by,1,c009M01N12 - c009M01N16: Beta's bid practice was reported to rely on the Bid Manager's intuition.,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01TK04,s001M01KH13
h001M01TK04,h001M01KL04,be_absorbed_by,1,"c012M01N01 - c012M01N17: ""A mentorship scheme was also established, pairing retiring engineers with mid-career colleagues to facilitate direct knowledge transfer through personalized storytelling sessions and narrative-based mentorship meetings""",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01TK04,s001M01KL04
h001M01TK04,h001M01LI10,be_difficult_to_capture_due_to,2,"c012M01N01 - c012M01N37: Intuitive and context-dependent experiential knowledge was difficult to articulate explicitly.
c012M01N01 - c012M02N60: ""These methods frequently fail to capture the context-dependent, nuanced, and intuitive nature of tacit knowledge, leaving substantial knowledge assets uncaptured""",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01TK04,s001M01LI10
