src_node_id,dst_node_id,relation_type,src_l1_node_id,dst_l1_node_id,evidence_label,case_title,evidence_statement
s001M02EK02,s001M02EK03,be_derived_from,c006M01N04,c006M01N02,E,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),"the list of activities was made in Excel... Secondly, based on the previous data, a 3D modeling... was developed"
s001M02EK03,s001M02KH01,be_held_by,c006M01N12,c006M01N17,E,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),"Valuable information on incidents, accidents and best practices is lost as staff changes in companies"
s001M02THR03,s001M02ED02,depend_on,c006M01N18,c006M01N23,E,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),"In developing countries, conventional methods are employed to identify risks and prevent accidents due to limited familiarity"
s001M02TK09,s001M02TP12,be_captured_by,c006M01N05,c006M01N20,E,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),"export the file to an .nwc format for 4D simulation in Navisworks. In this way, identify the hazards of the case study from the design stage."
s001M02EK04,s001M02TP07,be_transferred_by,c006M01N09,c006M01N21,E,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),"This spreadsheet has tools such as IPERC (Hazard Identification, Risk Evaluation and Controls)"
s001M02EK03,s001M02TP07,be_transferred_by,c006M01N11,c006M01N21,E,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),This spreadsheet has tools such as... Requests for Information on Previously Taken Controls (RFI)
s001M02EK04,s001M02EK01,be_derived_from,c006M01N09,c006M01N13,E,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),"assigned an initial risk factor (RFCS) based on exposure, probability and severity indexes granted by the Peruvian Law N° 29783"
s001M02TP07,s001M02TE04,adopt,c006M01N15,c006M01N14,E,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),"In PowerApps, an application was created to visualize the information... server will be populated with data from an application created in Microsoft Excel... SQL server has been developed on the Microsoft Azure platform."
s001M02TP05,s001M02OD01,depend_on,c006M01N19,c006M01N22,E,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),"establishing a safety culture depends on the organization, since it must work consciously... USD methodology was created to address these challenges"
s001M02THR03,s001M02LI12,be_constrained_by,c006M01N18,c006M01N26,E,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),"In developing countries, conventional methods are employed... The lack of retention of OHS knowledge and lessons learned represents a major obstacle"
s001M02TP07,s001M02LI12,be_constrained_by,c006M01N21,c006M01N25,I,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),"To address this issue [information gathered is lost over time], a relational table (SQL) data server has been developed... populated with data from an application created in Microsoft Excel"
s001M02TP05,s001M02LI12,resolve,c006M01N19,c006M01N26,E,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),The lack of retention of OHS knowledge and lessons learned represents a major obstacle... Ultra Safety Design (USD) methodology was created to address these challenges
s001M02TP12,s001M02TE04,adopt,c006M01N20,c006M02N09,E,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),"""export the file to an .nwc format for 4D simulation in Navisworks"""
s001M02TP06,s001M02TE04,adopt,c006M02N06,c006M02N10,E,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),"""a relational table (SQL) data server has been developed on the Microsoft Azure platform"""
s001M02TP07,s001M02ED01,depend_on,c006M02N04,c006M02N14,E,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),"""initial risk factor (RF - CS) based on exposure, probability and severity indexes granted by the Peruvian Law N° 29783"""
s001M02TP06,s001M02LI12,mitigate,c006M02N06,c006M02N15,E,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),"""the preservation of information through the database ... promote continuous improvement because the data collected can be used in future projects"" (directly addresses loss due to staff changes)"
s001M02TP07,s001M02LI12,mitigate,c006M02N07,c006M02N16,E,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Same – dashboard supports continuous improvement by providing lessons learned
s001M02EK03,s001M02TP06,be_transferred_by,c006M02N20,c006M02N06,E,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),The SQL server stores IPERC data (populated from Excel) and makes it available
s001M02EK04,s001M02TP06,be_transferred_by,c006M02N21,c006M02N06,E,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Lessons learned records are stored in the SQL server
s001M02TK04,s001M02KH02,be_held_by,c007M01N04,c007M01N07,E,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),with the best scores placed in the trainer group
s001M02EK03,s001M02THR03,be_transferred_by,c007M01N01,c007M01N10,E,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),These sessions were conducted following a conventional format consisting of trainees reading the recommended procedures
s001M02EK03,s001M02TP10,be_transferred_by,c007M01N01,c007M01N11,E,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),"For 'Knowing the manufacturing steps,' cards with the steps were placed in the correct order."
s001M02EK04,s001M02TP10,be_transferred_by,c007M01N02,c007M01N11,E,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),"For 'Knowing the criteria for using the robot,' teams guessed whether certain compounds could be used with the robot."
s001M02TK04,s001M02TP10,be_transferred_by,c007M01N04,c007M01N11,E,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),"For the practical part, one team at a time (trainer/trainee) entered the cleanroom with the training pharmacist... Peyton approach"
s001M02KH02,s001M02TP10,participate_in,c007M01N07,c007M01N11,E,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Trainer/ trainee teams participated in 2-hour training sessions with three games and a debriefing.
s001M02KH03,s001M02TP10,participate_in,c007M01N08,c007M01N11,E,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Trainer/ trainee teams participated in 2-hour training sessions with three games and a debriefing.
s001M02TP10,s001M02OD05,depend_on,c007M01N11,c007M01N14,E,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),"This was possible as the work was performed as part of a PhD thesis, with the doctoral student involved in 100% of the project."
s001M02TP10,s001M02ED03,depend_on,c007M01N11,c007M01N15,E,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),entered the cleanroom with the training pharmacist... preparing cytotoxic drugs in cleanrooms
s001M02THR03,s001M02ED03,depend_on,c007M01N10,c007M01N15,E,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),chemotherapy preparation within an isolator put operators at risk of musculoskeletal disorders.
s001M02TP10,s001M02LI11,be_constrained_by,c007M01N11,c007M01N16,E,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),The decrease in motivation and self-efficacy over time suggests that regular refresher sessions are necessary
s001M02TP10,s001M02LI07,be_constrained_by,c007M01N11,c007M01N18,E,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),The present study's limitations include its small sample size (14 operators)
s001M02TP10,s001M02LI04,be_constrained_by,c007M01N11,c007M01N17,E,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),our PharmaHelp® robot was little used during the six months post-training because of a breakdown
s001M02TP10,s001M02LI11,mitigate,c007M01N11,c007M01N16,E,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),This highly appreciated training program efficiently improved knowledge retention out to six months.
s001M02EK03,s001M02KH03,be_absorbed_by,c007M01N01,c007M01N08,E,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Knowledge improved from 57% pretraining to 77%
s001M02TK04,s001M02KH03,be_absorbed_by,c007M01N04,c007M01N08,E,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),"Motivation and self-efficacy, respectively, improved from 57.6% to 86.6%... and from 48.5% to 75.6%"
s001M02TP10,s001M02EK03,evaluate,c007M01N11,c007M01N01,E,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),their robot knowledge was assessed on a 0-24-scale... same questionnaire on their knowledge about the robot
s001M02TP10,s001M02EK04,evaluate,c007M01N11,c007M01N02,E,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),their robot knowledge was assessed on a 0-24-scale... same questionnaire on their knowledge about the robot
s001M02TP10,s001M02TK10,evaluate,c007M01N11,c007M01N05,E,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),motivation and self-efficacy in using it on 0-to-100 scales.
s001M02TK04,s001M02LI04,be_difficult_to_capture_due_to,c007M01N04,c007M01N17,E,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),complex technical use and periods of machine downtime caused drops in motivation
s001M02TK04,s001M02LI11,be_difficult_to_capture_due_to,c007M02N05,c007M02N40,E,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),"Skill to use robot is difficult to retain because of ""drops in motivation"" caused by robot downtime and complex use."
s001M02TK04,s001M02LI02,be_difficult_to_capture_due_to,c007M02N05,c007M02N42,E,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),"Skill to use robot is difficult to retain because of ""insufficient training"" that was not sustained."
s001M02TK10,s001M02KH01,be_held_by,c007M02N06,c007M02N09,E,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Self‑efficacy in using the robot is measured in operators.
s001M02TK04,s001M02THR03,be_transferred_by,c007M02N05,c007M01N10,I,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),"Conventional training format (reading, demonstration, repetition) is used to transfer skill to use robot."
s001M02THR03,s001M02LI11,be_constrained_by,c007M01N10,c007M02N40,E,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Conventional training is constrained by drop in motivation.
s001M02TK10,s001M02TP10,be_transferred_by,c007M02N06,c007M01N11,E,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Game‑based training improves self‑efficacy (measured pre/post).
s001M02KH01,s001M02TP10,participate_in,c007M02N09,c007M01N11,E,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Operators participated in game‑based training sessions.
s001M02TP10,s001M02TE07,adopt,c007M01N11,c007M02N27,E,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Game‑based training adopted Framindmap software for mind map.
s001M02TP10,s001M02TE03,adopt,c007M01N11,c007M02N30,E,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Game‑based training adopted the PharmaHelp robot for the practical part.
s001M02TP02,s001M02EK03,evaluate,c007M02N26,c007M02N01,E,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),"Knowledge evaluation survey (10 questions) assessed explicit knowledge about robot steps, criteria, etc."
s001M02TP02,s001M02TK10,evaluate,c007M02N26,c007M02N06,E,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Survey measured self‑efficacy on a 0‑100 scale.
s001M02TP10,s001M02LI02,mitigate,c007M01N11,c007M02N42,E,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),"Game‑based training provided sufficient training, addressing prior insufficiency."
s001M02TP10,s001M02OD06,depend_on,c007M01N11,c007M02N34,I,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Training aimed to ensure Good Manufacturing Practices standards.
s001M02TP10,s001M02LI08,be_constrained_by,c007M01N11,c007M02N37,E,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Training evaluation limited by low number of questions (10).
s001M02TP10,s001M02LI06,be_constrained_by,c007M01N11,c007M02N39,E,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Training required >100 hours to develop.
s002M02EK02,s002M02KH02,be_held_by,c101M01N05,c101M01N01,E,SIC 80 - Services (Health Services),Standardized 6-10 min lecture scripts were developed by board-certified pediatric surgeons.
s002M02KH02,s002M02TP09,participate_in,c101M01N01,c101M01N09,E,SIC 80 - Services (Health Services),All AI-generated visual elements underwent board-certified pediatric surgeon review.
s002M02KH03,s002M02TP09,participate_in,c101M01N02,c101M01N09,E,SIC 80 - Services (Health Services),Medical students and pediatric surgery residents viewed standardized lecture videos on five core pediatric surgery topics.
s002M02TP09,s002M02TE01,adopt,c101M01N09,c101M01N10,E,SIC 80 - Services (Health Services),AI background replacement using FLUX.1-Fill (inpainting) and FLUX.1-dev (development) models
s002M02TP09,s002M02TE02,adopt,c101M01N09,c101M01N12,E,SIC 80 - Services (Health Services),"AI enhancement used FLUX.1-Fill and FLUX.1-dev models via ComfyUI, an open-source workflow interface"
s002M02TP09,s002M02TK10,evaluate,c101M01N09,c101M01N06,E,SIC 80 - Services (Health Services),Primary outcomes were perceived educational clarity (five-point Likert scale) and knowledge acquisition assessed by a 40-item multiple-choice examination.
s002M02TK10,s002M02KH03,be_absorbed_by,c101M01N06,c101M01N03,E,SIC 80 - Services (Health Services),"Among junior residents (n=20), AI-enhanced videos showed higher clarity and knowledge"
s002M02THR07,s002M02LI12,be_constrained_by,c101M01N08,c101M01N19,E,SIC 80 - Services (Health Services),Pediatric surgery training is challenged by declining clinical exposure and limited access to high-quality educational resources.
s002M02TP09,s002M02LI05,resolve,c101M01N09,c101M01N20,E,SIC 80 - Services (Health Services),Locally deployed AI production reduced per-video costs by 72-94% compared with traditional studio production.
s002M02TP09,s002M02LI04,resolve,c101M01N09,c101M01N21,E,SIC 80 - Services (Health Services),The approach eliminates green screen infrastructure and its technical challenges.
s002M02TP09,s002M02THR07,complement,c101M01N09,c101M01N08,E,SIC 80 - Services (Health Services),"Al has the potential to be a powerful adjunct to surgical education if deployed thoughtfully and ethically, complementing rather than replacing the vital educator-learner relationship"
s002M02TP09,s002M02THR07,cannot_fully_replace,c101M01N09,c101M01N08,E,SIC 80 - Services (Health Services),Al cannot replace the critical role of educators and must be used as complementary tool with robust governance frameworks.
s002M02TP09,s002M02OD05,depend_on,c101M01N09,c101M01N16,I,SIC 80 - Services (Health Services),This trade-off favors AI enhancement when faculty time is institutionally subsidized
s002M02TP09,s002M02ED02,depend_on,c101M01N09,c101M01N18,E,SIC 80 - Services (Health Services),"This approach represents a practical, scalable strategy for enhancing pediatric surgery education, particularly in resource-limited settings."
s002M02TP09,s002M02LI02,be_constrained_by,c101M01N09,c101M01N22,E,SIC 80 - Services (Health Services),"Second, outcomes were assessed immediately after video viewing; therefore, long-term knowledge retention and transfer to clinical performance were not evaluated."
s002M02EK02,s002M02TP09,be_transferred_by,c101M02N01,c101M02N16,E,SIC 80 - Services (Health Services),Identical scripts and narration were used in both groups; the intervention differed only by AI-based background enhancement.
s002M02EK04,s002M02KH03,be_absorbed_by,c101M02N04,c101M01N02,E,SIC 80 - Services (Health Services),Medical students in AI-enhanced group scored 7.3 percentage points higher than standard group.
s002M02KH02,s002M02THR03,participate_in,c101M01N01,c101M02N13,I,SIC 80 - Services (Health Services),Board-certified surgeons develop content for traditional studio videos.
s002M02THR03,s002M02LI05,be_constrained_by,c101M02N13,c101M01N20,E,SIC 80 - Services (Health Services),"Professional studio production costs $2,000-8,500 per video."
s002M02THR03,s002M02LI04,be_constrained_by,c101M02N14,c101M01N21,E,SIC 80 - Services (Health Services),"Green screen has uneven lighting, color spill, shadows, six-foot separation, wardrobe restrictions, extensive post-production."
s002M02TP09,s002M02EK04,evaluate,c101M02N16,c101M02N03,E,SIC 80 - Services (Health Services),Knowledge assessed immediately after viewing AI-enhanced videos.
s002M02TP09,s002M02LI05,mitigate,c101M02N16,c101M01N20,E,SIC 80 - Services (Health Services),AI-enhanced approach reduces per-video costs by 72-94%.
s002M02TP09,s002M02LI04,mitigate,c101M02N16,c101M01N21,E,SIC 80 - Services (Health Services),AI eliminates green screen infrastructure and its technical challenges.
s002M02TK02,s002M02KH02,be_held_by,c102M01N03,c102M01N06,E,SIC 80 - Services (Health Services),...relying on the oral teaching of the dissemination of the way requires a large number of professional teachers.
s002M02EK02,s002M02THR03,be_transferred_by,c102M01N01,c102M01N07,E,SIC 80 - Services (Health Services),The comparison system used non-interactive instructional materials consisting of static images and text.
s002M02TK02,s002M02LI02,be_difficult_to_capture_due_to,c102M01N03,c102M01N15,E,SIC 80 - Services (Health Services),"Traditional exercise rehabilitation methods often have problems such as a single form of intervention, high repetitiveness, and lagging feedback."
s002M02KH03,s002M02THR03,participate_in,c102M01N05,c102M01N07,E,SIC 80 - Services (Health Services),Two cohorts of participants were recruited to compare... randomized into experimental and control groups.
s002M02THR03,s002M02LI02,be_constrained_by,c102M01N07,c102M01N12,E,SIC 80 - Services (Health Services),Traditional rehabilitation approaches often suffer from low adherence due to their monotony.
s002M02KH03,s002M02TP10,participate_in,c102M01N05,c102M01N08,E,SIC 80 - Services (Health Services),Two cohorts of participants were recruited to compare the TWJB system based on somatosensory interaction...
s002M02TP10,s002M02TE05,adopt,c102M01N08,c102M01N09,E,SIC 80 - Services (Health Services),The TWJB system adopts a three-phase structure... somatosensory interaction is realized using the Kinect V2.
s002M02TP10,s002M02TE02,adopt,c102M01N08,c102M01N10,E,SIC 80 - Services (Health Services),All motion sequences are manually created as 3D keyframe animations using Cascadeur.
s002M02TP10,s002M02EK02,adopt,c102M01N08,c102M01N01,E,SIC 80 - Services (Health Services),...this paper also organizes and constructs a movement animation data repository containing the eight styles of movements.
s002M02TP10,s002M02EK04,adopt,c102M01N08,c102M01N11,E,SIC 80 - Services (Health Services),...the motion recognition module applies Dynamic Time Warping (DTW) to match the real-time motion sequence.
s002M02TP10,s002M02TK02,evaluate,c102M01N08,c102M01N03,E,SIC 80 - Services (Health Services),The system captures and evaluates user performance in real time...
s002M02TP10,s002M02LI02,resolve,c102M01N08,c102M01N15,E,SIC 80 - Services (Health Services),"By incorporating real-time motion capture, dynamic feedback, and interactive knowledge cards, the system enhances user immersion."
s002M02TP10,s002M02LI02,mitigate,c102M01N08,c102M01N12,E,SIC 80 - Services (Health Services),The improvement of embodied cognition and operation fluency suggests that immersive somatosensory interaction can effectively stimulate users... overcoming the training burnout.
s002M02EK02,s002M02KH03,be_absorbed_by,c102M01N02,c102M01N05,E,SIC 80 - Services (Health Services),"Results indicate that TWJB outperforms conventional rehabilitation methods in terms of user engagement, cultural knowledge acquisition..."
s002M02TP10,s002M02THR03,complement,c102M01N08,c102M01N07,I,SIC 80 - Services (Health Services),"The system bridges cultural content and digital interventions, modernizing standard traditional physical assets through computer graphics."
s002M02EK03,s002M02KH02,be_held_by,c102M02N05,c102M02N14,E,SIC 80 - Services (Health Services),The animation asset library serves as the behavioral foundation of the virtual NPC Liu Miaozhen.
s002M02TK10,s002M02KH03,be_held_by,c102M02N08,c102M02N12,E,SIC 80 - Services (Health Services),Patients in the TWJB group developed embodied cognition through the system.
s002M02TK02,s002M02KH03,be_held_by,c102M02N09,c102M02N12,I,SIC 80 - Services (Health Services),"Patients improved motor coordination skills (BBS, Tinetti, 10MWT improvements)."
s002M02TK10,s002M02TP03,be_captured_by,c102M02N08,c102M02N23,I,SIC 80 - Services (Health Services),Embodied cognition is developed via real-time motion capture and feedback.
s002M02TK02,s002M02TP03,be_captured_by,c102M02N09,c102M02N23,E,SIC 80 - Services (Health Services),User motion data are captured using Kinect V2; DTW matches real-time sequence with reference templates.
s002M02EK02,s002M02THR07,be_transferred_by,c102M02N01,c102M02N17,E,SIC 80 - Services (Health Services),"Current dissemination forms include oral teaching, books, audio-visual video."
s002M02EK02,s002M02TP10,be_transferred_by,c102M02N01,c102M02N22,E,SIC 80 - Services (Health Services),TWJB transfers movement instructions via avatar guidance and real-time feedback.
s002M02EK04,s002M02TP10,be_transferred_by,c102M02N04,c102M02N25,E,SIC 80 - Services (Health Services),Knowledge quiz tests understanding; correct answers rewarded.
s002M02KH03,s002M02THR07,participate_in,c102M02N12,c102M02N17,I,SIC 80 - Services (Health Services),Control group patients used traditional UI-based system (analogous to passive methods).
s002M02KH02,s002M02TP10,participate_in,c102M02N14,c102M02N22,E,SIC 80 - Services (Health Services),Liu Miaozhen is the virtual instructor within the TWJB system.
s002M02KH02,s002M02THR07,participate_in,c102M01N06,c102M02N17,E,SIC 80 - Services (Health Services),Oral teaching requires professional teachers as participants.
s002M02THR07,s002M02OD07,depend_on,c102M02N17,c102M02N36,E,SIC 80 - Services (Health Services),Oral teaching requires a large number of professional teachers and scientific training system.
s002M02TP03,s002M02TE05,adopt,c102M02N23,c102M01N09,E,SIC 80 - Services (Health Services),Motion capture module uses Kinect V2 for skeletal tracking.
s002M02TP03,s002M02TE08,adopt,c102M02N23,c102M02N30,E,SIC 80 - Services (Health Services),Motion recognition uses DTW algorithm.
s002M02TP03,s002M02TE02,adopt,c102M02N23,c102M02N33,E,SIC 80 - Services (Health Services),User avatar is animated using Final IK rig.
s002M02TP10,s002M02TK10,evaluate,c102M02N22,c102M02N08,E,SIC 80 - Services (Health Services),DTW classification (Good/Pass/Fail) evaluates embodied cognition performance.
s002M02TP10,s002M02EK02,evaluate,c102M02N24,c102M02N02,I,SIC 80 - Services (Health Services),Cards are evaluated as collected; users are tested on card content in quiz.
s002M02TP10,s002M02EK04,evaluate,c102M02N25,c102M02N04,E,SIC 80 - Services (Health Services),Knowledge quiz tests users' understanding of Baduanjin-related questions.
s002M02EK02,s002M02TK10,translate_into,c102M02N01,c102M02N08,I,SIC 80 - Services (Health Services),Explicit movement instructions are internalized into embodied skill through practice and feedback.
s002M02TP10,s002M02LI11,mitigate,c102M02N22,c102M02N37,E,SIC 80 - Services (Health Services),"Gamified interaction enhances motivation, improving patient compliance."
s002M02TP10,s002M02LI12,mitigate,c102M02N22,c102M02N41,I,SIC 80 - Services (Health Services),Virtual NPC reduces dependence on scarce professional teachers.
s002M02TK10,s002M02LI02,be_difficult_to_capture_due_to,c102M02N08,c102M02N38,E,SIC 80 - Services (Health Services),Monotony and boredom make it difficult to develop embodied cognition.
s002M02TP10,s002M02LI08,be_constrained_by,c102M02N22,c102M02N43,E,SIC 80 - Services (Health Services),The short training period (25 min per session) limits assessment of long-term retention.
s002M02TP10,s002M02LI07,be_constrained_by,c102M02N22,c102M02N44,E,SIC 80 - Services (Health Services),The relatively limited sample size (78 participants) limits generalizability.
s002M02TP10,s002M02LI13,be_constrained_by,c102M02N22,c102M02N45,E,SIC 80 - Services (Health Services),"Action recognition uses traditional DTW, not deep learning, limiting accuracy and sensitivity."
s002M02EK01,s002M02TK04,translate_into,c103M01N04,c103M01N05,I,SIC 80 - Services (Health Services),participants read the institution's internal procedures about working with the robot... developing operators' understanding of the process and helping them acquiring the competencies
s002M02TK04,s002M02KH02,be_held_by,c103M01N05,c103M01N10,E,SIC 80 - Services (Health Services),"the experts who could, thanks to their advanced mastery of ICT in general, endorse the robot's use, and motivate their colleagues."
s002M02TK04,s002M02KH03,be_absorbed_by,c103M01N05,c103M01N11,E,SIC 80 - Services (Health Services),Knowledge improved from 57% pretraining to 77% to 76.6% (6M)
s002M02TK02,s002M02KH03,be_absorbed_by,c103M01N06,c103M01N11,I,SIC 80 - Services (Health Services),The trainer/trainee team was asked to prepare two bags of Ganciclovir... underwent a dose-banding exercise
s002M02EK03,s002M02TP10,be_transferred_by,c103M01N01,c103M01N14,E,SIC 80 - Services (Health Services),"For Knowing the manufacturing steps, cards with the steps were placed in the correct order."
s002M02EK01,s002M02TP10,be_transferred_by,c103M01N03,c103M01N14,E,SIC 80 - Services (Health Services),"For Knowing how to handle production errors, the answer to each error (taken from real-life issues) was selected from four options."
s002M02TK04,s002M02TP10,be_transferred_by,c103M01N05,c103M01N15,E,SIC 80 - Services (Health Services),"For the practical part, one team at a time (trainer/trainee) entered the cleanroom with the training pharmacist. Using an adapted version of the Peyton approach"
s002M02EK01,s002M02TP09,be_transferred_by,c103M01N04,c103M01N16,E,SIC 80 - Services (Health Services),"For the preparatory work, participants read the institution's internal procedures about working with the robot"
s002M02TP10,s002M02TE07,adopt,c103M01N14,c103M01N18,E,SIC 80 - Services (Health Services),Learning Designer®'s free online software was used to help build the training program.
s002M02TP09,s002M02TE07,adopt,c103M01N16,c103M01N19,E,SIC 80 - Services (Health Services),a mind map representing the training program's goals and the process for using the robot was created on Framindmap®.
s002M02TP10,s002M02OD05,depend_on,c103M01N15,c103M01N21,E,SIC 80 - Services (Health Services),Training took place during the afternoon with teams of trainer/trainee constituted according to the work schedule of the unit.
s002M02TP10,s002M02ED01,depend_on,c103M01N15,c103M01N22,E,SIC 80 - Services (Health Services),These skills are particularly important when preparing cytotoxic drugs in cleanrooms because the standards of quality expected in Good Manufacturing Practices must be ensured.
s002M02TP10,s002M02EK03,evaluate,c103M01N14,c103M01N01,E,SIC 80 - Services (Health Services),"During the debriefing, the two teams compared and discussed their answers."
s002M02TP10,s002M02TK04,evaluate,c103M01N15,c103M01N05,E,SIC 80 - Services (Health Services),The trainer can intervene at any time and give feedback
s002M02TP10,s002M02LI11,resolve,c103M01N15,c103M01N25,E,SIC 80 - Services (Health Services),This highly appreciated training program efficiently improved knowledge retention out to six months.
s002M02THR03,s002M02LI11,be_constrained_by,c103M01N13,c103M01N25,E,SIC 80 - Services (Health Services),"However, operator hiring and departures gradually led to disparities in their training and knowledge."
s002M02TP10,s002M02LI11,be_constrained_by,c103M01N14,c103M01N27,I,SIC 80 - Services (Health Services),but decreased to 70.4 at six months... The decrease in motivation and self-efficacy over time suggests that regular refresher sessions are necessary
s002M02TK04,s002M02LI11,be_difficult_to_capture_due_to,c103M01N05,c103M01N23,E,SIC 80 - Services (Health Services),"Complex technical use, downtime periods, and insufficient training caused a drop in motivation and disparities in operators' knowledge."
s002M02TK04,s002M02LI13,be_difficult_to_capture_due_to,c103M01N05,c103M01N24,E,SIC 80 - Services (Health Services),"Complex technical use, downtime periods, and insufficient training caused a drop in motivation and disparities in operators' knowledge."
s002M02TK04,s002M02KH01,be_held_by,c103M02N10,c103M02N15,E,SIC 80 - Services (Health Services),The general goal was 'helping them acquiring the competencies to manage the robot' held by operators.
s002M02TK10,s002M02KH01,be_held_by,c103M02N08,c103M02N15,E,SIC 80 - Services (Health Services),Motivation was measured on operators before and after training.
s002M02EK04,s002M02KH01,be_held_by,c103M02N06,c103M02N15,E,SIC 80 - Services (Health Services),The questionnaire on robot knowledge was answered by operators.
s002M02EK02,s002M02KH01,be_held_by,c103M01N02,c103M02N15,E,SIC 80 - Services (Health Services),Operators needed to know criteria for using the robot.
s002M02EK01,s002M02KH01,be_held_by,c103M01N03,c103M02N15,E,SIC 80 - Services (Health Services),Operators needed to know error handling procedures.
s002M02TK02,s002M02KH01,be_held_by,c103M02N11,c103M02N15,E,SIC 80 - Services (Health Services),Operators practiced reconstituting powder in the practical part.
s002M02TK04,s002M02KH03,be_held_by,c103M02N10,c103M02N17,E,SIC 80 - Services (Health Services),Trainees (low ICT) needed to acquire competencies.
s002M02KH01,s002M02TP10,participate_in,c103M02N15,c103M01N14,E,SIC 80 - Services (Health Services),14 operators participated in the game-based training program.
s002M02EK03,s002M02TP09,be_transferred_by,c103M01N01,c103M02N27,E,SIC 80 - Services (Health Services),Internal procedures were read as part of preparatory work.
s002M02TP10,s002M02OD07,depend_on,c103M01N14,c103M02N33,E,SIC 80 - Services (Health Services),Training is needed because maintaining adequate numbers of appropriately trained staff is difficult.
s002M02TP10,s002M02OD06,depend_on,c103M01N14,c103M02N34,E,SIC 80 - Services (Health Services),The program was designed to be a standardized training program.
s002M02TP10,s002M02LI01,mitigate,c103M01N14,c103M02N46,E,SIC 80 - Services (Health Services),"Knowledge remained high at 6 months (76.6%), mitigating the forgetting curve for knowledge, though motivation and self-efficacy decreased."
s002M02TP10,s002M02LI06,be_constrained_by,c103M01N14,c103M02N50,E,SIC 80 - Services (Health Services),Time-consuming preparation (>100 hours) is a practical limitation.
s002M02THR03,s002M02LI13,be_constrained_by,c103M01N13,c103M01N24,E,SIC 80 - Services (Health Services),Machine downtime was not addressed by conventional training.
s002M02TP10,s002M02EK01,evaluate,c103M02N25,c103M01N03,E,SIC 80 - Services (Health Services),The 'Who Wants to Be a Millionaire?' game tested error handling knowledge.
s002M02KH01,s002M02THR07,participate_in,c104M01N03,c104M01N07,E,SIC 80 - Services (Health Services),Verbal education was conducted by trained medical staff according to a unified education outline.
s002M02KH02,s002M02TP11,participate_in,c104M01N05,c104M01N08,E,SIC 80 - Services (Health Services),The physician voice cloning education group received patient education through cloning of the attending physician's voice.
