uuid,Title,tacit_knowledge_array,digital_technology_array,sector
a8456121-fcaa-40ec-b713-3710ec24e6b4,Are Educational Escape Rooms More Effective Than Traditional Lectures For Teaching Software Engineering? A Randomized Controlled Trial,[],"[{'digital_technology': 'educational escape room', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}]","{'sector_name': 'Educational Services', 'sector_id': 'SIC 82', 'sector_confidence': 'high'}"
08bc989f-d99f-4104-9e7f-50d88f951afe,Study Of Users’ Mind Perceptions And Responses To Generative Ai In Human-Ai Interaction Context,[],"[{'digital_technology': 'Generative AI', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}, {'digital_technology': 'ChatGPT', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}]","{'sector_name': 'Services (Business Services)', 'sector_id': 'SIC 73', 'sector_confidence': 'medium'}"
e77c5216-d5c2-4cb2-8905-1b0b7594d15e,Responsible Credit Risk Assessment With Machine Learning And Knowledge Acquisition,"[{'tacit_knowledge': 'human expertise in lending decisions', 'tacit_knowledge_normalized': 'Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)', 'tacit_knowledge_confidence': 'high'}]","[{'digital_technology': 'machine learning', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}, {'digital_technology': 'Ripple-Down Rules', 'digital_technology_normalized': 'Rule-Based, Decision, and Expert Systems'}]","{'sector_name': 'Finance, Insurance, And Real Estate (Nondepository Credit Institutions)', 'sector_id': 'SIC 61', 'sector_confidence': 'high'}"
c2695b5e-36de-47c1-a084-2c250d533a49,The Process Of Developing An Augmented Reality (Ar) Tool For Knowledge Translation On Climate Change-Related Experiences Among Youth In Kenya,[],"[{'digital_technology': 'Augmented Reality (AR)', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}]","{'sector_name': 'Services (Educational Services)', 'sector_id': 'SIC 82', 'sector_confidence': 'medium'}"
25bc8192-4a36-4cbd-b29f-6843b98ff9c1,Eni'S Play&Learn As A Learning Tool For Enhancing Hse Culture,"[{'tacit_knowledge': 'Health, Safety and Environment related information', 'tacit_knowledge_normalized': 'Cognitive tacit knowledge (Expert judgment)', 'tacit_knowledge_confidence': 'high'}, {'tacit_knowledge': 'Eni Safety and Environmental Golden Rules, and Process Safety Fundamentals', 'tacit_knowledge_normalized': 'Somatic tacit knowledge (Procedural know-how)', 'tacit_knowledge_confidence': 'high'}]","[{'digital_technology': 'gaming platform', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}, {'digital_technology': 'micro-learning tool', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}, {'digital_technology': 'leaderboard', 'digital_technology_normalized': 'Rule-Based, Decision, and Expert Systems'}]","{'sector_name': 'Petroleum Refining And Related Industries', 'sector_id': 'SIC 29', 'sector_confidence': 'high'}"
44b6c523-3ae2-4cac-8061-f9e6791c38ff,Can Ict-Enabled Knowledge Acquisition Bridge The Gap In Enhancing The Adoption Of Multipurpose Agroforestry Tree Species (Mpts) In Malawi?,"[{'tacit_knowledge': 'knowledge on the adoption of multipurpose tree species (MPTS)', 'tacit_knowledge_normalized': 'Cognitive tacit knowledge (Expert judgment)', 'tacit_knowledge_confidence': 'high'}]","[{'digital_technology': 'radio', 'digital_technology_normalized': 'Mobile, Social, and Communication Technologies'}, {'digital_technology': 'WhatsApp messenger', 'digital_technology_normalized': 'Mobile, Social, and Communication Technologies'}]","{'sector_name': 'Agriculture, Forestry, And Fishing', 'sector_id': 'SIC 01-09', 'sector_confidence': 'high'}"
87e53443-8761-4c75-9a8b-66711fa742cd,Research On The Construction Of Aerospace Quality Knowledge System And Proactive Services,"[{'tacit_knowledge': 'quality management information', 'tacit_knowledge_normalized': 'Cognitive tacit knowledge (Expert judgment)', 'tacit_knowledge_confidence': 'high'}]","[{'digital_technology': 'knowledge graph', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}, {'digital_technology': 'non-graph knowledge processing technology', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}, {'digital_technology': 'deep learning algorithm', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}]","{'sector_name': 'Transportation Equipment', 'sector_id': 'SIC 37', 'sector_confidence': 'high'}"
66df337b-5f7a-4eff-98cf-0a6d45bb4339,"The Mediating Effect Of Knowledge Acquisition On The Application Of Knowledge In Interactions: Perceptions Of Ease Of Use, Actual Use, And Behavioral Intentions In E-Learning Platforms",[],"[{'digital_technology': 'e-learning platforms', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}]","{'sector_name': 'Educational Services', 'sector_id': 'SIC 82', 'sector_confidence': 'high'}"
8ae69fe7-c20d-4d1b-a813-94328cfd2a5c,Knowledge Acquisition Model Of Mobile Payment Based On Automatic Summary Technology,[],"[{'digital_technology': 'Bi-directional Long Short-Term Memory (BiLSTM)', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}, {'digital_technology': 'Attention Mechanism', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}, {'digital_technology': 'Reinforcement Learning (RL)', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}, {'digital_technology': 'automatic summarization technology', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}, {'digital_technology': 'mobile payment', 'digital_technology_normalized': 'Mobile, Social, and Communication Technologies'}]","{'sector_name': 'Finance, Insurance, And Real Estate', 'sector_id': 'SIC 60-67', 'sector_confidence': 'medium'}"
027d0e8f-1697-4742-bec0-fa660e53fbd8,Towards Personalized Learning Environments: Using Machine Learning To Predict Students' Learning Preferences In A Mixed Reality Environment,[],"[{'digital_technology': 'machine learning', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}, {'digital_technology': 'mixed reality (MR)', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}, {'digital_technology': 'eye-tracking data', 'digital_technology_normalized': 'Imaging, Sensing, and Perception Technologies'}]","{'sector_name': 'Educational Services', 'sector_id': 'SIC 82', 'sector_confidence': 'high'}"
8b614b62-2e86-4920-8d9a-2c77db9977c5,"Understanding Knowledge Acquisition, Adaptive Strategies, Challenges, And Preservation Methods Among Traditional Fishermen In A Digital Age","[{'tacit_knowledge': 'ancestral wisdom and local expertise', 'tacit_knowledge_normalized': 'Somatic tacit knowledge (Experiential know-how)', 'tacit_knowledge_confidence': 'high'}, {'tacit_knowledge': 'oral traditions, apprenticeships, and modern tools', 'tacit_knowledge_normalized': 'Collective and relational tacit knowledge (Teamwork know-how)', 'tacit_knowledge_confidence': 'high'}]","[{'digital_technology': 'NVivo 12 software', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}]","{'sector_name': 'Agriculture, Forestry, And Fishing', 'sector_id': 'SIC 01-09', 'sector_confidence': 'high'}"
48d03fe1-0ccd-421e-8342-e7a089065b13,"Nexus Between Technological Capital, Organizational Structure And Knowledge Sharing In Organizational Restructuring Initiatives","[{'tacit_knowledge': 'technological skills institutionalized to build organizational technological capital', 'tacit_knowledge_normalized': 'Cognitive tacit knowledge (Expert judgment)', 'tacit_knowledge_confidence': 'high'}]",[],"{'sector_name': 'Services (Business Services)', 'sector_id': 'SIC 73', 'sector_confidence': 'medium'}"
537192a1-6018-459c-922d-dd692f67bcb8,The Future Of Petroleum Production Optimization: Automated Candidate Screening With Data Science Tools,"[{'tacit_knowledge': 'operational variables that involve production data, depth, tortuosity, economic evaluation, casing ID, production potential, rigless operations, downtime, and mechanical failures', 'tacit_knowledge_normalized': 'Somatic tacit knowledge (Operational know-how)', 'tacit_knowledge_confidence': 'high'}]","[{'digital_technology': 'state-of-the-art telemetry and communication systems', 'digital_technology_normalized': 'Cyber-Physical Systems, IoT, and Smart Environments'}, {'digital_technology': 'cloud-based platforms', 'digital_technology_normalized': 'Distributed, Secure, and Trust Technologies'}, {'digital_technology': 'collaborative Data Science platform', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}]","{'sector_name': 'Manufacturing (Petroleum Refining And Related Industries)', 'sector_id': 'SIC 29', 'sector_confidence': 'high'}"
530a8925-3a6e-4d37-b3aa-20193532dc62,The Role Of Internal Knowledge Management Capabilities With The Internet Of Things,[],"[{'digital_technology': 'Internet of Things', 'digital_technology_normalized': 'Cyber-Physical Systems, IoT, and Smart Environments'}]","{'sector_name': 'Services (Business Services)', 'sector_id': 'SIC 73', 'sector_confidence': 'medium'}"
5e298dcc-7fed-45cb-9f50-fe6b5e6726ee,What Is Left Unsaid: Ongoing Tacit Knowledge Loss From The Pandemic,"[{'tacit_knowledge': 'knowledge that resides in the heads of “knowers”', 'tacit_knowledge_normalized': 'Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)', 'tacit_knowledge_confidence': 'high'}]","[{'digital_technology': 'technology to resemble in-person working', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}]","{'sector_name': 'Services (Business Services)', 'sector_id': 'SIC 73', 'sector_confidence': 'medium'}"
83939f88-c479-4261-a25c-4d929d8ac33d,Digitalised Human Needs To Support Intra-Organisational Knowledge Sharing Among Knowledge Workers,[],"[{'digital_technology': 'information and communication technology (ICT) tools', 'digital_technology_normalized': 'Mobile, Social, and Communication Technologies'}]","{'sector_name': 'Services (Business Services)', 'sector_id': 'SIC 73', 'sector_confidence': 'medium'}"
051a4465-7bea-4f65-95c5-3594462e7753,Developing An Ethnobotanical Application With And For Ovahimba Communities,"[{'tacit_knowledge': 'ethnobotanical knowledge', 'tacit_knowledge_normalized': 'Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)', 'tacit_knowledge_confidence': 'high'}]","[{'digital_technology': 'mobile ethnographic app', 'digital_technology_normalized': 'Mobile, Social, and Communication Technologies'}]","{'sector_name': 'Services (Educational Services)', 'sector_id': 'SIC 82', 'sector_confidence': 'medium'}"
5c555088-4ecf-466e-aebf-9910dd205fd1,Co-Designing A Knowledge Management Tool For Educator Communities Of Practice,"[{'tacit_knowledge': 'practices as a community and any motivators and impediments to their community development', 'tacit_knowledge_normalized': 'Collective and relational tacit knowledge (Teamwork know-how, other)', 'tacit_knowledge_confidence': 'high'}]",[],"{'sector_name': 'Services (Educational Services)', 'sector_id': 'SIC 82', 'sector_confidence': 'high'}"
3a8369db-5800-4e1f-bbce-b4fe60ade684,I-Know: Revolutionizing Knowledge Management With Interactive Quizzes,"[{'tacit_knowledge': 'rules, regulations, and academic matters', 'tacit_knowledge_normalized': 'Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)', 'tacit_knowledge_confidence': 'high'}]","[{'digital_technology': 'website system', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}]","{'sector_name': 'Services (Educational Services)', 'sector_id': 'SIC 82', 'sector_confidence': 'high'}"
7e4a6f60-dfab-4405-83ca-57d26a8ecc6d,Virtual3R: A Virtual Collaborative Platform For Animal Experimentation,"[{'tacit_knowledge': 'basic technical procedures and gestures before engaging in real animal experimentation', 'tacit_knowledge_normalized': 'Somatic tacit knowledge (Procedural know-how)', 'tacit_knowledge_confidence': 'high'}]","[{'digital_technology': 'Virtual Reality (Virtual3R platform)', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}]","{'sector_name': 'Educational Services', 'sector_id': '82', 'sector_confidence': 'high'}"
6270e2ac-8562-402e-99cd-da101e9e1a98,Automation In Operations For Earth Bound Satellites - State Of The Art And Prospective,"[{'tacit_knowledge': 'huge amount of knowledge capital, done of people knowhow, system design and procedures', 'tacit_knowledge_normalized': 'Cognitive tacit knowledge (Expert judgment)', 'tacit_knowledge_confidence': 'medium'}]","[{'digital_technology': 'automation', 'digital_technology_normalized': 'Rule-Based, Decision, and Expert Systems'}, {'digital_technology': 'Artificial Intelligence support', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}]","{'sector_name': 'Communications', 'sector_id': '48', 'sector_confidence': 'high'}"
89b7b264-7b03-4f49-afee-7847ef0810ec,Knowledge Management Process And Worker’S Performance: Role Of Smart Technology And Training/ Skill Development,"[{'tacit_knowledge': 'knowledge sharing, knowledge acquisition and knowledge utilization', 'tacit_knowledge_normalized': 'Other(*)', 'tacit_knowledge_confidence': 'low'}]","[{'digital_technology': 'smart technologies', 'digital_technology_normalized': 'Cyber-Physical Systems, IoT, and Smart Environments'}]","{'sector_name': 'Health Services', 'sector_id': '80', 'sector_confidence': 'high'}"
5ed7b583-8cfd-4521-8ddd-b64e722c494f,Analysis Implementation Of Chatbots To Increase Knowledge Of Stunting Prevention In Indonesian Society With Bibliometric,"[{'tacit_knowledge': 'understanding how chatbots influence knowledge acquisition and behavior change in the context of stunting prevention', 'tacit_knowledge_normalized': 'Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)', 'tacit_knowledge_confidence': 'medium'}]","[{'digital_technology': 'chatbots', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}, {'digital_technology': 'information system', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}]","{'sector_name': 'Services (Health Services)', 'sector_id': 'SIC 80', 'sector_confidence': 'high'}"
aacbdecf-f108-472b-b4f9-b7feaaf380fd,Construction Of Gem Knowledge Graph Based On Large Language Model,"[{'tacit_knowledge': 'gemmological knowledge points are numerous and relatively isolated in storage, which is not conducive to practitioners and researchers to retrieve knowledge', 'tacit_knowledge_normalized': 'Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)', 'tacit_knowledge_confidence': 'high'}]","[{'digital_technology': 'knowledge graph', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}, {'digital_technology': 'Large language model (LLM)', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}]","{'sector_name': 'Manufacturing (Miscellaneous Manufacturing Industries)', 'sector_id': 'SIC 39', 'sector_confidence': 'medium'}"
f704bf94-e079-48df-9c3e-8dfc1919a5d3,"Integration Of 4D Bim, Ptd And Databases To Improve Ohs And Knowledge Management In Construction","[{'tacit_knowledge': 'precise identification of hazards and risks during the design stages, facilitating the implementation of appropriate control measures', 'tacit_knowledge_normalized': 'Adaptive tacit knowledge (Situational problem-solving, other)', 'tacit_knowledge_confidence': 'high'}, {'tacit_knowledge': 'promotes a proactive safety mindset by preventing risks from the design phase', 'tacit_knowledge_normalized': 'Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)', 'tacit_knowledge_confidence': 'high'}]","[{'digital_technology': 'Building Information Modelling (BIM)', 'digital_technology_normalized': 'Cyber-Physical Systems, IoT, and Smart Environments'}, {'digital_technology': 'centralized database', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}]","{'sector_name': 'Construction (Building Construction—General Contractors And Operative Builders)', 'sector_id': 'SIC 15', 'sector_confidence': 'high'}"
6a1287d9-d59c-4d7d-81cb-19ecab28eb3d,“Micro World–Exploring The Microbial Kingdom”: Design And Testing Of A Microbial Vr Science Product,[],"[{'digital_technology': 'virtual reality technology', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}]","{'sector_name': 'Educational Services', 'sector_id': 'SIC 82', 'sector_confidence': 'high'}"
c8a336ea-fe78-43f7-8cd1-293ed6e7d3dd,Fundamental Knowledge Acquisition By Using Wearable Sensor For “Keiroka” Of Construction Industry,"[{'tacit_knowledge': 'physical abilities and skills of each worker', 'tacit_knowledge_normalized': 'Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other)', 'tacit_knowledge_confidence': 'high'}]","[{'digital_technology': 'wearable sensors', 'digital_technology_normalized': 'Imaging, Sensing, and Perception Technologies'}]","{'sector_name': 'Construction (Building Construction—General Contractors And Operative Builders)', 'sector_id': 'SIC 15', 'sector_confidence': 'high'}"
97d1d2b6-582c-4670-bb25-c747102d1c2b,Knowledge Encapsulation And Application Based On Domain Knowledge Graph,"[{'tacit_knowledge': 'reusable professional knowledge services for designers', 'tacit_knowledge_normalized': 'Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)', 'tacit_knowledge_confidence': 'high'}]","[{'digital_technology': 'domain knowledge graph', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}, {'digital_technology': 'label clustering method', 'digital_technology_normalized': 'Rule-Based, Decision, and Expert Systems'}, {'digital_technology': 'intelligent information recommendation technology', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}]","{'sector_name': 'Manufacturing (Industrial And Commercial Machinery And Computer Equipment)', 'sector_id': 'SIC 35', 'sector_confidence': 'medium'}"
a1013785-c0b0-47b9-97e0-577d60350ee2,A Methodology For Selecting Optimal Knowledge Acquisition Through Analytic Hierarchy Process And Environment Parameters Impact,"[{'tacit_knowledge': 'different tacit and explicit knowledge are available, relating to resources, processes, and components', 'tacit_knowledge_normalized': 'Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)', 'tacit_knowledge_confidence': 'medium'}]",[],"{'sector_name': 'Manufacturing (Industrial And Commercial Machinery And Computer Equipment)', 'sector_id': 'SIC 35', 'sector_confidence': 'high'}"
6ad83ecf-396b-4890-ac04-6fab2cdf3ca8,Harnessing Virtual Reality For Management Training: A Longitudinal Study,"[{'tacit_knowledge': 'cognitive outcome and affective reaction of the training experience over time', 'tacit_knowledge_normalized': 'Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)', 'tacit_knowledge_confidence': 'medium'}]","[{'digital_technology': 'Virtual reality (VR) technologies', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}]","{'sector_name': 'Services (Business Services)', 'sector_id': 'SIC 73', 'sector_confidence': 'high'}"
704fe862-5e87-454f-9456-dfabf1093096,The Impact Of Technology On Patient Knowledge Acquisition And Retention Of Oral Hygiene Instructions And Associated Risks,"[{'tacit_knowledge': 'knowledge and perceptions of the risks associated with orthodontic treatment and oral hygiene instructions', 'tacit_knowledge_normalized': 'Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)', 'tacit_knowledge_confidence': 'medium'}]","[{'digital_technology': 'Augmented Reality (AR) technology', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}]","{'sector_name': 'Services (Health Services)', 'sector_id': 'SIC 80', 'sector_confidence': 'high'}"
58d7fa46-ac16-4d00-9a33-a8336998fb06,Extended Reality Model For Accessibility In Learning For Deaf And Hearing Students (Programming Logic Case),"[{'tacit_knowledge': 'information gathering, requirements analysis, user-centred design and video game programming, including the ludic and didactic', 'tacit_knowledge_normalized': 'Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)', 'tacit_knowledge_confidence': 'high'}]","[{'digital_technology': 'Extended Reality software', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}, {'digital_technology': 'mixed reality software prototype', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}]","{'sector_name': 'Educational Services', 'sector_id': 'SIC 82', 'sector_confidence': 'high'}"
a5da26a1-38ec-406b-b997-f7c6464ccea9,An Augmented Virtuality System Facilitating Learning Through Nature Walk,"[{'tacit_knowledge': 'natural gestures and body language, frames of reference for scale comparisons, and embodied cognition', 'tacit_knowledge_normalized': 'Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)', 'tacit_knowledge_confidence': 'high'}]","[{'digital_technology': 'Augmented Virtuality (AV) technologies', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}, {'digital_technology': 'content generation sensors', 'digital_technology_normalized': 'Imaging, Sensing, and Perception Technologies'}, {'digital_technology': 'Kinect sensor arrangements', 'digital_technology_normalized': 'Imaging, Sensing, and Perception Technologies'}]","{'sector_name': 'Educational Services', 'sector_id': 'SIC 82', 'sector_confidence': 'high'}"
6c8580c9-ae5f-4533-a451-d546f5bca59d,The Effect Of Reflection Through Educational Blogging On Students’ Learning Performance,"[{'tacit_knowledge': 'structured and interactive reflective thinking activities, integrating theoretical and practical aspects, active engagement in social collaborative learning', 'tacit_knowledge_normalized': 'Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)', 'tacit_knowledge_confidence': 'high'}]","[{'digital_technology': 'educational blogging environment', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}]","{'sector_name': 'Educational Services', 'sector_id': 'SIC 82', 'sector_confidence': 'high'}"
61d4676c-ee54-4f31-af21-fcfdb89c66ca,Analysis Of The Feasibility Of Immersive Virtualization In Technical Training,"[{'tacit_knowledge': 'practical application of training in an immersive environment', 'tacit_knowledge_normalized': 'Somatic tacit knowledge (Experiential know-how)', 'tacit_knowledge_confidence': 'high'}]","[{'digital_technology': 'immersive virtualization', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}]","{'sector_name': 'Services (Educational Services)', 'sector_id': 'SIC 82', 'sector_confidence': 'high'}"
6ac34ac3-4f5d-46eb-ae71-e2f5f51a0df9,"Treasure Hunt: The Quest For Knowledge By Hotel Employees In Dubai, Uae","[{'tacit_knowledge': 'proactive knowledge seeking', 'tacit_knowledge_normalized': 'Cognitive tacit knowledge (Expert judgment)', 'tacit_knowledge_confidence': 'medium'}]",[],"{'sector_name': 'Services (Hotels, Rooming Houses, Camps, And Other Lodging Places)', 'sector_id': 'SIC 70', 'sector_confidence': 'high'}"
4ff8aa49-5c76-4e9b-806a-8fc0de965e22,Padlet Mobile Training Model For Novice Omani Efl In-Service Teachers,"[{'tacit_knowledge': 'improved teaching skills and techniques through practical and reflective learning', 'tacit_knowledge_normalized': 'Somatic tacit knowledge (Procedural know-how)', 'tacit_knowledge_confidence': 'high'}]","[{'digital_technology': 'Padlet', 'digital_technology_normalized': 'Mobile, Social, and Communication Technologies'}]","{'sector_name': 'Services (Educational Services)', 'sector_id': 'SIC 82', 'sector_confidence': 'high'}"
5cae7710-4b52-44ef-a436-14747ceb709f,Knowledge Management System For Handcrafted Reog Ponorogo Products,"[{'tacit_knowledge': 'procurement of raw materials, production process, and marketing for Reog Ponorogo handicrafts', 'tacit_knowledge_normalized': 'Somatic tacit knowledge (Craft knowledge)', 'tacit_knowledge_confidence': 'high'}]","[{'digital_technology': 'Knowledge Management System (KMS)', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}]","{'sector_name': 'Manufacturing (Miscellaneous Manufacturing Industries)', 'sector_id': 'SIC 39', 'sector_confidence': 'medium'}"
1272fb09-b48d-4649-ad91-609b0c4f44b0,"Observe It, Draw It: Scaffolding Children'S Observations Of Plant Biodiversity With An Interactive Drawing Tool","[{'tacit_knowledge': 'observation and drawing skills for plant biodiversity', 'tacit_knowledge_normalized': 'Cognitive tacit knowledge (Observational know-how)', 'tacit_knowledge_confidence': 'high'}]","[{'digital_technology': 'Bio Sketchbook', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}]","{'sector_name': 'Services (Educational Services)', 'sector_id': 'SIC 82', 'sector_confidence': 'high'}"
e480e359-cee0-40a0-8771-2a2e9d1afa61,Learning Number Conversions Through Embodied Interactions,"[{'tacit_knowledge': 'conceptual knowledge learning and application through embodied interactions', 'tacit_knowledge_normalized': 'Cognitive tacit knowledge (Conceptual learning)', 'tacit_knowledge_confidence': 'high'}]","[{'digital_technology': 'Unity3D and Kinect V2', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}]","{'sector_name': 'Services (Educational Services)', 'sector_id': 'SIC 82', 'sector_confidence': 'high'}"
70b39243-9715-4123-9e29-e5d64482b074,The Process Of Manufacturers′ Leapfrog Servitization Transformation Based On Digital Technology: A Case Study Of Noblelift,"[{'tacit_knowledge': 'knowledge bricolage identification, knowledge scene transformation, and knowledge graph exploitation', 'tacit_knowledge_normalized': 'Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)', 'tacit_knowledge_confidence': 'high'}]","[{'digital_technology': 'digital technology', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}, {'digital_technology': 'data visualization precipitation', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}, {'digital_technology': 'service knowledge recognition', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}, {'digital_technology': 'business interconnection recombination', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}, {'digital_technology': 'technology affordance enhancement', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}, {'digital_technology': 'modular utilization of knowledge', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}]","{'sector_name': 'Manufacturing (Industrial And Commercial Machinery And Computer Equipment)', 'sector_id': 'SIC 35', 'sector_confidence': 'high'}"
cb05e46b-f3e4-4c4c-9842-3c97a861b223,The Electronic Application “Medapproc” For The Formative Evaluation In The Medical Internship,[],"[{'digital_technology': 'cell phones and electronic tablets', 'digital_technology_normalized': 'Mobile, Social, and Communication Technologies'}, {'digital_technology': 'mobile applications (Apps)', 'digital_technology_normalized': 'Mobile, Social, and Communication Technologies'}, {'digital_technology': 'electronic application “MedAPProc”', 'digital_technology_normalized': 'Mobile, Social, and Communication Technologies'}]","{'sector_name': 'Services (Health Services)', 'sector_id': 'SIC 80', 'sector_confidence': 'high'}"
68d286b0-54f9-48de-b73e-cd3b406d74d4,Procedural Knowledge Acquisition In A Second-Year Nursing Course. Effectiveness Of A Digital Video-Based Collaborative Learning-By-Design Activity Using Hypervideo,"[{'tacit_knowledge': 'procedural knowledge acquisition about urinary catheter insertion', 'tacit_knowledge_normalized': 'Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other)', 'tacit_knowledge_confidence': 'high'}]","[{'digital_technology': 'hypervideo authoring tool', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}, {'digital_technology': 'interactive video tools', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}]","{'sector_name': 'Services (Health Services)', 'sector_id': 'SIC 80', 'sector_confidence': 'high'}"
713206c8-8fde-4f90-b6eb-6851b156cdff,Using Augmented Reality To Improve Nutritional Educational For Type 1 Diabetic Children And Adolescents: Quantitative Study Of Patient Knowledge Retention,"[{'tacit_knowledge': 'Nutrition knowledge regarding carbohydrate counting', 'tacit_knowledge_normalized': 'Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)', 'tacit_knowledge_confidence': 'high'}]","[{'digital_technology': 'Augmented reality (AR)', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}]","{'sector_name': 'Health Services', 'sector_id': 'SIC 80', 'sector_confidence': 'high'}"
0d81a5ee-d3df-47fb-865e-39f68c10a515,"The Shifting Public Health Landscape And Virtual Learning Environment: The Effectiveness Of Practice-Based Teaching Delivered In-Person, Virtual, And Hybrid","[{'tacit_knowledge': 'Workforce readiness, problem-solving, leadership, and teamwork skills in public health', 'tacit_knowledge_normalized': 'Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)', 'tacit_knowledge_confidence': 'high'}]","[{'digital_technology': 'Virtual learning environment', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}]","{'sector_name': 'Educational Services', 'sector_id': 'SIC 82', 'sector_confidence': 'high'}"
05c083e0-65ea-449d-b327-ed871b887b18,Augmented Reality Inclusive Science Classrooms (Arisc) For Learning Science For Students With Physical Disability,"[{'tacit_knowledge': ""Knowledge of Dalton, Thompson, and Rutherford's Atomic Model"", 'tacit_knowledge_normalized': 'Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)', 'tacit_knowledge_confidence': 'high'}]","[{'digital_technology': 'Augmented Reality Inclusive Science Classrooms (ARISC)', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}]","{'sector_name': 'Educational Services', 'sector_id': 'SIC 82', 'sector_confidence': 'high'}"
