uuid,Title,tacit_knowledge_array,digital_technology_array,sector
66df337b-5f7a-4eff-98cf-0a6d45bb4339,"The Mediating Effect Of Knowledge Acquisition On The Application Of Knowledge In Interactions: Perceptions Of Ease Of Use, Actual Use, And Behavioral Intentions In E-Learning Platforms",[],"[{'digital_technology': 'e-learning platforms', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}, {'digital_technology': 'structural equation modeling (SEM)', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}]","{'sector_name': 'Services (Educational Services)', 'sector_id': 'SIC 82', 'sector_confidence': 'high'}"
8ae69fe7-c20d-4d1b-a813-94328cfd2a5c,Knowledge Acquisition Model Of Mobile Payment Based On Automatic Summary Technology,[],"[{'digital_technology': 'Automatic summarization technology', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}, {'digital_technology': 'Bi-directional Long Short-Term Memory (BiLSTM)', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}, {'digital_technology': 'Attention Mechanism', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}, {'digital_technology': 'Reinforcement Learning (RL)', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}]","{'sector_name': 'Finance, Insurance, And Real Estate (Security And Commodity Brokers, Dealers, Exchanges, And Services)', 'sector_id': 'SIC 62', 'sector_confidence': 'medium'}"
027d0e8f-1697-4742-bec0-fa660e53fbd8,Towards Personalized Learning Environments: Using Machine Learning To Predict Students' Learning Preferences In A Mixed Reality Environment,[],"[{'digital_technology': 'machine learning techniques', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}, {'digital_technology': 'mixed reality (MR)', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}, {'digital_technology': 'eye movement data', 'digital_technology_normalized': 'Imaging, Sensing, and Perception Technologies'}, {'digital_technology': 'eye-tracking data', 'digital_technology_normalized': 'Imaging, Sensing, and Perception Technologies'}, {'digital_technology': 'Ensemble classifier', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}, {'digital_technology': 'Neural Network', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}, {'digital_technology': 'K-Nearest Neighbors (KNN)', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}]","{'sector_name': 'Services (Educational Services)', 'sector_id': 'SIC 82', 'sector_confidence': 'high'}"
8b614b62-2e86-4920-8d9a-2c77db9977c5,"Understanding Knowledge Acquisition, Adaptive Strategies, Challenges, And Preservation Methods Among Traditional Fishermen In A Digital Age","[{'tacit_knowledge': 'ancestral wisdom and local expertise', 'tacit_knowledge_normalized': 'Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other)', 'tacit_knowledge_confidence': 'high'}, {'tacit_knowledge': 'oral traditions', 'tacit_knowledge_normalized': 'Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other)', 'tacit_knowledge_confidence': 'high'}, {'tacit_knowledge': 'apprenticeships', 'tacit_knowledge_normalized': 'Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other)', 'tacit_knowledge_confidence': 'high'}]","[{'digital_technology': 'NVivo 12 software', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}]","{'sector_name': 'Agriculture, Forestry, And Fishing', 'sector_id': 'SIC 01-09', 'sector_confidence': 'high'}"
48d03fe1-0ccd-421e-8342-e7a089065b13,"Nexus Between Technological Capital, Organizational Structure And Knowledge Sharing In Organizational Restructuring Initiatives",[],[],"{'sector_name': 'Services', 'sector_id': 'SIC 87', 'sector_confidence': 'medium'}"
537192a1-6018-459c-922d-dd692f67bcb8,The Future Of Petroleum Production Optimization: Automated Candidate Screening With Data Science Tools,[],"[{'digital_technology': 'telemetry and communication systems', 'digital_technology_normalized': 'Cyber-Physical Systems, IoT, and Smart Environments'}, {'digital_technology': 'cloud-based platforms', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}, {'digital_technology': 'Data Science', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}]","{'sector_name': 'Petroleum Refining And Related Industries', 'sector_id': 'SIC 29', 'sector_confidence': 'high'}"
530a8925-3a6e-4d37-b3aa-20193532dc62,The Role Of Internal Knowledge Management Capabilities With The Internet Of Things,[],"[{'digital_technology': 'Internet of Things', 'digital_technology_normalized': 'Cyber-Physical Systems, IoT, and Smart Environments'}]","{'sector_name': 'Services (Engineering, Accounting, Research, Management, And Related Services)', 'sector_id': 'SIC 87', 'sector_confidence': 'high'}"
5e298dcc-7fed-45cb-9f50-fe6b5e6726ee,What Is Left Unsaid: Ongoing Tacit Knowledge Loss From The Pandemic,"[{'tacit_knowledge': 'tacit knowledge (knowledge that resides in the heads of “knowers”)', 'tacit_knowledge_normalized': 'Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)', 'tacit_knowledge_confidence': 'high'}]",[],"{'sector_name': 'Services (Business Services)', 'sector_id': 'SIC 73', 'sector_confidence': 'high'}"
83939f88-c479-4261-a25c-4d929d8ac33d,Digitalised Human Needs To Support Intra-Organisational Knowledge Sharing Among Knowledge Workers,[],"[{'digital_technology': 'Rasch Model', 'digital_technology_normalized': 'Others(*)'}, {'digital_technology': 'structural equation modelling (SEM)', 'digital_technology_normalized': 'Others(*)'}, {'digital_technology': 'web applications', 'digital_technology_normalized': 'Mobile, Social, and Communication Technologies'}, {'digital_technology': 'mobile applications', 'digital_technology_normalized': 'Mobile, Social, and Communication Technologies'}, {'digital_technology': 'desktop applications', 'digital_technology_normalized': 'Mobile, Social, and Communication Technologies'}]","{'sector_name': 'Services (Engineering, Accounting, Research, Management, And Related Services)', 'sector_id': 'SIC 87', 'sector_confidence': 'high'}"
051a4465-7bea-4f65-95c5-3594462e7753,Developing An Ethnobotanical Application With And For Ovahimba Communities,"[{'tacit_knowledge': 'traditional plant knowledge', 'tacit_knowledge_normalized': 'Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other)', 'tacit_knowledge_confidence': 'high'}]","[{'digital_technology': 'mobile ethnographic app', 'digital_technology_normalized': 'Mobile, Social, and Communication Technologies'}]","{'sector_name': 'Agriculture, Forestry, And Fishing', 'sector_id': 'SIC 01-09', 'sector_confidence': 'medium'}"
5c555088-4ecf-466e-aebf-9910dd205fd1,Co-Designing A Knowledge Management Tool For Educator Communities Of Practice,[],[],"{'sector_name': 'Educational Services', 'sector_id': 'SIC 82', 'sector_confidence': 'high'}"
3a8369db-5800-4e1f-bbce-b4fe60ade684,I-Know: Revolutionizing Knowledge Management With Interactive Quizzes,[],"[{'digital_technology': 'PHP', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}, {'digital_technology': 'HTML', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}, {'digital_technology': 'CSS', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}, {'digital_technology': 'Javascript', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}, {'digital_technology': 'MySQL', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}, {'digital_technology': 'phpMyAdmin', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}]","{'sector_name': 'Educational Services', 'sector_id': 'SIC 82', 'sector_confidence': 'high'}"
7e4a6f60-dfab-4405-83ca-57d26a8ecc6d,Virtual3R: A Virtual Collaborative Platform For Animal Experimentation,"[{'tacit_knowledge': 'basic technical procedures and gestures before engaging in real animal experimentation', 'tacit_knowledge_normalized': 'Somatic tacit knowledge (Procedural know-how, other)', 'tacit_knowledge_confidence': 'high'}]","[{'digital_technology': 'Virtual Reality', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}]","{'sector_name': 'Services (Educational Services)', 'sector_id': 'SIC 82', 'sector_confidence': 'high'}"
6270e2ac-8562-402e-99cd-da101e9e1a98,Automation In Operations For Earth Bound Satellites - State Of The Art And Prospective,"[{'tacit_knowledge': 'people knowhow, system design and procedures', 'tacit_knowledge_normalized': 'Somatic tacit knowledge (Operational know-how, other)', 'tacit_knowledge_confidence': 'medium'}]","[{'digital_technology': 'Artificial Intelligence', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}]","{'sector_name': 'Transportation, Communications, Electric, Gas, And Sanitary Services (Communications)', 'sector_id': 'SIC 48', 'sector_confidence': 'medium'}"
89b7b264-7b03-4f49-afee-7847ef0810ec,Knowledge Management Process And Worker’S Performance: Role Of Smart Technology And Training/ Skill Development,[],"[{'digital_technology': 'Smart technologies', 'digital_technology_normalized': 'Others(*)'}]","{'sector_name': 'Services (Health Services)', 'sector_id': 'SIC 80', 'sector_confidence': 'high'}"
5ed7b583-8cfd-4521-8ddd-b64e722c494f,Analysis Implementation Of Chatbots To Increase Knowledge Of Stunting Prevention In Indonesian Society With Bibliometric,"[{'tacit_knowledge': 'understanding how chatbots influence knowledge acquisition and behavior change in the context of stunting prevention', 'tacit_knowledge_normalized': 'Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)', 'tacit_knowledge_confidence': 'medium'}]","[{'digital_technology': 'AI', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}, {'digital_technology': 'chatbots', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}]","{'sector_name': 'Health Services', 'sector_id': 'SIC 80', 'sector_confidence': 'high'}"
aacbdecf-f108-472b-b4f9-b7feaaf380fd,Construction Of Gem Knowledge Graph Based On Large Language Model,[],"[{'digital_technology': 'Large language model', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}, {'digital_technology': 'knowledge graph', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}]","{'sector_name': 'Miscellaneous Manufacturing Industries', 'sector_id': 'SIC 39', 'sector_confidence': 'low'}"
f704bf94-e079-48df-9c3e-8dfc1919a5d3,"Integration Of 4D Bim, Ptd And Databases To Improve Ohs And Knowledge Management In Construction",[],"[{'digital_technology': 'Building Information Modelling (BIM)', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}, {'digital_technology': 'Safety and Health Management (SHM) models', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}, {'digital_technology': 'Prevention through Design (PtD)', 'digital_technology_normalized': 'Rule-Based, Decision, and Expert Systems'}, {'digital_technology': 'centralized database', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}]","{'sector_name': 'Building Construction—General Contractors And Operative Builders', 'sector_id': 'SIC 15', 'sector_confidence': 'high'}"
6a1287d9-d59c-4d7d-81cb-19ecab28eb3d,“Micro World–Exploring The Microbial Kingdom”: Design And Testing Of A Microbial Vr Science Product,[],"[{'digital_technology': 'virtual reality technology', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}, {'digital_technology': 'User Experience Questionnaire (UEQ)', 'digital_technology_normalized': 'Others(*)'}, {'digital_technology': 'Student Education of Educational Quality (SEEQ)', 'digital_technology_normalized': 'Others(*)'}]","{'sector_name': 'Services (Educational Services)', 'sector_id': 'SIC 82', 'sector_confidence': 'high'}"
c8a336ea-fe78-43f7-8cd1-293ed6e7d3dd,Fundamental Knowledge Acquisition By Using Wearable Sensor For “Keiroka” Of Construction Industry,[],"[{'digital_technology': 'wearable sensors', 'digital_technology_normalized': 'Imaging, Sensing, and Perception Technologies'}]","{'sector_name': 'Construction (Building Construction—General Contractors And Operative Builders)', 'sector_id': 'SIC 15', 'sector_confidence': 'high'}"
97d1d2b6-582c-4670-bb25-c747102d1c2b,Knowledge Encapsulation And Application Based On Domain Knowledge Graph,[],"[{'digital_technology': 'domain knowledge graph', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}, {'digital_technology': 'knowledge encapsulation technology', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}, {'digital_technology': 'standardized knowledge service platform', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}, {'digital_technology': 'label clustering method', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}, {'digital_technology': 'intelligent information recommendation technology', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}]","{'sector_name': 'Services (Engineering, Accounting, Research, Management, And Related Services)', 'sector_id': 'SIC 87', 'sector_confidence': 'high'}"
a1013785-c0b0-47b9-97e0-577d60350ee2,A Methodology For Selecting Optimal Knowledge Acquisition Through Analytic Hierarchy Process And Environment Parameters Impact,"[{'tacit_knowledge': 'tacit and explicit knowledge relating to resources, processes, and components', 'tacit_knowledge_normalized': 'Other(*)', 'tacit_knowledge_confidence': 'medium'}, {'tacit_knowledge': 'knowledge relating to manually operated assembly and maintenance operations', 'tacit_knowledge_normalized': 'Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other)', 'tacit_knowledge_confidence': 'high'}]",[],"{'sector_name': 'Manufacturing (Miscellaneous Manufacturing Industries)', 'sector_id': 'SIC 39', 'sector_confidence': 'medium'}"
6ad83ecf-396b-4890-ac04-6fab2cdf3ca8,Harnessing Virtual Reality For Management Training: A Longitudinal Study,[],"[{'digital_technology': 'Virtual reality (VR)', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}]","{'sector_name': 'Services (Engineering, Accounting, Research, Management, And Related Services)', 'sector_id': 'SIC 87', 'sector_confidence': 'high'}"
704fe862-5e87-454f-9456-dfabf1093096,The Impact Of Technology On Patient Knowledge Acquisition And Retention Of Oral Hygiene Instructions And Associated Risks,[],"[{'digital_technology': 'Augmented Reality (AR)', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}]","{'sector_name': 'Services (Health Services)', 'sector_id': 'SIC 80', 'sector_confidence': 'high'}"
58d7fa46-ac16-4d00-9a33-a8336998fb06,Extended Reality Model For Accessibility In Learning For Deaf And Hearing Students (Programming Logic Case),"[{'tacit_knowledge': 'user-centred design', 'tacit_knowledge_normalized': 'Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other)', 'tacit_knowledge_confidence': 'medium'}, {'tacit_knowledge': 'video game programming, including the ludic and didactic', 'tacit_knowledge_normalized': 'Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other)', 'tacit_knowledge_confidence': 'medium'}]","[{'digital_technology': 'Extended Reality software', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}, {'digital_technology': 'mixed reality software', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}]","{'sector_name': 'Services (Educational Services)', 'sector_id': 'SIC 82', 'sector_confidence': 'high'}"
a5da26a1-38ec-406b-b997-f7c6464ccea9,An Augmented Virtuality System Facilitating Learning Through Nature Walk,[],"[{'digital_technology': 'Augmented Virtuality (AV)', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}, {'digital_technology': 'photorealistic avatars', 'digital_technology_normalized': 'Imaging, Sensing, and Perception Technologies'}, {'digital_technology': 'content generation sensors', 'digital_technology_normalized': 'Imaging, Sensing, and Perception Technologies'}, {'digital_technology': 'Kinect sensor arrangements', 'digital_technology_normalized': 'Imaging, Sensing, and Perception Technologies'}]","{'sector_name': 'Services (Educational Services)', 'sector_id': 'SIC 82', 'sector_confidence': 'high'}"
6c8580c9-ae5f-4533-a451-d546f5bca59d,The Effect Of Reflection Through Educational Blogging On Students’ Learning Performance,"[{'tacit_knowledge': 'reflective thinking activities', 'tacit_knowledge_normalized': 'Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)', 'tacit_knowledge_confidence': 'medium'}]","[{'digital_technology': 'blogging technology', 'digital_technology_normalized': 'Mobile, Social, and Communication Technologies'}]","{'sector_name': 'Services (Educational Services)', 'sector_id': 'SIC 82', 'sector_confidence': 'high'}"
61d4676c-ee54-4f31-af21-fcfdb89c66ca,Analysis Of The Feasibility Of Immersive Virtualization In Technical Training,"[{'tacit_knowledge': 'procedural know-how in immersive training', 'tacit_knowledge_normalized': 'Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other)', 'tacit_knowledge_confidence': 'medium'}]","[{'digital_technology': 'immersive virtualization', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}]","{'sector_name': 'Services (Engineering, Accounting, Research, Management, And Related Services)', 'sector_id': 'SIC 87', 'sector_confidence': 'medium'}"
6ac34ac3-4f5d-46eb-ae71-e2f5f51a0df9,"Treasure Hunt: The Quest For Knowledge By Hotel Employees In Dubai, Uae",[],"[{'digital_technology': 'technology-enabled microlearning practices', 'digital_technology_normalized': 'Mobile, Social, and Communication Technologies'}]","{'sector_name': 'Services (Hotels, Rooming Houses, Camps, And Other Lodging Places)', 'sector_id': 'SIC 70', 'sector_confidence': 'high'}"
4ff8aa49-5c76-4e9b-806a-8fc0de965e22,Padlet Mobile Training Model For Novice Omani Efl In-Service Teachers,"[{'tacit_knowledge': 'teaching methods resulting in improved teaching skills and techniques', 'tacit_knowledge_normalized': 'Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other)', 'tacit_knowledge_confidence': 'medium'}]","[{'digital_technology': 'Padlet', 'digital_technology_normalized': 'Mobile, Social, and Communication Technologies'}, {'digital_technology': 'mobile learning', 'digital_technology_normalized': 'Mobile, Social, and Communication Technologies'}]","{'sector_name': 'Services (Educational Services)', 'sector_id': 'SIC 82', 'sector_confidence': 'high'}"
5cae7710-4b52-44ef-a436-14747ceb709f,Knowledge Management System For Handcrafted Reog Ponorogo Products,"[{'tacit_knowledge': 'craft knowledge concerning MSME Products in Reog Ponorogo Handicrafts', 'tacit_knowledge_normalized': 'Somatic tacit knowledge (Craft knowledge, Operational know-how, other)', 'tacit_knowledge_confidence': 'high'}]","[{'digital_technology': 'Knowledge Management System (KMS)', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}, {'digital_technology': 'Knowledge Management System Life Cycle (KMSLC)', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}]","{'sector_name': 'Miscellaneous Manufacturing Industries', 'sector_id': 'SIC 39', 'sector_confidence': 'medium'}"
1272fb09-b48d-4649-ad91-609b0c4f44b0,"Observe It, Draw It: Scaffolding Children'S Observations Of Plant Biodiversity With An Interactive Drawing Tool",[],"[{'digital_technology': 'Bio Sketchbook', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}, {'digital_technology': 'digital magnifier', 'digital_technology_normalized': 'Imaging, Sensing, and Perception Technologies'}]","{'sector_name': 'Educational Services', 'sector_id': 'SIC 82', 'sector_confidence': 'high'}"
e480e359-cee0-40a0-8771-2a2e9d1afa61,Learning Number Conversions Through Embodied Interactions,[],"[{'digital_technology': 'Unity3D', 'digital_technology_normalized': 'Others(*)'}, {'digital_technology': 'Kinect V2', 'digital_technology_normalized': 'Imaging, Sensing, and Perception Technologies'}]","{'sector_name': 'Educational Services', 'sector_id': 'SIC 82', 'sector_confidence': 'high'}"
70b39243-9715-4123-9e29-e5d64482b074,The Process Of Manufacturers′ Leapfrog Servitization Transformation Based On Digital Technology: A Case Study Of Noblelift,"[{'tacit_knowledge': 'knowledge bricolage identification', 'tacit_knowledge_normalized': 'Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)', 'tacit_knowledge_confidence': 'medium'}, {'tacit_knowledge': 'knowledge scene transformation', 'tacit_knowledge_normalized': 'Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)', 'tacit_knowledge_confidence': 'medium'}, {'tacit_knowledge': 'knowledge graph exploitation', 'tacit_knowledge_normalized': 'Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)', 'tacit_knowledge_confidence': 'medium'}]","[{'digital_technology': 'digital technology', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}, {'digital_technology': 'data visualization precipitation', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}, {'digital_technology': 'service knowledge recognition', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}, {'digital_technology': 'business interconnection recombination', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}, {'digital_technology': 'technology affordance enhancement', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}, {'digital_technology': 'modular utilization of knowledge', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}]","{'sector_name': 'Industrial And Commercial Machinery And Computer Equipment', 'sector_id': 'SIC 35', 'sector_confidence': 'high'}"
cb05e46b-f3e4-4c4c-9842-3c97a861b223,The Electronic Application “Medapproc” For The Formative Evaluation In The Medical Internship,[],"[{'digital_technology': 'mobile applications (Apps)', 'digital_technology_normalized': 'Mobile, Social, and Communication Technologies'}]","{'sector_name': 'Health Services', 'sector_id': 'SIC 80', 'sector_confidence': 'high'}"
68d286b0-54f9-48de-b73e-cd3b406d74d4,Procedural Knowledge Acquisition In A Second-Year Nursing Course. Effectiveness Of A Digital Video-Based Collaborative Learning-By-Design Activity Using Hypervideo,"[{'tacit_knowledge': 'urinary catheter insertion', 'tacit_knowledge_normalized': 'Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other)', 'tacit_knowledge_confidence': 'high'}]","[{'digital_technology': 'hypervideo authoring tool', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}, {'digital_technology': 'interactive video tools', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}]","{'sector_name': 'Health Services', 'sector_id': 'SIC 80', 'sector_confidence': 'high'}"
713206c8-8fde-4f90-b6eb-6851b156cdff,Using Augmented Reality To Improve Nutritional Educational For Type 1 Diabetic Children And Adolescents: Quantitative Study Of Patient Knowledge Retention,"[{'tacit_knowledge': 'Carbohydrate dietary choices', 'tacit_knowledge_normalized': 'Somatic tacit knowledge (Procedural know-how, other)', 'tacit_knowledge_confidence': 'high'}]","[{'digital_technology': 'augmented reality (AR)', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}]","{'sector_name': 'Services (Health Services)', 'sector_id': 'SIC 80', 'sector_confidence': 'high'}"
0d81a5ee-d3df-47fb-865e-39f68c10a515,"The Shifting Public Health Landscape And Virtual Learning Environment: The Effectiveness Of Practice-Based Teaching Delivered In-Person, Virtual, And Hybrid","[{'tacit_knowledge': 'problem-solving, leadership, and teamwork', 'tacit_knowledge_normalized': 'Collective and relational tacit knowledge (Teamwork know-how, other)', 'tacit_knowledge_confidence': 'high'}]","[{'digital_technology': 'virtual learning', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}, {'digital_technology': 'practice-based teaching (PBT)', 'digital_technology_normalized': 'Others(*)'}]","{'sector_name': 'Services (Educational Services)', 'sector_id': 'SIC 82', 'sector_confidence': 'high'}"
05c083e0-65ea-449d-b327-ed871b887b18,Augmented Reality Inclusive Science Classrooms (Arisc) For Learning Science For Students With Physical Disability,"[{'tacit_knowledge': 'defining and labeling science vocabulary', 'tacit_knowledge_normalized': 'Cognitive tacit knowledge (Expert judgment, other)', 'tacit_knowledge_confidence': 'high'}]","[{'digital_technology': 'Augmented Reality Inclusive Science Classrooms (ARISC)', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}]","{'sector_name': 'Services (Educational Services)', 'sector_id': 'SIC 82', 'sector_confidence': 'high'}"
279ed709-a0db-4774-a22b-7549c1e3a82e,The Impact Of Digital Technology Innovation Network Embedding On Firms’ Innovation Performance: The Role Of Knowledge Acquisition And Digital Transformation,"[{'tacit_knowledge': 'tacit knowledge', 'tacit_knowledge_normalized': 'Other(*)', 'tacit_knowledge_confidence': 'medium'}]","[{'digital_technology': 'digital technology', 'digital_technology_normalized': 'Others(*)'}]","{'sector_name': 'Nonclassifiable Establishments', 'sector_id': 'SIC 99', 'sector_confidence': 'low'}"
ebdb3190-bd7a-45f2-ae38-e3861d2efe9c,An Adaptive Methodology For The Improvement Of Knowledge Acquisition By A Multimedia Web Tool*,[],"[{'digital_technology': 'EventSourcc technologies', 'digital_technology_normalized': 'Others(*)'}, {'digital_technology': 'predictive algorithm', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}]","{'sector_name': 'Educational Services', 'sector_id': 'SIC 82', 'sector_confidence': 'high'}"
33a5462e-b6dc-4af9-a1cc-6eba2475d008,Developing Firm Capabilities To Utilise Social Media For The Fuzzy Front End Of Innovation,[],"[{'digital_technology': 'social media', 'digital_technology_normalized': 'Mobile, Social, and Communication Technologies'}]","{'sector_name': 'Manufacturing', 'sector_id': 'SIC 20', 'sector_confidence': 'medium'}"
2efa6573-7555-4be7-96a0-2cbb8ecff155,Immersive Virtual Reality Training For Excavation Safety And Hazard Identification,"[{'tacit_knowledge': 'excavation safety and hazard identification know-how', 'tacit_knowledge_normalized': 'Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other)', 'tacit_knowledge_confidence': 'high'}]","[{'digital_technology': 'Virtual reality (VR)', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}]","{'sector_name': 'Construction (Building Construction—General Contractors And Operative Builders)', 'sector_id': 'SIC 15', 'sector_confidence': 'high'}"
e787273e-c3ee-4ba0-bede-b50ab4631f9f,C-Ival: A Longitudinal Study Of Knowledge Retention And Technology Acceptance In Collaborative Virtual Reality-Based Medical Education,"[{'tacit_knowledge': 'understanding complex three-dimensional anatomical structures', 'tacit_knowledge_normalized': 'Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other)', 'tacit_knowledge_confidence': 'high'}]","[{'digital_technology': 'Collaborative Immersive Virtual Anatomy Laboratory (C-IVAL)', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}, {'digital_technology': 'Immersive Virtual Anatomy Laboratory (IVAL)', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}]","{'sector_name': 'Services (Health Services)', 'sector_id': 'SIC 80', 'sector_confidence': 'high'}"
797d2c3e-43ed-49f9-aab5-e595b84f0db1,Mitigating The Impact Of Tacit Knowledge Loss In South African Explosives Manufacturing: A Knowledge Management Perspective,"[{'tacit_knowledge': 'specialized expertise critical for operational efficiency and safety in explosives manufacturing', 'tacit_knowledge_normalized': 'Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other)', 'tacit_knowledge_confidence': 'high'}]",[],"{'sector_name': 'Manufacturing (Chemicals And Allied Products)', 'sector_id': 'SIC 28', 'sector_confidence': 'high'}"
4d1ae83f-d868-491a-9b13-cdb1e58f856e,Knowledge Retention Through Cognitive Support Technology (Cst) In The Manufacturing Industry: A Process Inventory,"[{'tacit_knowledge': 'mental rotation for 3D images', 'tacit_knowledge_normalized': 'Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)', 'tacit_knowledge_confidence': 'high'}, {'tacit_knowledge': 'operating manufacturing processes', 'tacit_knowledge_normalized': 'Somatic tacit knowledge (Operational know-how, other)', 'tacit_knowledge_confidence': 'medium'}]","[{'digital_technology': 'Augmented Reality', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}, {'digital_technology': 'Cognitive Support Technology', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}]","{'sector_name': 'Manufacturing (Miscellaneous Manufacturing Industries)', 'sector_id': 'SIC 39', 'sector_confidence': 'high'}"
