uuid,Title,tacit_knowledge_array,digital_technology_array,sector,tacit_taxonomy,digital_taxonomy,sector_taxonomy
6270e2ac-8562-402e-99cd-da101e9e1a98,Automation In Operations For Earth Bound Satellites - State Of The Art And Prospective,"[{""tacit_knowledge"": ""people knowhow, system design and procedures for satellite operations"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment)"", ""tacit_knowledge_confidence"": ""high""}, {""tacit_knowledge"": ""people knowhow, system design and procedures"", ""tacit_knowledge_normalized"": ""Somatic tacit knowledge (Operational know-how, other)"", ""tacit_knowledge_confidence"": ""medium""}, {""tacit_knowledge"": ""huge amount of knowledge capital, done of people knowhow, system design and procedures"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment)"", ""tacit_knowledge_confidence"": ""medium""}]","[{""digital_technology"": ""Artificial Intelligence"", ""digital_technology_normalized"": ""Artificial Intelligence and Intelligent Computation""}, {""digital_technology"": ""automation"", ""digital_technology_normalized"": ""Rule-Based, Decision, and Expert Systems""}, {""digital_technology"": ""Artificial Intelligence support"", ""digital_technology_normalized"": ""Artificial Intelligence and Intelligent Computation""}]","[{""sector_name"": ""Transportation, Communications, Electric, Gas, And Sanitary Services (Communications)"", ""sector_id"": ""SIC 48"", ""sector_confidence"": ""high""}, {""sector_name"": ""Transportation, Communications, Electric, Gas, And Sanitary Services (Communications)"", ""sector_id"": ""SIC 48"", ""sector_confidence"": ""medium""}, {""sector_name"": ""Communications"", ""sector_id"": ""48"", ""sector_confidence"": ""high""}]","[""Cognitive tacit knowledge"",""Somatic tacit knowledge""]","[""Artificial Intelligence and Intelligent Computation"", ""Rule-Based, Decision, and Expert Systems""]",["48"]
89b7b264-7b03-4f49-afee-7847ef0810ec,Knowledge Management Process And Worker’S Performance: Role Of Smart Technology And Training/ Skill Development,"[{""tacit_knowledge"": ""knowledge sharing, knowledge acquisition and knowledge utilization"", ""tacit_knowledge_normalized"": ""Other(*)"", ""tacit_knowledge_confidence"": ""low""}]","[{""digital_technology"": ""smart technologies"", ""digital_technology_normalized"": ""Cyber-Physical Systems, IoT, and Smart Environments""}, {""digital_technology"": ""Smart technologies"", ""digital_technology_normalized"": ""Others(*)""}]","[{""sector_name"": ""Services (Health Services)"", ""sector_id"": ""SIC 80"", ""sector_confidence"": ""high""}, {""sector_name"": ""Health Services"", ""sector_id"": ""80"", ""sector_confidence"": ""high""}]",["Other"],"[""Cyber-Physical Systems, IoT, and Smart Environments"", ""Others(*)""]",["80"]
5ed7b583-8cfd-4521-8ddd-b64e722c494f,Analysis Implementation Of Chatbots To Increase Knowledge Of Stunting Prevention In Indonesian Society With Bibliometric,"[{""tacit_knowledge"": ""understanding how chatbots influence knowledge acquisition and behavior change in the context of stunting prevention"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""medium""}]","[{""digital_technology"": ""Chatbots"", ""digital_technology_normalized"": ""Artificial Intelligence and Intelligent Computation""}, {""digital_technology"": ""website/mobile application information system"", ""digital_technology_normalized"": ""Mobile, Social, and Communication Technologies""}, {""digital_technology"": ""central database"", ""digital_technology_normalized"": ""Data, Information, and Knowledge Systems""}, {""digital_technology"": ""AI"", ""digital_technology_normalized"": ""Artificial Intelligence and Intelligent Computation""}, {""digital_technology"": ""chatbots"", ""digital_technology_normalized"": ""Artificial Intelligence and Intelligent Computation""}, {""digital_technology"": ""information system"", ""digital_technology_normalized"": ""Data, Information, and Knowledge Systems""}]","[{""sector_name"": ""Services (Health Services)"", ""sector_id"": ""SIC 80"", ""sector_confidence"": ""high""}, {""sector_name"": ""Health Services"", ""sector_id"": ""SIC 80"", ""sector_confidence"": ""high""}]",["Cognitive tacit knowledge"],"[""Artificial Intelligence and Intelligent Computation"", ""Mobile, Social, and Communication Technologies"", ""Data, Information, and Knowledge Systems""]",["80"]
aacbdecf-f108-472b-b4f9-b7feaaf380fd,Construction Of Gem Knowledge Graph Based On Large Language Model,"[{""tacit_knowledge"": ""gemmological knowledge points are numerous and relatively isolated in storage, which is not conducive to practitioners and researchers to retrieve knowledge"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""high""}]","[{""digital_technology"": ""Large language model (LLM)"", ""digital_technology_normalized"": ""Artificial Intelligence and Intelligent Computation""}, {""digital_technology"": ""knowledge graph"", ""digital_technology_normalized"": ""Data, Information, and Knowledge Systems""}, {""digital_technology"": ""Large language model"", ""digital_technology_normalized"": ""Artificial Intelligence and Intelligent Computation""}]","[{""sector_name"": ""Manufacturing (Miscellaneous Manufacturing Industries)"", ""sector_id"": ""SIC 39"", ""sector_confidence"": ""medium""}, {""sector_name"": ""Miscellaneous Manufacturing Industries"", ""sector_id"": ""SIC 39"", ""sector_confidence"": ""low""}]",["Cognitive tacit knowledge"],"[""Artificial Intelligence and Intelligent Computation"", ""Data, Information, and Knowledge Systems""]",["39"]
f704bf94-e079-48df-9c3e-8dfc1919a5d3,"Integration Of 4D Bim, Ptd And Databases To Improve Ohs And Knowledge Management In Construction","[{""tacit_knowledge"": ""knowledge retention and lessons learned from previous projects to foster continuous improvement in safety"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""high""}, {""tacit_knowledge"": ""precise identification of hazards and risks during the design stages, facilitating the implementation of appropriate control measures"", ""tacit_knowledge_normalized"": ""Adaptive tacit knowledge (Situational problem-solving, other)"", ""tacit_knowledge_confidence"": ""high""}, {""tacit_knowledge"": ""promotes a proactive safety mindset by preventing risks from the design phase"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""high""}]","[{""digital_technology"": ""Building Information Modelling (BIM)"", ""digital_technology_normalized"": ""Data, Information, and Knowledge Systems""}, {""digital_technology"": ""centralized database"", ""digital_technology_normalized"": ""Data, Information, and Knowledge Systems""}, {""digital_technology"": ""4D BIM"", ""digital_technology_normalized"": ""Data, Information, and Knowledge Systems""}, {""digital_technology"": ""Safety and Health Management (SHM) models"", ""digital_technology_normalized"": ""Data, Information, and Knowledge Systems""}, {""digital_technology"": ""Prevention through Design (PtD)"", ""digital_technology_normalized"": ""Rule-Based, Decision, and Expert Systems""}, {""digital_technology"": ""Building Information Modelling (BIM)"", ""digital_technology_normalized"": ""Cyber-Physical Systems, IoT, and Smart Environments""}]","[{""sector_name"": ""Construction (Building Construction—General Contractors And Operative Builders)"", ""sector_id"": ""SIC 15"", ""sector_confidence"": ""high""}, {""sector_name"": ""Building Construction—General Contractors And Operative Builders"", ""sector_id"": ""SIC 15"", ""sector_confidence"": ""high""}]","[""Cognitive tacit knowledge"",""Adaptive tacit knowledge""]","[""Data, Information, and Knowledge Systems"", ""Rule-Based, Decision, and Expert Systems"", ""Cyber-Physical Systems, IoT, and Smart Environments""]",["15"]
6a1287d9-d59c-4d7d-81cb-19ecab28eb3d,“Micro World–Exploring The Microbial Kingdom”: Design And Testing Of A Microbial Vr Science Product,[],[],[],[],[],[]
c8a336ea-fe78-43f7-8cd1-293ed6e7d3dd,Fundamental Knowledge Acquisition By Using Wearable Sensor For “Keiroka” Of Construction Industry,"[{""tacit_knowledge"": ""physical abilities and skills of each worker"", ""tacit_knowledge_normalized"": ""Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other)"", ""tacit_knowledge_confidence"": ""high""}]","[{""digital_technology"": ""wearable sensors"", ""digital_technology_normalized"": ""Imaging, Sensing, and Perception Technologies""}, {""digital_technology"": ""power-assistive suits"", ""digital_technology_normalized"": ""Cyber-Physical Systems, IoT, and Smart Environments""}, {""digital_technology"": ""work support robots"", ""digital_technology_normalized"": ""Cyber-Physical Systems, IoT, and Smart Environments""}]","[{""sector_name"": ""Construction (Building Construction—General Contractors And Operative Builders)"", ""sector_id"": ""SIC 15"", ""sector_confidence"": ""high""}]",["Somatic tacit knowledge"],"[""Imaging, Sensing, and Perception Technologies"", ""Cyber-Physical Systems, IoT, and Smart Environments""]",["15"]
97d1d2b6-582c-4670-bb25-c747102d1c2b,Knowledge Encapsulation And Application Based On Domain Knowledge Graph,"[{""tacit_knowledge"": ""reusable professional knowledge services for designers"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""high""}]","[{""digital_technology"": ""domain knowledge graph"", ""digital_technology_normalized"": ""Data, Information, and Knowledge Systems""}, {""digital_technology"": ""label clustering method"", ""digital_technology_normalized"": ""Artificial Intelligence and Intelligent Computation""}, {""digital_technology"": ""intelligent information recommendation technology"", ""digital_technology_normalized"": ""Artificial Intelligence and Intelligent Computation""}, {""digital_technology"": ""knowledge encapsulation technology"", ""digital_technology_normalized"": ""Data, Information, and Knowledge Systems""}, {""digital_technology"": ""standardized knowledge service platform"", ""digital_technology_normalized"": ""Data, Information, and Knowledge Systems""}, {""digital_technology"": ""label clustering method"", ""digital_technology_normalized"": ""Rule-Based, Decision, and Expert Systems""}]","[{""sector_name"": ""Manufacturing (Transportation Equipment)"", ""sector_id"": ""SIC 37"", ""sector_confidence"": ""medium""}, {""sector_name"": ""Services (Engineering, Accounting, Research, Management, And Related Services)"", ""sector_id"": ""SIC 87"", ""sector_confidence"": ""high""}, {""sector_name"": ""Manufacturing (Industrial And Commercial Machinery And Computer Equipment)"", ""sector_id"": ""SIC 35"", ""sector_confidence"": ""medium""}]",["Cognitive tacit knowledge"],"[""Data, Information, and Knowledge Systems"", ""Artificial Intelligence and Intelligent Computation"", ""Rule-Based, Decision, and Expert Systems""]","[""37"", ""87"", ""35""]"
a1013785-c0b0-47b9-97e0-577d60350ee2,A Methodology For Selecting Optimal Knowledge Acquisition Through Analytic Hierarchy Process And Environment Parameters Impact,"[{""tacit_knowledge"": ""knowledge relating to resources, processes, and components, which is usually not digitised"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""medium""}, {""tacit_knowledge"": ""knowledge from manually operated assembly and maintenance operations"", ""tacit_knowledge_normalized"": ""Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other)"", ""tacit_knowledge_confidence"": ""high""}, {""tacit_knowledge"": ""tacit and explicit knowledge relating to resources, processes, and components"", ""tacit_knowledge_normalized"": ""Other(*)"", ""tacit_knowledge_confidence"": ""medium""}, {""tacit_knowledge"": ""knowledge relating to manually operated assembly and maintenance operations"", ""tacit_knowledge_normalized"": ""Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other)"", ""tacit_knowledge_confidence"": ""high""}, {""tacit_knowledge"": ""different tacit and explicit knowledge are available, relating to resources, processes, and components"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""medium""}]","[{""digital_technology"": ""Analytic Hierarchy Process (AHP)"", ""digital_technology_normalized"": ""Rule-Based, Decision, and Expert Systems""}]","[{""sector_name"": ""Manufacturing (Industrial And Commercial Machinery And Computer Equipment)"", ""sector_id"": ""SIC 35"", ""sector_confidence"": ""medium""}, {""sector_name"": ""Manufacturing (Miscellaneous Manufacturing Industries)"", ""sector_id"": ""SIC 39"", ""sector_confidence"": ""medium""}, {""sector_name"": ""Manufacturing (Industrial And Commercial Machinery And Computer Equipment)"", ""sector_id"": ""SIC 35"", ""sector_confidence"": ""high""}]","[""Cognitive tacit knowledge"",""Somatic tacit knowledge"",""Other""]","[""Rule-Based, Decision, and Expert Systems""]","[""35"", ""39""]"
6ad83ecf-396b-4890-ac04-6fab2cdf3ca8,Harnessing Virtual Reality For Management Training: A Longitudinal Study,"[{""tacit_knowledge"": ""management training knowledge retained through embodied training"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""medium""}, {""tacit_knowledge"": ""cognitive outcome and affective reaction of the training experience over time"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""medium""}]","[{""digital_technology"": ""Virtual reality (VR)"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}, {""digital_technology"": ""Virtual reality (VR) technologies"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}]","[{""sector_name"": ""Services (Educational Services)"", ""sector_id"": ""SIC 82"", ""sector_confidence"": ""high""}, {""sector_name"": ""Services (Engineering, Accounting, Research, Management, And Related Services)"", ""sector_id"": ""SIC 87"", ""sector_confidence"": ""high""}, {""sector_name"": ""Services (Business Services)"", ""sector_id"": ""SIC 73"", ""sector_confidence"": ""high""}]",["Cognitive tacit knowledge"],["Human–Computer Interaction and Immersive Technologies"],"[""82"", ""87"", ""73""]"
704fe862-5e87-454f-9456-dfabf1093096,The Impact Of Technology On Patient Knowledge Acquisition And Retention Of Oral Hygiene Instructions And Associated Risks,"[{""tacit_knowledge"": ""knowledge of oral hygiene instructions and risks associated with orthodontic treatment"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""high""}, {""tacit_knowledge"": ""knowledge and perceptions of the risks associated with orthodontic treatment and oral hygiene instructions"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""medium""}]","[{""digital_technology"": ""Augmented Reality (AR)"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}, {""digital_technology"": ""Augmented Reality (AR) technology"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}]","[{""sector_name"": ""Services (Health Services)"", ""sector_id"": ""SIC 80"", ""sector_confidence"": ""high""}]",["Cognitive tacit knowledge"],["Human–Computer Interaction and Immersive Technologies"],["80"]
58d7fa46-ac16-4d00-9a33-a8336998fb06,Extended Reality Model For Accessibility In Learning For Deaf And Hearing Students (Programming Logic Case),"[{""tacit_knowledge"": ""The development process does not take into account accessibility, universal design and inclusion, especially for the deaf student community."", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment)"", ""tacit_knowledge_confidence"": ""medium""}, {""tacit_knowledge"": ""user-centred design"", ""tacit_knowledge_normalized"": ""Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other)"", ""tacit_knowledge_confidence"": ""medium""}, {""tacit_knowledge"": ""video game programming, including the ludic and didactic"", ""tacit_knowledge_normalized"": ""Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other)"", ""tacit_knowledge_confidence"": ""medium""}, {""tacit_knowledge"": ""information gathering, requirements analysis, user-centred design and video game programming, including the ludic and didactic"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""high""}]","[{""digital_technology"": ""Extended Reality"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}, {""digital_technology"": ""mixed reality software prototype"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}, {""digital_technology"": ""Extended Reality software"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}, {""digital_technology"": ""mixed reality software"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}]","[{""sector_name"": ""Services (Educational Services)"", ""sector_id"": ""SIC 82"", ""sector_confidence"": ""high""}, {""sector_name"": ""Educational Services"", ""sector_id"": ""SIC 82"", ""sector_confidence"": ""high""}]","[""Cognitive tacit knowledge"",""Somatic tacit knowledge"",""Cognitive tacit knowledge""]",["Human–Computer Interaction and Immersive Technologies"],["82"]
a5da26a1-38ec-406b-b997-f7c6464ccea9,An Augmented Virtuality System Facilitating Learning Through Nature Walk,"[{""tacit_knowledge"": ""The rear-only sensor condition altered participant behavior and caused some participants to prioritize completing the educational tour quickly over correctly identifying trees and their features on the tour."", ""tacit_knowledge_normalized"": ""Adaptive tacit knowledge (Situational problem-solving)"", ""tacit_knowledge_confidence"": ""high""}, {""tacit_knowledge"": ""natural gestures and body language, frames of reference for scale comparisons, and embodied cognition"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""high""}]","[{""digital_technology"": ""Augmented Virtuality (AV)"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}, {""digital_technology"": ""Kinect sensor"", ""digital_technology_normalized"": ""Imaging, Sensing, and Perception Technologies""}, {""digital_technology"": ""photorealistic avatars"", ""digital_technology_normalized"": ""Imaging, Sensing, and Perception Technologies""}, {""digital_technology"": ""content generation sensors"", ""digital_technology_normalized"": ""Imaging, Sensing, and Perception Technologies""}, {""digital_technology"": ""Kinect sensor arrangements"", ""digital_technology_normalized"": ""Imaging, Sensing, and Perception Technologies""}, {""digital_technology"": ""Augmented Virtuality (AV) technologies"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}]","[{""sector_name"": ""Services (Educational Services)"", ""sector_id"": ""SIC 82"", ""sector_confidence"": ""high""}, {""sector_name"": ""Educational Services"", ""sector_id"": ""SIC 82"", ""sector_confidence"": ""high""}]","[""Adaptive tacit knowledge"",""Cognitive tacit knowledge""]","[""Human–Computer Interaction and Immersive Technologies"", ""Imaging, Sensing, and Perception Technologies""]",["82"]
6c8580c9-ae5f-4533-a451-d546f5bca59d,The Effect Of Reflection Through Educational Blogging On Students’ Learning Performance,"[{""tacit_knowledge"": ""Students are not able to transfer the newly acquired knowledge through experience into a new situation."", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment)"", ""tacit_knowledge_confidence"": ""medium""}, {""tacit_knowledge"": ""reflective thinking activities"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""medium""}, {""tacit_knowledge"": ""structured and interactive reflective thinking activities, integrating theoretical and practical aspects, active engagement in social collaborative learning"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""high""}]","[{""digital_technology"": ""educational blogging"", ""digital_technology_normalized"": ""Mobile, Social, and Communication Technologies""}, {""digital_technology"": ""blogging technology"", ""digital_technology_normalized"": ""Mobile, Social, and Communication Technologies""}, {""digital_technology"": ""educational blogging environment"", ""digital_technology_normalized"": ""Data, Information, and Knowledge Systems""}]","[{""sector_name"": ""Services (Educational Services)"", ""sector_id"": ""SIC 82"", ""sector_confidence"": ""high""}, {""sector_name"": ""Educational Services"", ""sector_id"": ""SIC 82"", ""sector_confidence"": ""high""}]","[""Cognitive tacit knowledge"",""Cognitive tacit knowledge""]","[""Mobile, Social, and Communication Technologies"", ""Data, Information, and Knowledge Systems""]",["82"]
61d4676c-ee54-4f31-af21-fcfdb89c66ca,Analysis Of The Feasibility Of Immersive Virtualization In Technical Training,"[{""tacit_knowledge"": ""Knowledge of regulatory standards for technical training in industrial settings"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""medium""}, {""tacit_knowledge"": ""procedural know-how in immersive training"", ""tacit_knowledge_normalized"": ""Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other)"", ""tacit_knowledge_confidence"": ""medium""}, {""tacit_knowledge"": ""practical application of training in an immersive environment"", ""tacit_knowledge_normalized"": ""Somatic tacit knowledge (Experiential know-how)"", ""tacit_knowledge_confidence"": ""high""}]","[{""digital_technology"": ""immersive virtualization"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}]","[{""sector_name"": ""Manufacturing (Industrial And Commercial Machinery And Computer Equipment)"", ""sector_id"": ""SIC 35"", ""sector_confidence"": ""medium""}, {""sector_name"": ""Services (Engineering, Accounting, Research, Management, And Related Services)"", ""sector_id"": ""SIC 87"", ""sector_confidence"": ""medium""}, {""sector_name"": ""Services (Educational Services)"", ""sector_id"": ""SIC 82"", ""sector_confidence"": ""high""}]","[""Cognitive tacit knowledge"",""Somatic tacit knowledge""]",["Human–Computer Interaction and Immersive Technologies"],"[""35"", ""87"", ""82""]"
6ac34ac3-4f5d-46eb-ae71-e2f5f51a0df9,"Treasure Hunt: The Quest For Knowledge By Hotel Employees In Dubai, Uae","[{""tacit_knowledge"": ""Proactive knowledge seeking attitudes and behaviors of hotel employees"", ""tacit_knowledge_normalized"": ""Adaptive tacit knowledge (Situational problem-solving, other)"", ""tacit_knowledge_confidence"": ""medium""}, {""tacit_knowledge"": ""proactive knowledge seeking"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment)"", ""tacit_knowledge_confidence"": ""medium""}]","[{""digital_technology"": ""technology-enabled microlearning practices"", ""digital_technology_normalized"": ""Mobile, Social, and Communication Technologies""}]","[{""sector_name"": ""Services (Hotels, Rooming Houses, Camps, And Other Lodging Places)"", ""sector_id"": ""SIC 70"", ""sector_confidence"": ""high""}]","[""Adaptive tacit knowledge"",""Cognitive tacit knowledge""]","[""Mobile, Social, and Communication Technologies""]",["70"]
4ff8aa49-5c76-4e9b-806a-8fc0de965e22,Padlet Mobile Training Model For Novice Omani Efl In-Service Teachers,"[{""tacit_knowledge"": ""Teaching methods and techniques for improved teaching skills"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""medium""}, {""tacit_knowledge"": ""teaching methods resulting in improved teaching skills and techniques"", ""tacit_knowledge_normalized"": ""Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other)"", ""tacit_knowledge_confidence"": ""medium""}, {""tacit_knowledge"": ""improved teaching skills and techniques through practical and reflective learning"", ""tacit_knowledge_normalized"": ""Somatic tacit knowledge (Procedural know-how)"", ""tacit_knowledge_confidence"": ""high""}]","[{""digital_technology"": ""Padlet"", ""digital_technology_normalized"": ""Mobile, Social, and Communication Technologies""}, {""digital_technology"": ""mobile learning"", ""digital_technology_normalized"": ""Mobile, Social, and Communication Technologies""}]","[{""sector_name"": ""Services (Educational Services)"", ""sector_id"": ""SIC 82"", ""sector_confidence"": ""high""}]","[""Cognitive tacit knowledge"",""Somatic tacit knowledge"",""Somatic tacit knowledge""]","[""Mobile, Social, and Communication Technologies""]",["82"]
5cae7710-4b52-44ef-a436-14747ceb709f,Knowledge Management System For Handcrafted Reog Ponorogo Products,"[{""tacit_knowledge"": ""Artisans' knowledge of Reog Ponorogo handicraft production, including raw material procurement, production processes, and marketing, which is not governed by a comprehensive information management system."", ""tacit_knowledge_normalized"": ""Somatic tacit knowledge (Craft knowledge)"", ""tacit_knowledge_confidence"": ""medium""}, {""tacit_knowledge"": ""craft knowledge concerning MSME Products in Reog Ponorogo Handicrafts"", ""tacit_knowledge_normalized"": ""Somatic tacit knowledge (Craft knowledge, Operational know-how, other)"", ""tacit_knowledge_confidence"": ""high""}, {""tacit_knowledge"": ""procurement of raw materials, production process, and marketing for Reog Ponorogo handicrafts"", ""tacit_knowledge_normalized"": ""Somatic tacit knowledge (Craft knowledge)"", ""tacit_knowledge_confidence"": ""high""}]","[{""digital_technology"": ""Knowledge Management System (KMS)"", ""digital_technology_normalized"": ""Data, Information, and Knowledge Systems""}, {""digital_technology"": ""Knowledge Management System Life Cycle (KMSLC)"", ""digital_technology_normalized"": ""Data, Information, and Knowledge Systems""}]","[{""sector_name"": ""Manufacturing (Miscellaneous Manufacturing Industries)"", ""sector_id"": ""SIC 39"", ""sector_confidence"": ""medium""}, {""sector_name"": ""Miscellaneous Manufacturing Industries"", ""sector_id"": ""SIC 39"", ""sector_confidence"": ""medium""}]","[""Somatic tacit knowledge"",""Somatic tacit knowledge""]","[""Data, Information, and Knowledge Systems""]",["39"]
1272fb09-b48d-4649-ad91-609b0c4f44b0,"Observe It, Draw It: Scaffolding Children'S Observations Of Plant Biodiversity With An Interactive Drawing Tool","[{""tacit_knowledge"": ""Children's observation and drawing skills for documenting plant biodiversity."", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment)"", ""tacit_knowledge_confidence"": ""medium""}, {""tacit_knowledge"": ""observation and drawing skills for plant biodiversity"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Observational know-how)"", ""tacit_knowledge_confidence"": ""high""}]","[{""digital_technology"": ""Bio Sketchbook"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}, {""digital_technology"": ""digital magnifier"", ""digital_technology_normalized"": ""Imaging, Sensing, and Perception Technologies""}]","[{""sector_name"": ""Services (Educational Services)"", ""sector_id"": ""SIC 82"", ""sector_confidence"": ""high""}, {""sector_name"": ""Educational Services"", ""sector_id"": ""SIC 82"", ""sector_confidence"": ""high""}]","[""Cognitive tacit knowledge"",""Cognitive tacit knowledge""]","[""Human–Computer Interaction and Immersive Technologies"", ""Imaging, Sensing, and Perception Technologies""]",["82"]
e480e359-cee0-40a0-8771-2a2e9d1afa61,Learning Number Conversions Through Embodied Interactions,"[{""tacit_knowledge"": ""conceptual knowledge learning and application through embodied interactions"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Conceptual learning)"", ""tacit_knowledge_confidence"": ""high""}]","[{""digital_technology"": ""Unity3D"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}, {""digital_technology"": ""Kinect V2"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}, {""digital_technology"": ""Unity3D"", ""digital_technology_normalized"": ""Others(*)""}, {""digital_technology"": ""Kinect V2"", ""digital_technology_normalized"": ""Imaging, Sensing, and Perception Technologies""}, {""digital_technology"": ""Unity3D and Kinect V2"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}]","[{""sector_name"": ""Services (Educational Services)"", ""sector_id"": ""SIC 82"", ""sector_confidence"": ""high""}, {""sector_name"": ""Educational Services"", ""sector_id"": ""SIC 82"", ""sector_confidence"": ""high""}]",["Cognitive tacit knowledge"],"[""Human–Computer Interaction and Immersive Technologies"", ""Others(*)"", ""Imaging, Sensing, and Perception Technologies""]",["82"]
