sub_category_id,sub_category,node_id,node_name,evidence_statement,adjust_sub_category_id,adjust_sub_category
"EK02","Codified Descriptive Knowledge","c222M01N10","osteosarcoma knowledge graph (OSKG)","The resulting OSKG contains 6,633 entities and 96,035 inter-entity relationships.","EK02","Codified Descriptive Knowledge"
"EK06","Codified Evaluative Knowledge","c222M01N11","literature-sourced osteosarcoma gold-standard answers","Correct answers for the 100 evaluation questions were sourced from relevant literature.","EK06","Codified Evaluative Knowledge"
"EK01","Codified Normative Knowledge","c222M01N42","unified osteosarcoma text-annotation specification","Domain experts contributed to formulating a unified specification to analyze and comprehend the text more fully.","EK01","Codified Normative Knowledge"
"EK03","Codified Procedural Knowledge","c222M02N05","BIO Sequence Annotation Scheme","The BIO annotation system is a widely utilized markup scheme in the field of sequence annotation","EK03","Codified Procedural Knowledge"
"EK02","Codified Descriptive Knowledge","c222M02N08","KEGG Biological Pathway Database","existing ontologies and knowledge bases (e.g., Gene Ontology, GeneCards, KEGG, DrugBank, etc.) were employed","EK02","Codified Descriptive Knowledge"
"EK02","Codified Descriptive Knowledge","c222M02N10","BioBERT Osteosarcoma Entity-Relation Training Dataset","The labeled entity data was then fed into the model, and during the training process, the model learned to map the input text to the corresponding entity labels","EK02","Codified Descriptive Knowledge"
"EK07","Codified Outcome Knowledge","c222M02N11","BioBERT OSKG Entity Recognition Accuracy (98.09%)","The final overall prediction accuracy of the entities reached 98.09%","EK07","Codified Outcome Knowledge"
"EK07","Codified Outcome Knowledge","c222M02N13","KGQA System Osteosarcoma Q&A Accuracy Scores","KGQA responses were significantly higher than those of the other 3 groups of LLM in terms of clinical, genetic, cellular, and signaling pathways","EK07","Codified Outcome Knowledge"
"EK02","Codified Descriptive Knowledge","c224M01N01","COPD self-management knowledge","The MOOC was developed around self-management of COPD, and participant knowledge in the clinical area of COPD was assessed before and after training.","EK02","Codified Descriptive Knowledge"
"EK06","Codified Evaluative Knowledge","c224M01N06","COPD knowledge assessment items","Knowledge was assessed with 29 multiple-choice questions and 24 true-or-false statements concerning COPD.","EK06","Codified Evaluative Knowledge"
"EK06","Codified Evaluative Knowledge","c224M02N10","Pre-Test COPD Assessment Items","The level of knowledge was assessed using a set of items, including 29 multiple-choice questions and 24 true or false statements.","EK06","Codified Evaluative Knowledge"
"EK04","Codified Explanatory Knowledge","c224M02N17","Knowles' Adult Learning Andragogical Framework","This study used the Adult Learning Theory of Malcolm Knowles (1913-1997), since for effective learning, adult nurses have to perceive the usefulness of the knowledge.","EK04","Codified Explanatory Knowledge"
"EK07","Codified Outcome Knowledge","c224M02N24","Course Completion Rate Metric","157 successfully achieved an evaluation score exceeding 50% thereby qualifying for a certificate... completion rate was 93.45%.","EK07","Codified Outcome Knowledge"
"EK01","Codified Normative Knowledge","c225M02N02","MKN Directive No. 20 national disaster management policy","""national policy, management system, and disaster aid known as MKN Directive No. 20""","EK01","Codified Normative Knowledge"
"EK01","Codified Normative Knowledge","c225M02N03","NADMA No. 1 national disaster management policy","""recently upgraded to NADMA No. 1""","EK01","Codified Normative Knowledge"
"EK02","Codified Descriptive Knowledge","c227M01N01","wait time data","The Registry contained data about patient wait times, normally updated daily and automatically extracted from electronic medical records.","EK02","Codified Descriptive Knowledge"
"EK02","Codified Descriptive Knowledge","c227M01N02","manually extracted wait time information","Before the Registry, wait-time information was extracted and reported manually to contractors.","EK02","Codified Descriptive Knowledge"
"EK01","Codified Normative Knowledge","c227M01N03","wait time guarantee standards","Interpreting results required standards including strategic goals, measures, formal agreements, and thresholds for acceptable wait times.","EK01","Codified Normative Knowledge"
"EK02","Codified Descriptive Knowledge","c227M02N01","Registry wait time statistics","The data in the Registry were, with few exceptions, updated daily and automatically extracted from the electronic medical records.","EK02","Codified Descriptive Knowledge"
"EK01","Codified Normative Knowledge","c227M02N02","80% compliance threshold for care guarantee","According to formal agreements, economic sanctions would be applied to large care providers if fewer than 80% of the patients received care within the wait time guarantee.","EK01","Codified Normative Knowledge"
"EK02","Codified Descriptive Knowledge","c227M02N03","Registry-generated aggregated reports","Data were published in an aggregated format and made accessible to patients, displayed through digital interfaces searchable through web browsers.","EK02","Codified Descriptive Knowledge"
"EK01","Codified Normative Knowledge","c227M02N04","Regional formal compliance contracts","According to formal agreements, economic sanctions would be applied to large care providers if fewer than 80% of the patients received care within the wait time guarantee.","EK01","Codified Normative Knowledge"
"EK09","Ambiguous Explicit Knowledge(*)","c227M02N05","Patient appointment invitation materials","A care manager was asked to remove the phone number from patient information material by the care guarantee unit personnel because they could not deal with the large number of patients who needed their assistance.","EK09","Ambiguous Explicit Knowledge(*)"
