sub_category_id,sub_category,node_id,node_name,evidence_statement,adjust_sub_category_id,adjust_sub_category
"LI01","Individual Knowledge and Memory Decay","c011M01N35","Forgetting curve","The Wilcoxon signed-rank test indicates that the knowledge level of both groups decreased significantly after 4-5 weeks. After 4-5 weeks, both groups of people have significantly forgotten the knowledge they have learned.","LI01","Individual Knowledge and Memory Decay"
"LI03","Human Physiological, Cognitive-Capacity and Demographic Constraints","c011M02N37","Expertise reversal effect","multimedia presentations that are effective for low-knowledge learners can lose their effectiveness for more knowledgeable learners and vice versa (expertise reversal effect)","LI03","Human Physiological, Cognitive-Capacity and Demographic Constraints"
"LI04","Instructional Design, Delivery, Assessment and Transfer Shortcomings","c011M02N38","Limited to declarative knowledge only","the training objective of this paper is restricted to the declarative knowledge of personal protection before entering a confined space. Therefore, the rationale behind the selection of protective equipment, referred to as explanatory knowledge, was not included.","LI04","Instructional Design, Delivery, Assessment and Transfer Shortcomings"
"LI08","Time, Staffing, Expertise, Scheduling and Workload Constraints","c011M02N39","Need for human instructional oversight","our PF VR training system minimizes the need for human instructional oversight, adding another layer of cost-effectiveness","LI08","Time, Staffing, Expertise, Scheduling and Workload Constraints"
"LI10","Knowledge Continuity, Documentation, Governance, Privacy and Security","c012M01N37","Context-dependent and difficult-to-articulate knowledge","Tacit knowledge was described as intuitive, context-dependent, and difficult to articulate or transfer.","LI10","Knowledge Continuity, Documentation, Governance, Privacy and Security"
"LI10","Knowledge Continuity, Documentation, Governance, Privacy and Security","c012M01N38","Inadequate capture of contextual and interpersonal dynamics","Formal project documents inadequately captured context and interpersonal dynamics.","LI10","Knowledge Continuity, Documentation, Governance, Privacy and Security"
"LI10","Knowledge Continuity, Documentation, Governance, Privacy and Security","c012M01N39","Temporary and dispersing project teams","Temporary teams disbanded after projects and dispersed experiential knowledge.","LI10","Knowledge Continuity, Documentation, Governance, Privacy and Security"
"LI10","Knowledge Continuity, Documentation, Governance, Privacy and Security","c012M01N40","Retirement-related knowledge loss","The consultancy faced imminent loss of expertise from senior-engineer retirements.","LI10","Knowledge Continuity, Documentation, Governance, Privacy and Security"
"LI09","Organizational Culture, Leadership and Adoption Barriers","c012M01N41","Knowledge-hoarding and reluctance to share","Implementation encountered hoarding, competition, and reluctance toward open knowledge sharing.","LI09","Organizational Culture, Leadership and Adoption Barriers"
"LI08","Time, Staffing, Expertise, Scheduling and Workload Constraints","c012M01N42","Limited scalability of mentoring","Mentoring and apprenticeship were beneficial but limited in scalability, standardization, and organizational retention.","LI08","Time, Staffing, Expertise, Scheduling and Workload Constraints"
"LI08","Time, Staffing, Expertise, Scheduling and Workload Constraints","c012M01N43","Time-intensive facilitation and curation","Workshops and narrative analysis were time-intensive and could constrain scalability.","LI08","Time, Staffing, Expertise, Scheduling and Workload Constraints"
"LI10","Knowledge Continuity, Documentation, Governance, Privacy and Security","c012M01N44","Privacy, consent, and sensitivity concerns","Sensitive stories required consent, opt-outs, anonymization, restricted access, and support pathways.","LI10","Knowledge Continuity, Documentation, Governance, Privacy and Security"
"LI13","Research Design, Measurement and Validation Flaws","c012M01N45","Surface-level interview information","Structured interviews and surveys could restrict natural expression and capture only surface-level information.","LI13","Research Design, Measurement and Validation Flaws"
"LI09","Organizational Culture, Leadership and Adoption Barriers","c012M01N46","Sustained engagement requirements","Continued participation required promotion, training, incentives, feedback, and platform refinement.","LI09","Organizational Culture, Leadership and Adoption Barriers"
"LI07","Financial and Capital Constraints","c012M02N57","High Production Cost","""High cost of production"" for video documentation","LI07","Financial and Capital Constraints"
"LI05","Software, Algorithmic, Data Quality and Interoperability Barriers","c012M02N59","Difficult Retrieval/Reuse","""Significant barriers to efficient retrieval and reuse"" of video documentation","LI05","Software, Algorithmic, Data Quality and Interoperability Barriers"
"LI10","Knowledge Continuity, Documentation, Governance, Privacy and Security","c012M02N60","Loss of Nuance","""Fail to capture the context-dependent, nuanced, and intuitive nature of tacit knowledge""","LI10","Knowledge Continuity, Documentation, Governance, Privacy and Security"
"LI09","Organizational Culture, Leadership and Adoption Barriers","c012M02N61","Knowledge Hoarding","""Knowledge hoarding, fear of job security threats, competitive pressures, and lack of incentives to share knowledge, further hinder tacit knowledge capture""","LI09","Organizational Culture, Leadership and Adoption Barriers"
"LI09","Organizational Culture, Leadership and Adoption Barriers","c012M02N62","Fear of Job Security Threats","""Fear of job security threats"" is a barrier to knowledge sharing","LI09","Organizational Culture, Leadership and Adoption Barriers"
"LI09","Organizational Culture, Leadership and Adoption Barriers","c012M02N63","Lack of Incentives","""Lack of incentives to share knowledge"" is a barrier","LI09","Organizational Culture, Leadership and Adoption Barriers"
"LI09","Organizational Culture, Leadership and Adoption Barriers","c012M02N64","Inadequate Trust","""Inadequate trust"" is a barrier to knowledge sharing","LI09","Organizational Culture, Leadership and Adoption Barriers"
"LI08","Time, Staffing, Expertise, Scheduling and Workload Constraints","c012M02N65","Resource and Time Constraints","""Implementation required dedicated resources, organizational commitment, and time for effective narrative elicitation, transcription, analysis, and integration into digital platforms""","LI08","Time, Staffing, Expertise, Scheduling and Workload Constraints"
"LI09","Organizational Culture, Leadership and Adoption Barriers","c012M02N66","Cultural Resistance","""Cultural and individual resistance... initial resistance linked to individual knowledge-hoarding behaviors, competitive attitudes, and organizational cultures traditionally reluctant towards open knowledge sharing""","LI09","Organizational Culture, Leadership and Adoption Barriers"
"LI06","Hardware, Sensor and Technical Infrastructure Constraints","c014M01N36","lack of technology infrastructure","Many organizations lack infrastructure needed to integrate AI into decisions.","LI06","Hardware, Sensor and Technical Infrastructure Constraints"
"LI09","Organizational Culture, Leadership and Adoption Barriers","c014M01N37","resistance to change","Resistance to change is identified as an AI-implementation challenge.","LI09","Organizational Culture, Leadership and Adoption Barriers"
"LI09","Organizational Culture, Leadership and Adoption Barriers","c014M01N38","authoritarian leadership","Authoritarian leadership suppresses innovation, sharing, and AI utilization.","LI09","Organizational Culture, Leadership and Adoption Barriers"
"LI09","Organizational Culture, Leadership and Adoption Barriers","c014M01N39","abusive leadership","Abusive leadership is associated with negligible adoption, poor sharing, and KM failure.","LI09","Organizational Culture, Leadership and Adoption Barriers"
"LI09","Organizational Culture, Leadership and Adoption Barriers","c014M01N40","underutilization of AI tools","Lack of leadership support is associated with underutilized AI tools.","LI09","Organizational Culture, Leadership and Adoption Barriers"
"LI10","Knowledge Continuity, Documentation, Governance, Privacy and Security","c014M01N41","inadequate knowledge transfer","The results identify a gap in technology use and knowledge transfer.","LI10","Knowledge Continuity, Documentation, Governance, Privacy and Security"
"LI09","Organizational Culture, Leadership and Adoption Barriers","c014M01N42","lack of training and engagement","Lack of leadership support includes lack of training and engagement.","LI09","Organizational Culture, Leadership and Adoption Barriers"
"LI09","Organizational Culture, Leadership and Adoption Barriers","c014M02N55","Lack of leadership support","A critical hurdle identified in the results is the lack of leadership support for utilizing AI-driven KM initiatives","LI09","Organizational Culture, Leadership and Adoption Barriers"
"LI09","Organizational Culture, Leadership and Adoption Barriers","c014M02N56","Authoritarian leadership hindering adoption","The authoritarian and abusive leadership style hinders its adoption","LI09","Organizational Culture, Leadership and Adoption Barriers"
"LI09","Organizational Culture, Leadership and Adoption Barriers","c014M02N57","Abusive leadership causing zero adoption","Abusive leadership - Negligible or zero adoption","LI09","Organizational Culture, Leadership and Adoption Barriers"
"LI09","Organizational Culture, Leadership and Adoption Barriers","c014M02N59","Lack of adaptive capability","Some projects face delays and shutdowns as those projects lack the adaptive capability","LI09","Organizational Culture, Leadership and Adoption Barriers"
"LI09","Organizational Culture, Leadership and Adoption Barriers","c014M02N62","Delays and disruptions","Authoritarian leadership - Delays and disruptions","LI09","Organizational Culture, Leadership and Adoption Barriers"
"LI09","Organizational Culture, Leadership and Adoption Barriers","c014M02N63","Operational inefficiencies","Abusive leadership - Operational inefficiencies","LI09","Organizational Culture, Leadership and Adoption Barriers"
"LI08","Time, Staffing, Expertise, Scheduling and Workload Constraints","c015M01N37","student absences","Students discussed solutions to student absences as a challenge arising in ABL.","LI08","Time, Staffing, Expertise, Scheduling and Workload Constraints"
"LI03","Human Physiological, Cognitive-Capacity and Demographic Constraints","c015M01N38","diverse backgrounds","Diverse student backgrounds were identified as a challenge arising in ABL.","LI03","Human Physiological, Cognitive-Capacity and Demographic Constraints"
"LI09","Organizational Culture, Leadership and Adoption Barriers","c015M01N40","unequal group contribution","Participants reported that some group members did little, placing pressure on others.","LI09","Organizational Culture, Leadership and Adoption Barriers"
"LI09","Organizational Culture, Leadership and Adoption Barriers","c015M01N41","group dynamics","Addressing group dynamics was identified as an implementation challenge.","LI09","Organizational Culture, Leadership and Adoption Barriers"
"LI04","Instructional Design, Delivery, Assessment and Transfer Shortcomings","c015M01N43","passive listening","A participant reported becoming tired when someone only talked and preferred being actively involved.","LI04","Instructional Design, Delivery, Assessment and Transfer Shortcomings"
"LI04","Instructional Design, Delivery, Assessment and Transfer Shortcomings","c015M02N33","Knowledge-to-practice gap","Graduates often encounter gaps between theoretical knowledge and practical industry competencies, which hinders their immediate employability.","LI04","Instructional Design, Delivery, Assessment and Transfer Shortcomings"
"LI04","Instructional Design, Delivery, Assessment and Transfer Shortcomings","c015M02N34","Cognitive overload","The dedicated approach minimises cognitive overload, allowing learners to develop a deeper understanding of core concepts while effectively managing summative assessments.","LI04","Instructional Design, Delivery, Assessment and Transfer Shortcomings"
"LI04","Instructional Design, Delivery, Assessment and Transfer Shortcomings","c015M02N36","Student passivity","I personally, when someone's just talking, I really get tired.","LI04","Instructional Design, Delivery, Assessment and Transfer Shortcomings"
"LI10","Knowledge Continuity, Documentation, Governance, Privacy and Security","c016M01N36","loss of valuable information as staff changes","Information on incidents, accidents, and best practices is lost as staff changes in companies.","LI10","Knowledge Continuity, Documentation, Governance, Privacy and Security"
"LI10","Knowledge Continuity, Documentation, Governance, Privacy and Security","c016M01N37","loss of gathered information over time","The paper observes that gathered OHS information is often lost over time, hindering continuous improvement.","LI10","Knowledge Continuity, Documentation, Governance, Privacy and Security"
"LI08","Time, Staffing, Expertise, Scheduling and Workload Constraints","c016M01N38","limited familiarity with BIM tools and new technologies/methodologies","Conventional methods persist in developing countries because familiarity with BIM tools and newer technologies or methodologies is limited.","LI08","Time, Staffing, Expertise, Scheduling and Workload Constraints"
"LI08","Time, Staffing, Expertise, Scheduling and Workload Constraints","c016M01N39","little knowledge in the application of OHS management models","The paper states that there is often little knowledge of applying OHS management models during project execution.","LI08","Time, Staffing, Expertise, Scheduling and Workload Constraints"
"LI06","Hardware, Sensor and Technical Infrastructure Constraints","c017M01N25","algorithms to count people that include occupancy sensors are still inaccurate","The people-counting algorithms that include occupancy sensors remain inaccurate.","LI06","Hardware, Sensor and Technical Infrastructure Constraints"
"LI11","Physical-Environmental and Operational Variability","c017M01N26","class attendance is not mandatory","Class attendance is not mandatory.","LI11","Physical-Environmental and Operational Variability"
"LI11","Physical-Environmental and Operational Variability","c017M01N27","sporadic uses of classrooms are not reflected in reservation schedules","Sporadic classroom uses do not appear in reservation schedules.","LI11","Physical-Environmental and Operational Variability"
"LI11","Physical-Environmental and Operational Variability","c017M01N28","unpredictable situations","Non-pattern behaviour is associated with open windows or doors and presence outside scheduled times.","LI11","Physical-Environmental and Operational Variability"
"LI11","Physical-Environmental and Operational Variability","c017M01N29","complexity of space usage","Complexity of space usage is a main reason for divergence from normative thresholds.","LI11","Physical-Environmental and Operational Variability"
"LI06","Hardware, Sensor and Technical Infrastructure Constraints","c017M01N30","difficulty of fully sectorizing buildings","Difficulty fully sectorizing buildings contributes to divergence from thresholds.","LI06","Hardware, Sensor and Technical Infrastructure Constraints"
"LI11","Physical-Environmental and Operational Variability","c017M01N31","divergence between measured temperatures and normative thresholds","The paper reports divergence between measured temperatures and normative thresholds.","LI11","Physical-Environmental and Operational Variability"
"LI11","Physical-Environmental and Operational Variability","c017M02N25","Inflexibility of scheduled heating periods","The scheduling of heating periods is carried out weekly based on weather forecasts, which is a key reason for the divergence between measured and normative temperatures.","LI11","Physical-Environmental and Operational Variability"
"LI11","Physical-Environmental and Operational Variability","c017M02N27","Unpredictable human behavior (opening windows)","The paper identifies non-pattern behaviors related to unpredictable situations, such as the opening of windows or doors by occupants.","LI11","Physical-Environmental and Operational Variability"
"LI06","Hardware, Sensor and Technical Infrastructure Constraints","c017M02N28","Inaccuracy of occupancy counting sensors","Abnormalities in the temperature-occupancy relationship arise due to technical factors, as algorithms to count people with occupancy sensors are still inaccurate.","LI06","Hardware, Sensor and Technical Infrastructure Constraints"
