uuid,Title,Abstract,DOI Link,Publication title,deepseek_kr_flag,qwen_kr_flag,deepseek_kr_evidence,qwen_kr_evidence,deepseek_TK_normalized,qwen_TK_normalized,deepseek_DT_flag,qwen_DT_flag,deepseek_DT_evidence,qwen_DT_evidence,deepseek_DT_normalized,qwen_DT_normalized,deepseek_article_type,qwen_article_type,deepseek_ic_label,qwen_ic_label
8ef53e22-6b64-4e94-9d0e-d5cd213b87d0,Digital Learning Platforms In Aircraft Maintenance Technology: Evaluating The Effectiveness Of Gamified Learning Approaches,"Traditional teaching methods in Aircraft Maintenance Technology (AMT) often struggle to maintain student engagement, motivation, and knowledge retention. While gamification has been recognised as a potential solution, its application in AMT education remains underexplored, particularly in bridging theoretical knowledge with practical skill acquisition. This study investigates the effectiveness of Kahoot-based gamification in enhancing student engagement, motivation, knowledge retention, and practical skills development. A mixed-methods approach was employed, integrating quantitative surveys, pre- and post-assessments, and qualitative interviews with students and instructors. The study assessed 120 participants, revealing statistically significant improvements: engagement increased by 43.8%, motivation by 55.2%, knowledge retention by 41.2%, and practical skills by 51.6%. Qualitative findings supported these results, with students reporting higher participation, improved concept recall, and greater enthusiasm. Instructors observed enhanced confidence in applying theoretical knowledge. Despite these benefits, challenges such as internet connectivity issues, time constraints, and question format limitations were identified. The study recommends a blended learning approach integrating gamification with hands-on training, scenario-based exercises, and emerging technologies such as Augmented Reality and Virtual Reality. Beyond AMT, these findings highlight gamification's potential in technical and vocational education, emphasising the need for future research on adaptive gamification models and AI-driven learning platforms.",http://dx.doi.org/10.25304/rlt.v33.3373,ASSOC LEARNING TECHNOLOGY-ALT,Yes,Yes,"The abstract explicitly discusses 'knowledge retention' as a measured outcome: 'This study investigates the effectiveness of Kahoot-based gamification in enhancing student engagement, motivation, knowledge retention, and practical skills development.' and 'knowledge retention by 41.2%'. This directly addresses knowledge retention from individuals.","The study investigates the effectiveness of Kahoot-based gamification in enhancing student engagement, motivation, knowledge retention, and practical skills development in Aircraft Maintenance Technology (AMT).",Somatic Tacit Knowledge,Relational Tacit Knowledge; Relational Tacit Knowledge; Relational Tacit Knowledge; Somatic Tacit Knowledge,Yes,Yes,The abstract explicitly mentions 'Kahoot-based gamification' as a digital platform used to enhance knowledge retention and practical skills. Kahoot is a digital learning platform.,"The study employs Kahoot-based gamification, and qualitative findings supported these results, with students reporting higher participation, improved concept recall, and greater enthusiasm. Instructors observed enhanced confidence in applying theoretical knowledge.","Mobile, Social, and Communication Technologies",Human–Computer Interaction and Immersive Technologies,Empirical Study,Empirical Study,True,True
4a14d97e-89c8-4cf3-bd84-64c29db3b0f5,Sustainable Learning In Sight: A Multi-Analytical Investigation Into Potential Impact Of Extended Reality (Xr) On Knowledge Retention And Skill Development,"Extended reality (XR) technologies as a pedagogical instrument have been transforming education by offering immersive learning experiences and enhanced instructional design. However, our understanding on how to leverage XR characteristics for optimal learning outcomes remains limited. This study investigates the mechanisms through which XR engagement, content quality, and interaction quality affect knowledge retention and skill development. Drawing on Experiential Learning Theory, we developed a comprehensive model of XR-enabled learning effectiveness. Using survey responses from 302 university students in China, we employed a multi-analytical approach, combining partial least squares structural equation modelling (PLS-SEM), necessary condition analysis (NCA), and fuzzy-set qualitative comparative analysis (fsQCA). Our findings reveal that, while XR engagement and interaction quality directly enhance knowledge retention, multiple configurations of XR characteristics can lead to desired learning outcomes, with knowledge retention as a crucial mediator. Additionally, we identify minimum threshold requirements of XR characteristics necessary for achieving learning effectiveness. This study uncovers both the causal pathways and configurational patterns through which XR influences learning outcomes. While XR's educational value emerges from its capacity to support pedagogical goals rather than technological features, our analysis implies how educational institutions shift from technology-driven implementations to pedagogy-centred integrations of XR affordances.",http://dx.doi.org/10.1080/02188791.2025.2596922,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",Yes,Yes,"The study investigates how XR engagement, content quality, and interaction quality affect knowledge retention and skill development, and identifies knowledge retention as a crucial mediator for learning outcomes.","This study investigates the mechanisms through which XR engagement, content quality, and interaction quality affect knowledge retention and skill development. Our findings reveal that, while XR engagement and interaction quality directly enhance knowledge retention, multiple configurations of XR characteristics can lead to desired learning outcomes, with knowledge retention as a crucial mediator.",None identified,Relational Tacit Knowledge; Somatic Tacit Knowledge,Yes,Yes,Extended reality (XR) technologies are used as a pedagogical instrument to enhance learning effectiveness and knowledge retention.,"Extended reality (XR) technologies as a pedagogical instrument have been transforming education by offering immersive learning experiences and enhanced instructional design. Using survey responses from 302 university students in China, we employed a multi-analytical approach, combining partial least squares structural equation modelling (PLS-SEM), necessary condition analysis (NCA), and fuzzy-set qualitative comparative analysis (fsQCA).",Human–Computer Interaction and Immersive Technologies,Human–Computer Interaction and Immersive Technologies,Empirical Study,Empirical Study,True,True
8714163c-7833-4108-b6c5-22005677ebf8,Fostering Scientific Inquiry With Hybrid Intelligence: A Semester-Long Experiment On Knowledge Acquisition In The Science Classroom,"Scientific inquiry is essential for developing deep conceptual understanding and exploratory skill, yet its complexity presents significant challenges for classroom implementation. While technologies like learning analytics (LA) and artificial intelligence (AI) offer promising tools for monitoring and guidance, the comparative and longitudinal effects of their integration remain underexplored. This study addresses this gap through a semester-long quasi-experiment with 177 secondary students across four conditions representing progressively enhanced technological support: a control (GICG), a structured system (BICG), the system plus an LA dashboard (ADIG), and the full integration of the system, dashboard, and an AI assistant (HIIG). A mixed-method analysis was conducted to assess knowledge acquisition and learning experiences. Quantitative findings revealed a clear performance hierarchy in theme-specific knowledge assessments (HIIG > ADIG approximate to BICG > GICG), with the fully integrated HIIG group demonstrating significantly higher comprehensive knowledge acquisition than the control group. Qualitative findings highlighted positive student perceptions of technology-augmented inquiry, like improved engagement, reduced frustration, and enhanced ability to navigate inquiry challenges, though the level of technological support influenced help-seeking behaviors and collaboration dynamics. This study provides empirical evidence for the synergistic value of integrating AI and LA, demonstrating that their combination creates an effective scaffolding system that fosters sustained knowledge acquisition by supporting both the cognitive and affective dimensions of student inquiry in authentic classrooms.",http://dx.doi.org/10.1016/j.compedu.2025.105493,PERGAMON-ELSEVIER SCIENCE LTD,Yes,Yes,"The study examines knowledge acquisition through a semester-long quasi-experiment with 177 secondary students, assessing how AI and LA integration supports sustained knowledge acquisition.","This study addresses this gap through a semester-long quasi-experiment with 177 secondary students across four conditions representing progressively enhanced technological support: a control (GICG), a structured system (BICG), the system plus an LA dashboard (ADIG), and the full integration of the system, dashboard, and an AI assistant (HIIG). Quantitative findings revealed a clear performance hierarchy in theme-specific knowledge assessments (HIIG > ADIG approximate to BICG > GICG), with the fully integrated HIIG group demonstrating significantly higher comprehensive knowledge acquisition than the control group.",None identified,Relational Tacit Knowledge,Yes,Yes,The study uses learning analytics (LA) dashboards and an AI assistant to support knowledge acquisition and inquiry.,"technologies like learning analytics (LA) and artificial intelligence (AI) offer promising tools for monitoring and guidance. The full integration of the system, dashboard, and an AI assistant (HIIG).",Artificial Intelligence and Intelligent Computation,"Artificial Intelligence and Intelligent Computation; Data, Information, and Knowledge Systems",Empirical Study,Empirical Study,True,True
52daa792-8b0a-4572-8b4f-c301d1816a75,Medical Education Escape Room Aligned With Flipped Classroom And Powered By Mobile Augmented Reality,"Medical education escape rooms are emerging as a viable technological resource for pedagogy-first, learner-centric educational activities. This work presents the evaluation results of the first flipped classroom implementation in medical education, thus utilizing a mobile-driven augmented reality (AR) escape room. A total of 21 first-year medical students attended a flipped classroom educational activity that aimed to acclimate the students with the workflows of basic life support. Knowledge acquisition and user perceptions were evaluated. Knowledge acquisition was evaluated with an ad hoc relevant instrument at three timepoints: (a) baseline at recruitment, (b) preclass after students had prepared for the episode, and (c) after class. Learner perceptions about the activity and the AR escape room were recorded at the activity's end using a previously designed evaluation instrument. The results demonstrated sufficient knowledge acquisition only after completing the whole educational activity, while learners found the experience interesting, and the AR escape room challenging, thus reflecting an activity that was well formulated in structure and content. The challenges identified were the limited out of class collaboration capacity of the digital application and the highly gamified approach that at points counteracted the educational scope of the activity. Overall, these positive initial results demonstrate the potential of collaborative, escape based, activities for self-directed, learner-centric medical education.",http://dx.doi.org/10.3390/electronics13122367,MDPI,Yes,Yes,"The study evaluates knowledge acquisition at three timepoints (baseline, preclass, after class) in a medical education escape room activity.","Knowledge acquisition was evaluated with an ad hoc relevant instrument at three timepoints: (a) baseline at recruitment, (b) preclass after students had prepared for the episode, and (c) after class. The results demonstrated sufficient knowledge acquisition only after completing the whole educational activity.",None identified,Relational Tacit Knowledge,Yes,Yes,The study uses a mobile-driven augmented reality (AR) escape room to facilitate knowledge acquisition.,utilizing a mobile-driven augmented reality (AR) escape room. A total of 21 first-year medical students attended a flipped classroom educational activity that aimed to acclimate the students with the workflows of basic life support.,Human–Computer Interaction and Immersive Technologies,Human–Computer Interaction and Immersive Technologies,Empirical Study,Empirical Study,True,True
ea86c3a9-d35b-42f8-a03c-a75d914f90b6,The Transformative Impact Of Ai On Knowledge Management Processes,"PurposeThis study seeks to explore the prospective strategic relationship between knowledge management (KM) and artificial intelligence (AI) by examining how AI technologies are currently perceived to enhance critical knowledge management processes (KMPs) in organizations.Design/methodology/approachAn online survey of 378 employees and managers, representing a diverse range of sociodemographic and occupational backgrounds, evaluated the perceived usefulness of AI in key KMPs: knowledge acquisition, documentation, sharing and application. It also evaluated the perceived importance of AI implementation and trust in AI tools for KMPs, inspired by established theoretical frameworks for technology acceptance. Statistical tests included ANOVA, t-tests, MANOVA, Pearson and Spearman.FindingsAI is perceived as highly beneficial across all KMPs, with varying degrees of usefulness. Specifically, managers generally see higher potential in AI for KM than regular employees. Positive attitudes toward AI were noted among knowledge managers for knowledge acquisition and graduated for knowledge application. The findings also show a positive correlation between the perceived usefulness of AI, the importance of its implementation and trust in AI tools. Surprisingly, the high-tech sector reported lower perceptions of AI's usefulness, especially for knowledge acquisition and sharing. Gender, age, seniority and organization size showed no significant impact.Originality/valueGiven that research on AI in KM is still in its early stages and largely theoretical, this empirical investigation is timely. The findings thus represent a pioneering effort in harnessing the potential of AI within knowledge-intensive organizational environments.",http://dx.doi.org/10.1108/BPMJ-11-2024-1137,EMERALD GROUP PUBLISHING LTD,Yes,Yes,"The abstract explicitly discusses AI enhancing 'knowledge acquisition, documentation, sharing and application' as key knowledge management processes, and evaluates the perceived usefulness of AI in these processes, implying capture and retention of knowledge.","This study seeks to explore the prospective strategic relationship between knowledge management (KM) and artificial intelligence (AI) by examining how AI technologies are currently perceived to enhance critical knowledge management processes (KMPs) in organizations. It also evaluated the perceived importance of AI implementation and trust in AI tools for KMPs, inspired by established theoretical frameworks for technology acceptance.",Relational Tacit Knowledge,Relational Tacit Knowledge,Yes,Yes,"The abstract explicitly states that AI technologies are used to enhance knowledge management processes including knowledge acquisition and documentation, indicating digital technology is used to capture/retain knowledge.","This study seeks to explore the prospective strategic relationship between knowledge management (KM) and artificial intelligence (AI) by examining how AI technologies are currently perceived to enhance critical knowledge management processes (KMPs) in organizations. It also evaluated the perceived importance of AI implementation and trust in AI tools for KMPs, inspired by established theoretical frameworks for technology acceptance.",Artificial Intelligence and Intelligent Computation,Artificial Intelligence and Intelligent Computation,Empirical Study,Empirical Study,True,True
38c25db3-ac40-42a5-9632-425c957da187,Optical See-Through Augmented Reality Fire Safety Training For Building Occupants,"Fire safety training is crucial to increase building occupants' chances of surviving a fire emergency. Traditional training methods, such as lectures using video presentations, have limitations that can hinder learning performance. This article describes the development and testing of an alternative training solution using Augmented Reality (AR) technology. Through a controlled between-subject experiment, the AR-based fire safety training method was compared against a conventional video-based one based on participants' knowledge acquisition and retention, intrinsic motivation, and self-efficacy. Results suggest that the AR system was well-designed and as effective as the traditional method in terms of knowledge acquisition and retention and overall learning experience. However, it was found to be superior in terms of intrinsic motivation gain and self-efficacy retention. These findings demonstrate the potential of AR-based training methods to enhance building occupants' safety and provide directions for future developments and research in the field.",http://dx.doi.org/10.1016/j.autcon.2024.105371,ELSEVIER,Yes,Yes,"The abstract explicitly discusses 'knowledge acquisition and retention' as measured outcomes of the AR-based fire safety training, comparing it to traditional methods, indicating a focus on capturing and retaining knowledge.","Through a controlled between-subject experiment, the AR-based fire safety training method was compared against a conventional video-based one based on participants' knowledge acquisition and retention, intrinsic motivation, and self-efficacy. Results suggest that the AR system was well-designed and as effective as the traditional method in terms of knowledge acquisition and retention and overall learning experience. However, it was found to be superior in terms of intrinsic motivation gain and self-efficacy retention.",Relational Tacit Knowledge,Relational Tacit Knowledge,Yes,Yes,"The abstract explicitly states that 'Augmented Reality (AR) technology' is used as a training solution to deliver fire safety knowledge, indicating digital technology is used to capture/retain knowledge.","Through a controlled between-subject experiment, the AR-based fire safety training method was compared against a conventional video-based one based on participants' knowledge acquisition and retention, intrinsic motivation, and self-efficacy. Results suggest that the AR system was well-designed and as effective as the traditional method in terms of knowledge acquisition and retention and overall learning experience. However, it was found to be superior in terms of intrinsic motivation gain and self-efficacy retention.",Human–Computer Interaction and Immersive Technologies,Human–Computer Interaction and Immersive Technologies,Empirical Study,Empirical Study,True,True
e4062e31-6808-4cf0-9bb8-20375146fdd8,Assessing The Impact Of Immersion On Learning In Medical Students: A Pilot Study Comparing Two-Dimensional And Three-Dimensional Virtual Simulation,"Introduction Virtual simulation within health professions education can be categorized as two-dimensional or three-dimensional, dependent upon how users interact with the scenario. A core difference between these two categories is the degree of immersion experienced by the user. The importance of immersion for knowledge-based learning is unclear. Hence, this pilot study compares two virtual simulators to determine the impact of immersion on knowledge acquisition and retention and user experience. Methods This randomized crossover trial consisted of 25 fifth-year medical students attending two consecutive teaching sessions using two-dimensional and three-dimensional virtual simulation, respectively. Multiple-choice questions, completed immediately before and after, and one-month after the sessions, were employed to determine knowledge acquisition and retention. Questionnaires, consisting of Likert-scale and open-ended questions, evaluated user experience. Quantitative data was analyzed using a Student's t-test and qualitative data was analyzed using thematic analysis. Results Both interventions demonstrated statistically significant levels of knowledge acquisition and retention, though there was no significant difference in the extent of learning between the simulators. The two interventions offered valuable and acceptable approaches to virtual simulation, though Likert-scale responses indicated that participants significantly preferred three-dimensional virtual simulation. Free-form responses revealed themes of education and technology, with subthemes of desirability, learning, curriculum integration, fidelity, hardware and software. Conclusions The findings indicate that higher levels of immersion do not appear to offer greater educational benefit, with two-dimensional simulation possibly offering an equally valuable learning experience to three-dimensional simulation. Participants appeared to significantly prefer three-dimensional virtual simulation, though potential uses for both simulators were identified.",http://dx.doi.org/10.1177/10468781231189287,SAGE PUBLICATIONS INC,Yes,Yes,The abstract explicitly discusses 'knowledge acquisition and retention' as measured outcomes of the virtual simulation interventions. It states: 'Multiple-choice questions... were employed to determine knowledge acquisition and retention.' This directly addresses capturing and retaining knowledge from individuals (medical students).,The study compares two-dimensional and three-dimensional virtual simulation to determine the impact of immersion on knowledge acquisition and retention.,None identified,Relational Tacit Knowledge,Yes,Yes,The abstract explicitly uses 'two-dimensional and three-dimensional virtual simulation' as digital technologies to facilitate learning and measure knowledge acquisition and retention. These are digital technologies used to capture and retain knowledge.,The study uses two-dimensional and three-dimensional virtual simulation to assess the impact of immersion on learning.,Human–Computer Interaction and Immersive Technologies,Human–Computer Interaction and Immersive Technologies,Empirical Study,Empirical Study,True,True
2c713c55-5862-4356-acb1-3f00bd94a108,Extracting Learning Data From Handwritten Notes: A New Approach To Educational Data Analysis Based On Image Segmentation And Generative Ai,"While handwritten notes offer valuable insights into students' knowledge retention, traditional analysis methods are often time-consuming and limited in scope. This study introduces an efficient approach for educational data analysis by combining image segmentation with generative AI to extract learning insights from students' handwritten notes. Leveraging the Attention Multi-task U-Net for accurate segmentation and GPT-4o for content analysis, our method precisely identifies and categorizes text, charts, and formulas within notes. The extracted data provides educators with a detailed view of students' knowledge retention, highlights the areas students focus on, and identifies critical knowledge points that may be missing from notes. Our experiments on student notes from a Digital Signal Processing course demonstrate the method's high accuracy and significant efficiency improvements in teachers' review of student notes. This research contributes to educational technology and data mining by introducing an automated, scalable method that supports more personalized and effective educational strategies.",http://dx.doi.org/10.1109/ACCESS.2025.3561916,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,Yes,Yes,The abstract explicitly discusses extracting learning insights from handwritten notes to understand 'students' knowledge retention' and 'identifies critical knowledge points that may be missing from notes.' This directly addresses capturing and retaining knowledge from individuals (students).,"The study introduces an approach to extract learning insights from students' handwritten notes, which involves capturing and analyzing the content of these notes.",None identified,Relational Tacit Knowledge,Yes,Yes,The abstract explicitly uses 'image segmentation with generative AI' (specifically 'Attention Multi-task U-Net' and 'GPT-4o') as digital technologies to extract and analyze knowledge from handwritten notes. These are digital technologies used to capture and retain knowledge.,"The method combines image segmentation with generative AI to extract learning insights from students' handwritten notes, using the Attention Multi-task U-Net and GPT-4o.",Artificial Intelligence and Intelligent Computation,"Artificial Intelligence and Intelligent Computation; Imaging, Sensing, and Perception Technologies",Empirical Study,Empirical Study,True,True
3eeb160b-51e4-4b8d-afd6-7dd23ac95d1b,Enhancing Postgraduate Students' Learning Outcomes Through Flipped Mobile-Based Microlearning,"This study examines the effects of implementing a Flipped Mobile -Based Microlearning (FMM) approach on postgraduate students' accessibility, engagement, knowledge retention, overall learning experience and academic achievement. A quantitative multiple methods approach was employed, utilising a two -group quasi -experimental design and a survey questionnaire to gather data. The results suggest that the FMM approach may have positive effects on accessibility, engagement, knowledge retention, overall learning experience and final exam scores when compared to the traditional learning approach. The findings support the efficacy of integrating FMM, highlighting its potential for enhancing the learning process and academic outcomes. These results have implications for educational practice and research, emphasising the value of technology -enhanced learning approaches, active and interactive learning experiences and the promotion of student motivation and attitudes towards learning. This study underscores the broader applicability of FMM and suggests its potential for improving educational outcomes across different educational levels and subject areas.",http://dx.doi.org/10.25304/rlt.v32.3110,ASSOC LEARNING TECHNOLOGY-ALT,Yes,Yes,The abstract explicitly discusses 'knowledge retention' as one of the measured outcomes of the Flipped Mobile-Based Microlearning (FMM) approach. It states the FMM approach may have positive effects on 'knowledge retention' among other outcomes. This directly addresses retaining knowledge from individuals (postgraduate students).,"The study examines the effects of implementing a Flipped Mobile-Based Microlearning (FMM) approach on postgraduate students' accessibility, engagement, knowledge retention, overall learning experience, and academic achievement.",None identified,Relational Tacit Knowledge,Yes,Yes,The abstract explicitly uses 'Flipped Mobile-Based Microlearning (FMM)' as a digital technology approach to enhance learning and knowledge retention. The 'mobile-based' aspect indicates the use of digital technology for knowledge delivery and retention.,"The study uses a Flipped Mobile-Based Microlearning (FMM) approach, which involves mobile-based technology to enhance learning outcomes.","Mobile, Social, and Communication Technologies","Mobile, Social, and Communication Technologies",Empirical Study,Empirical Study,True,True
10edb75d-1297-4380-89b6-3b0d03a92057,A Visual Management And Augmented-Reality-Based Training Module For The Enhancement Of Short And Long-Term Procedural Knowledge Retention In Complex Machinery Setup,"Proper training for operators is essential, given the complexity of modern manufacturing and the challenges posed by diverse worker demographics and high workforce turnover. Since conventional training methods are inadequate when considering the mentioned challenges, digital technologies and assistive devices can be used to improve information management. This work studies how the combination of Augmented Reality (AR) and Visual Management (VM) supports worker training by considering short- and long-term efficacy. The literature gaps on researching the training and knowledge retention of manufacturing workers using combined lean tools and digital technologies indicate that current studies focus on short-term training performed in laboratories, overlooking the integration of VM and AR for industrial training. Thus, the authors developed and validated in practice a VMAR-based training module for the setup of complex machinery in the process industry. To assess its efficacy, a comparison between a test group and a confirmation group of company's workers has been performed. The number and types of setup error have been collected and analysed to evaluate and compare short- and longterm procedural knowledge retention. The results reveal that the VMAR-based training module better supports workers both in the short- and long-period compared with traditional working procedures. Furthermore, the analysis demonstrates the inefficacy of traditional approaches in properly supporting the training of complex machinery setups considering the study's application. Future works should address the assessment of knowledge retention by considering a longer period, as well as on physiological data collection to better understand which elements of the training module are most crucial to the transfer of knowledge.",http://dx.doi.org/10.1016/j.cie.2024.110478,PERGAMON-ELSEVIER SCIENCE LTD,Yes,Yes,"The study explicitly discusses 'short and long-term procedural knowledge retention' and evaluates a training module designed to support 'the transfer of knowledge' for complex machinery setup, indicating a focus on retaining knowledge from workers.",The work studies how the combination of Augmented Reality (AR) and Visual Management (VM) supports worker training by considering short- and long-term efficacy. The results reveal that the VMAR-based training module better supports workers both in the short- and long-period compared with traditional working procedures.,Somatic Tacit Knowledge,Somatic Tacit Knowledge,Yes,Yes,The study uses 'Augmented Reality (AR)' and 'Visual Management (VM)' combined into a 'VMAR-based training module' to support worker training and knowledge retention.,The authors developed and validated in practice a VMAR-based training module for the setup of complex machinery in the process industry.,Human–Computer Interaction and Immersive Technologies,Human–Computer Interaction and Immersive Technologies; Others(*),Empirical Study,Empirical Study,True,True
d32e384c-8d76-4979-b5d3-013fd93cfbf1,Comparing The Productive Failure And Directive Instruction For Declarative Safety Knowledge Training Using Virtual Reality,"Background StudyVirtual reality (VR) is becoming a popular technology for safety training in construction. Several VR training prototypes have been designed and tested, which show they can perform better than traditional training tools. However, most of these existing tools are not underpinned by clear pedagogical theory, and studies assessing the impact of pedagogical theories on the effectiveness of VR prototypes are still rare in the literature.ObjectivesThis study aims to investigate if and how the productive failure theory and the directive instruction theory have an impact on the effectiveness of VR safety training for confined space workers.MethodsThe study used a randomized controlled method involving 74 participants. The effectiveness of these two training methods was assessed in terms of knowledge acquisition and retention.Results and ConclusionsThe results illustrate that the productive failure training design performed better in terms of knowledge acquisition and retention. This paper introduces the Productive Failure Theory and shows the great potential of this approach for self-service VR safety training in the field of construction. What is already known about this topicPF has been proven effective in classroom-based teaching practice.PF has been proven effective in non-immersive virtual training.DI is a commonly used pedagogical method for VR training.The present paper investigates the feasibility of applying PF theory in VR safety training.The present paper examines the pedagogical impacts of the two pedagogical approaches within VR serious games.Implications for practice and/or policyPF can be applied to self-help VR safety training, reducing the demand for resources such as teaching staff and venues.PF training design performed better in terms of knowledge acquisition and retention.PF has great potential for self-help VR safety training in various fields.",http://dx.doi.org/10.1111/jcal.12937,WILEY,Yes,Yes,"The study explicitly assesses 'knowledge acquisition and retention' of declarative safety knowledge using VR training, focusing on retaining knowledge from workers.",The study aims to investigate if and how the productive failure theory and the directive instruction theory have an impact on the effectiveness of VR safety training for confined space workers. The results illustrate that the productive failure training design performed better in terms of knowledge acquisition and retention.,Relational Tacit Knowledge,Relational Tacit Knowledge,Yes,Yes,The study uses 'Virtual Reality (VR)' as the technology for safety training to facilitate knowledge acquisition and retention.,The study used a randomized controlled method involving 74 participants. The effectiveness of these two training methods was assessed in terms of knowledge acquisition and retention using Virtual Reality (VR).,Human–Computer Interaction and Immersive Technologies,Human–Computer Interaction and Immersive Technologies,Empirical Study,Empirical Study,True,True
3b4a079b-7662-4389-85b9-700be63410f1,Digital Enabled Innovation Ecosystems: A Dual Case Study Of Knowledge Flows In Intellectual Property Platforms,"PurposeThe embedding of digital technology and the fuzzy organizational boundary have changed the operation of platform innovation ecosystem (PIE). Specifically, as an important energy of PIE, the internal logic of knowledge flow needs to be reconsidered in the context of digital age, which will be helpful to select the cultivation and governance strategy of PIE.Design/methodology/approachA dual case-analysis is applied to open the black box of knowledge flow in the PIE from the perspective of enabled by digital technology, by taking the intellectual property (IP) operation platform as cases.FindingsThe research findings are as follow: (1) The knowledge flow mechanism of PIE is mainly demonstrated through the processes of knowledge acquisition, knowledge integration and knowledge spillover. During this process, connectivity empowerment and scenario empowerment realize the digital empowerment of the platform. (2) Connectivity empowerment provides a channel of knowledge acquisition for the digital connection between participants in PIE. In the process of knowledge integration, scenario empowerment improves the opportunities for accurate matching and collaborative innovation between knowledge supplier and demander, and enhance the value of knowledge. The dual effect of connectivity empowerment and scenario empowerment has accelerated the knowledge spillover in PIE. Particularly, connectivity empowerment expands the range of knowledge spillover, and scenario empowerment affects the generativity of the platform, resulting in the enhancement of platform's capability to embed and expand its value network. (3) Participants have been benefitted from the PIE enabled by digital technology through three key modules (knowledge acquisition, knowledge integration and knowledge spillover), as the result of knowledge flow.Originality/valueThis study focuses on the knowledge flow mechanism of PIE enabled by digital technology, which enriches the PIE theory, and has enlightenments for the cultivation of digital platform ecosystem.",http://dx.doi.org/10.1108/EJIM-07-2023-0610,EMERALD GROUP PUBLISHING LTD,Yes,Yes,"The study discusses 'knowledge flow' mechanisms including 'knowledge acquisition, knowledge integration and knowledge spillover' within a digital platform innovation ecosystem, focusing on how knowledge is captured and retained among participants.","The research findings are as follow: (1) The knowledge flow mechanism of PIE is mainly demonstrated through the processes of knowledge acquisition, knowledge integration and knowledge spillover. During this process, connectivity empowerment and scenario empowerment realize the digital empowerment of the platform. (2) Connectivity empowerment provides a channel of knowledge acquisition for the digital connection between participants in PIE. In the process of knowledge integration, scenario empowerment improves the opportunities for accurate matching and collaborative innovation between knowledge supplier and demander, and enhance the value of knowledge. The dual effect of connectivity empowerment and scenario empowerment has accelerated the knowledge spillover in PIE.",Collective Tacit Knowledge,Collective Tacit Knowledge,Yes,Yes,"The study explicitly states that 'digital technology' enables the platform, with 'connectivity empowerment' and 'scenario empowerment' facilitating knowledge acquisition, integration, and spillover.","Connectivity empowerment and scenario empowerment realize the digital empowerment of the platform. Connectivity empowerment provides a channel of knowledge acquisition for the digital connection between participants in PIE. Scenario empowerment improves the opportunities for accurate matching and collaborative innovation between knowledge supplier and demander, and enhance the value of knowledge.","Data, Information, and Knowledge Systems",Others(*),Case Study,Case Study,True,True
dbad9f84-4d40-4e6d-9725-0d7ff4e921ad,Development And Usability Testing Of A Knowledge Graph-Based Digital Teaching Platform In Internal Medicine Nursing (Kg-Dtpnursing): A Cross-Sectional Study,"BackgroundThe integration of Internet Plus Education has spurred the rapid emergence and development of diverse online education platforms. However, few studies have developed and evaluated the usability of knowledge graph-based digital teaching platforms for undergraduate nursing education.AimThis study aimed to develop a knowledge graph-based digital teaching platform in internal medicine nursing (KG-DTPNursing) to support systematic knowledge acquisition and evaluate its usability among nursing students.MethodsA cross-sectional study was conducted. The KG-DTPNursing was developed by following established procedures for constructing knowledge graph-based curriculum platforms, grounded in constructivism learning theory. Usability was assessed using the Chinese version of the Health Information Technology Usability Evaluation Scale.ResultsAmong the 54 nursing students included in the usability testing, the mean score was 83.24, which indicates acceptable levels of impact, perceived usefulness, perceived ease of use, and user control.ConclusionsThe KG-DTPNursing platform was successfully developed and was perceived as usable by nursing students. It is designed to support systematic knowledge acquisition and provide structured access to high-quality educational resources.",http://dx.doi.org/10.1155/nuf/3369523,WILEY,Yes,Yes,"The study explicitly aims to develop a platform to 'support systematic knowledge acquisition' in internal medicine nursing, focusing on retaining knowledge from educational resources for students.",This study aimed to develop a knowledge graph-based digital teaching platform in internal medicine nursing (KG-DTPNursing) to support systematic knowledge acquisition and evaluate its usability among nursing students. The KG-DTPNursing platform was successfully developed and was perceived as usable by nursing students. It is designed to support systematic knowledge acquisition and provide structured access to high-quality educational resources.,Relational Tacit Knowledge,Relational Tacit Knowledge,Yes,Yes,The study develops a 'knowledge graph-based digital teaching platform' (KG-DTPNursing) to support systematic knowledge acquisition and structured access to educational resources.,"The KG-DTPNursing was developed by following established procedures for constructing knowledge graph-based curriculum platforms, grounded in constructivism learning theory. Usability was assessed using the Chinese version of the Health Information Technology Usability Evaluation Scale.","Data, Information, and Knowledge Systems","Data, Information, and Knowledge Systems",Empirical Study,Empirical Study,True,True
