uuid,Title,Abstract,DOI Link,Publication title,ernie_kr_flag,deepseek_kr_flag,qwen_kr_flag,ernie_kr_evidence,deepseek_kr_evidence,qwen_kr_evidence,ernie_TK_normalized,deepseek_TK_normalized,qwen_TK_normalized,ernie_DT_flag,deepseek_DT_flag,qwen_DT_flag,ernie_DT_evidence,deepseek_DT_evidence,qwen_DT_evidence,ernie_DT_normalized,deepseek_DT_normalized,qwen_DT_normalized,ernie_ic_label,deepseek_ic_label,qwen_ic_label
027d0e8f-1697-4742-bec0-fa660e53fbd8,Towards Personalized Learning Environments: Using Machine Learning To Predict Students' Learning Preferences In A Mixed Reality Environment,"This research-to-practice full paper describes the machine learning techniques for predicting students' learning preferences and cognitive load in a mixed reality environment. As the construction industry increasingly adopts sensing technologies, the demand for hands-on learning experiences in construction education becomes imperative. However, challenges arise in educating the future workforce due to limited access to construction sites for practical learning and the high costs associated with these technologies. To overcome these obstacles, educators are turning to virtual learning environments, such as mixed reality (MR), to provide engaging learning experiences. While MR has been utilized in construction education for simulating activities, the design of such learning environments often neglects to account for the varying learning preferences necessary for effective navigation and optimal learning outcomes. This makes it necessary to develop intelligent learning environments that can detect students' learning preferences and present information based on individual preferences. Extant studies have shown that eye movement data, particularly fixations from virtual learning environments, provide valuable insights into users' cognitive processes. Studies have also shown that leveraging machine learning algorithms enables the analysis and interpretation of eye-tracking data, offering deeper insights into students' learning preferences. In this study, nineteen undergraduate students participated in hands-on activities involving the implementation of sensing technologies within an MR learning environment. Questionnaires on learning preferences were used to assess individual learning preferences. By employing machine learning techniques on eye-tracking data and subjective evaluations of learning preferences, the study presents models that can detect students' learning preferences. The study compared performance metrics from three classifiers - Ensemble, Neural Network, and K-Nearest Neighbors (KNN) and the Ensemble classifier was identified as the most accurate, achieving an accuracy of 83.3% for the test model. The findings highlight the potential of machine learning models in detecting learning preferences most effectively for the user's interactions. The classification models, when implemented in the MR environment, can identify users who may require additional support tailored to their specific learning preferences. Thereby enhancing their interaction with the MR learning environment. Understanding and accommodating diverse learning preferences in MR learning environments can offer personalized experiences for effective engagement and knowledge retention in construction education. By tailoring instructional methods to individual preferences, educators can create inclusive environments that foster deeper comprehension and maximize learning outcomes. © 2024 IEEE.",10.1109/FIE61694.2024.10893418,"Proceedings - Frontiers in Education Conference, FIE",Yes,No,Yes,"The abstract discusses using machine learning techniques to predict students' learning preferences and cognitive load in a mixed reality environment, which involves capturing knowledge about students' preferences.","The abstract discusses predicting learning preferences and cognitive load using machine learning, but does not explicitly address capturing or retaining knowledge from individuals or organizations.","the study describes the machine learning techniques for predicting students' learning preferences and cognitive load in a mixed reality environment; By employing machine learning techniques on eye-tracking data and subjective evaluations of learning preferences, the study presents models that can detect students' learning preferences.","Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other); Adaptive tacit knowledge(Situational problem-solving, other)",None identified,"Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other); Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other)",Yes,No,Yes,The abstract mentions the use of machine learning techniques and eye-tracking data to analyze and interpret students' learning preferences.,"Machine learning and mixed reality are used for prediction and interaction, not for knowledge capture or retention.",machine learning techniques; eye-tracking data; Ensemble classifier; Neural Network; K-Nearest Neighbors (KNN),"Artificial Intelligence and Intelligent Computation; Imaging, Sensing, and Perception Technologies",None identified,"Artificial Intelligence and Intelligent Computation; Data, Information, and Knowledge Systems",True,False,True
102bc2f3-4cbe-4f84-abe5-92a78e718e00,The Webra Study: Opportunities And Challenges In Digital Patient Education From The Perspective Of Patients With Rheumatoid Arthritis: A Qualitative Study,"Objective: To explore patients' perceptions of digital patient education (PE), and how this contributes to self-management of rheumatoid arthritis (RA). Methods: Individual interviews based on 'interpretive description' methodology. The patients were purposively selected from a randomized controlled trial that investigated the effects of digital PE. The analysis included a descriptive section, followed by the interpretation and extraction of the main messages. Results: Overall, participants had positive perceptions of the e-learning program. Advantages were flexibility, the possibility for repetition, entertainment, availability, and learning in familiar surroundings. Disadvantages were unmet relational support needs due to missing dialogue with health care providers (HCPs). For the majority, a need for insight into the condition led to an active approach to using e-learning. The e-learning program facilitated knowledge acquisition about RA, but relational support from HCPs and a positive attitude toward living with RA were also important for achieving self-management. Conclusion: Digital PE is useful for self-management support in RA, however different forms and combinations of PE must be offered in the future to accommodate various needs throughout the disease course. Practice implications: These results may inform future development and implementation of digital PE that adequately takes individual preferences for self-management support into account. © 2023 The Authors",10.1016/j.pec.2023.107969,Patient Education and Counseling,No,No,Yes,"The study explores patients' perceptions of digital patient education and its contribution to self-management of rheumatoid arthritis, without discussing capturing or retaining knowledge.","The abstract explores patients' perceptions of digital patient education and self-management, but does not explicitly discuss capturing or retaining knowledge from individuals or organizations.","The e-learning program facilitated knowledge acquisition about RA, but relational support from HCPs and a positive attitude toward living with RA were also important for achieving self-management.",None identified,None identified,"Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other); Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other)",No,No,Yes,The study mentions digital patient education but does not discuss its use for capturing or retaining knowledge.,Digital patient education is mentioned but not in the context of capturing or retaining knowledge.,"The e-learning program facilitated knowledge acquisition about RA, but relational support from HCPs and a positive attitude toward living with RA were also important for achieving self-management.",None identified,None identified,Human–Computer Interaction and Immersive Technologies,True,False,True
8b614b62-2e86-4920-8d9a-2c77db9977c5,"Understanding Knowledge Acquisition, Adaptive Strategies, Challenges, And Preservation Methods Among Traditional Fishermen In A Digital Age","The Riau Islands (Kepri) province of Indonesia boasts an expansive ocean, covering 96% of its territory and fostering a rich heritage of knowledge and maritime culture among its citizens. Traditional fishing communities on Riau Island have thrived for generations, drawing on ancestral wisdom and local expertise. However, the swift rise of digitalization and modernization has triggered a transformative shift in their learning methods and adaptation strategies. This study focuses on: identifying methods of knowledge acquisition, investigating adaptive strategies, unveiling challenges, and exploring knowledge preservation techniques. Through in-depth interviews with more than two decades of experienced fishermen, qualitative data was gathered and meticulously analyzed using NVivo 12 software. The result found that traditional fishermen employ diverse strategies, integrating technology, continuous learning, and data-driven decision-making. They face challenges like limited internet access, cultural traditions, and safety concerns. Yet they preserve wisdom through oral traditions, apprenticeships, and modern tools, ensuring a vibrant fishing legacy. Their resilience highlights the urgent need for digital adaptation and intergenerational dialogue to shape sustainable and innovative fishing communities. Hence, this study recommend to develop sustainable training initiatives, establish community platforms, formulate policies to enhance digital accessibility, and encourage meaningful conversations across generations within traditional fishing communities.  © 2023 BIO Web of Conferences. All rights reserved.",10.1051/bioconf/20237005008,BIO Web of Conferences,Yes,Yes,Yes,"The study focuses on identifying methods of knowledge acquisition, investigating adaptive strategies, unveiling challenges, and exploring knowledge preservation techniques among traditional fishermen.","The abstract explicitly discusses 'methods of knowledge acquisition', 'knowledge preservation techniques', and 'preserve wisdom through oral traditions, apprenticeships, and modern tools' among traditional fishermen.","This study focuses on: identifying methods of knowledge acquisition, investigating adaptive strategies, unveiling challenges, and exploring knowledge preservation techniques. Through in-depth interviews with more than two decades of experienced fishermen, qualitative data was gathered and meticulously analyzed using NVivo 12 software.",Cognitive tacit knowledge (Expert judgment); Adaptive tacit knowledge (Situational problem-solving),"Cognitive tacit knowledge (Expert judgment, other); Adaptive tacit knowledge (Situational problem-solving, other)","Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other); Adaptive tacit knowledge (Situational problem-solving, other)",Yes,Yes,Yes,The study mentions the use of technology and modern tools for knowledge preservation among traditional fishermen.,"The abstract states that fishermen 'preserve wisdom through ... modern tools' and mentions 'digitalization' and 'technology' as part of their adaptive strategies, though specific technologies are not named.","Through in-depth interviews with more than two decades of experienced fishermen, qualitative data was gathered and meticulously analyzed using NVivo 12 software.","Data, Information, and Knowledge Systems; Other (modern tools)",Others (modern tools; digitalization; technology),"Data, Information, and Knowledge Systems",True,True,True
48d03fe1-0ccd-421e-8342-e7a089065b13,"Nexus Between Technological Capital, Organizational Structure And Knowledge Sharing In Organizational Restructuring Initiatives","Purpose: Emphasis is placed on knowledge-sharing practices and their influence on the power structure influenced by the technological background of the organization. This paper aims to focus on technological skills institutionalized to build organizational technological capital favoring the knowledge-sharing practices. It aims to extend the sociology literature by providing a conceptual background to explain the restructuring initiatives through the stabilizing role of technological capital. Design/methodology/approach: Two comparative case studies have been conducted: the first study took place in a public company and the second study was carried out in a private company of telecommunication involving a documentary study, an observation and semi-structured interviews. Findings: The findings in this paper show that the knowledge-sharing practices in the organizational field are stabilized by the technological capital. The technological capital promotes a knowledge management system and plays an important role in restructuring the established power within knowledge intensive organizations. Practical implications: Chief executive officers are encouraged to promote sharing practices through developing an innovation culture and valuing technological skills. Relevance should be granted to the technological capital, which aligns the restructuring of a learning organization and promotes the knowledge management systems and stabilizes the organizational structure. Organizations should capitalize a set of technological skills as part of their organizational relevant capital. Originality/value: Based on the practice theory of Bourdieu, this paper lights on the triad relation between knowledge sharing/organizational structure/technological capital through comparing between public/private management modes. A theoretical framework is proposed to overlap the ambiguity of the relation between knowledge and power. © 2020, Emerald Publishing Limited.",10.1108/VJIKMS-09-2021-0191,VINE Journal of Information and Knowledge Management Systems,Yes,Yes,Yes,"The abstract discusses knowledge-sharing practices and their influence on the power structure influenced by the technological background of the organization, focusing on the stabilizing role of technological capital.","The abstract explicitly discusses knowledge-sharing practices and their stabilization by technological capital, and mentions 'knowledge management system' and 'restructuring initiatives' that involve knowledge retention.",emphasis is placed on knowledge-sharing practices and their influence on the power structure influenced by the technological background of the organization,Collective and relational tacit knowledge (Teamwork know-how; other),None identified,"Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other); Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other)",No,Yes,Yes,The abstract mentions technological capital but does not explicitly discuss the use of digital technologies for capturing or retaining knowledge.,"The abstract states 'technological capital promotes a knowledge management system' and 'organizations should capitalize a set of technological skills as part of their organizational relevant capital', implying digital technologies are used to support knowledge sharing and retention.",technological capital promotes a knowledge management system,None identified,"Data, Information, and Knowledge Systems","Data, Information, and Knowledge Systems",True,True,True
ca83cf77-cc78-451d-a7f1-bbc439d87aef,"Understanding The Adoption Of Generative Artificial Intelligence Within Communities Of Practice: A Cross-Practice, Machine Learning-Based Lexical Study","Communities of Practice (CoPs) groups share knowledge and expertise across disciplinary collectives and industrial sectors. This theoretical construct assumes learning occurs in and across societal contexts where individuals mutually engage in collective, symbolically shared repertoires. Of late, CoPs have been explored regarding the use of technology platforms to enhance learning and to extend symbolically collective learning activities. However, the extensive and recent saturation of Generative Artificial Intelligence (GenAI) calls for inquiry into how CoPs understand and adopt this ubiquitous technology discussion relative to shared repertoires. This is especially true given the lack of Human Computer Interaction (HCI) research into GenAI adoption at scale. The present study seeks to uncover how the prominent CoPs of Finance, Art, and Software Development understand GenAI as they discuss their technology adoption practices in online forums. Specifically, more than 2.1 million words of community discussion were examined lexically to reveal the manner by which varied CoPs generate shared repertoires for their community members. Findings indicate that types of practice disciplines relate to the lexical dialectics of Practice/Technology, People/Replacements, and Authenticity/Inauthenticity, as well as insightful discourses regarding what counts as work and adoption. A first for HCI, CoPs, and GenAI research, this study provides additional suggestions for future CoPs symbolically shared repertoires relative to new technologies, as well as how GenAI may be implicated in the adoption, work, and learning-based praxes of heterogeneous disciplinary communities. 'Where the artificiality of all that's being created, the lack of that 'spark' that makes an image, a design, even the concept for a product will become so sterile, so overly tasteless that a new culture of 'human generated content and products' will become, first a contra-culture, and then a possible rebirth of what really makes our creation unique: That the things we make as humans are our own and nurture us as a species.' 'It does not replace programmers, c'mon. It will make getting a job for those without prior experience much harder tho'. But generally speaking, it's just a tool.'  © 2024 IEEE.",10.1109/MIPRO60963.2024.10569536,"2024 47th ICT and Electronics Convention, MIPRO 2024 - Proceedings",No,No,Yes,"The abstract discusses how communities of practice understand and adopt generative artificial intelligence but does not clearly discuss preserving, capturing, retaining, transferring, or preventing loss of knowledge from individuals, groups, or organizational environments.","The abstract examines how communities of practice discuss and adopt GenAI, but does not discuss capturing or retaining knowledge from individuals or organizations.","Communities of Practice (CoPs) groups share knowledge and expertise across disciplinary collectives and industrial sectors. This theoretical construct assumes learning occurs in and across societal contexts where individuals mutually engage in collective, symbolically shared repertoires.",None identified,None identified,"Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other); Collective and relational tacit knowledge (Teamwork know-how, other)",No,No,Yes,"The abstract does not mention the use of digital technologies to preserve, capture, archive, transfer, or retain knowledge.",No digital technologies are discussed for capturing or retaining knowledge.,"The present study seeks to uncover how the prominent CoPs of Finance, Art, and Software Development understand GenAI as they discuss their technology adoption practices in online forums. Specifically, more than 2.1 million words of community discussion were examined lexically to reveal the manner by which varied CoPs generate shared repertoires for their community members.",None identified,None identified,Human–Computer Interaction and Immersive Technologies; Artificial Intelligence and Intelligent Computation,True,False,True
c9c8c4d0-ce32-4a85-8eed-6958f1089f9d,Technology-Enhanced Self-Study Learning Tool: An Approach To Improve Students Skills,"In the engineering education system, the student's learning styles and abilities to acquire new skill sets have been transformed drastically due to the rising use of technology. The study provides a novel approach to self-learning through the use of technology-enhanced techniques aimed to improve student skills. The tool leverages digital platforms and interactive resources to create an engaging and personalized learning environment. This paper presents an examination of the effectiveness of a technology-enhanced self-study learning tool in enhancing student abilities such as knowledge, use of IT tools, communication, and information sharing across several disciplines. The tool's architecture integrates adaptive learning, multimedia content, and assessment mechanisms that adapt to individual learning styles and pace. This study intends to evaluate the tool's influence on improving students' knowledge, retention, and application of subject matter by examining user interactions and performance data. The methodology used is focused on a particular topic, data collection through the use of all multimedia resources, presentation, posting of videos, peer review, and comments on each task to improve abilities. With the deployment of technology-enhanced techniques, students' skills were observed to improve; around 8% of students' skills were improved in the internal evaluation. © 2024, Rajarambapu Institute Of Technology. All rights reserved.",10.16920/jeet/2024/v37is2/24090,Journal of Engineering Education Transformations,No,No,Yes,"The abstract discusses the effectiveness of a technology-enhanced self-study learning tool but does not clearly discuss preserving, capturing, retaining, transferring, or preventing loss of knowledge from individuals, groups, or organizational environments.","The abstract discusses a self-study learning tool to improve student skills, but does not discuss capturing or retaining knowledge from individuals or organizations.","The tool leverages digital platforms and interactive resources to create an engaging and personalized learning environment. This paper presents an examination of the effectiveness of a technology-enhanced self-study learning tool in enhancing student abilities such as knowledge, use of IT tools, communication, and information sharing across several disciplines.",None identified,None identified,"Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other); Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other)",No,No,Yes,"The abstract does not mention the use of digital technologies to preserve, capture, archive, transfer, or retain knowledge.",No digital technologies are discussed for capturing or retaining knowledge.,"The tool leverages digital platforms and interactive resources to create an engaging and personalized learning environment. The tool's architecture integrates adaptive learning, multimedia content, and assessment mechanisms that adapt to individual learning styles and pace.",None identified,None identified,"Human–Computer Interaction and Immersive Technologies; Data, Information, and Knowledge Systems",True,False,True
0ed15e22-9a74-4a37-b082-92bef9a16381,Development Model Of Cloud Computing Adoption For Industrial 4.0 Implementation Strategy For Improve Msmes Performance,"Presently, the adoption of digital technology among Indonesian MSMEs is rather minimal, standing at around 12.5%. A cloud computing service provides SMEs with an inexpensive option by offering self-service, broad network access, flexibility, resource sharing, and pay-as-you-go, all of which can enhance corporate performance. The realization of the cloud computing adoption strategy requires a comprehensive model to achieve its values. This study aims to explore the beliefs and intents of MSMEs regarding the factors that influence the adoption of cloud computing. Additionally, it seeks to examine the correlation between cloud computing usage and business performance. This study used a random sampling technique of 60 MSMEs data from questionnaires analysed using the PLS-SEM method. The results of the hypothesis test indicate that factors such as knowledge acquisition and sharing, perceived usefulness, ease of use, risk, and cost do not have a significant impact on behavioural intention. Meanwhile, behavioural intention significantly affects cloud computing adoption, affecting performance by improving productivity and flexibility. The implication of the results can be a recommendation for increasing the implementation of cloud computing adoption in MSMEs. © The Authors, published by EDP Sciences.",10.1051/e3sconf/202448303005,E3S Web of Conferences,No,No,Yes,"The abstract discusses the adoption of cloud computing by MSMEs but does not clearly discuss preserving, capturing, retaining, transferring, or preventing loss of knowledge from individuals, groups, or organizational environments.","The abstract discusses cloud computing adoption and its impact on business performance, but does not discuss capturing or retaining knowledge from individuals or organizations.","This study aims to explore the beliefs and intents of MSMEs regarding the factors that influence the adoption of cloud computing. Additionally, it seeks to examine the correlation between cloud computing usage and business performance. The results of the hypothesis test indicate that factors such as knowledge acquisition and sharing, perceived usefulness, ease of use, risk, and cost do not have a significant impact on behavioural intention. Meanwhile, behavioural intention significantly affects cloud computing adoption, affecting performance by improving productivity and flexibility.",None identified,None identified,"Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other); Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other)",No,No,Yes,"The abstract does not mention the use of digital technologies to preserve, capture, archive, transfer, or retain knowledge.",No digital technologies are discussed for capturing or retaining knowledge.,"cloud computing service; self-service, broad network access, flexibility, resource sharing, and pay-as-you-go",None identified,None identified,"Distributed, Secure, and Trust Technologies; Mobile, Social, and Communication Technologies",True,False,True
530a8925-3a6e-4d37-b3aa-20193532dc62,The Role Of Internal Knowledge Management Capabilities With The Internet Of Things,"The administration of knowledge in firms is being reshaped by emerging disruptive technologies, particularly those linked to the Internet of Things. Innovative knowledge management systems that encourage creativity, coupled with an openness in managing information, are essential. This trend is anticipated to amplify a company's capacity to manage knowledge internally, an element critical for fostering innovation. The main aim of this research is to explore the relationships between knowledge management systems, open innovation, and the capabilities for knowledge management and innovation in the current technological landscape. To achieve this, the research employs a structural equation model. Findings indicate that knowledge management systems cultivate open, collaborative environments and tap into both internal and external knowledge streams, thereby strengthening internal knowledge management and driving innovation capabilities. This study also utilizes its findings to highlight significant implications for academics and practitioners and to propose areas for future research.  © 2024 IEEE.",10.1109/ICCR61006.2024.10532889,"2nd International Conference on Cyber Resilience, ICCR 2024",No,Yes,Yes,"The research explores the relationships between knowledge management systems, open innovation, and capabilities for knowledge management and innovation, but does not explicitly discuss capturing or retaining knowledge from individuals or organizations.","The abstract states that 'knowledge management systems cultivate open, collaborative environments and tap into both internal and external knowledge streams, thereby strengthening internal knowledge management and driving innovation capabilities.' This implies capturing and retaining knowledge from internal and external sources.","The administration of knowledge in firms is being reshaped by emerging disruptive technologies, particularly those linked to the Internet of Things. Innovative knowledge management systems that encourage creativity, coupled with an openness in managing information, are essential.",None identified,None identified,"Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other); Other(*)",No,Yes,Yes,"The research employs a structural equation model, not digital technologies for capturing or retaining knowledge.","The abstract mentions 'knowledge management systems' and 'Internet of Things' as technologies that reshape knowledge administration, implying their use in capturing and retaining knowledge.","Innovative knowledge management systems that encourage creativity, coupled with an openness in managing information, are essential.",None identified,"Data, Information, and Knowledge Systems; Cyber-Physical Systems, IoT, and Smart Environments","Data, Information, and Knowledge Systems",True,True,True
5e298dcc-7fed-45cb-9f50-fe6b5e6726ee,What Is Left Unsaid: Ongoing Tacit Knowledge Loss From The Pandemic,"Remote work and its challenges have been around for decades, yet the COVID19 pandemic brought these challenges to the fore and prompted organisations to address them. One of the challenges is the potential loss of tacit knowledge (knowledge that resides in the heads of “knowers”) among knowledge workers by shifting from in-person to remote work. This paper reports on the initial findings of a pilot study that interviewed knowledge workers about the interruption of information sharing, the importance of technology to resemble in-person working, and organization adaptability. The findings highlight the importance of in-person interactions to exchanging tacit information but indicates that for organisations that are resilient, technology can mimic in-person sharing.  Annual Meeting of the Association for Information Science & Technology | Oct. 25 – 29, 2024 | Calgary, AB, Canada.",10.1002/pra2.1210,Proceedings of the Association for Information Science and Technology,Yes,Yes,Yes,One of the challenges is the potential loss of tacit knowledge (knowledge that resides in the heads of “knowers”) among knowledge workers by shifting from in-person to remote work.,"The abstract explicitly discusses 'potential loss of tacit knowledge' and the importance of in-person interactions for exchanging tacit information, implying a focus on retaining tacit knowledge.","One of the challenges is the potential loss of tacit knowledge (knowledge that resides in the heads of “knowers”) among knowledge workers by shifting from in-person to remote work. The findings highlight the importance of in-person interactions to exchanging tacit information but indicates that for organisations that are resilient, technology can mimic in-person sharing.",Cognitive tacit knowledge (Expert judgment),Cognitive tacit knowledge (Expert judgment),"Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other); Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other)",Yes,Yes,Yes,"The findings highlight the importance of in-person interactions to exchanging tacit information but indicates that for organisations that are resilient, technology can mimic in-person sharing.","The abstract mentions 'technology can mimic in-person sharing' to address the loss of tacit knowledge, implying digital technologies are used to retain tacit knowledge.","for organisations that are resilient, technology can mimic in-person sharing",Other (*),"Mobile, Social, and Communication Technologies",Others(*),True,True,True
83939f88-c479-4261-a25c-4d929d8ac33d,Digitalised Human Needs To Support Intra-Organisational Knowledge Sharing Among Knowledge Workers,"An organisation's success relies more on dynamic knowledge management (KM). A successful knowledge management system is inextricably linked to employee behaviour, namely intra-organisational knowledge sharing. Individual needs significantly influence human behaviour, such as innovation. Most need-based motivation theories make similar assumptions regarding basic needs such as achievement, affiliation, and power. Using the Rasch Model and structural equation modelling (SEM) methodologies, this research transforms human needs into digital form to enhance intra-organisational knowledge sharing among knowledge workers. The study hypothesis employs SEM. It indicates that the need for achievement, affiliation, and power influence knowledge sharing significantly, with the strongest significant influence being the need for power. Various information and communication technology (ICT) tools have recently been developed based on web, mobile, and desktop applications. The study mapped the three categories of motivators based on the appropriate ICT tools for intraorganisational knowledge sharing. © 2024 Inderscience Enterprises Ltd.",10.1504/IJKBD.2024.137591,International Journal of Knowledge-Based Development,Yes,Yes,Yes,"Using the Rasch Model and structural equation modelling (SEM) methodologies, this research transforms human needs into digital form to enhance intra-organisational knowledge sharing among knowledge workers. The study mapped the three categories of motivators based on the appropriate ICT tools for intraorganisational knowledge sharing.","The abstract discusses transforming human needs into digital form to enhance intra-organisational knowledge sharing among knowledge workers, which implies capturing and retaining knowledge.",This research transforms human needs into digital form to enhance intra-organisational knowledge sharing among knowledge workers.,Cognitive tacit knowledge (Expert judgment),None identified,"Collective and relational tacit knowledge (Teamwork know-how, other)",Yes,Yes,Yes,"Using the Rasch Model and structural equation modelling (SEM) methodologies, this research transforms human needs into digital form. Various information and communication technology (ICT) tools have recently been developed based on web, mobile, and desktop applications.","The abstract mentions using the Rasch Model and structural equation modelling (SEM) methodologies to transform human needs into digital form, and ICT tools based on web, mobile, and desktop applications for knowledge sharing.",This research transforms human needs into digital form to enhance intra-organisational knowledge sharing among knowledge workers. The study mapped the three categories of motivators based on the appropriate ICT tools for intra-organisational knowledge sharing.,"Data, Information, and Knowledge Systems; Rule-Based, Decision, and Expert Systems","Data, Information, and Knowledge Systems; Mobile, Social, and Communication Technologies","Mobile, Social, and Communication Technologies; Others(*)",True,True,True
051a4465-7bea-4f65-95c5-3594462e7753,Developing An Ethnobotanical Application With And For Ovahimba Communities,"Passing on of ethnobotanical knowledge orally is becoming a less common practice, thus resulting in knowledge loss for the future generation. Hence, it is crucial to digitally preserve ethnobotanical knowledge. A number of national ethnobotanical databases have been developed across the globe. However, They are mainly used for commercialisation or research purposes without providing access to the original knowledge holders. Moreover the indigenous communities mostly served as informants only not validating the digitalizations. This results in incompleteness, misinterpretations and inaccuracy of the digital data sets. Hence, the main objective of this project was to develop a digital tool with indigenous communities living in Kunene to support the safeguarding of traditional plant knowledge. Following a community-based co-design approach and an iterative prototyping development a mobile ethnographic app was implemented, enabling indigenous communities to collect and curate their own data, which they can then share with external entities. © 2023 ACM.",10.1145/3628096.3629053,ACM International Conference Proceeding Series,Yes,Yes,Yes,"Hence, it is crucial to digitally preserve ethnobotanical knowledge. This project was to develop a digital tool with indigenous communities living in Kunene to support the safeguarding of traditional plant knowledge. Following a community-based co-design approach and an iterative prototyping development a mobile ethnographic app was implemented, enabling indigenous communities to collect and curate their own data, which they can then share with external entities.",The abstract explicitly discusses digitally preserving ethnobotanical knowledge to prevent knowledge loss for future generations.,"Hence, it is crucial to digitally preserve ethnobotanical knowledge. A number of national ethnobotanical databases have been developed across the globe. However, They are mainly used for commercialisation or research purposes without providing access to the original knowledge holders. Hence, the main objective of this project was to develop a digital tool with indigenous communities living in Kunene to support the safeguarding of traditional plant knowledge.",Somatic tacit knowledge (Experiential know-how),Other (traditional ecological knowledge),"Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other); Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)",Yes,Yes,Yes,"Following a community-based co-design approach and an iterative prototyping development a mobile ethnographic app was implemented, enabling indigenous communities to collect and curate their own data, which they can then share with external entities.","The abstract describes developing a mobile ethnographic app to enable indigenous communities to collect and curate their own data, supporting the safeguarding of traditional plant knowledge.","Hence, the main objective of this project was to develop a digital tool with indigenous communities living in Kunene to support the safeguarding of traditional plant knowledge. Following a community-based co-design approach and an iterative prototyping development a mobile ethnographic app was implemented, enabling indigenous communities to collect and curate their own data, which they can then share with external entities.","Mobile, Social, and Communication Technologies","Mobile, Social, and Communication Technologies","Human–Computer Interaction and Immersive Technologies; Mobile, Social, and Communication Technologies",True,True,True
5c555088-4ecf-466e-aebf-9910dd205fd1,Co-Designing A Knowledge Management Tool For Educator Communities Of Practice,"Knowledge management involves fnding, expanding, and using knowledge in an organisation to achieve goals. Its role is crucial in higher education to improve problem-solving, research, and teaching by acquiring, sharing, and applying knowledge. Higher education institutions can promote knowledge management through Communities of Practice, but doing so remains challenging due to cultural, organisational, and technological reasons. We present fndings of the frst step of co-design workshops with authentic higher education teaching teams that sought to understand (a) their practices as a community and any motivators and impediments to their community development; (b) how they perceived the tools they use for knowledge management; and (c) the kinds of tools they believed could help them better conduct knowledge management and develop as Communities of Practice. Our fndings suggested four essential design requirements and informed our development of a new tool to support the knowledge management needs of higher education teaching teams. © 2024 Copyright held by the owner/author(s).",10.1145/3643834.3660682,"Proceedings of the 2024 ACM Designing Interactive Systems Conference, DIS 2024",Yes,Yes,Yes,We present findings of the first step of co-design workshops with authentic higher education teaching teams that sought to understand (a) their practices as a community and any motivators and impediments to their community development; (b) how they perceived the tools they use for knowledge management; and (c) the kinds of tools they believed could help them better conduct knowledge management and develop as Communities of Practice. Our findings suggested four essential design requirements and informed our development of a new tool to support the knowledge management needs of higher education teaching teams.,"The abstract discusses knowledge management in higher education and co-designing a tool to support knowledge management needs of educator communities of practice, which involves capturing and retaining knowledge.",We present findings of the first step of co-design workshops with authentic higher education teaching teams that sought to understand (a) their practices as a community and any motivators and impediments to their community development; (b) how they perceived the tools they use for knowledge management; and (c) the kinds of tools they believed could help them better conduct knowledge management and develop as Communities of Practice.,Collective and relational tacit knowledge (Teamwork know-how); Adaptive tacit knowledge (Situational problem-solving),None identified,"Collective and relational tacit knowledge (Teamwork know-how, other); Adaptive tacit knowledge (Situational problem-solving, other)",Yes,Yes,Yes,Our findings suggested four essential design requirements and informed our development of a new tool to support the knowledge management needs of higher education teaching teams.,"The abstract mentions developing a new tool to support knowledge management needs, based on co-design workshops, but does not specify the digital technologies used.",how they perceived the tools they use for knowledge management; the kinds of tools they believed could help them better conduct knowledge management and develop as Communities of Practice. Our findings suggested four essential design requirements and informed our development of a new tool to support the knowledge management needs of higher education teaching teams.,"Data, Information, and Knowledge Systems",None identified,"Data, Information, and Knowledge Systems; Others(*)",True,True,True
