uuid,Title,audit_result
1c6c88e0-574e-4a64-991b-c1b51afcf962,Deep Extreme Learning Machine With Its Application To Body-Conducted-Sound-Based Handwork Recognition,"{""uuid"": ""1c6c88e0-574e-4a64-991b-c1b51afcf962"", ""Title"": ""Deep Extreme Learning Machine With Its Application To Body-Conducted-Sound-Based Handwork Recognition"", ""audit_processes"": [{""question_id"": 1, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""The abstract does not explicitly discuss capturing or retaining knowledge.""}, {""question_id"": 2, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Digital technologies for KR are not clearly identified as being used for capture/retention.""}, {""question_id"": 3, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Based on the methodology described, the paper is categorized as Empirical Study.""}], ""audit_results"": {""expert_A_audit_result"": ""Fully Support"", ""expert_B_audit_result"": ""Not Support"", ""expert_C_audit_result"": ""Fully Support""}}"
60e10537-c9ac-4726-9706-bc2678947f1c,Intrusion Detection Using Hro With Ensemble Learning Models And Comparison,"{""uuid"": ""60e10537-c9ac-4726-9706-bc2678947f1c"", ""Title"": ""Intrusion Detection Using Hro With Ensemble Learning Models And Comparison"", ""audit_processes"": [{""question_id"": 1, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""The abstract does not explicitly discuss capturing or retaining knowledge.""}, {""question_id"": 2, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Digital technologies for KR are not clearly identified as being used for capture/retention.""}, {""question_id"": 3, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Unsupported""}, ""audit_evidence"": ""Based on the methodology described, the paper is categorized as Theoretical/Conceptual.""}], ""audit_results"": {""expert_A_audit_result"": ""Partial Support"", ""expert_B_audit_result"": ""Not Support"", ""expert_C_audit_result"": ""Partial Support""}}"
5832bdd5-8ad2-4493-a1a4-ab4c65e29093,A Lightweight Intrusion Detection Method For Industrial Internet Based On Hybrid Feature Selection,"{""uuid"": ""5832bdd5-8ad2-4493-a1a4-ab4c65e29093"", ""Title"": ""A Lightweight Intrusion Detection Method For Industrial Internet Based On Hybrid Feature Selection"", ""audit_processes"": [{""question_id"": 1, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""The abstract does not explicitly discuss capturing or retaining knowledge.""}, {""question_id"": 2, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Digital technologies for KR are not clearly identified as being used for capture/retention.""}, {""question_id"": 3, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Based on the methodology described, the paper is categorized as Empirical Study.""}], ""audit_results"": {""expert_A_audit_result"": ""Fully Support"", ""expert_B_audit_result"": ""Not Support"", ""expert_C_audit_result"": ""Fully Support""}}"
f8466591-36a2-411f-8af1-8c06cc72f93a,Research On Basic Data Sharing System Of Education Management Based On Cloud Storage,"{""uuid"": ""f8466591-36a2-411f-8af1-8c06cc72f93a"", ""Title"": ""Research On Basic Data Sharing System Of Education Management Based On Cloud Storage"", ""audit_processes"": [{""question_id"": 1, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""The abstract does not explicitly discuss capturing or retaining knowledge.""}, {""question_id"": 2, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Digital technologies for KR are not clearly identified as being used for capture/retention.""}, {""question_id"": 3, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Unsupported""}, ""audit_evidence"": ""Based on the methodology described, the paper is categorized as Theoretical/Conceptual.""}], ""audit_results"": {""expert_A_audit_result"": ""Not Support"", ""expert_B_audit_result"": ""Partial Support"", ""expert_C_audit_result"": ""Partial Support""}}"
896eed52-6509-4270-a854-c179facb7e3c,Cooperative Knowledge Elicitation For Formal Ontology Design: An Exploratory Study Applied In Industry For Knowledge Management,"{""uuid"": ""896eed52-6509-4270-a854-c179facb7e3c"", ""Title"": ""Cooperative Knowledge Elicitation For Formal Ontology Design: An Exploratory Study Applied In Industry For Knowledge Management"", ""audit_processes"": [{""question_id"": 1, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Unsupported""}, ""audit_evidence"": ""The abstract does not explicitly discuss capturing or retaining knowledge.""}, {""question_id"": 2, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Unsupported""}, ""audit_evidence"": ""Digital technologies for KR are not clearly identified as being used for capture/retention.""}, {""question_id"": 3, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Unsupported""}, ""audit_evidence"": ""Based on the methodology described, the paper is categorized as Empirical Study.""}], ""audit_results"": {""expert_A_audit_result"": ""Not Support"", ""expert_B_audit_result"": ""Not Support"", ""expert_C_audit_result"": ""Not Support""}}"
b1133f0b-d16b-458e-9314-3342d95946c8,"The Relationships Among Taiwanese Youth’S Polychronicity, Multitasking Behavior And Perceived Learning Performance In Online Learning","{""uuid"": ""b1133f0b-d16b-458e-9314-3342d95946c8"", ""Title"": ""The Relationships Among Taiwanese Youth\u2019S Polychronicity, Multitasking Behavior And Perceived Learning Performance In Online Learning"", ""audit_processes"": [{""question_id"": 1, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""The abstract does not explicitly discuss capturing or retaining knowledge.""}, {""question_id"": 2, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Digital technologies for KR are not clearly identified as being used for capture/retention.""}, {""question_id"": 3, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Based on the methodology described, the paper is categorized as Empirical Study.""}], ""audit_results"": {""expert_A_audit_result"": ""Not Support"", ""expert_B_audit_result"": ""Fully Support"", ""expert_C_audit_result"": ""Fully Support""}}"
995bb00c-5e9d-41f8-863c-ccceaffb83b6,Key Issues And Pedagogical Implications In The Design Of Digital Educational Escape Rooms,"{""uuid"": ""995bb00c-5e9d-41f8-863c-ccceaffb83b6"", ""Title"": ""Key Issues And Pedagogical Implications In The Design Of Digital Educational Escape Rooms"", ""audit_processes"": [{""question_id"": 1, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""The abstract does not explicitly discuss capturing or retaining knowledge.""}, {""question_id"": 2, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Digital technologies for KR are not clearly identified as being used for capture/retention.""}, {""question_id"": 3, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Based on the methodology described, the paper is categorized as Empirical Study.""}], ""audit_results"": {""expert_A_audit_result"": ""Not Support"", ""expert_B_audit_result"": ""Partial Support"", ""expert_C_audit_result"": ""Fully Support""}}"
6683d470-dd7b-4560-a3d6-e7eb770df23c,Turning Grey To Green: Engaging Gamification In Sustainability Education With Augmented Reality Technology,"{""uuid"": ""6683d470-dd7b-4560-a3d6-e7eb770df23c"", ""Title"": ""Turning Grey To Green: Engaging Gamification In Sustainability Education With Augmented Reality Technology"", ""audit_processes"": [{""question_id"": 1, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Unsupported""}, ""audit_evidence"": ""The abstract does not explicitly discuss capturing or retaining knowledge.""}, {""question_id"": 2, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Unsupported""}, ""audit_evidence"": ""Digital technologies for KR are not clearly identified as being used for capture/retention.""}, {""question_id"": 3, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Based on the methodology described, the paper is categorized as Empirical Study.""}], ""audit_results"": {""expert_A_audit_result"": ""Fully Support"", ""expert_B_audit_result"": ""Partial Support"", ""expert_C_audit_result"": ""Not Support""}}"
94ebe687-ec92-4e92-a532-3a23ab1a6f0d,Gamified Learning For Sustainability: An Innovative Approach To Enhance Hydrogen Literacy And Environmental Awareness Through Simulation-Based Education,"{""uuid"": ""94ebe687-ec92-4e92-a532-3a23ab1a6f0d"", ""Title"": ""Gamified Learning For Sustainability: An Innovative Approach To Enhance Hydrogen Literacy And Environmental Awareness Through Simulation-Based Education"", ""audit_processes"": [{""question_id"": 1, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Unsupported""}, ""audit_evidence"": ""The abstract explicitly discuss capturing or retaining knowledge.""}, {""question_id"": 2, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Unsupported""}, ""audit_evidence"": ""Digital technologies for KR are identified as being used for capture/retention.""}, {""question_id"": 3, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Unsupported""}, ""audit_evidence"": ""Based on the methodology described, the paper is categorized as Theoretical/Conceptual.""}], ""audit_results"": {""expert_A_audit_result"": ""Not Support"", ""expert_B_audit_result"": ""Partial Support"", ""expert_C_audit_result"": ""Not Support""}}"
af6521fb-a6ea-446e-9324-7177b6bdc9c9,Technology Capabilities And Firm Innovation In The Manufacturing Industry: Serial Mediation Of Knowledge Acquisition And Knowledge Exploration Practices,"{""uuid"": ""af6521fb-a6ea-446e-9324-7177b6bdc9c9"", ""Title"": ""Technology Capabilities And Firm Innovation In The Manufacturing Industry: Serial Mediation Of Knowledge Acquisition And Knowledge Exploration Practices"", ""audit_processes"": [{""question_id"": 1, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Unsupported""}, ""audit_evidence"": ""The abstract does not explicitly discuss capturing or retaining knowledge.""}, {""question_id"": 2, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Unsupported""}, ""audit_evidence"": ""Digital technologies for KR are not clearly identified as being used for capture/retention.""}, {""question_id"": 3, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Based on the methodology described, the paper is categorized as Empirical Study.""}], ""audit_results"": {""expert_A_audit_result"": ""Partial Support"", ""expert_B_audit_result"": ""Fully Support"", ""expert_C_audit_result"": ""Not Support""}}"
3072451e-9318-48c8-b4ea-43c3dada0dfb,Presenting An Effective Motivational Model On The Knowledge Acquisition Process Using Fuzzy Best-Worst Method (Fbwm),"{""uuid"": ""3072451e-9318-48c8-b4ea-43c3dada0dfb"", ""Title"": ""Presenting An Effective Motivational Model On The Knowledge Acquisition Process Using Fuzzy Best-Worst Method (Fbwm)"", ""audit_processes"": [{""question_id"": 1, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Unsupported""}, ""audit_evidence"": ""The abstract does not explicitly discuss capturing or retaining knowledge.""}, {""question_id"": 2, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Unsupported""}, ""audit_evidence"": ""Digital technologies for KR are not clearly identified as being used for capture/retention.""}, {""question_id"": 3, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Unsupported""}, ""audit_evidence"": ""Based on the methodology described, the paper is categorized as Theoretical/Conceptual.""}], ""audit_results"": {""expert_A_audit_result"": ""Not Support"", ""expert_B_audit_result"": ""Not Support"", ""expert_C_audit_result"": ""Not Support""}}"
26258bf1-7aea-4e97-9a57-9e24aaaf7855,Who Is Spreading Ai-Generated Health Rumors? A Study On The Association Between Aigc Interaction Types And The Willingness To Share Health Rumors,"{""uuid"": ""26258bf1-7aea-4e97-9a57-9e24aaaf7855"", ""Title"": ""Who Is Spreading Ai-Generated Health Rumors? A Study On The Association Between Aigc Interaction Types And The Willingness To Share Health Rumors"", ""audit_processes"": [{""question_id"": 1, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""The abstract does not explicitly discuss capturing or retaining knowledge.""}, {""question_id"": 2, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Digital technologies for KR are not clearly identified as being used for capture/retention.""}, {""question_id"": 3, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Based on the methodology described, the paper is categorized as Empirical Study.""}], ""audit_results"": {""expert_A_audit_result"": ""Not Support"", ""expert_B_audit_result"": ""Partial Support"", ""expert_C_audit_result"": ""Fully Support""}}"
bd55952b-a4f3-4ddd-b6d9-51a5e722074f,"Three-Dimensional Modeling And Ai-Assisted Contextual Narratives In Digital Heritage Education: Course For Enhancing Design Skill, Cultural Awareness, And User Experience","{""uuid"": ""bd55952b-a4f3-4ddd-b6d9-51a5e722074f"", ""Title"": ""Three-Dimensional Modeling And Ai-Assisted Contextual Narratives In Digital Heritage Education: Course For Enhancing Design Skill, Cultural Awareness, And User Experience"", ""audit_processes"": [{""question_id"": 1, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""The abstract does not explicitly discuss capturing or retaining knowledge.""}, {""question_id"": 2, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Digital technologies for KR are not clearly identified as being used for capture/retention.""}, {""question_id"": 3, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Based on the methodology described, the paper is categorized as Empirical Study.""}], ""audit_results"": {""expert_A_audit_result"": ""Not Support"", ""expert_B_audit_result"": ""Partial Support"", ""expert_C_audit_result"": ""Fully Support""}}"
be2aac70-5a32-4bde-8e33-6e210ade9fa4,Virtual Onboarding: Using The Metaverse For Induction Of New Employees On Remote Work,"{""uuid"": ""be2aac70-5a32-4bde-8e33-6e210ade9fa4"", ""Title"": ""Virtual Onboarding: Using The Metaverse For Induction Of New Employees On Remote Work"", ""audit_processes"": [{""question_id"": 1, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""The abstract explicitly discuss capturing or retaining knowledge.""}, {""question_id"": 2, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Unsupported""}, ""audit_evidence"": ""Digital technologies for KR are not clearly identified as being used for capture/retention.""}, {""question_id"": 3, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Unsupported""}, ""audit_evidence"": ""Based on the methodology described, the paper is categorized as Theoretical/Conceptual.""}], ""audit_results"": {""expert_A_audit_result"": ""Not Support"", ""expert_B_audit_result"": ""Not Support"", ""expert_C_audit_result"": ""Not Support""}}"
cbfce2b4-9574-4ca7-9f6c-503229a51186,Comparative Effects Of Dynamic Geometry System And Physical Manipulatives On Inquiry-Based Math Learning For Students In Junior High School,"{""uuid"": ""cbfce2b4-9574-4ca7-9f6c-503229a51186"", ""Title"": ""Comparative Effects Of Dynamic Geometry System And Physical Manipulatives On Inquiry-Based Math Learning For Students In Junior High School"", ""audit_processes"": [{""question_id"": 1, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""The abstract explicitly discuss capturing or retaining knowledge.""}, {""question_id"": 2, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Digital technologies for KR are identified as being used for capture/retention.""}, {""question_id"": 3, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Based on the methodology described, the paper is categorized as Empirical Study.""}], ""audit_results"": {""expert_A_audit_result"": ""Not Support"", ""expert_B_audit_result"": ""Not Support"", ""expert_C_audit_result"": ""Fully Support""}}"
ceb4d713-a0ad-48e9-bbb4-f056d6e583c2,Evaluating The Preliminary Effectiveness Of Industrial Virtual Reality Safety Training For Ozone Generator Isolation Procedure,"{""uuid"": ""ceb4d713-a0ad-48e9-bbb4-f056d6e583c2"", ""Title"": ""Evaluating The Preliminary Effectiveness Of Industrial Virtual Reality Safety Training For Ozone Generator Isolation Procedure"", ""audit_processes"": [{""question_id"": 1, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""The abstract explicitly discuss capturing or retaining knowledge.""}, {""question_id"": 2, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Digital technologies for KR are identified as being used for capture/retention.""}, {""question_id"": 3, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Unsupported""}, ""audit_evidence"": ""Based on the methodology described, the paper is categorized as Theoretical/Conceptual.""}], ""audit_results"": {""expert_A_audit_result"": ""Not Support"", ""expert_B_audit_result"": ""Not Support"", ""expert_C_audit_result"": ""Partial Support""}}"
8cd96041-79ee-49b8-ad30-668fe2052761,Organizational Resilience To Knowledge Loss In Biotechnology Research,"{""uuid"": ""8cd96041-79ee-49b8-ad30-668fe2052761"", ""Title"": ""Organizational Resilience To Knowledge Loss In Biotechnology Research"", ""audit_processes"": [{""question_id"": 1, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Unsupported""}, ""audit_evidence"": ""The abstract does not explicitly discuss capturing or retaining knowledge.""}, {""question_id"": 2, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Digital technologies for KR are not clearly identified as being used for capture/retention.""}, {""question_id"": 3, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Unsupported""}, ""audit_evidence"": ""Based on the methodology described, the paper is categorized as Theoretical/Conceptual.""}], ""audit_results"": {""expert_A_audit_result"": ""Not Support"", ""expert_B_audit_result"": ""Not Support"", ""expert_C_audit_result"": ""Not Support""}}"
a866dbbf-1d4c-4228-b024-c6fe51e93218,Degree Of University Students' Awareness Of Using Artificial Intelligence Applications (Chatgpt) In The Educational Process In The Uae,"{""uuid"": ""a866dbbf-1d4c-4228-b024-c6fe51e93218"", ""Title"": ""Degree Of University Students' Awareness Of Using Artificial Intelligence Applications (Chatgpt) In The Educational Process In The Uae"", ""audit_processes"": [{""question_id"": 1, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""The abstract does not explicitly discuss capturing or retaining knowledge.""}, {""question_id"": 2, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Digital technologies for KR are not clearly identified as being used for capture/retention.""}, {""question_id"": 3, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Based on the methodology described, the paper is categorized as Empirical Study.""}], ""audit_results"": {""expert_A_audit_result"": ""Fully Support"", ""expert_B_audit_result"": ""Not Support"", ""expert_C_audit_result"": ""Fully Support""}}"
dcd40031-8877-4a0f-8136-f8ca0d5c342d,Teachers Developing More Creative Learning Views Via Online Knowledge Building Activities,"{""uuid"": ""dcd40031-8877-4a0f-8136-f8ca0d5c342d"", ""Title"": ""Teachers Developing More Creative Learning Views Via Online Knowledge Building Activities"", ""audit_processes"": [{""question_id"": 1, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""The abstract does not explicitly discuss capturing or retaining knowledge.""}, {""question_id"": 2, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Digital technologies for KR are not clearly identified as being used for capture/retention.""}, {""question_id"": 3, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Unsupported""}, ""audit_evidence"": ""Based on the methodology described, the paper is categorized as Theoretical/Conceptual.""}], ""audit_results"": {""expert_A_audit_result"": ""Partial Support"", ""expert_B_audit_result"": ""Not Support"", ""expert_C_audit_result"": ""Partial Support""}}"
a1fd2e84-dbc7-450f-a5a3-757bc0f3fb1f,"Impact Of Technology Literacy, Information Literacy, And User Satisfaction On The Adoption Of Gai-Chatgpt For Learning, Knowledge Acquisition, And Knowledge Dissemination Among Chinese Students","{""uuid"": ""a1fd2e84-dbc7-450f-a5a3-757bc0f3fb1f"", ""Title"": ""Impact Of Technology Literacy, Information Literacy, And User Satisfaction On The Adoption Of Gai-Chatgpt For Learning, Knowledge Acquisition, And Knowledge Dissemination Among Chinese Students"", ""audit_processes"": [{""question_id"": 1, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""The abstract does not explicitly discuss capturing or retaining knowledge.""}, {""question_id"": 2, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Digital technologies for KR are not clearly identified as being used for capture/retention.""}, {""question_id"": 3, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Based on the methodology described, the paper is categorized as Empirical Study.""}], ""audit_results"": {""expert_A_audit_result"": ""Fully Support"", ""expert_B_audit_result"": ""Not Support"", ""expert_C_audit_result"": ""Fully Support""}}"
7cb85d8f-90bc-4d3c-b54f-f0588abce3c1,From Games To High Fidelity: A Comparative Study Of Cpr Training Methods In Nursing Education,"{""uuid"": ""7cb85d8f-90bc-4d3c-b54f-f0588abce3c1"", ""Title"": ""From Games To High Fidelity: A Comparative Study Of Cpr Training Methods In Nursing Education"", ""audit_processes"": [{""question_id"": 1, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Unsupported""}, ""audit_evidence"": ""The abstract explicitly discuss capturing or retaining knowledge.""}, {""question_id"": 2, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Unsupported""}, ""audit_evidence"": ""Digital technologies for KR are identified as being used for capture/retention.""}, {""question_id"": 3, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Unsupported""}, ""audit_evidence"": ""Based on the methodology described, the paper is categorized as Theoretical/Conceptual.""}], ""audit_results"": {""expert_A_audit_result"": ""Not Support"", ""expert_B_audit_result"": ""Partial Support"", ""expert_C_audit_result"": ""Not Support""}}"
5284c171-c50f-4be7-9608-4dcdf6a21199,Micro World - Exploring The Microbial Kingdom: Design And Testing Of A Microbial Vr Science Product,"{""uuid"": ""5284c171-c50f-4be7-9608-4dcdf6a21199"", ""Title"": ""Micro World - Exploring The Microbial Kingdom: Design And Testing Of A Microbial Vr Science Product"", ""audit_processes"": [{""question_id"": 1, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""The abstract does not explicitly discuss capturing or retaining knowledge.""}, {""question_id"": 2, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Digital technologies for KR are not clearly identified as being used for capture/retention.""}, {""question_id"": 3, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Based on the methodology described, the paper is categorized as Empirical Study.""}], ""audit_results"": {""expert_A_audit_result"": ""Fully Support"", ""expert_B_audit_result"": ""Not Support"", ""expert_C_audit_result"": ""Fully Support""}}"
4a5b1586-2542-46bb-9168-efefd755e79a,Investigating The Effects Of Virtual Site Tours In Construction Technology Education: An Eplatform For Students' Transferable Knowledge Acquisition,"{""uuid"": ""4a5b1586-2542-46bb-9168-efefd755e79a"", ""Title"": ""Investigating The Effects Of Virtual Site Tours In Construction Technology Education: An Eplatform For Students' Transferable Knowledge Acquisition"", ""audit_processes"": [{""question_id"": 1, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""The abstract does not explicitly discuss capturing or retaining knowledge.""}, {""question_id"": 2, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Digital technologies for KR are not clearly identified as being used for capture/retention.""}, {""question_id"": 3, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Unsupported""}, ""audit_evidence"": ""Based on the methodology described, the paper is categorized as Case Study.""}], ""audit_results"": {""expert_A_audit_result"": ""Partial Support"", ""expert_B_audit_result"": ""Not Support"", ""expert_C_audit_result"": ""Partial Support""}}"
